"","yearly_rank","region","state","loc_id","city","airport_name","airport_classification","hub_type","year","passengers"
"8454",477,"AL","AK","WTK","Noatak","Noatak","Commercial Service",NA,2016,4681
"8455",480,"AL","AK","BVK","Buckland","Buckland","Commercial Service",NA,2016,4198
"8456",481,"AL","AK","D76","Noorvik","Robert /Bob/ Curtis Memorial","Commercial Service",NA,2016,4004
"8457",485,"AL","AK","SOV","Seldovia","Seldovia","Commercial Service",NA,2016,4133
"8458",486,"AL","AK","SVA","Savoonga","Savoonga","Commercial Service",NA,2016,4197
"8459",488,"AL","AK","EDF","Anchorage","Elmendorf AFB","General Aviation",NA,2016,3236
"8460",489,"AL","AK","SCM","Scammon Bay","Scammon Bay","Commercial Service",NA,2016,4513
"8461",490,"AL","AK","CFK","Chefornak","Chefornak","Commercial Service",NA,2016,4456
"8462",492,"AL","AK","SDP","Sand Point","Sand Point","Commercial Service",NA,2016,4146
"8463",498,"AL","AK","EIL","Fairbanks","Eielson AFB","General Aviation",NA,2016,1794
"8464",499,"AL","AK","AKP","Anaktuvuk Pass","Anaktuvuk Pass","Commercial Service",NA,2016,3522
"8465",504,"AL","AK","AWI","Barrow (County)","Wainwright","Commercial Service",NA,2016,3932
"8466",507,"AL","AK","A61","Tuntutuliak","Tuntutuliak","Commercial Service",NA,2016,3875
"8467",508,"AL","AK","2A9","Kotlik","Kotlik","Commercial Service",NA,2016,3531
"8468",510,"AL","AK","DUY","Kongiganak","Kongiganak","Commercial Service",NA,2016,3978
"8469",513,"AL","AK","UUO","Willow","Willow","General Aviation",NA,2016,2000
"8470",514,"AL","AK","GAM","Gambell","Gambell","Commercial Service",NA,2016,3860
"8471",515,"AL","AK","IAN","Kiana","Bob Baker Memorial","Commercial Service",NA,2016,3127
"8472",516,"AL","AK","KVL","Kivalina","Kivalina","Commercial Service",NA,2016,3421
"8473",518,"AL","AK","SHH","Shishmaref","Shishmaref","Commercial Service",NA,2016,3445
"8474",519,"AL","AK","0AK","Pilot Station","Pilot Station","Commercial Service",NA,2016,4127
"8475",520,"AL","AK","GGV","Kwigillingok","Kwigillingok","Commercial Service",NA,2016,3870
"8476",521,"AL","AK","MOU","Mountain Village","Mountain Village","Commercial Service",NA,2016,4159
"8477",523,"AL","AK","BTI","Kaktovik","Barter Island","Commercial Service",NA,2016,3136
"8478",526,"AL","AK","16A","Nunapitchuk","Nunapitchuk","Commercial Service",NA,2016,3628
"8479",527,"AL","AK","KAE","Kake","Kake","Commercial Service",NA,2016,3227
"8480",528,"AL","AK","Z09","Kasigluk","Kasigluk","Commercial Service",NA,2016,4190
"8481",532,"AL","AK","KWT","Kwethluk","Kwethluk","Commercial Service",NA,2016,3706
"8482",534,"AL","AK","KLG","Kalskag","Kalskag","Commercial Service",NA,2016,3142
"8483",535,"AL","AK","HLA","Huslia","Huslia","Commercial Service",NA,2016,2728
"8484",536,"AL","AK","EEK","Eek","Eek","Commercial Service",NA,2016,3406
"8485",537,"AL","AK","2C7","Shaktoolik","Shaktoolik","Commercial Service",NA,2016,2299
"8486",539,"AL","AK","AUK","Alakanuk","Alakanuk","Commercial Service",NA,2016,2854
"8487",542,"AL","AK","WBB","Stebbins","Stebbins","Commercial Service",NA,2016,2571
"8488",544,"AL","AK","2A3","Larsen Bay","Larsen Bay","Commercial Service",NA,2016,2649
"8489",545,"AL","AK","SMK","St. Michael (ANV/ANVSA)","St Michael","Commercial Service",NA,2016,2464
"8490",546,"AL","AK","TAL","Tanana","Ralph M Calhoun Memorial","Commercial Service",NA,2016,2952
"8491",547,"AL","AK","EWU","Newtok","Newtok","Commercial Service",NA,2016,2936
"8492",548,"AL","AK","SNP","Saint Paul Island","St Paul Island","Commercial Service",NA,2016,2838
"8493",549,"AL","AK","6R7","Old Harbor","Old Harbor","Commercial Service",NA,2016,1285
"8494",551,"AL","AK","MCG","McGrath","McGrath","Commercial Service",NA,2016,3236
"8495",552,"AL","AK","Z13","Akiachak","Akiachak","Commercial Service",NA,2016,3045
"8496",553,"AL","AK","MDM","Marshall","Marshall Don Hunter Sr","Commercial Service",NA,2016,3194
"8497",555,"AL","AK","ADK","Adak (Naval) Station/Mitchell Field","Adak","General Aviation",NA,2016,2151
"8498",556,"AL","AK","NUL","Nulato","Nulato","General Aviation",NA,2016,2694
"8499",558,"AL","AK","KTS","Brevig Mission","Brevig Mission","General Aviation",NA,2016,2301
"8500",562,"AL","AK","TPO","Port Alsworth","Port Alsworth","General Aviation",NA,2016,3884
"8501",563,"AL","AK","AQT","Nuiqsut","Nuiqsut","General Aviation",NA,2016,2147
"8502",564,"AL","AK","SHG","Shungnak","Shungnak","General Aviation",NA,2016,2217
"8503",565,"AL","AK","KKA","Koyuk","Koyuk Alfred Adams","General Aviation",NA,2016,2440
"8504",566,"AL","AK","PGM","Port Graham","Port Graham","General Aviation",NA,2016,2010
"8505",567,"AL","AK","ATK","Atqasuk","Atqasuk Edward Burnell Sr Memorial","General Aviation",NA,2016,2215
"8506",568,"AL","AK","ELI","Elim","Elim","General Aviation",NA,2016,2354
"8507",571,"AL","AK","TLT","Tuluksak","Tuluksak","General Aviation",NA,2016,2634
"8508",573,"AL","AK","MTM","Metlakatla","Metlakatla","General Aviation",NA,2016,2527
"8509",574,"AL","AK","KEB","English Bay","Nanwalek","General Aviation",NA,2016,1962
"8510",575,"AL","AK","AFM","Ambler","Ambler","General Aviation",NA,2016,2095
"8511",576,"AL","AK","RSH","Russian Mission","Russian Mission","General Aviation",NA,2016,2445
"8512",577,"AL","AK","AGN","Angoon","Angoon","General Aviation",NA,2016,2152
"8513",578,"AL","AK","GLV","Golovin","Golovin","General Aviation",NA,2016,1917
"8514",579,"AL","AK","4A2","Atmautluak","Atmautluak","General Aviation",NA,2016,2706
"8515",580,"AL","AK","KTB","Thorne Bay","Thorne Bay","General Aviation",NA,2016,2351
"8516",581,"AL","AK","RBY","Ruby","Ruby","General Aviation",NA,2016,1751
"8517",582,"AL","AK","AKI","Akiak","Akiak","General Aviation",NA,2016,2173
"8518",583,"AL","AK","CGA","Craig","Craig","General Aviation",NA,2016,2581
"8519",585,"AL","AK","VEE","Venetie","Venetie","General Aviation",NA,2016,2059
"8520",588,"AL","AK","PIZ","Point Lay","Point Lay LRRS","General Aviation",NA,2016,1774
"8521",589,"AL","AK","BTT","Bettles","Bettles","General Aviation",NA,2016,1639
"8522",590,"AL","AK","6A8","Allakaket","Allakaket","General Aviation",NA,2016,1827
"8523",591,"AL","AK","ARC","Arctic Village","Arctic Village","General Aviation",NA,2016,1885
"8524",594,"AL","AK","WMO","White Mountain","White Mountain","General Aviation",NA,2016,1636
"8525",596,"AL","AK","IGT","Nightmute","Nightmute","General Aviation",NA,2016,1973
"8526",597,"AL","AK","4KA","Tununak","Tununak","General Aviation",NA,2016,2352
"8527",599,"AL","AK","ORI","Port Lions","Port Lions","General Aviation",NA,2016,1114
"8528",600,"AL","AK","TYE","Tyonek","Tyonek","General Aviation",NA,2016,1745
"8529",601,"AL","AK","KAL","Kaltag","Kaltag","General Aviation",NA,2016,1420
"8530",606,"AL","AK","DEE","Deering","Deering","General Aviation",NA,2016,1263
"8531",607,"AL","AK","7AK","Akutan","Akutan","General Aviation",NA,2016,1636
"8532",608,"AL","AK","TER","Teller","Teller","General Aviation",NA,2016,1506
"8533",611,"AL","AK","4K5","Ouzinkie","Ouzinkie","General Aviation",NA,2016,922
"8534",613,"AL","AK","MYU","Mekoryuk","Mekoryuk","General Aviation",NA,2016,1477
"8535",614,"AL","AK","KVC","King Cove","King Cove","General Aviation",NA,2016,1597
"8536",616,"AL","AK","LKK","Kulik Lake","Kulik Lake","General Aviation",NA,2016,1644
"8537",618,"AL","AK","KNW","Bristol Bay (Borough)","New Stuyahok","General Aviation",NA,2016,927
"8538",619,"AL","AK","HCA","Holy Cross","Holy Cross","General Aviation",NA,2016,1176
"8539",621,"AL","AK","OBU","Kobuk","Kobuk","General Aviation",NA,2016,1180
"8540",625,"AL","AK","KWF","Waterfall","Waterfall","General Aviation",NA,2016,1383
"8541",626,"AL","AK","IWK","Wales","Wales","General Aviation",NA,2016,1187
"8542",628,"AL","AK","WNA","Napakiak","Napakiak","General Aviation",NA,2016,1612
"8543",630,"AL","AK","GNU","Goodnews Bay","Goodnews","General Aviation",NA,2016,1246
"8544",633,"AL","AK","HYL","Hollis","Clark Bay","General Aviation",NA,2016,1103
"8545",634,"AL","AK","BLG","Beluga","Beluga","General Aviation",NA,2016,1231
"8546",635,"AL","AK","PEC","Pelican","Pelican","General Aviation",NA,2016,1084
"8547",638,"AL","AK","HUS","Hughes","Hughes","General Aviation",NA,2016,1101
"8548",639,"AL","AK","SXP","Sheldon Point","Nunam Iqua","General Aviation",NA,2016,1286
"8549",640,"AL","AK","63A","Petersburg","Lloyd R Roundtree Seaplane Facility","General Aviation",NA,2016,900
"8550",642,"AL","AK","PKA","Napaskiak","Napaskiak","General Aviation",NA,2016,1884
"8551",646,"AL","AK","AKK","Akhiok","Akhiok","General Aviation",NA,2016,399
"8552",648,"AL","AK","9K2","Kokhanok","Kokhanok","General Aviation",NA,2016,884
"8553",653,"AL","AK","EII","Egegik","Egegik","General Aviation",NA,2016,974
"8554",656,"AL","AK","TOG","Aniak (Census Subarea)","Togiak","General Aviation",NA,2016,1324
"8555",659,"AL","AK","KYU","Koyukuk","Koyukuk","General Aviation",NA,2016,933
"8556",660,"AL","AK","ANV","Anvik","Anvik","General Aviation",NA,2016,824
"8557",661,"AL","AK","GBH","Nome (Census Area)","Galbraith Lake","General Aviation",NA,2016,777
"8558",667,"AL","AK","JZZ","Bristol Bay (Borough)","Koliganek","General Aviation",NA,2016,687
"8559",668,"AL","AK","KGX","Grayling","Grayling","General Aviation",NA,2016,869
"8560",670,"AL","AK","WBQ","Beaver","Beaver","General Aviation",NA,2016,767
"8561",673,"AL","AK","5NN","Nondalton","Nondalton","General Aviation",NA,2016,1468
"8562",677,"AL","AK","TKE","Tenakee Springs","Tenakee","General Aviation",NA,2016,728
"8563",680,"AL","AK","CIK","Chalkyitsik","Chalkyitsik","General Aviation",NA,2016,744
"8564",682,"AL","AK","AJC","Chignik","Chignik","General Aviation",NA,2016,663
"8565",683,"AL","AK","FSP","Nikolai","Nikolai","General Aviation",NA,2016,336
"8566",686,"AL","AK","PTH","Port Heiden","Port Heiden","General Aviation",NA,2016,828
"8567",688,"AL","AK","PPC","Yukon-Koyukuk (Census Area)","Prospect Creek","General Aviation",NA,2016,724
"8568",690,"AL","AK","RMP","Rampart","Rampart","General Aviation",NA,2016,561
"8569",692,"AL","AK","A43","Taku Harbor","Taku Harbor","General Aviation",NA,2016,21
"8570",697,"AL","AK","FBK","Fairbanks/Ft Wainwright","Ladd AAF","General Aviation",NA,2016,251
"8571",701,"AL","AK","SHX","Shageluk","Shageluk","General Aviation",NA,2016,622
"8572",702,"AL","AK","ELV","Elfin Cove","Elfin Cove","General Aviation",NA,2016,608
"8573",703,"AL","AK","PNP","Pilot Point","Pilot Point","General Aviation",NA,2016,499
"8574",705,"AL","AK","PEV","Perryville","Perryville","General Aviation",NA,2016,636
"8575",706,"AL","AK","MBA","Bristol Bay (Borough)","Manokotak","General Aviation",NA,2016,7293
"8576",709,"AL","AK","EAA","Eagle","Eagle","General Aviation",NA,2016,523
"8577",710,"AL","AK","4K0","Bristol Bay (Borough)","Pedro Bay","General Aviation",NA,2016,570
"8578",711,"AL","AK","7KA","Matanuska-Susitna (Borough)","Tatitlek","General Aviation",NA,2016,2
"8579",715,"AL","AK","KEK","Ekwok","Ekwok","General Aviation",NA,2016,388
"8580",721,"AL","AK","PBV","St. George","St George","General Aviation",NA,2016,519
"8581",723,"AL","AK","KCL","Chignik Flats","Chignik Lagoon","General Aviation",NA,2016,492
"8582",725,"AL","AK","SVS","Stevens Village","Stevens Village","General Aviation",NA,2016,274
"8583",726,"AL","AK","TCT","Takotna","Takotna","General Aviation",NA,2016,240
"8584",728,"AL","AK","KYK","Karluk","Karluk","General Aviation",NA,2016,286
"8585",731,"AL","AK","CJX","Crooked Creek","Crooked Creek","General Aviation",NA,2016,374
"8586",733,"AL","AK","IGG","Bristol Bay (Borough)","Igiugig","General Aviation",NA,2016,612
"8587",739,"AL","AK","C05","Seward (County)","Chenega Bay","General Aviation",NA,2016,0
"8588",742,"AL","AK","6K8","Tok","Tok Junction","General Aviation",NA,2016,419
"8589",743,"AL","AK","PTU","Platinum","Platinum","General Aviation",NA,2016,509
"8590",744,"AL","AK","KFP","False Pass","False Pass","General Aviation",NA,2016,357
"8591",745,"AL","AK","OUL","Nelson Lagoon","Nelson Lagoon","General Aviation",NA,2016,453
"8592",751,"AL","AK","Z91","Birch Creek","Birch Creek","General Aviation",NA,2016,261
"8593",753,"AL","AK","EXI","Skagway-Yakutat-Angoon (Census Area)","Excursion Inlet","General Aviation",NA,2016,539
"8594",756,"AL","AK","CRC","Circle","Circle City","General Aviation",NA,2016,252
"8595",757,"AL","AK","SLQ","Sleetmute","Sleetmute","General Aviation",NA,2016,278
"8596",762,"AL","AK","A79","Chignik Lake","Chignik Lake","General Aviation",NA,2016,261
"8597",765,"AL","AK","9A3","Chuathbaluk","Chuathbaluk","General Aviation",NA,2016,266
"8598",767,"AL","AK","AKA","Atka","Atka","General Aviation",NA,2016,357
"8599",772,"AL","AK","LUR","Cape Lisburne","Cape Lisburne LRRS","General Aviation",NA,2016,154
"8600",774,"AL","AK","9Z8","Levelock","Levelock","General Aviation",NA,2016,218
"8601",778,"AL","AK","51Z","Minto","Minto Al Wright","General Aviation",NA,2016,158
"8602",779,"AL","AK","CLP","Clarks Point","Clarks Point","General Aviation",NA,2016,405
"8603",782,"AL","AK","MHM","Lake Minchumina","Minchumina","General Aviation",NA,2016,185
"8604",788,"AL","AK","SKW","Skwentna","Skwentna","General Aviation",NA,2016,107
"8605",801,"AL","AK","1AK3","Cold Bay","Port Moller","General Aviation",NA,2016,199
"8606",803,"AL","AK","Z78","Chignik","Chignik Bay","General Aviation",NA,2016,317
"8607",805,"AL","AK","IKO","Nikolski","Nikolski AS","General Aviation",NA,2016,154
"8608",807,"AL","AK","9A8","Kodiak Island (Borough)","Ugashik","General Aviation",NA,2016,134
"8609",809,"AL","AK","DCK","Dahl Creek","Dahl Creek","General Aviation",NA,2016,156
"8610",811,"AL","AK","KCC","Coffman Cove","Coffman Cove","General Aviation",NA,2016,86
"8611",825,"AL","AK","A63","Aniak (Census Subarea)","Twin Hills","General Aviation",NA,2016,104
"8612",827,"AL","AK","ALZ","Lazy Bay","Alitak","General Aviation",NA,2016,129
"8613",831,"AL","AK","MLY","Manley Hot Springs","Manley Hot Springs","General Aviation",NA,2016,104
"8614",833,"AL","AK","84K","Meyers Chuck","Meyers Chuck","General Aviation",NA,2016,184
"8615",837,"AL","AK","4Z7","Hyder","Hyder","General Aviation",NA,2016,146
"8616",842,"AL","AK","WSN","South Naknek","South Naknek Nr 2","General Aviation",NA,2016,91
"8617",843,"AL","AK","CZN","Chisana","Chisana","General Aviation",NA,2016,97
"8618",854,"AL","AK","UTO","Utopia Creek","Indian Mountain LRRS","General Aviation",NA,2016,79
"8619",856,"AL","AK","HRR","Yukon-Koyukuk (Census Area)","Healy River","General Aviation",NA,2016,83
"8620",857,"AL","AK","RDV","Red Devil","Red Devil","General Aviation",NA,2016,44
"8621",862,"AL","AK","CZF","Cape Romanzof","Cape Romanzof LRRS","General Aviation",NA,2016,113
"8622",869,"AL","AK","EHM","Cape Newenham","Cape Newenham LRRS","General Aviation",NA,2016,76
"8623",871,"AL","AK","TLJ","Takotna","Tatalina LRRS","General Aviation",NA,2016,61
"8624",872,"AL","AK","96Z","North Whale Pass","Whale Pass Seaplane Float Harbor Facility","General Aviation",NA,2016,88
"8625",875,"AL","AK","TSG","Tanacross","Tanacross","General Aviation",NA,2016,0
"8626",877,"AL","AK","UMT","Umiat","Umiat","General Aviation",NA,2016,73
"8627",879,"AL","AK","19P","Port Protection","Port Protection","General Aviation",NA,2016,76
"8628",882,"AL","AK","KWP","West Point","West Point Village","General Aviation",NA,2016,74
"8629",886,"AL","AK","PAQ","Palmer","Palmer Buddy Woods Municipal","General Aviation",NA,2016,47
"8630",887,"AL","AK","TNC","Tin City","Tin City LRRS","General Aviation",NA,2016,100
"8631",899,"AL","AK","L20","Yukon Charley Rivers","Coal Creek","General Aviation",NA,2016,36
"8632",901,"AL","AK","SRV","Stony River","Stony River 2","General Aviation",NA,2016,85
"8633",909,"AL","AK","WSJ","San Juan","San Juan /Uganik/","General Aviation",NA,2016,13
"8634",910,"AL","AK","KOY","Olga Bay","Olga Bay","General Aviation",NA,2016,13
"8635",913,"AL","AK","GSZ","Granite Mountain","Granite Mountain AS","General Aviation",NA,2016,38
"8636",923,"AL","AK","KXA","Kasaan","Kasaan","General Aviation",NA,2016,85
"8637",927,"AL","AK","KKB","Kitoi Bay","Kitoi Bay","General Aviation",NA,2016,43
"8638",951,"AL","AK","KPB","Point Baker","Point Baker","General Aviation",NA,2016,23
"8639",953,"AL","AK","SXQ","Soldotna","Soldotna","General Aviation",NA,2016,39
"8640",969,"AL","AK","HYG","Hydaburg","Hydaburg","General Aviation",NA,2016,16
"8641",970,"AL","AK","ZNC","Nyac","Nyac","General Aviation",NA,2016,25
"8642",976,"AL","AK","KMY","Moser Bay","Moser Bay","General Aviation",NA,2016,17
"8643",978,"AL","AK","SYA","Shemya","Eareckson AS","General Aviation",NA,2016,0
"8644",979,"AL","AK","2K5","Telida","Telida","General Aviation",NA,2016,9
"8645",990,"AL","AK","WCR","Chandalar","Chandalar Lake","General Aviation",NA,2016,14
"8646",1002,"AL","AK","KPR","Port Williams","Port Williams","General Aviation",NA,2016,38
"8647",1003,"AL","AK","KPY","Port Bailey","Port Bailey","General Aviation",NA,2016,16
"8648",1006,"AL","AK","2AK6","Hogatza","Hog River","General Aviation",NA,2016,21
"8649",1018,"AL","AK","AK75","Candle","Candle 2","General Aviation",NA,2016,20
"8650",1019,"AL","AK","CKX","Chicken","Chicken","General Aviation",NA,2016,16
"8651",1036,"AL","AK","CEM","Central","Central","General Aviation",NA,2016,13
"8652",1049,"AL","AK","5AK0","Trading Bay","Trading Bay Production","General Aviation",NA,2016,19
"8653",1083,"AL","AK","5NK","Naknek","Naknek","General Aviation",NA,2016,38
"8654",1087,"AL","AK","IYS","Wasilla","Wasilla","General Aviation",NA,2016,17
"8655",1135,"AL","AK","57A","Tokeen","Tokeen","General Aviation",NA,2016,2
"8656",1141,"AL","AK","FLT","Flat","Flat","General Aviation",NA,2016,0
"8657",1145,"AL","AK","JLA","Cooper Landing","Quartz Creek","General Aviation",NA,2016,0
"8658",1162,"AL","AK","ENN","Nenana","Nenana Municipal","General Aviation",NA,2016,26
"8659",1184,"AL","AK","2AK","Lime Village","Lime Village","General Aviation",NA,2016,27
"8660",1256,"AL","AK","KKL","Karluk Lake","Karluk Lake","General Aviation",NA,2016,0
"8661",1267,"AL","AK","SVW","Sparrevohn","Sparrevohn LRRS","General Aviation",NA,2016,0
"8662",1270,"AL","AK","37AK","Big Mountain Radio Relay Site (U.S. Air Force)","Big Mountain","General Aviation",NA,2016,0
"8663",1273,"AL","AK","78K","Yes Bay","Yes Bay Lodge","General Aviation",NA,2016,0
"8664",1295,"AL","AK","KKU","Ekuk","Ekuk","General Aviation",NA,2016,0
"8665",82,"SO","AL","BHM","Birmingham","Birmingham-Shuttlesworth International","Primary","Small",2016,1304467
"8666",121,"SO","AL","HSV","Huntsville","Huntsville International-Carl T Jones Field","Primary","Small",2016,527801
"8667",162,"SO","AL","MOB","Mobile","Mobile Regional","Primary","Nonhub",2016,288209
"8668",198,"SO","AL","MGM","Montgomery","Montgomery Regional (Dannelly Field)","Primary","Nonhub",2016,173210
"8669",280,"SO","AL","DHN","Dothan","Dothan Regional","Primary","Nonhub",2016,49411
"8670",437,"SO","AL","MSL","Muscle Shoals","Northwest Alabama Regional","Commercial Service",NA,2016,5295
"8671",561,"SO","AL","TCL","Tuscaloosa","Tuscaloosa Regional","General Aviation",NA,2016,2081
"8672",651,"SO","AL","BFM","Mobile","Mobile Downtown","General Aviation",NA,2016,1152
"8673",663,"SO","AL","ANB","Anniston","Anniston Regional","General Aviation",NA,2016,1396
"8674",750,"SO","AL","AUO","Auburn","Auburn University Regional","General Aviation",NA,2016,591
"8675",917,"SO","AL","JKA","Gulf Shores","Jack Edwards National","General Aviation",NA,2016,7
"8676",965,"SO","AL","09A","Butler","Butler-Choctaw County","General Aviation",NA,2016,0
"8677",1020,"SO","AL","DCU","Decatur","Pryor Field Regional","General Aviation",NA,2016,6
"8678",1196,"SO","AL","CQF","Fairhope","H. L. (Sonny) Callahan","General Aviation",NA,2016,2
"8679",91,"SW","AR","LIT","Little Rock","Bill and Hillary Clinton National/Adams Field","Primary","Small",2016,958824
"8680",104,"SW","AR","XNA","Bentonville","Northwest Arkansas Regional","Primary","Small",2016,673810
"8681",243,"SW","AR","FSM","Fort Smith","Fort Smith Regional","Primary","Nonhub",2016,83920
"8682",304,"SW","AR","TXK","Texarkana","Texarkana Regional-Webb Field","Primary","Nonhub",2016,33565
"8683",475,"SW","AR","JBR","Jonesboro","Jonesboro Municipal","Commercial Service",NA,2016,4593
"8684",483,"SW","AR","HRO","Harrison","Boone County","Commercial Service",NA,2016,1178
"8685",543,"SW","AR","HOT","Hot Springs","Memorial Field","Commercial Service",NA,2016,1603
"8686",609,"SW","AR","ELD","El Dorado","South Arkansas Regional at Goodwin Field","General Aviation",NA,2016,2544
"8687",729,"SW","AR","FYV","Fayetteville","Drake Field","General Aviation",NA,2016,1190
"8688",940,"SW","AR","ROG","Rogers","Rogers Executive - Carter Field","General Aviation",NA,2016,26
"8689",1110,"SW","AR","ASG","Springdale","Springdale Municipal","General Aviation",NA,2016,0
"8690",1191,"SW","AR","ADF","Arkadelphia","Dexter B Florence Memorial Field","General Aviation",NA,2016,0
"8691",1195,"SW","AR","BPK","Mountain Home","Baxter County","General Aviation",NA,2016,0
"8692",1218,"SW","AR","SRC","Searcy","Searcy Municipal","General Aviation",NA,2016,0
"8693",1263,"SW","AR","SGT","Ulm","Stuttgart Municipal Carl Humphrey Field","General Aviation",NA,2016,0
"8694",1271,"SW","AR","3M9","Warren","Warren Municipal","General Aviation",NA,2016,0
"8695",1274,"SW","AR","7M5","Ozark","Ozark-Franklin County","General Aviation",NA,2016,0
"8696",1284,"SW","AR","BVX","Batesville","Batesville Regional","General Aviation",NA,2016,0
"8697",1288,"SW","AR","CRT","Crossett","Z M Jack Stell Field","General Aviation",NA,2016,0
"8698",1297,"SW","AR","LLQ","Monticello","Monticello Municipal/Ellis Field","General Aviation",NA,2016,0
"8699",254,"WP","AS","PPG","Pago Pago","Pago Pago International","Primary","Nonhub",2016,65439
"8700",559,"WP","AS","FAQ","Fitiuta","Fitiuta","General Aviation",NA,2016,2887
"8701",13,"WP","AZ","PHX","Phoenix","Phoenix Sky Harbor International","Primary","Large",2016,20896265
"8702",74,"WP","AZ","TUS","Tucson","Tucson International","Primary","Small",2016,1594594
"8703",103,"WP","AZ","IWA","Mesa","Phoenix-Mesa Gateway","Primary","Small",2016,705731
"8704",159,"WP","AZ","GCN","Grand Canyon","Grand Canyon National Park","Primary","Nonhub",2016,319206
"8705",208,"WP","AZ","1G4","Peach Springs","Grand Canyon West","Primary","Nonhub",2016,128739
"8706",218,"WP","AZ","IFP","Bullhead City","Laughlin/Bullhead International","Primary","Nonhub",2016,109334
"8707",250,"WP","AZ","NYL","Yuma","Yuma MCAS/Yuma International","Primary","Nonhub",2016,74742
"8708",255,"WP","AZ","FLG","Flagstaff","Flagstaff Pulliam","Primary","Nonhub",2016,64578
"8709",341,"WP","AZ","PGA","Page","Page Municipal","Primary","Nonhub",2016,17435
"8710",416,"WP","AZ","1Z1","Whitmore","Grand Canyon Bar Ten Airstrip","General Aviation",NA,2016,7825
"8711",447,"WP","AZ","PRC","Prescott","Ernest A Love Field","Commercial Service",NA,2016,3451
"8712",471,"WP","AZ","SOW","Show Low","Show Low Regional","Commercial Service",NA,2016,4139
"8713",598,"WP","AZ","CHD","Chandler","Chandler Municipal","General Aviation",NA,2016,104
"8714",738,"WP","AZ","DMA","Tucson","Davis Monthan AFB","General Aviation",NA,2016,565
"8715",760,"WP","AZ","SDL","Scottsdale","Scottsdale","General Aviation",NA,2016,828
"8716",824,"WP","AZ","FHU","Fort Huachuca","Sierra Vista Municipal-Libby AAF","General Aviation",NA,2016,245
"8717",852,"WP","AZ","L41","Marble Canyon","Marble Canyon","General Aviation",NA,2016,137
"8718",860,"WP","AZ","0V7","Kayenta","Kayenta","General Aviation",NA,2016,142
"8719",968,"WP","AZ","GYR","Goodyear","Phoenix Goodyear","General Aviation",NA,2016,22
"8720",1013,"WP","AZ","MZJ","Pinal (County)","Pinal Airpark","General Aviation",NA,2016,5
"8721",1043,"WP","AZ","L37","Peach Springs","Grand Canyon Caverns","General Aviation",NA,2016,9
"8722",1045,"WP","AZ","SEZ","Sedona","Sedona","General Aviation",NA,2016,9
"8723",1093,"WP","AZ","AVQ","Marana","Marana Regional","General Aviation",NA,2016,2
"8724",1098,"WP","AZ","HII","Lake Havasu City","Lake Havasu City","General Aviation",NA,2016,7
"8725",1099,"WP","AZ","IGM","Kingman","Kingman","General Aviation",NA,2016,23
"8726",1244,"WP","AZ","DVT","Phoenix","Phoenix Deer Valley","General Aviation",NA,2016,13
"8727",1245,"WP","AZ","E25","Wickenburg","Wickenburg Municipal","General Aviation",NA,2016,4
"8728",2,"WP","CA","LAX","Los Angeles","Los Angeles International","Primary","Large",2016,39636042
"8729",7,"WP","CA","SFO","San Francisco International Airport","San Francisco International","Primary","Large",2016,25707101
"8730",25,"WP","CA","SAN","San Diego","San Diego International","Primary","Large",2016,10340164
"8731",36,"WP","CA","OAK","Oakland","Metropolitan Oakland International","Primary","Medium",2016,5934639
"8732",37,"WP","CA","SJC","San Jose","Norman Y Mineta San Jose International","Primary","Medium",2016,5321603
"8733",41,"WP","CA","SMF","Sacramento","Sacramento International","Primary","Medium",2016,4969366
"8734",42,"WP","CA","SNA","Santa Ana","John Wayne Airport-Orange County","Primary","Medium",2016,5217242
"8735",58,"WP","CA","BUR","Burbank","Bob Hope","Primary","Medium",2016,2077892
"8736",60,"WP","CA","ONT","Ontario","Ontario International","Primary","Medium",2016,2104625
"8737",67,"WP","CA","LGB","Long Beach","Long Beach /Daugherty Field/","Primary","Small",2016,1386357
"8738",87,"WP","CA","PSP","Palm Springs","Palm Springs International","Primary","Small",2016,995801
"8739",102,"WP","CA","FAT","Fresno","Fresno Yosemite International","Primary","Small",2016,761298
"8740",145,"WP","CA","SBA","Santa Barbara","Santa Barbara Municipal","Primary","Nonhub",2016,329751
"8741",184,"WP","CA","SBP","San Luis Obispo","San Luis County Regional","Primary","Nonhub",2016,162719
"8742",185,"WP","CA","MRY","Monterey","Monterey Regional","Primary","Nonhub",2016,192136
"8743",187,"WP","CA","STS","Santa Rosa","Charles M Schulz - Sonoma County","Primary","Nonhub",2016,167151
"8744",230,"WP","CA","BFL","Bakersfield","Meadows Field","Primary","Nonhub",2016,100433
"8745",234,"WP","CA","SCK","Stockton","Stockton Metropolitan","Primary","Nonhub",2016,93076
"8746",260,"WP","CA","ACV","Arcata","California Redwood Coast-Humboldt County","Primary","Nonhub",2016,69732
"8747",286,"WP","CA","RDD","Redding","Redding Municipal","Primary","Nonhub",2016,43414
"8748",327,"WP","CA","SMX","Santa Maria","Santa Maria Public/Capt G Allan Hancock Field","Primary","Nonhub",2016,40120
"8749",340,"WP","CA","MMH","Mammoth Lakes","Mammoth Yosemite","Primary","Nonhub",2016,21826
"8750",349,"WP","CA","VCV","Victorville","Southern California Logistics","Primary","Nonhub",2016,17538
