id,name,normalized_name,gender
5309,Goblin Jimbo,goblin jimbo,NA
5310,Teenage Vance Connor,teenage vance connor,NA
5311,Vance Connor,vance connor,NA
5312,Teenage Carl,teenage carl,NA
5313,Al Gore,al gore,NA
5314,Administrators,administrators,NA
5315,Jock #1,jock 1,NA
5316,Jock #2,jock 2,NA
5317,Old Italian Man,old italian man,NA
5318,Rest Of Kids,rest of kids,NA
5319,Voices From Sauce,voices from sauce,NA
5320,Student With Glasses,student with glasses,NA
5321,Student Reporter,student reporter,NA
5322,TEEN MAUDE FLANDERS,teen maude flanders,NA
5323,Debbie Pinson,debbie pinson,NA
5324,Teenage Selma,teenage selma,NA
5325,Teenage Patty,teenage patty,NA
5326,Young Smithers,young smithers,NA
5327,Mr. Becker,mr becker,NA
5328,Daffodils Reading Group,daffodils reading group,NA
5329,Boys' Chorus,boys chorus,NA
5330,Girls' Chorus,girls chorus,NA
5331,Other Boys,other boys,NA
5332,Barge Captain,barge captain,NA
5333,Au Pair,au pair,NA
5334,Male Neighbor,male neighbor,NA
5335,Female Neighbor,female neighbor,NA
5336,Eerie Voice,eerie voice,NA
5337,2nd Orderly,2nd orderly,NA
5338,Dwight Eisenhower,dwight eisenhower,NA
5339,Nancy Gladness,nancy gladness,NA
5340,Nat Gladness,nat gladness,NA
5341,Photo Simpsons,photo simpsons,NA
5342,Mother Superior,mother superior,NA
5343,Mysterious Nun,mysterious nun,NA
5344,HOMER'S HAND,homers hand,NA
5345,Welcome Mat,welcome mat,NA
5346,Hot Tub Salesman,hot tub salesman,NA
5347,Irish Pilot,irish pilot,NA
5348,American Woman,american woman,NA
5349,Irish Locals,irish locals,NA
5350,Yuppie Leprechauns,yuppie leprechauns,NA
5351,Tom O'Flanagan,tom oflanagan,NA
5352,German Krusty,german krusty,NA
5353,German Sideshow Mel,german sideshow mel,NA
5354,Brew-master,brew-master,NA
5355,American Man,american man,NA
5356,2nd American Man,2nd american man,NA
5357,Irish Kid,irish kid,NA
5358,Bicyclist,bicyclist,NA
5359,Street Musician,street musician,NA
5360,Eastern-european Woman,eastern-european woman,NA
5361,Yup-rechaun,yup-rechaun,NA
5362,Irish Maitre D',irish maitre d,NA
5363,Irish Guy,irish guy,NA
5364,Old Irishman,old irishman,NA
5365,Smokers,smokers,NA
5366,2nd Irish Cop,2nd irish cop,NA
5367,Irish Judge,irish judge,NA
5368,Congregants,congregants,NA
5370,Coroner,coroner,NA
5371,Bridal Saleslady,bridal saleslady,NA
5372,Tux Salesman,tux salesman,NA
5373,Videographer,videographer,NA
5374,Deep Mysterious Voice,deep mysterious voice,NA
5375,Hockey Announcer #1,hockey announcer 1,NA
5376,Hockey Announcer #2,hockey announcer 2,NA
5377,Hockey Announcer #3,hockey announcer 3,NA
5378,Maya,maya,NA
5379,Umpa-lumpas,umpa-lumpas,NA
5380,Jenny,jenny,NA
5381,MAJOR PRESTON,major preston,NA
5382,Swedish Woman,swedish woman,NA
5383,Mother Duck,mother duck,NA
5384,Sleazy Girl,sleazy girl,NA
5385,Wiggum Smiley Face,wiggum smiley face,NA
5386,Zamboni Operator,zamboni operator,NA
5387,Hot Dog Vendor,hot dog vendor,NA
5388,Fried Dough Vendor,fried dough vendor,NA
5389,Midway Barker,midway barker,NA
5390,Juggler,juggler,NA
5391,Old Comedy Writer,old comedy writer,NA
5392,Soccer Mom,soccer mom,NA
5393,Popular Girl #1,popular girl 1,NA
5394,Popular Girl #1's Tablemates,popular girl 1s tablemates,NA
5395,Popular Girl #2,popular girl 2,NA
5396,Popular Girl #2's Tablemates,popular girl 2s tablemates,NA
5397,Helicopter Parents,helicopter parents,NA
5398,Kaitlin,kaitlin,NA
5399,GHOST,ghost,NA
5400,Chaucer's Ghost,chaucers ghost,NA
5401,Female Ghost,female ghost,NA
5402,ELEGANTLY-DRESSED GHOST,elegantly-dressed ghost,NA
5403,Oscar Wilde,oscar wilde,NA
5404,Mother In Audience,mother in audience,NA
5405,Kenny,kenny,NA
5406,Science Water Promoter,science water promoter,NA
5407,City Inspector,city inspector,NA
5408,Dr. Bettelheim,dr bettelheim,NA
5409,Geoff,geoff,NA
5410,Donald,donald,NA
5411,Caitlin,caitlin,NA
5412,Katelyn,katelyn,NA
5413,Kate Lynn,kate lynn,NA
5414,Girl In Background,girl in background,NA
5415,SMITTEN GIRL WHO FAINTS,smitten girl who faints,NA
5416,Girl In Riding Boots,girl in riding boots,NA
5417,British Groundskeeper,british groundskeeper,NA
5418,Boy Resembling Ralph,boy resembling ralph,NA
5419,Teenage Stagehand,teenage stagehand,NA
5420,Alaska Nebraska,alaska nebraska,NA
5421,CAITLYN,caitlyn,NA
5422,Walsingham,walsingham,NA
5423,Queen Elizabeth,queen elizabeth,NA
5424,Herald Mel,herald mel,NA
5425,Prince Ralph,prince ralph,NA
5426,King Julio,king julio,NA
5427,Lady Marjorie,lady marjorie,NA
5428,Sir Walter Raleigh,sir walter raleigh,NA
5429,Advisor,advisor,NA
5430,Protestant Minister,protestant minister,NA
5431,Vietnamese Manicurist,vietnamese manicurist,NA
5432,Doc,doc,NA
5433,Other Dwarves,other dwarves,NA
5434,Evil Queen,evil queen,NA
5435,Disembodied Face,disembodied face,NA
5436,Huntsman Willie,huntsman willie,NA
5437,Snow White,snow white,NA
5438,Turtle,turtle,NA
5439,Dwarves,dwarves,NA
5440,Crabby,crabby,NA
5441,First Witch,first witch,NA
5442,Second Witch,second witch,NA
5443,Lady 911 Operator,lady 911 operator,NA
5444,Ghosts,ghosts,NA
5445,Mr. Toohey,mr toohey,NA
5446,Avery Mann,avery mann,NA
5447,Everyman,everyman,NA
5448,Older Executive,older executive,NA
5449,Male Producer,male producer,NA
5450,Jonah,jonah,NA
5451,Director #1,director 1,NA
5452,Director #2,director 2,NA
5454,Fiji,fiji,NA
5455,HOLLYWOOD HIPSTERS,hollywood hipsters,NA
5456,Police Chief,police chief,NA
5457,Leading Lady,leading lady,NA
5458,Studio Heads,studio heads,NA
5459,Former Studio Head,former studio head,NA
5460,Dr. Reptilicus,dr reptilicus,NA
5461,Exercise Babe,exercise babe,NA
5462,NEW TEACHER,new teacher,NA
5463,BIG-BUSTED DOWAGER,big-busted dowager,NA
5464,Australian Woman,australian woman,NA
5465,Fighter,fighter,NA
5466,Autograph-signing Fighter,autograph-signing fighter,NA
5467,Scalper,scalper,NA
5468,Chett,chett,NA
5469,Donkey,donkey,NA
5470,Man Below,man below,NA
5471,HEAVY BAG,heavy bag,NA
5472,Males In Audience,males in audience,NA
5473,Muncher Barney,muncher barney,NA
5474,Muncher,muncher,NA
5475,Muncher Helen Lovejoy,muncher helen lovejoy,NA
5476,Wild-eyed Man,wild-eyed man,NA
5477,Refugees,refugees,NA
5478,Head Soldier,head soldier,NA
5479,Chinese-american Worker,chinese-american worker,NA
5480,LUANNE,luanne,NA
5481,Carl #1,carl 1,NA
5482,Carl #2,carl 2,NA
5483,CLASSY FRENCHMAN,classy frenchman,NA
5484,COMMISSIONER POMPIDOU,commissioner pompidou,NA
5485,Beautiful French Lady,beautiful french lady,NA
5486,Terrorist Type,terrorist type,NA
5487,Bonk It,bonk it,NA
5488,Cletus' Pa,cletus pa,NA
5489,Hillbillies,hillbillies,NA
5490,Bearded Hillbilly,bearded hillbilly,NA
5491,Big Hillbilly,big hillbilly,NA
5492,Whitney,whitney,NA
5493,Mysterious Voices,mysterious voices,NA
5494,Hooded Figures,hooded figures,NA
5495,Gwendolyn,gwendolyn,NA
5496,Cassandra,cassandra,NA
5497,Esmeralda,esmeralda,NA
5498,Homer Snowman,homer snowman,NA
5499,Substitute Teacher,substitute teacher,NA
5500,Wiccans,wiccans,NA
5501,Court Reporter,court reporter,NA
5502,Huell Howser,huell howser,NA
5503,Emmy Announcer,emmy announcer,NA
5504,Female Presenter,female presenter,NA
5505,Wilbur,wilbur,NA
5506,Peyton Manning,peyton manning,NA
5507,Eli Manning,eli manning,NA
5508,Cooper Manning,cooper manning,NA
5509,PEYTON/ELI,peytoneli,NA
5510,Dick,dick,NA
5512,New Sister,new sister,NA
5513,KID VOICE,kid voice,NA
5514,Sisters,sisters,NA
5515,SMOTHERS BROTHERS,smothers brothers,NA
5516,DICK SMOTHERS,dick smothers,NA
5517,TOM SMOTHERS,tom smothers,NA
5518,Marshall Goldman,marshall goldman,NA
5519,Commanding Officer,commanding officer,NA
5520,Brooklyn Sailor,brooklyn sailor,NA
5521,Boston Sailor,boston sailor,NA
5522,Clark Gable,clark gable,NA
5523,Mitch Albom,mitch albom,NA
5524,Railroad Bull,railroad bull,NA
5525,All Railroad Bulls,all railroad bulls,NA
5526,2nd Railroad Bull,2nd railroad bull,NA
5527,Krusty Auditioner,krusty auditioner,NA
5529,Gator,gator,NA
5530,Gary Larson,gary larson,NA
5531,Holly Hippie,holly hippie,NA
5532,Eartha Kitt,eartha kitt,NA
5533,Valerie,valerie,NA
5534,Lottery Official,lottery official,NA
5535,Magic Mirror,magic mirror,NA
5536,Chris Martin,chris martin,NA
5537,2nd Nurse,2nd nurse,NA
5538,Brassy Housewife,brassy housewife,NA
5539,2nd Brassy Housewife,2nd brassy housewife,NA
5540,Curly #1,curly 1,NA
5541,Curlys,curlys,NA
5542,Curly #3,curly 3,NA
5543,Olympic Pins,olympic pins,NA
5544,Pin Dealer,pin dealer,NA
5545,BALD MIDGET,bald midget,NA
5546,Medicine Woman,medicine woman,NA
5548,Milhoose,milhoose,NA
5549,Canadian Nelson,canadian nelson,NA
5550,Usa Fans,usa fans,NA
5551,Swedish Man,swedish man,NA
5552,French Canadian,french canadian,NA
5553,English Canadian,english canadian,NA
5554,Hiram,hiram,NA
5555,Mabel,mabel,NA
5556,Colonel Burns,colonel burns,NA
5557,Smithers-like Valet,smithers-like valet,NA
5558,Virgil Simpson,virgil simpson,NA
5559,Patroller #1,patroller 1,NA
5560,Patroller #2,patroller 2,NA
5561,Circus Clown,circus clown,NA
5562,Milford,milford,NA
5563,Obama Kids,obama kids,NA
5564,Librarian #2,librarian 2,NA
5565,Hopi Singers,hopi singers,NA
5566,Anime Kid,anime kid,NA
5567,PICKACHU-TYPE,pickachu-type,NA
5568,Gps,gps,NA
5569,Mouse,mouse,NA
5570,Bart's Class,barts class,NA
5571,Miss Stringham,miss stringham,NA
5572,Miss Stringham's Class,miss stringhams class,NA
5573,CHILLED-OUT KID,chilled-out kid,NA
5574,Bodhi,bodhi,NA
5575,Nikki McKenna,nikki mckenna,NA
5576,COOL SECOND-GRADER #1,cool second-grader 1,NA
5577,COOL SECOND-GRADER #2,cool second-grader 2,NA
5578,Nikki's Mom,nikkis mom,NA
5579,Nikki's Dad,nikkis dad,NA
5580,Henry Higgins,henry higgins,NA
5581,Michelle Obama,michelle obama,NA
5582,COOL SECOND GRADER #1,cool second grader 1,NA
5583,Navy Seal,navy seal,NA
5584,Airport Workers,airport workers,NA
5585,Israeli Airline Guard,israeli airline guard,NA
5587,Bible Group,bible group,NA
5588,DOREET,doreet,NA
5589,Israeli Bystander,israeli bystander,NA
5590,Chief Security Officer,chief security officer,NA
5591,Cucumber,cucumber,NA
5592,Muslim Man,muslim man,NA
5593,Prison Guard,prison guard,NA
5594,Pleasant Cellmate,pleasant cellmate,NA
5595,Delroy,delroy,NA
5596,Thought Bubble Grampa,thought bubble grampa,NA
5597,Wimpy-looking Boy,wimpy-looking boy,NA
5598,Boy #3,boy 3,NA
5599,Tellers,tellers,NA
5600,Silkie,silkie,NA
5601,Edward G. Robinson,edward g robinson,NA
5602,Ominous Announcer,ominous announcer,NA
5603,Wise Old Alien,wise old alien,NA
5604,Shia LaBeouf,shia labeouf,NA
5605,Sexy Girl,sexy girl,NA
5606,Sun,sun,NA
5607,Danish Sales Rep,danish sales rep,NA
5608,Springfield Man,springfield man,NA
6025,Jamie,jamie,NA
5586,Jakob,jakob,m
5528,Princess Penelope,princess penelope,f
5609,National Guardsman #1,national guardsman 1,NA
5610,National Guardsman #2,national guardsman 2,NA
5611,National Guardsman #3,national guardsman 3,NA
5612,Female Activist,female activist,NA
5613,HUGE BLUE WHALE,huge blue whale,NA
5614,Ms. Dubinsky,ms dubinsky,NA
5615,Megan,megan,NA
5616,Man At Counter,man at counter,NA
5617,Train Conductor,train conductor,NA
5618,Bomb Squad Guy,bomb squad guy,NA
5619,Liberal Man,liberal man,NA
5620,CONSULTANT,consultant,NA
5621,Cockney Flower Girls,cockney flower girls,NA
5622,Bobbies,bobbies,NA
5623,Sally's Father,sallys father,NA
5624,Upright Citizens,upright citizens,NA
5626,Audrey,audrey,NA
5627,Revelers,revelers,NA
5628,The Queen,the queen,NA
5629,Prince Charles,prince charles,NA
5630,Lullaby Singer,lullaby singer,NA
5631,Indian Singer,indian singer,NA
5632,Don Pardo,don pardo,NA
5633,Homer Devils,homer devils,NA
5634,Black Bishop,black bishop,NA
5635,Icelandic Man,icelandic man,NA
5636,2nd Icelandic Man,2nd icelandic man,NA
5637,NEW NEIGHBOR,new neighbor,NA
5638,WALT,walt,NA
5639,Neighbors,neighbors,NA
5640,THE REAL WALT,the real walt,NA
5642,Prison Worker,prison worker,NA
5643,Joyce,joyce,NA
5644,Mexican Man,mexican man,NA
5645,Southern State Trooper,southern state trooper,NA
5646,Midwestern Trooper,midwestern trooper,NA
5647,New Jersey Patrolman,new jersey patrolman,NA
5648,Man With Crazy Beard,man with crazy beard,NA
5649,Thought Bubble Lisa,thought bubble lisa,NA
5650,Ron Finkelsteinberg,ron finkelsteinberg,NA
5651,Sports Bar Guy #3,sports bar guy 3,NA
5652,Sports Bar Guy #4,sports bar guy 4,NA
5654,Ryan Seacrest,ryan seacrest,NA
5655,Randy Jackson,randy jackson,NA
5656,Kara DioGuardi,kara dioguardi,NA
5657,Ellen DeGeneres,ellen degeneres,NA
5658,Thought Bubble Simon Cowell,thought bubble simon cowell,NA
5659,Pro Shop Clerk,pro shop clerk,NA
5660,Friendly Old Golfer,friendly old golfer,NA
5661,Nobel Academy President,nobel academy president,NA
5662,Military Choir,military choir,NA
5663,Tsa Security Officer,tsa security officer,NA
5664,Ira Glass,ira glass,NA
5665,TEENAGE GIRL CAMPER,teenage girl camper,NA
5666,TEENAGE BOY CAMPER,teenage boy camper,NA
5667,2ND TEENAGE GIRL CAMPER,2nd teenage girl camper,NA
5668,Teenage Singers,teenage singers,NA
5669,Kurt Hardwick,kurt hardwick,NA
5670,VAN KRUUSTEN,van kruusten,NA
5671,Flynn,flynn,NA
5672,Chief Magistrate,chief magistrate,NA
5673,Aiesha,aiesha,NA
5674,SARAH,sarah,NA
5675,Fat Kids,fat kids,NA
5676,E-Z Reader,e-z reader,NA
5677,Schoolboy,schoolboy,NA
5678,Belgian Bailiff,belgian bailiff,NA
5679,Bailiff's Brother,bailiffs brother,NA
5680,Afrikaner Promoter,afrikaner promoter,NA
5681,BERNICE/HELEN,bernicehelen,NA
5682,Maitre D'ess,maitre dess,NA
5683,Fat Banker,fat banker,NA
5684,Muhammad Yunus,muhammad yunus,NA
5685,Chris Hansen,chris hansen,NA
5686,Mark Zuckerberg,mark zuckerberg,NA
5687,Dahlia,dahlia,NA
5688,Hobby Shop Owner,hobby shop owner,NA
5689,Bill James,bill james,NA
5690,Ball,ball,NA
5691,Teammates,teammates,NA
5692,Funnel Cake Man,funnel cake man,NA
5693,Rev. Lovejoy Avatar,rev lovejoy avatar,NA
5694,Rich Uncle Pennybags,rich uncle pennybags,NA
5695,Powerful Voice,powerful voice,NA
5696,Colonel Ketchup,colonel ketchup,NA
5697,Crazy Eights,crazy eights,NA
5698,Pelican,pelican,NA
5699,Edmund,edmund,NA
5700,Vampire Dad,vampire dad,NA
5701,Kount,kount,NA
5702,Abby,abby,NA
5703,Professional-looking Driver,professional-looking driver,NA
5704,Admissions Director,admissions director,NA
5705,Cloisters Girl,cloisters girl,NA
5706,Another Girl,another girl,NA
5707,Ms. Marshall,ms marshall,NA
5708,Chairman,chairman,NA
5709,Nbc Executive,nbc executive,NA
5710,Network Executive,network executive,NA
5641,THE REAL BOB,the real bob,m
5653,Simon Cowell,simon cowell,m
5711,Personal Physician,personal physician,NA
5712,Sgt. Activity Doll,sgt activity doll,NA
5713,Funeral Director,funeral director,NA
5714,Guido Guy,guido guy,NA
5715,Dick Cheney,dick cheney,NA
5716,General Patton,general patton,NA
5717,Danica Patrick,danica patrick,NA
5718,Will Rogers,will rogers,NA
5719,W.C. FIELDS,wc fields,NA
5720,Dr. Thurston,dr thurston,NA
5721,Caretaker,caretaker,NA
5722,Bing Crosby,bing crosby,NA
5723,Gruff Sergeant,gruff sergeant,NA
5724,German,german,NA
5725,Western Union Boy,western union boy,NA
5726,Tree Salesman,tree salesman,NA
5727,Hamlet,hamlet,NA
5729,Katy Perry,katy perry,NA
5730,Sock Puppet Dog,sock puppet dog,NA
5731,Samoan Native,samoan native,NA
5732,Wah-wah Birds,wah-wah birds,NA
5733,Glinda,glinda,NA
5735,Other Guards,other guards,NA
5736,Female Agent,female agent,NA
5737,Whiny Agent,whiny agent,NA
5738,Fit Tony,fit tony,NA
5739,Erik,erik,NA
5740,4th Graders,4th graders,NA
5741,5th Graders,5th graders,NA
5742,Zach,zach,NA
5743,Mr. Benzie,mr benzie,NA
5744,Tough 5th Grader,tough 5th grader,NA
5745,Anita,anita,NA
5746,Connie,connie,NA
5747,Chris,chris,NA
5748,Andy Hamilton,andy hamilton,NA
5749,Tyler Winklevoss,tyler winklevoss,NA
5750,Ross,ross,NA
5751,MARGE 40-YEAR-OLD,marge 40-year-old,NA
5752,Fat Late Shift Worker,fat late shift worker,NA
5753,Mr. Burns Heads,mr burns heads,NA
5754,Super-hairy Wonder Woman,super-hairy wonder woman,NA
5755,Ms. Juniper,ms juniper,NA
5756,DISTINGUISHED OLDER GENTLEMEN,distinguished older gentlemen,NA
5757,Comic Book Gay,comic book gay,NA
5758,Tranny #1,tranny 1,NA
5759,Tranny #2,tranny 2,NA
5760,Gays,gays,NA
5761,Grizzly Shawn,grizzly shawn,NA
5762,Bar Customers,bar customers,NA
5763,Devil Moe,devil moe,NA
5764,Real Devil Moe,real devil moe,NA
5765,Melody,melody,NA
5766,Distinguished Older Gentleman,distinguished older gentleman,NA
5767,Liz,liz,NA
5768,Playground Ghost,playground ghost,NA
5769,Gale Gordon,gale gordon,NA
5770,Lucille Ball,lucille ball,NA
5771,Courtney,courtney,NA
5772,Fat Chinese Spy,fat chinese spy,NA
5773,CHEEKBONE CHINESE SPY,cheekbone chinese spy,NA
5774,Atf Agent,atf agent,NA
5775,2nd Atf Agent,2nd atf agent,NA
5776,Goatee Chinese Spy,goatee chinese spy,NA
5777,David Mamet,david mamet,NA
5778,Statue of Liberty,statue of liberty,NA
5779,Cheekbones Chinese Spy,cheekbones chinese spy,NA
5780,CHEEKBONE/GOATEE SPIES,cheekbonegoatee spies,NA
5781,Sheldon Leavitt,sheldon leavitt,NA
5782,Rebecca,rebecca,NA
5783,Dog Guy,dog guy,NA
5784,Lainie,lainie,NA
5785,Carlotta,carlotta,NA
5787,Middle-aged Lady,middle-aged lady,NA
5788,Heavyset Woman,heavyset woman,NA
5789,Attractive Friend,attractive friend,NA
5790,Blofeld,blofeld,NA
5791,Young Woman #1,young woman 1,NA
5792,Young Woman #2,young woman 2,NA
5793,Burns' Wingman,burns wingman,NA
5794,YOUNG WOMAN #1 & #2,young woman 1 2,NA
5795,Scratchy's Father,scratchys father,NA
5796,Cat Monk,cat monk,NA
5797,Crazy Clown,crazy clown,NA
5798,Herman Millwood,herman millwood,NA
5799,Crazed-looking Techie,crazed-looking techie,NA
5800,Male Animator,male animator,NA
5801,Female Animator,female animator,NA
5802,2nd Male Animator,2nd male animator,NA
5803,Animators,animators,NA
5804,MAN IN THE AUDIENCE,man in the audience,NA
5805,Sir Anthony Hopkins,sir anthony hopkins,NA
5806,John Lassiter,john lassiter,NA
5808,Russell Brand,russell brand,NA
5809,D.J. Kwanzaa,dj kwanzaa,NA
5810,Ice Mocha,ice mocha,NA
5811,Nasty J,nasty j,NA
5812,Halle Berry,halle berry,NA
5813,Cowboy Ketchup,cowboy ketchup,NA
5814,Waffle,waffle,NA
5734,Fbi Supervisor,fbi supervisor,m
5807,Randy Newman,randy newman,m
5786,Dr. Kissingher,dr kissingher,m
5815,Peanut Butter,peanut butter,NA
5816,Willis,willis,NA
5817,Miss Pennyfarthing,miss pennyfarthing,NA
5818,Nick Park,nick park,NA
5819,Martin Scorsese,martin scorsese,NA
5820,Leathery Old Man,leathery old man,NA
5821,Leathery Old Woman,leathery old woman,NA
5822,Climber,climber,NA
5823,Other Orderly,other orderly,NA
5825,Frat Nerd,frat nerd,NA
5826,Drug Dealer,drug dealer,NA
5827,Old-timey Farmer,old-timey farmer,NA
5828,Friends,friends,NA
5831,Fetus,fetus,NA
5832,Grizabella,grizabella,NA
5833,ELEANOR,eleanor,NA
5834,Middle-aged Father,middle-aged father,NA
5835,Viking Fan,viking fan,NA
5836,RETIRED AFRICAN-AMERICAN,retired african-american,NA
5837,2nd Retired Lineman Masseur,2nd retired lineman masseur,NA
5838,FOOTBALL-HATING INTELLECTUAL,football-hating intellectual,NA
5840,Gerald,gerald,NA
5841,Kareem Abdul-Jabbar,kareem abdul-jabbar,NA
5842,Custodial Employee,custodial employee,NA
5843,Man In Tux,man in tux,NA
5844,Sommeliers,sommeliers,NA
5845,SHIRLEY TEMPLE-TYPE GIRL,shirley temple-type girl,NA
5846,Ewell Freestone,ewell freestone,NA
5847,Garden Ladies,garden ladies,NA
5849,Swami,swami,NA
5850,Cregg Demon,cregg demon,NA
5851,THOUGHT-BUBBLE FLANDERS,thought-bubble flanders,NA
5852,Ricky Jay,ricky jay,NA
5853,David Copperfield,david copperfield,NA
5854,Late Wife,late wife,NA
5855,Wedding Planner,wedding planner,NA
5856,STEVIE B.,stevie b,NA
5857,Tushie,tushie,NA
5858,The Occurrence,the occurrence,NA
5859,Guidos,guidos,NA
5860,Old Italian Woman,old italian woman,NA
5861,Angela,angela,NA
5862,1970s Grampa,1970s grampa,NA
5863,Taffy,taffy,NA
5864,Assorted Women,assorted women,NA
5865,Cyclist,cyclist,NA
5866,Female Ibs Sufferer,female ibs sufferer,NA
5867,Male Ibs Sufferer,male ibs sufferer,NA
5868,Matrons,matrons,NA
5869,Elderly Nancy Drew,elderly nancy drew,NA
5870,Key Man,key man,NA
5871,P.T. Express,pt express,NA
5872,Angry Female Teacher,angry female teacher,NA
5873,Lenny's Face,lennys face,NA
5874,Skinner's Face,skinners face,NA
5875,Comic Book Guy's Face,comic book guys face,NA
5876,Moe's Face,moes face,NA
5878,FEDEX-TYPE GUY,fedex-type guy,NA
5879,Tom Colicchio,tom colicchio,NA
5880,Cia Official,cia official,NA
5881,Humans,humans,NA
5882,Viktor,viktor,NA
5883,Disaster Victim,disaster victim,NA
5884,Viktor's Wife,viktors wife,NA
5885,Young Kim Jong Il,young kim jong il,NA
5886,City Slicker,city slicker,NA
5887,Student Chorus,student chorus,NA
5888,ELDERLY ENGLISHWOMAN,elderly englishwoman,NA
5889,MRS. KNICKERTWIST,mrs knickertwist,NA
5890,Laid-back Teacher,laid-back teacher,NA
5891,Young Chalmers,young chalmers,NA
5892,Saloonkeeper,saloonkeeper,NA
5893,Injured Cast Member,injured cast member,NA
5894,Voice Of God,voice of god,NA
5895,Avatar Bart,avatar bart,NA
5896,Avatar Jimbo,avatar jimbo,NA
5897,Avatar Dolph,avatar dolph,NA
5898,Avatar Kearney,avatar kearney,NA
5899,Avatar Milhouse,avatar milhouse,NA
5900,Taxi Dragon,taxi dragon,NA
5901,KAMALA,kamala,NA
5902,Roz,roz,NA
5903,Robot Seal,robot seal,NA
5904,Paul Flart,paul flart,NA
5905,Undertaker,undertaker,NA
5906,HOWARD JR.,howard jr,NA
5907,Reps,reps,NA
5908,Miss Wyoming,miss wyoming,NA
5909,Robot Maid,robot maid,NA
5910,Game Developer,game developer,NA
5911,Ethiopian Waitress,ethiopian waitress,NA
5912,Ethiopians,ethiopians,NA
5913,Marge's Taste Buds,marges taste buds,NA
5914,SIMPSONS/FOODIES,simpsonsfoodies,NA
5915,Foie Greg,foie greg,NA
5916,Amuse Bruce,amuse bruce,NA
5917,Spanish Chef,spanish chef,NA
5918,TONY BOURDAIN,tony bourdain,NA
5877,Wayne,wayne,m
5839,Dr. Zander,dr zander,m
5824,Walther Hotenhoffer,walther hotenhoffer,m
5829,Chong,chong,m
5919,Mario Batali,mario batali,NA
5920,Swedish Chef,swedish chef,NA
5921,BRITISH VOICE,british voice,NA
5922,Gordon Ramsay,gordon ramsay,NA
5923,Thug,thug,NA
5924,FOODIES,foodies,NA
5925,Young 'uns,young uns,NA
5926,Young Thug,young thug,NA
5927,Homer Taste Buds,homer taste buds,NA
5928,Paleontologist,paleontologist,NA
5929,Stagehand #1,stagehand 1,NA
5930,Stagehand #2,stagehand 2,NA
5931,Gang,gang,NA
5932,Neil Gaiman,neil gaiman,NA
5934,Lackeys,lackeys,NA
5935,Zombie Bride,zombie bride,NA
5936,Female Marketing Executive,female marketing executive,NA
5937,Male Marketing Executive,male marketing executive,NA
5938,Karaoke Operator,karaoke operator,NA
5940,Dottie,dottie,NA
5941,Regulator,regulator,NA
5942,Diversity Kitten,diversity kitten,NA
5943,Wheelchair Kitten,wheelchair kitten,NA
5944,Skanky Girl,skanky girl,NA
5945,Fatso,fatso,NA
5946,Eunice,eunice,NA
5948,Young Executive,young executive,NA
5949,Woman Executive,woman executive,NA
5950,Adult Audience,adult audience,NA
5951,Tick-Tock,tick-tock,NA
5952,Kevin Dillon,kevin dillon,NA
5953,Crew Members,crew members,NA
5954,Burly Crew Member,burly crew member,NA
5955,JANEANE GAROFOLO,janeane garofolo,NA
5956,Elderly Principal Skinner,elderly principal skinner,NA
5957,Jiff,jiff,NA
5958,Skippy,skippy,NA
5959,Adult Milhouse,adult milhouse,NA
5960,Zia,zia,NA
5961,Robot Doctor,robot doctor,NA
5962,Guitarist,guitarist,NA
5963,Holo-book,holo-book,NA
5964,Maude's Ghost,maudes ghost,NA
5965,Ticket Agent,ticket agent,NA
5966,Recorded Announcement,recorded announcement,NA
5967,Australian Man,australian man,NA
5968,Aged Burns,aged burns,NA
5969,Adult Kearney,adult kearney,NA
5970,Tree,tree,NA
5971,Handsome Male Android,handsome male android,NA
5972,Delivery Nurse,delivery nurse,NA
5973,Adult Ralph,adult ralph,NA
5974,Adult Ralph #2,adult ralph 2,NA
5975,Adult Ralph #3,adult ralph 3,NA
5976,Lenny,lenny,NA
5977,Carl,carl,NA
5978,Tsa Agent,tsa agent,NA
5979,Tsa Baby,tsa baby,NA
5980,Tsa Officer,tsa officer,NA
5981,Ethnic Man,ethnic man,NA
5982,Air Marshal,air marshal,NA
5983,Mystery Man,mystery man,NA
5984,Cbsbn Executive,cbsbn executive,NA
5985,Lefty Loony,lefty loony,NA
5986,Female Cbsbn Executive,female cbsbn executive,NA
5987,Chris Christie,chris christie,NA
5988,James Madison,james madison,NA
5989,Other Car's Driver,other cars driver,NA
5990,Fireman #1,fireman 1,NA
5991,Fireman #2,fireman 2,NA
5992,Fireman #3,fireman 3,NA
5993,Male Twin,male twin,NA
5994,2nd Male Twin,2nd male twin,NA
5995,Mexican Duffman,mexican duffman,NA
5996,Bar Rag,bar rag,NA
5997,Bartholomé,bartholomé,NA
5998,Lise,lise,NA
5999,Marguerite,marguerite,NA
6000,French Men,french men,NA
6001,Homeur,homeur,NA
6002,Archbishop Smithers,archbishop smithers,NA
6003,Le Duc,le duc,NA
6004,ARCHBISHOP,archbishop,NA
6005,Sponge,sponge,NA
6006,French Wiggum,french wiggum,NA
6007,Adoring Young Women,adoring young women,NA
6008,Viking Homer,viking homer,NA
6009,Viking Lenny,viking lenny,NA
6010,Monk #2,monk 2,NA
6011,Monk #3,monk 3,NA
