iso3c,country,region,income,year,population,overall_score,data_use_score,data_services_score,data_products_score,data_sources_score,data_infrastructure_score
CHN,China,East Asia & Pacific,Upper middle income,2009,1331260000,NA,40,NA,51.20625000000001,NA,NA
COL,Colombia,Latin America & Caribbean,Upper middle income,2009,44313917,NA,40,NA,71.60624999999999,NA,NA
COM,Comoros,Sub-Saharan Africa,Lower middle income,2009,642493,NA,20,NA,50.175,NA,NA
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2009,64270232,NA,20,NA,50.71875,NA,NA
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2009,4257230,NA,20,NA,50.975,NA,NA
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2009,4563127,NA,40,NA,71.85,NA,NA
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2009,20677762,NA,30,NA,65.99375,NA,NA
HRV,Croatia,Europe & Central Asia,High income,2009,4305181,NA,40,NA,53.35625,NA,NA
CUB,Cuba,Latin America & Caribbean,Upper middle income,2009,11283185,NA,20,NA,45.15,NA,NA
CUW,Curacao,Latin America & Caribbean,High income,2009,146833,NA,0,NA,14.543750000000005,NA,NA
CYP,Cyprus,Europe & Central Asia,High income,2009,1110974,NA,20,NA,52.82500000000001,NA,NA
CZE,Czechia,Europe & Central Asia,High income,2009,10443936,NA,40,NA,46.09374999999999,NA,NA
DNK,Denmark,Europe & Central Asia,High income,2009,5523095,NA,40,NA,47.6375,NA,NA
DJI,Djibouti,Middle East & North Africa,Lower middle income,2009,901103,NA,20,NA,50.76875,NA,NA
DMA,Dominica,Latin America & Caribbean,Upper middle income,2009,68787,NA,0,NA,51.5625,NA,NA
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2009,9648061,NA,40,NA,60.162499999999994,NA,NA
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2009,14742766,NA,40,NA,76.5,NA,NA
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2009,85501064,NA,40,NA,72.15,NA,NA
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2009,6091188,NA,40,NA,73.76249999999999,NA,NA
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2009,1043686,NA,20,NA,38.81250000000001,NA,NA
ERI,Eritrea,Sub-Saharan Africa,Low income,2009,3083888,NA,20,NA,38.98125,NA,NA
EST,Estonia,Europe & Central Asia,High income,2009,1334515,NA,40,NA,53.79375000000001,NA,NA
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2009,1094886,NA,30,NA,62.71249999999999,NA,NA
ETH,Ethiopia,Sub-Saharan Africa,Low income,2009,86755585,NA,30,NA,65.36874999999999,NA,NA
FRO,Faroe Islands,Europe & Central Asia,High income,2009,48429,NA,0,NA,9.76875,NA,NA
FJI,Fiji,East Asia & Pacific,Upper middle income,2009,901383,NA,30,NA,63.9875,NA,NA
FIN,Finland,Europe & Central Asia,High income,2009,5338871,NA,40,NA,58.5125,NA,NA
FRA,France,Europe & Central Asia,High income,2009,64710879,NA,40,NA,47.0875,NA,NA
PYF,French Polynesia,East Asia & Pacific,High income,2009,282283,NA,0,NA,25.05,NA,NA
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2009,1653542,NA,20,NA,43.806250000000006,NA,NA
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2009,1878119,NA,20,NA,56.43749999999999,NA,NA
GEO,Georgia,Europe & Central Asia,Upper middle income,2009,3814419,NA,40,NA,61.46874999999999,NA,NA
DEU,Germany,Europe & Central Asia,High income,2009,81902307,NA,40,NA,46.275,NA,NA
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2009,24950762,NA,30,NA,57.318749999999994,NA,NA
GIB,Gibraltar,Europe & Central Asia,High income,2009,30819,NA,0,NA,9.53125,NA,NA
GRC,Greece,Europe & Central Asia,High income,2009,11107017,NA,40,NA,47.325,NA,NA
GRL,Greenland,Europe & Central Asia,High income,2009,56323,NA,0,NA,11.79375,NA,NA
GRD,Grenada,Latin America & Caribbean,Upper middle income,2009,113249,NA,0,NA,56.8875,NA,NA
GUM,Guam,East Asia & Pacific,High income,2009,164580,NA,0,NA,16.687500000000004,NA,NA
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2009,14000190,NA,30,NA,71.125,NA,NA
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2009,10021323,NA,20,NA,47.0875,NA,NA
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2009,1527196,NA,20,NA,40.73125,NA,NA
GUY,Guyana,Latin America & Caribbean,High income,2009,751258,NA,20,NA,60.9875,NA,NA
HTI,Haiti,Latin America & Caribbean,Lower middle income,2009,9730638,NA,20,NA,44.20625,NA,NA
HND,Honduras,Latin America & Caribbean,Lower middle income,2009,8277302,NA,40,NA,69.97500000000001,NA,NA
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2009,6972800,NA,0,NA,26.412500000000005,NA,NA
HUN,Hungary,Europe & Central Asia,High income,2009,10022650,NA,40,NA,45.3875,NA,NA
ISL,Iceland,Europe & Central Asia,High income,2009,318499,NA,20,NA,41.38125,NA,NA
IND,India,South Asia,Lower middle income,2009,1223640160,NA,40,NA,58.64999999999999,NA,NA
IDN,Indonesia,East Asia & Pacific,Upper middle income,2009,240981299,NA,40,NA,69.53125,NA,NA
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2009,74322685,NA,40,NA,64.21249999999999,NA,NA
IRQ,Iraq,Middle East & North Africa,Upper middle income,2009,30289040,NA,20,NA,64.28750000000001,NA,NA
IRL,Ireland,Europe & Central Asia,High income,2009,4535375,NA,40,NA,46.20624999999999,NA,NA
IMN,Isle of Man,Europe & Central Asia,High income,2009,82915,NA,0,NA,8.787500000000001,NA,NA
ISR,Israel,Middle East & North Africa,High income,2009,7485600,NA,40,NA,41.15625,NA,NA
ITA,Italy,Europe & Central Asia,High income,2009,59095365,NA,40,NA,47.66875,NA,NA
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2009,2722401,NA,30,NA,62.80000000000001,NA,NA
JPN,Japan,East Asia & Pacific,High income,2009,128047000,NA,40,NA,54.16875,NA,NA
JOR,Jordan,Middle East & North Africa,Lower middle income,2009,6780493,NA,20,NA,67.77499999999999,NA,NA
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2009,16092822,NA,40,NA,71.3875,NA,NA
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2009,40364444,NA,20,NA,70.775,NA,NA
KIR,Kiribati,East Asia & Pacific,Lower middle income,2009,105996,NA,20,NA,46.35625,NA,NA
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2009,24581509,NA,0,NA,40.66875,NA,NA
KOR,"Korea, Rep.",East Asia & Pacific,High income,2009,49307835,NA,40,NA,61.006249999999994,NA,NA
XKX,Kosovo,Europe & Central Asia,Upper middle income,2009,1797466,NA,20,NA,NA,NA,NA
KWT,Kuwait,Middle East & North Africa,High income,2009,2795550,NA,20,NA,41.443749999999994,NA,NA
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2009,5383300,NA,40,NA,69.83749999999999,NA,NA
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2009,6229930,NA,30,NA,61.79375,NA,NA
LVA,Latvia,Europe & Central Asia,High income,2009,2141669,NA,40,NA,42.68125,NA,NA
LBN,Lebanon,Middle East & North Africa,Lower middle income,2009,4951135,NA,20,NA,61.224999999999994,NA,NA
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2009,2009169,NA,20,NA,53.325,NA,NA
LBR,Liberia,Sub-Saharan Africa,Low income,2009,3905066,NA,20,NA,50.00625000000001,NA,NA
LBY,Libya,Middle East & North Africa,Upper middle income,2009,6360191,NA,20,NA,39.0375,NA,NA
LIE,Liechtenstein,Europe & Central Asia,High income,2009,35675,NA,0,NA,20.59375,NA,NA
LTU,Lithuania,Europe & Central Asia,High income,2009,3162916,NA,40,NA,43.375,NA,NA
LUX,Luxembourg,Europe & Central Asia,High income,2009,497783,NA,20,NA,40.84374999999999,NA,NA
MAC,"Macao SAR, China",East Asia & Pacific,High income,2009,543021,NA,0,NA,21.356250000000003,NA,NA
MDG,Madagascar,Sub-Saharan Africa,Low income,2009,21117092,NA,30,NA,64.10625,NA,NA
MWI,Malawi,Sub-Saharan Africa,Low income,2009,14298932,NA,20,NA,60.23125,NA,NA
MYS,Malaysia,East Asia & Pacific,Upper middle income,2009,28217204,NA,40,NA,68.2125,NA,NA
MDV,Maldives,South Asia,Upper middle income,2009,349037,NA,20,NA,58.7,NA,NA
MLI,Mali,Sub-Saharan Africa,Low income,2009,15032635,NA,40,NA,64.75625000000001,NA,NA
MLT,Malta,Middle East & North Africa,High income,2009,412477,NA,20,NA,39.66875,NA,NA
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2009,53593,NA,20,NA,48.04375000000001,NA,NA
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2009,3322616,NA,40,NA,47.13125,NA,NA
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2009,1247429,NA,20,NA,68.26249999999999,NA,NA
MEX,Mexico,Latin America & Caribbean,Upper middle income,2009,111049428,NA,40,NA,74.0625,NA,NA
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2009,107868,NA,20,NA,36.087500000000006,NA,NA
MDA,Moldova,Europe & Central Asia,Upper middle income,2009,2865213,NA,40,NA,54.78124999999999,NA,NA
MCO,Monaco,Europe & Central Asia,High income,2009,32401,NA,20,NA,14.975,NA,NA
MNG,Mongolia,East Asia & Pacific,Upper middle income,2009,2666713,NA,20,NA,70.26875,NA,NA
MNE,Montenegro,Europe & Central Asia,Upper middle income,2009,618294,NA,40,NA,57.05,NA,NA
MAR,Morocco,Middle East & North Africa,Lower middle income,2009,32042877,NA,30,NA,69.13125,NA,NA
MOZ,Mozambique,Sub-Saharan Africa,Low income,2009,22436660,NA,30,NA,62.01875,NA,NA
MMR,Myanmar,East Asia & Pacific,Lower middle income,2009,49015836,NA,20,NA,58.868750000000006,NA,NA
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2009,2067919,NA,30,NA,63.1375,NA,NA
NRU,Nauru,East Asia & Pacific,High income,2009,10233,NA,20,NA,35.143750000000004,NA,NA
NPL,Nepal,South Asia,Lower middle income,2009,27026941,NA,20,NA,65.67500000000001,NA,NA
NLD,Netherlands,Europe & Central Asia,High income,2009,16530388,NA,40,NA,44.287499999999994,NA,NA
NCL,New Caledonia,East Asia & Pacific,High income,2009,245950,NA,0,NA,25.706249999999997,NA,NA
NZL,New Zealand,East Asia & Pacific,High income,2009,4302600,NA,40,NA,52.6375,NA,NA
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2009,5770639,NA,40,NA,69.0875,NA,NA
NER,Niger,Sub-Saharan Africa,Low income,2009,16037915,NA,20,NA,62.60625000000001,NA,NA
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2009,156595758,NA,20,NA,52.93750000000001,NA,NA
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2009,1958782,NA,40,NA,49.66875,NA,NA
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2009,57056,NA,0,NA,9.8,NA,NA
NOR,Norway,Europe & Central Asia,High income,2009,4828726,NA,40,NA,46.8625,NA,NA
OMN,Oman,Middle East & North Africa,High income,2009,2697537,NA,20,NA,50.68750000000001,NA,NA
PAK,Pakistan,South Asia,Lower middle income,2009,190123222,NA,40,NA,69.9625,NA,NA
PLW,Palau,East Asia & Pacific,High income,2009,18826,NA,20,NA,35.125,NA,NA
PAN,Panama,Latin America & Caribbean,High income,2009,3559343,NA,20,NA,68.70000000000002,NA,NA
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2009,7358890,NA,20,NA,55.73125,NA,NA
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2009,5702574,NA,40,NA,73.12499999999999,NA,NA
PER,Peru,Latin America & Caribbean,Upper middle income,2009,29009326,NA,40,NA,70.53125,NA,NA
PHL,Philippines,East Asia & Pacific,Lower middle income,2009,92946951,NA,40,NA,73.1,NA,NA
POL,Poland,Europe & Central Asia,High income,2009,38151603,NA,40,NA,44.29375,NA,NA
PRT,Portugal,Europe & Central Asia,High income,2009,10568247,NA,40,NA,45.1375,NA,NA
PRI,Puerto Rico,Latin America & Caribbean,High income,2009,3740410,NA,0,NA,20.56875,NA,NA
QAT,Qatar,Middle East & North Africa,High income,2009,1610274,NA,20,NA,37.5875,NA,NA
ROU,Romania,Europe & Central Asia,High income,2009,20367487,NA,40,NA,53.03125000000001,NA,NA
RUS,Russian Federation,Europe & Central Asia,High income,2009,142785348,NA,40,NA,51.6875,NA,NA
RWA,Rwanda,Sub-Saharan Africa,Low income,2009,10043737,NA,30,NA,46.05625,NA,NA
WSM,Samoa,East Asia & Pacific,Lower middle income,2009,193176,NA,30,NA,56.400000000000006,NA,NA
SMR,San Marino,Europe & Central Asia,High income,2009,31059,NA,0,NA,15.456250000000002,NA,NA
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2009,178128,NA,20,NA,47.618750000000006,NA,NA
SAU,Saudi Arabia,Middle East & North Africa,High income,2009,28483797,NA,20,NA,44.90625,NA,NA
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2009,12195029,NA,20,NA,63.45,NA,NA
SRB,Serbia,Europe & Central Asia,Upper middle income,2009,7320807,NA,40,NA,62.03125000000001,NA,NA
SYC,Seychelles,Sub-Saharan Africa,High income,2009,87298,NA,0,NA,55.26875,NA,NA
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2009,6259842,NA,20,NA,56.3125,NA,NA
SGP,Singapore,East Asia & Pacific,High income,2009,4987573,NA,40,NA,37.11249999999999,NA,NA
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2009,34238,NA,0,NA,6.50625,NA,NA
SVK,Slovak Republic,Europe & Central Asia,High income,2009,5386406,NA,40,NA,44.037499999999994,NA,NA
SVN,Slovenia,Europe & Central Asia,High income,2009,2039669,NA,40,NA,55.33749999999999,NA,NA
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2009,527833,NA,20,NA,55.26875,NA,NA
SOM,Somalia,Sub-Saharan Africa,Low income,2009,11730037,NA,20,NA,37.51875,NA,NA
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2009,51170779,NA,40,NA,59.36874999999999,NA,NA
SSD,South Sudan,Sub-Saharan Africa,Low income,2009,9229227,NA,20,NA,22.1875,NA,NA
ESP,Spain,Europe & Central Asia,High income,2009,46362946,NA,40,NA,56.10624999999999,NA,NA
LKA,Sri Lanka,South Asia,Lower middle income,2009,20482477,NA,40,NA,68.93125,NA,NA
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2009,47286,NA,0,NA,45.95625,NA,NA
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2009,169688,NA,0,NA,56.275,NA,NA
MAF,St. Martin (French part),Latin America & Caribbean,High income,2009,36132,NA,0,NA,5.41875,NA,NA
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2009,109840,NA,20,NA,53.675,NA,NA
SDN,Sudan,Sub-Saharan Africa,Low income,2009,32948155,NA,20,NA,52.18125000000001,NA,NA
SUR,Suriname,Latin America & Caribbean,Upper middle income,2009,539987,NA,20,NA,45.59375,NA,NA
SWE,Sweden,Europe & Central Asia,High income,2009,9298515,NA,40,NA,54.90624999999999,NA,NA
CHE,Switzerland,Europe & Central Asia,High income,2009,7743831,NA,40,NA,59.912499999999994,NA,NA
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2009,21827220,NA,40,NA,60.45,NA,NA
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2009,7468596,NA,40,NA,49.39375,NA,NA
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2009,43957933,NA,30,NA,67.12499999999999,NA,NA
THA,Thailand,East Asia & Pacific,Upper middle income,2009,67813654,NA,40,NA,56.42499999999999,NA,NA
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2009,1065540,NA,30,NA,55.243750000000006,NA,NA
TGO,Togo,Sub-Saharan Africa,Low income,2009,6398624,NA,20,NA,63.4,NA,NA
TON,Tonga,East Asia & Pacific,Upper middle income,2009,107144,NA,20,NA,51.4,NA,NA
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2009,1401191,NA,20,NA,60.55625000000001,NA,NA
TUN,Tunisia,Middle East & North Africa,Lower middle income,2009,10784504,NA,20,NA,68.5375,NA,NA
TUR,Turkiye,Europe & Central Asia,Upper middle income,2009,72039206,NA,40,NA,70.77499999999999,NA,NA
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2009,5180957,NA,20,NA,40.6,NA,NA
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2009,28581,NA,0,NA,14.656250000000002,NA,NA
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2009,10408,NA,20,NA,37.2,NA,NA
UGA,Uganda,Sub-Saharan Africa,Low income,2009,31412520,NA,40,NA,68.1875,NA,NA
UKR,Ukraine,Europe & Central Asia,Upper middle income,2009,46053331,NA,40,NA,65.78125,NA,NA
ARE,United Arab Emirates,Middle East & North Africa,High income,2009,7992644,NA,20,NA,31.437499999999996,NA,NA
GBR,United Kingdom,Europe & Central Asia,High income,2009,62276270,NA,40,NA,53.068749999999994,NA,NA
USA,United States,North America,High income,2009,306771529,NA,40,NA,48.80625,NA,NA
URY,Uruguay,Latin America & Caribbean,High income,2009,3344156,NA,40,NA,67.67500000000001,NA,NA
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2009,27767400,NA,20,NA,46.29375,NA,NA
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2009,239689,NA,20,NA,57.50625,NA,NA
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2009,28327892,NA,40,NA,64.94375,NA,NA
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2009,86482923,NA,40,NA,62.131250000000016,NA,NA
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2009,108404,NA,0,NA,10.59375,NA,NA
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2009,3689099,NA,40,NA,53.88125,NA,NA
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2009,24029589,NA,20,NA,56.81874999999999,NA,NA
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2009,13318087,NA,40,NA,64.93125,NA,NA
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2009,12679810,NA,20,NA,47.5125,NA,NA
AFG,Afghanistan,South Asia,Low income,2008,26427199,NA,20,NA,50.95,NA,NA
ALB,Albania,Europe & Central Asia,Upper middle income,2008,2947314,NA,40,NA,71.85000000000001,NA,NA
DZA,Algeria,Middle East & North Africa,Upper middle income,2008,34569592,NA,20,NA,56.45625,NA,NA
ASM,American Samoa,East Asia & Pacific,High income,2008,55891,NA,0,NA,16.431250000000002,NA,NA
AND,Andorra,Europe & Central Asia,High income,2008,76055,NA,20,NA,21.875,NA,NA
AGO,Angola,Sub-Saharan Africa,Lower middle income,2008,21691522,NA,20,NA,65.2625,NA,NA
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2008,83251,NA,0,NA,54.03750000000001,NA,NA
ARG,Argentina,Latin America & Caribbean,Upper middle income,2008,40273769,NA,40,NA,77.11874999999999,NA,NA
ARM,Armenia,Europe & Central Asia,Upper middle income,2008,2983421,NA,40,NA,62.375,NA,NA
ABW,Aruba,Latin America & Caribbean,High income,2008,97996,NA,0,NA,18.975,NA,NA
AUS,Australia,East Asia & Pacific,High income,2008,21249199,NA,40,NA,53.631249999999994,NA,NA
AUT,Austria,Europe & Central Asia,High income,2008,8321496,NA,40,NA,61.412499999999994,NA,NA
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2008,8763400,NA,40,NA,65.35,NA,NA
BHS,"Bahamas, The",Latin America & Caribbean,High income,2008,362795,NA,20,NA,35.09374999999999,NA,NA
BHR,Bahrain,Middle East & North Africa,High income,2008,1110343,NA,20,NA,44.36875,NA,NA
BGD,Bangladesh,South Asia,Lower middle income,2008,145421318,NA,30,NA,60.5,NA,NA
BRB,Barbados,Latin America & Caribbean,High income,2008,272635,NA,20,NA,60.34375000000001,NA,NA
BLR,Belarus,Europe & Central Asia,Upper middle income,2008,9527985,NA,40,NA,56.55,NA,NA
BEL,Belgium,Europe & Central Asia,High income,2008,10709973,NA,40,NA,52.16875,NA,NA
BLZ,Belize,Latin America & Caribbean,Upper middle income,2008,305671,NA,20,NA,63.4625,NA,NA
BEN,Benin,Sub-Saharan Africa,Lower middle income,2008,8906469,NA,20,NA,52.96875,NA,NA
BMU,Bermuda,North America,High income,2008,65273,NA,0,NA,16.68125,NA,NA
BTN,Bhutan,South Asia,Lower middle income,2008,689737,NA,20,NA,66.99374999999999,NA,NA
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2008,9880593,NA,40,NA,76.03125,NA,NA
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2008,3943392,NA,30,NA,58.70625000000002,NA,NA
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2008,2007320,NA,20,NA,56.31875000000001,NA,NA
BRA,Brazil,Latin America & Caribbean,Upper middle income,2008,192672317,NA,40,NA,75.86874999999999,NA,NA
VGB,British Virgin Islands,Latin America & Caribbean,High income,2008,26115,NA,0,NA,18.656250000000004,NA,NA
BRN,Brunei Darussalam,East Asia & Pacific,High income,2008,384568,NA,20,NA,36.08125,NA,NA
BGR,Bulgaria,Europe & Central Asia,High income,2008,7492561,NA,40,NA,59.3,NA,NA
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2008,15197915,NA,30,NA,63.5875,NA,NA
BDI,Burundi,Sub-Saharan Africa,Low income,2008,8278109,NA,30,NA,50.075,NA,NA
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2008,510336,NA,20,NA,52.91250000000001,NA,NA
KHM,Cambodia,East Asia & Pacific,Lower middle income,2008,13943888,NA,20,NA,70.33749999999999,NA,NA
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2008,18777081,NA,30,NA,68.25625,NA,NA
CAN,Canada,North America,High income,2008,33247298,NA,40,NA,49.9375,NA,NA
CYM,Cayman Islands,Latin America & Caribbean,High income,2008,51123,NA,0,NA,17.09375,NA,NA
CAF,Central African Republic,Sub-Saharan Africa,Low income,2008,4467233,NA,20,NA,47.3625,NA,NA
TCD,Chad,Sub-Saharan Africa,Low income,2008,11098664,NA,20,NA,40.51875,NA,NA
CHI,Channel Islands,Europe & Central Asia,High income,2008,154475,NA,0,NA,NA,NA,NA
CHL,Chile,Latin America & Caribbean,High income,2008,16661462,NA,30,NA,72.65625,NA,NA
CHN,China,East Asia & Pacific,Upper middle income,2008,1324655000,NA,40,NA,51.20625000000001,NA,NA
COL,Colombia,Latin America & Caribbean,Upper middle income,2008,43815313,NA,40,NA,71.45624999999998,NA,NA
COM,Comoros,Sub-Saharan Africa,Lower middle income,2008,629470,NA,0,NA,54.56249999999999,NA,NA
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2008,62249724,NA,20,NA,52.412499999999994,NA,NA
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2008,4089602,NA,20,NA,50.75625,NA,NA
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2008,4501921,NA,40,NA,71.85,NA,NA
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2008,20244449,NA,30,NA,63.70625,NA,NA
HRV,Croatia,Europe & Central Asia,High income,2008,4309705,NA,40,NA,51.04375,NA,NA
CUB,Cuba,Latin America & Caribbean,Upper middle income,2008,11276609,NA,20,NA,45.81875,NA,NA
CUW,Curacao,Latin America & Caribbean,High income,2008,145880,NA,0,NA,14.543750000000005,NA,NA
CYP,Cyprus,Europe & Central Asia,High income,2008,1092390,NA,40,NA,52.82500000000001,NA,NA
CZE,Czechia,Europe & Central Asia,High income,2008,10384603,NA,40,NA,44.775,NA,NA
DNK,Denmark,Europe & Central Asia,High income,2008,5493621,NA,40,NA,46.118750000000006,NA,NA
DJI,Djibouti,Middle East & North Africa,Lower middle income,2008,882886,NA,20,NA,49.9625,NA,NA
DMA,Dominica,Latin America & Caribbean,Upper middle income,2008,68782,NA,0,NA,51.5625,NA,NA
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2008,9522948,NA,40,NA,60.162499999999994,NA,NA
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2008,14496797,NA,40,NA,75.80624999999999,NA,NA
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2008,83844783,NA,40,NA,70.82499999999999,NA,NA
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2008,6068099,NA,40,NA,72.14999999999999,NA,NA
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2008,994971,NA,0,NA,41.08125,NA,NA
ERI,Eritrea,Sub-Saharan Africa,Low income,2008,3005779,NA,20,NA,38.68124999999999,NA,NA
EST,Estonia,Europe & Central Asia,High income,2008,1337090,NA,40,NA,53.1,NA,NA
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2008,1089870,NA,20,NA,59.587500000000006,NA,NA
ETH,Ethiopia,Sub-Saharan Africa,Low income,2008,84357105,NA,30,NA,68.49374999999999,NA,NA
FRO,Faroe Islands,Europe & Central Asia,High income,2008,48411,NA,0,NA,9.76875,NA,NA
FJI,Fiji,East Asia & Pacific,Upper middle income,2008,896731,NA,30,NA,64.65625,NA,NA
FIN,Finland,Europe & Central Asia,High income,2008,5313399,NA,40,NA,58.5125,NA,NA
FRA,France,Europe & Central Asia,High income,2008,64379696,NA,40,NA,47.0875,NA,NA
PYF,French Polynesia,East Asia & Pacific,High income,2008,280558,NA,0,NA,25.05,NA,NA
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2008,1599978,NA,0,NA,42.94375000000001,NA,NA
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2008,1820542,NA,20,NA,56.43749999999999,NA,NA
GEO,Georgia,Europe & Central Asia,Upper middle income,2008,3848449,NA,40,NA,61.46874999999999,NA,NA
DEU,Germany,Europe & Central Asia,High income,2008,82110097,NA,40,NA,47.275,NA,NA
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2008,24326087,NA,30,NA,56.43125,NA,NA
GIB,Gibraltar,Europe & Central Asia,High income,2008,30398,NA,0,NA,9.53125,NA,NA
GRC,Greece,Europe & Central Asia,High income,2008,11077841,NA,40,NA,46.35625,NA,NA
GRL,Greenland,Europe & Central Asia,High income,2008,56328,NA,0,NA,13.35625,NA,NA
GRD,Grenada,Latin America & Caribbean,Upper middle income,2008,112478,NA,0,NA,56.193749999999994,NA,NA
GUM,Guam,East Asia & Pacific,High income,2008,164725,NA,0,NA,16.687500000000004,NA,NA
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2008,13739299,NA,30,NA,70.4375,NA,NA
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2008,9779785,NA,20,NA,47.0875,NA,NA
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2008,1488431,NA,20,NA,39.6875,NA,NA
GUY,Guyana,Latin America & Caribbean,High income,2008,754150,NA,20,NA,59.30624999999999,NA,NA
HTI,Haiti,Latin America & Caribbean,Lower middle income,2008,9575247,NA,20,NA,44.20625,NA,NA
HND,Honduras,Latin America & Caribbean,Lower middle income,2008,8101777,NA,40,NA,69.86250000000001,NA,NA
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2008,6957800,NA,0,NA,26.412500000000005,NA,NA
HUN,Hungary,Europe & Central Asia,High income,2008,10038188,NA,40,NA,44.69375,NA,NA
