region,council,swim_site,date,time,enterococci_cfu_100ml,water_temperature_c,conductivity_ms_cm,latitude,longitude
Sydney City,Randwick City Council,Malabar Beach,1995-10-13,09:10:00,10,17,NA,-33.96436,151.252247
Sydney City,Randwick City Council,Coogee Beach,1995-10-13,08:35:00,6,NA,NA,-33.92076,151.25817
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-10-13,NA,52,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,1995-10-13,07:10:00,32,16,NA,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-10-13,11:00:00,34,NA,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,1995-10-13,NA,80,NA,NA,-34.055497,151.155347
Sydney City,Randwick City Council,Clovelly Beach,1995-10-13,08:25:00,20,NA,NA,-33.914578,151.267659
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-10-13,NA,36,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-10-13,NA,120,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-10-13,NA,47,NA,NA,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,1995-10-13,07:40:00,8,NA,NA,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,1995-10-13,09:00:00,12,NA,NA,-33.948896,151.257459
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,1995-10-12,09:07:00,0,NA,NA,-33.845115,151.280546
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,1995-10-12,12:35:00,0,NA,NA,-33.803133,151.270604
Sydney Harbour,Lane Cove Council,Tambourine Bay,1995-10-12,10:20:00,0,NA,NA,-33.828066,151.161315
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,1995-10-12,09:10:00,36,NA,NA,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Greenwich Baths,1995-10-12,10:27:00,2,NA,NA,-33.84176,151.1829
Sydney Harbour,Willoughby City Council,Northbridge Baths,1995-10-12,11:28:00,0,NA,NA,-33.806043,151.222754
Sydney Harbour,North Sydney Council,Hayes Street Beach,1995-10-12,10:40:00,0,NA,NA,-33.841715,151.219382
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,1995-10-12,10:53:00,200,NA,NA,-33.84167,151.23581
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,1995-10-12,09:20:00,0,NA,NA,-33.870027,151.265932
Sydney Harbour,Inner West Council,Dawn Fraser Pool,1995-10-12,09:36:00,4,NA,NA,-33.853237,151.172823
Sydney Harbour,Northern Beaches Council,Little Manly Cove,1995-10-12,08:58:00,6,NA,NA,-33.807232,151.286808
Sydney Harbour,Lane Cove Council,Woodford Bay,1995-10-12,10:24:00,6,NA,NA,-33.831968,151.17254
Sydney Harbour,Mosman Municipal Council,Edwards Beach,1995-10-12,11:13:00,2,NA,NA,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,1995-10-12,12:13:00,2,NA,NA,-33.80579,151.25172
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,1995-10-12,09:24:00,4,NA,NA,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,1995-10-12,09:15:00,2,NA,NA,-33.849925,151.266231
Sydney Harbour,Northern Beaches Council,Davidson Reserve,1995-10-12,11:48:00,0,NA,NA,-33.767929,151.200343
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,1995-10-12,11:00:00,0,NA,NA,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Manly Cove,1995-10-12,08:54:00,0,NA,NA,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,1995-10-12,10:10:00,6,NA,NA,-33.83919,151.16949
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,1995-10-12,11:10:00,0,NA,NA,-33.826888,151.253476
Southern Sydney,Sutherland Shire Council,Elouera Beach,1995-10-11,NA,79,NA,NA,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,1995-10-11,12:35:00,8,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,1995-10-11,NA,190,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,Queenscliff Beach,1995-10-11,12:15:00,2,NA,NA,-33.78689,151.28874
Sydney City,Waverley Council,Bronte Beach,1995-10-11,11:02:00,4,NA,NA,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,North Steyne Beach,1995-10-11,12:30:00,0,NA,NA,-33.79099,151.28801
Southern Sydney,Sutherland Shire Council,Oak Park Beach,1995-10-11,NA,6,NA,NA,-34.06984,151.156853
Sydney City,Randwick City Council,Malabar Beach,1995-10-11,09:50:00,0,NA,NA,-33.96436,151.252247
Sydney City,Randwick City Council,Coogee Beach,1995-10-11,10:32:00,0,NA,NA,-33.92076,151.25817
Sydney City,Waverley Council,Bondi Beach,1995-10-11,11:30:00,10,NA,NA,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-10-11,12:40:00,0,NA,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-10-11,NA,18,NA,NA,-34.04393,151.1622
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,1995-10-11,NA,25,NA,NA,-34.055497,151.155347
Sydney City,Randwick City Council,Clovelly Beach,1995-10-11,10:55:00,0,NA,NA,-33.914578,151.267659
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-10-11,NA,31,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-10-11,NA,74,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-10-11,NA,73,NA,NA,-34.06412,151.15542
Sydney City,Randwick City Council,Maroubra Beach,1995-10-11,10:20:00,4,NA,NA,-33.948896,151.257459
Sydney City,Waverley Council,Tamarama Beach,1995-10-11,11:06:00,4,NA,NA,-33.900805,151.270734
Sydney City,Waverley Council,Tamarama Beach,1995-10-09,13:25:00,2,NA,NA,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,1995-10-09,12:10:00,0,NA,NA,-33.948896,151.257459
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-10-09,NA,32,NA,NA,-34.06412,151.15542
Northern Sydney,Northern Beaches Council,Turimetta Beach,1995-10-09,07:10:00,0,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-10-09,NA,28,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-10-09,NA,8,NA,NA,-34.05101,151.15659
Sydney City,Randwick City Council,Clovelly Beach,1995-10-09,13:00:00,2,NA,NA,-33.914578,151.267659
Northern Sydney,Northern Beaches Council,Collaroy Beach,1995-10-09,06:45:00,86,NA,NA,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Avalon Beach,1995-10-09,08:20:00,0,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,1995-10-09,06:55:00,0,NA,NA,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Bungan Beach,1995-10-09,07:40:00,2,NA,NA,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,Bilgola Beach,1995-10-09,08:10:00,7,NA,NA,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,1995-10-09,08:40:00,5,NA,NA,-33.598779,151.325824
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,1995-10-09,NA,25,NA,NA,-34.055497,151.155347
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-10-09,10:45:00,0,NA,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-10-09,NA,9,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,1995-10-09,13:45:00,3,NA,NA,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Whale Beach,1995-10-09,08:30:00,7,NA,NA,-33.611207,151.332254
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,1995-10-09,09:55:00,0,NA,NA,-33.773397,151.293337
Sydney City,Randwick City Council,Coogee Beach,1995-10-09,12:40:00,1,NA,NA,-33.92076,151.25817
Northern Sydney,Northern Beaches Council,Dee Why Beach,1995-10-09,09:20:00,1,NA,NA,-33.753299,151.297338
Sydney City,Randwick City Council,Malabar Beach,1995-10-09,11:55:00,15,NA,NA,-33.96436,151.252247
Northern Sydney,Northern Beaches Council,Warriewood Beach,1995-10-09,07:20:00,1,NA,NA,-33.69107,151.309221
Southern Sydney,Sutherland Shire Council,Oak Park Beach,1995-10-09,NA,4,NA,NA,-34.06984,151.156853
Northern Sydney,Northern Beaches Council,Long Reef Beach,1995-10-09,09:10:00,2,NA,NA,-33.74525,151.30593
Sydney City,Waverley Council,Bronte Beach,1995-10-09,13:20:00,0,NA,NA,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,North Steyne Beach,1995-10-09,10:35:00,6,NA,NA,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,Queenscliff Beach,1995-10-09,10:25:00,4,NA,NA,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Newport Beach,1995-10-09,07:55:00,25,NA,NA,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Freshwater Beach,1995-10-09,10:00:00,5,NA,NA,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Mona Vale Beach,1995-10-09,07:30:00,3,NA,NA,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,1995-10-09,09:40:00,1,NA,NA,-33.767605,151.298194
Southern Sydney,Sutherland Shire Council,Greenhills Beach,1995-10-09,NA,2,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,South Steyne Beach,1995-10-09,10:40:00,1,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Elouera Beach,1995-10-09,NA,3,NA,NA,-34.04661,151.15966
Southern Sydney,Sutherland Shire Council,Elouera Beach,1995-10-07,NA,0,NA,NA,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,1995-10-07,09:30:00,0,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,1995-10-07,NA,6,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,Queenscliff Beach,1995-10-07,09:45:00,6,NA,NA,-33.78689,151.28874
Sydney City,Waverley Council,Bronte Beach,1995-10-07,07:45:00,8,NA,NA,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,North Steyne Beach,1995-10-07,09:35:00,0,NA,NA,-33.79099,151.28801
Southern Sydney,Sutherland Shire Council,Oak Park Beach,1995-10-07,NA,2,NA,NA,-34.06984,151.156853
Sydney City,Randwick City Council,Malabar Beach,1995-10-07,07:02:00,17,NA,NA,-33.96436,151.252247
Sydney City,Randwick City Council,Coogee Beach,1995-10-07,07:27:00,1,NA,NA,-33.92076,151.25817
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-10-07,09:20:00,3,NA,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-10-07,NA,3,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,1995-10-07,08:25:00,18,NA,NA,-33.891157,151.278267
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,1995-10-07,NA,28,NA,NA,-34.055497,151.155347
Sydney City,Randwick City Council,Clovelly Beach,1995-10-07,07:35:00,8,NA,NA,-33.914578,151.267659
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-10-07,NA,2,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-10-07,NA,21,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-10-07,NA,1,NA,NA,-34.06412,151.15542
Sydney City,Randwick City Council,Maroubra Beach,1995-10-07,07:19:00,3,NA,NA,-33.948896,151.257459
Sydney City,Waverley Council,Tamarama Beach,1995-10-07,07:51:00,5,NA,NA,-33.900805,151.270734
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,1995-10-06,11:56:00,5,18,NA,-33.845115,151.280546
Sydney Harbour,Lane Cove Council,Tambourine Bay,1995-10-06,10:45:00,17,19,NA,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,1995-10-06,08:15:00,2,17,NA,-33.803133,151.270604
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,1995-10-06,11:55:00,5,NA,NA,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Greenwich Baths,1995-10-06,10:30:00,3,NA,NA,-33.84176,151.1829
Sydney Harbour,North Sydney Council,Hayes Street Beach,1995-10-06,10:25:00,5,17,NA,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,1995-10-06,09:30:00,7,NA,NA,-33.806043,151.222754
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,1995-10-06,10:18:00,9,NA,NA,-33.84167,151.23581
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,1995-10-06,11:45:00,9,NA,NA,-33.870027,151.265932
Sydney Harbour,Inner West Council,Dawn Fraser Pool,1995-10-06,11:30:00,3,NA,NA,-33.853237,151.172823
Sydney Harbour,Northern Beaches Council,Little Manly Cove,1995-10-06,12:00:00,4,NA,NA,-33.807232,151.286808
Sydney Harbour,Lane Cove Council,Woodford Bay,1995-10-06,10:40:00,3,NA,NA,-33.831968,151.17254
Sydney Harbour,Mosman Municipal Council,Edwards Beach,1995-10-06,10:02:00,1,NA,NA,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,1995-10-06,10:00:00,1,18,NA,-33.80579,151.25172
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,1995-10-06,11:40:00,10,18,NA,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,1995-10-06,11:50:00,1,NA,NA,-33.849925,151.266231
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,1995-10-06,10:10:00,3,17,NA,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Davidson Reserve,1995-10-06,09:15:00,9,NA,NA,-33.767929,151.200343
Sydney Harbour,Northern Beaches Council,Manly Cove,1995-10-06,12:05:00,6,NA,NA,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,1995-10-06,10:55:00,18,NA,NA,-33.83919,151.16949
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,1995-10-06,10:05:00,3,NA,NA,-33.826888,151.253476
Southern Sydney,Sutherland Shire Council,Elouera Beach,1995-10-05,NA,900,NA,NA,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,1995-10-05,09:20:00,0,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,1995-10-05,NA,790,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,Queenscliff Beach,1995-10-05,09:05:00,9,NA,NA,-33.78689,151.28874
Sydney City,Waverley Council,Bronte Beach,1995-10-05,10:45:00,0,NA,NA,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,North Steyne Beach,1995-10-05,09:15:00,1,NA,NA,-33.79099,151.28801
Southern Sydney,Sutherland Shire Council,Oak Park Beach,1995-10-05,NA,117,NA,NA,-34.06984,151.156853
Sydney City,Randwick City Council,Malabar Beach,1995-10-05,11:50:00,16,NA,NA,-33.96436,151.252247
Sydney City,Randwick City Council,Coogee Beach,1995-10-05,11:10:00,4,NA,NA,-33.92076,151.25817
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-10-05,09:27:00,1,NA,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-10-05,NA,114,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,1995-10-05,10:20:00,0,NA,NA,-33.891157,151.278267
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,1995-10-05,NA,170,NA,NA,-34.055497,151.155347
Sydney City,Randwick City Council,Clovelly Beach,1995-10-05,10:55:00,7,NA,NA,-33.914578,151.267659
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-10-05,NA,200,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-10-05,NA,210,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-10-05,NA,550,NA,NA,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,1995-10-05,10:30:00,1,NA,NA,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,1995-10-05,11:35:00,12,NA,NA,-33.948896,151.257459
Sydney City,Randwick City Council,Maroubra Beach,1995-10-03,08:40:00,5,NA,NA,-33.948896,151.257459
Sydney City,Waverley Council,Tamarama Beach,1995-10-03,07:30:00,20,NA,NA,-33.900805,151.270734
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-10-03,NA,94,NA,NA,-34.06412,151.15542
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-10-03,NA,85,NA,NA,-34.05101,151.15659
Northern Sydney,Northern Beaches Council,Turimetta Beach,1995-10-03,12:00:00,2,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-10-03,NA,790,NA,NA,-34.038723,151.200127
Sydney City,Randwick City Council,Clovelly Beach,1995-10-03,07:55:00,34,NA,NA,-33.914578,151.267659
Northern Sydney,Northern Beaches Council,Collaroy Beach,1995-10-03,12:30:00,2,NA,NA,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Avalon Beach,1995-10-03,10:50:00,2,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Bilgola Beach,1995-10-03,11:00:00,7,NA,NA,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,1995-10-03,10:30:00,0,NA,NA,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Bungan Beach,1995-10-03,11:20:00,1,NA,NA,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,1995-10-03,12:20:00,4,NA,NA,-33.705557,151.306407
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,1995-10-03,NA,105,NA,NA,-34.055497,151.155347
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-10-03,NA,220,NA,NA,-34.04393,151.1622
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-10-03,13:40:00,2,NA,NA,-33.800514,151.297668
Sydney City,Waverley Council,Bondi Beach,1995-10-03,07:15:00,3,NA,NA,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Whale Beach,1995-10-03,10:40:00,0,NA,NA,-33.611207,151.332254
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,1995-10-03,13:10:00,0,NA,NA,-33.773397,151.293337
Sydney City,Randwick City Council,Coogee Beach,1995-10-03,08:10:00,5,NA,NA,-33.92076,151.25817
Northern Sydney,Northern Beaches Council,Dee Why Beach,1995-10-03,12:50:00,1,NA,NA,-33.753299,151.297338
Sydney City,Randwick City Council,Malabar Beach,1995-10-03,09:05:00,28,NA,NA,-33.96436,151.252247
Northern Sydney,Northern Beaches Council,Warriewood Beach,1995-10-03,11:50:00,12,NA,NA,-33.69107,151.309221
Southern Sydney,Sutherland Shire Council,Oak Park Beach,1995-10-03,NA,750,NA,NA,-34.06984,151.156853
Northern Sydney,Northern Beaches Council,Long Reef Beach,1995-10-03,12:45:00,6,NA,NA,-33.74525,151.30593
Northern Sydney,Northern Beaches Council,North Steyne Beach,1995-10-03,13:30:00,1,NA,NA,-33.79099,151.28801
Sydney City,Waverley Council,Bronte Beach,1995-10-03,07:45:00,0,NA,NA,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,Queenscliff Beach,1995-10-03,10:05:00,13,NA,NA,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Newport Beach,1995-10-03,11:10:00,2,NA,NA,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Freshwater Beach,1995-10-03,13:20:00,2,NA,NA,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Mona Vale Beach,1995-10-03,11:40:00,2,NA,NA,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,1995-10-03,13:00:00,0,NA,NA,-33.767605,151.298194
Southern Sydney,Sutherland Shire Council,Greenhills Beach,1995-10-03,NA,93,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,South Steyne Beach,1995-10-03,10:15:00,5,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Elouera Beach,1995-10-03,NA,330,NA,NA,-34.04661,151.15966
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,1995-09-30,10:00:00,11,17,NA,-33.826888,151.253476
Sydney Harbour,Northern Beaches Council,Manly Cove,1995-09-30,08:20:00,5,NA,NA,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,1995-09-30,09:10:00,16,NA,NA,-33.83919,151.16949
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,1995-09-30,09:55:00,1,NA,NA,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Davidson Reserve,1995-09-30,10:45:00,17,17,NA,-33.767929,151.200343
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,1995-09-30,08:55:00,23,NA,NA,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,1995-09-30,08:45:00,3,NA,NA,-33.849925,151.266231
Sydney Harbour,Mosman Municipal Council,Edwards Beach,1995-09-30,10:02:00,6,NA,NA,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,1995-09-30,10:12:00,7,17,NA,-33.80579,151.25172
Sydney Harbour,Lane Cove Council,Woodford Bay,1995-09-30,09:25:00,12,NA,NA,-33.831968,151.17254
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,1995-09-30,08:50:00,4,17,NA,-33.870027,151.265932
Sydney Harbour,Northern Beaches Council,Little Manly Cove,1995-09-30,08:25:00,5,16,NA,-33.807232,151.286808
Sydney Harbour,Inner West Council,Dawn Fraser Pool,1995-09-30,09:00:00,18,17,NA,-33.853237,151.172823
Sydney Harbour,North Sydney Council,Hayes Street Beach,1995-09-30,09:38:00,11,NA,NA,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,1995-09-30,10:20:00,2,NA,NA,-33.806043,151.222754
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,1995-09-30,09:47:00,70,17,NA,-33.84167,151.23581
Sydney Harbour,Lane Cove Council,Greenwich Baths,1995-09-30,09:30:00,10,17,NA,-33.84176,151.1829
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,1995-09-30,08:40:00,2,16,NA,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Tambourine Bay,1995-09-30,09:15:00,25,17,NA,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,1995-09-30,11:22:00,0,NA,NA,-33.803133,151.270604
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,1995-09-30,08:35:00,5,NA,NA,-33.845115,151.280546
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,1995-09-27,01:29:00,42,16,NA,-33.845115,151.280546
Southern Sydney,Sutherland Shire Council,Boat Harbour,1995-09-27,07:00:00,56,NA,NA,-34.038723,151.200127
Northern Sydney,Northern Beaches Council,Turimetta Beach,1995-09-27,07:40:00,79,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,1995-09-27,07:30:00,180,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),1995-09-27,08:00:00,80,NA,NA,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,1995-09-27,12:50:00,12,NA,NA,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,1995-09-27,12:15:00,25,NA,NA,-33.948896,151.257459
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,1995-09-27,10:30:00,107,NA,NA,-33.803133,151.270604
Sydney City,Randwick City Council,Clovelly Beach,1995-09-27,12:30:00,16,NA,NA,-33.914578,151.267659
Sydney Harbour,Lane Cove Council,Tambourine Bay,1995-09-27,12:40:00,31000,NA,NA,-33.828066,151.161315
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,1995-09-27,01:26:00,23,NA,NA,-33.849889,151.276441
Northern Sydney,Northern Beaches Council,Collaroy Beach,1995-09-27,10:10:00,11,NA,NA,-33.732619,151.302884
Sydney Harbour,Lane Cove Council,Greenwich Baths,1995-09-27,12:27:00,3600,NA,NA,-33.84176,151.1829
Northern Sydney,Northern Beaches Council,Avalon Beach,1995-09-27,09:00:00,23,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Bungan Beach,1995-09-27,08:30:00,25,NA,NA,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,1995-09-27,07:30:00,12,NA,NA,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Bilgola Beach,1995-09-27,08:50:00,14,NA,NA,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,1995-09-27,09:20:00,11,NA,NA,-33.598779,151.325824
Sydney Harbour,Willoughby City Council,Northbridge Baths,1995-09-27,11:18:00,3000,NA,NA,-33.806043,151.222754
Sydney Harbour,North Sydney Council,Hayes Street Beach,1995-09-27,12:13:00,114,16,NA,-33.841715,151.219382
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,1995-09-27,12:02:00,530,16,NA,-33.84167,151.23581
Southern Sydney,Sutherland Shire Council,Wanda Beach,1995-09-27,07:15:00,250,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,1995-09-27,01:00:00,39,NA,NA,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),1995-09-27,11:35:00,34,NA,NA,-33.800514,151.297668
Sydney Harbour,Northern Beaches Council,Little Manly Cove,1995-09-27,01:38:00,37,NA,NA,-33.807232,151.286808
Sydney Harbour,Inner West Council,Dawn Fraser Pool,1995-09-27,12:52:00,940,NA,NA,-33.853237,151.172823
Northern Sydney,Northern Beaches Council,Whale Beach,1995-09-27,09:10:00,45,NA,NA,-33.611207,151.332254
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,1995-09-27,10:50:00,16,NA,NA,-33.773397,151.293337
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,1995-09-27,01:16:00,25,NA,NA,-33.870027,151.265932
Northern Sydney,Northern Beaches Council,Warriewood Beach,1995-09-27,07:55:00,50,NA,NA,-33.69107,151.309221
Sydney Harbour,Lane Cove Council,Woodford Bay,1995-09-27,12:34:00,8300,15,NA,-33.831968,151.17254
Sydney City,Randwick City Council,Malabar Beach,1995-09-27,12:05:00,22,NA,NA,-33.96436,151.252247
Northern Sydney,Northern Beaches Council,Dee Why Beach,1995-09-27,10:30:00,15,NA,NA,-33.753299,151.297338
Sydney City,Randwick City Council,Coogee Beach,1995-09-27,12:25:00,16,NA,NA,-33.92076,151.25817
Sydney Harbour,Northern Beaches Council,Clontarf Pool,1995-09-27,11:40:00,2900,15,NA,-33.80579,151.25172
Southern Sydney,Sutherland Shire Council,Oak Park Beach,1995-09-27,08:10:00,84,NA,NA,-34.06984,151.156853
Sydney Harbour,Mosman Municipal Council,Edwards Beach,1995-09-27,11:43:00,104,NA,NA,-33.82138,151.25283
