dataset_url,contact_name,contact_email,bureau_code,program_code,category,tags,publisher,public_access_level,footnotes,license,source_link,issued,geographic_coverage,temporal_applicability,update_frequency,described_by,homepage,geographic_unit_of_analysis,suggested_citation,geospatial_resolution,references,glossary_methodology,access_level_comment,analytical_methods_reference,language,collection
https://archive.org/download/20250128-cdc-datasets/Weekly_Differences_in_Cumulative_RSV_Vaccination_Coverage_Among_Adults_75_and_Older_and_60_74_Years_with_High-Risk_Conditions_Ever_Vaccinated_with_RSV_Vaccine_by_Selected_Demographics-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"nis-acm, iis, iqvia, vsd, nis-flu, rsv vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Confidence Intervals (CIs) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS–ACM may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self-reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. CDC recommends a single dose of RSV vaccine for all adults 75 years and older and adults 60–74 years who are at increased risk for severe RSV disease (Use of Respiratory Syncytial Virus Vaccines in Adults Aged ≥60 Years: Updated Recommendations of the Advisory Committee on Immunization Practices — United States, 2024 | MMWR (cdc.gov))( https://www.cdc.gov/mmwr/volumes/73/wr/mm7332e1.htm?s_cid=mm7332e1_e&ACSTrackingID=USCDC_921-DM134028&ACSTrackingLabel=This%20Week%20in%20MMWR%3A%20Vol.%2073%2C%20August%2015%2C%202024&deliveryName=USCDC_921-DM134028). High-risk conditions included in NIS are: chronic lung diseases, persons with diabetes reporting they use insulin, heart conditions, immunocompromised state (weakened immune system), solid organ or blood stem cell transplant (including bone marrow transplant), cancer, liver disease, sickle cell disease or thalassemia, living in a nursing home. National estimates include 50 states, Washington D.C., Guam, and Puerto Rico. The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available (https://www.hhs.gov/about/agencies/iea/regional-offices/index.html). Vaccination coverage estimates are based on all interviews through the current week and represent approximately the cumulative percent vaccinated by mid-week. Each week, estimates for prior weeks are recalculated using the additional interviews conducted that week (combined with all previous interviews). Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. The ‘Multiple or Other Races, Non-Hispanic’ category includes non-Hispanic persons who selected multiple races or a race other than American Indian/Alaskan Native, Asian, Black, Native Hawaiian or other Pacific Islander, or White.",Public Domain U.S. Government,https://www.cdc.gov/respvaxview/about/,NA,"United States- National, Region, State",2024-2025,weekly,NA,https://www.cdc.gov/rsvvaxview/,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Weekly Differences in Cumulative RSV Vaccination Coverage by Selected Demographics Among Adults 75 Years and Older and 60–74 Years with High-Risk Conditions Ever Vaccinated, United States","National, Regional, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Hospital_Respiratory_Data_HRD_Metrics_by_Jurisdiction_National_Healthcare_Safety_Network_NHSN-meta.csv,DHQP,nhsn@cdc.gov (subject line: Hospital Respiratory Data),009:20,009:020,Public Health Surveillance,"covid-19, influenza, respiratory syncytial virus, rsv, admissions, hospitalizations, hospital capacity, hospital occupancy, inpatient beds, icu beds, coronavirus, respiratory",CDC,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html,NA,US,NA,weekly,NA,NA,"State/territory, region, national","Centers for Disease Control and Prevention, Division of Healthcare Quality Promotion, National Healthcare Safety Network, Weekly United States Hospital Respiratory Data (HRD) Metrics by Jurisdiction, National Healthcare Safety Network (NHSN)","State/territory, region, national",NHSN Hospital Respiratory Data (HRD) Reporting: https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html NHSN Hospital Respiratory Data (HRD) Dashboard: https://wwwdev.cdc.gov/nhsn/psc/hospital-respiratory-dashboard.html#anchor_83745 Centers for Medicare and Medicaid Services (CMS) requirements: Updates to the Condition of Participation (CoP) Requirements for Hospitals and Critical Access Hospitals (CAHs) To Report Acute Respiratory Illnesses.,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Hospital_Respiratory_Data_HRD_Metrics_by_Jurisdiction_National_Healthcare_Safety_Network_NHSN_Historical-meta.csv,DHQP,nhsn@cdc.gov (subject line: Hospital Respiratory Data),009:20,009:020,Public Health Surveillance,"covid-19, influenza, respiratory syncytial virus, rsv, admissions, hospitalizations, hospital capacity, hospital occupancy, inpatient beds, icu beds, coronavirus, respiratory",CDC,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html,NA,US,NA,weekly,NA,NA,"State/territory, region, national","Centers for Disease Control and Prevention, Division of Healthcare Quality Promotion, National Healthcare Safety Network, Weekly United States Hospital Respiratory Data (HRD) Metrics by Jurisdiction, National Healthcare Safety Network (NHSN) (Historical)","State/territory, region, national",NHSN Hospital Respiratory Data (HRD) Reporting: https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html NHSN Hospital Respiratory Data (HRD) Dashboard: https://wwwdev.cdc.gov/nhsn/psc/hospital-respiratory-dashboard.html#anchor_83745 Centers for Medicare and Medicaid Services (CMS) requirements: Updates to the Condition of Participation (CoP) Requirements for Hospitals and Critical Access Hospitals (CAHs) To Report Acute Respiratory Illnesses.,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Hospital_Respiratory_Data_HRD_Metrics_by_Jurisdiction_National_Healthcare_Safety_Network_NHSN_Preliminary-meta.csv,DHQP,nhsn@cdc.gov,009:20,009:020,Public Health Surveillance,"covid19, influenza, respiratory syncytial virus, rsv, admissions, hospitalizations, hospital capacity, hospital occupancy, inpatient beds, icu beds, coronavirus, respiratory",CDC,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html,NA,US,NA,weekly,NA,NA,"State/territory, national","Centers for Disease Control and Prevention, Division of Healthcare Quality Promotion, National Healthcare Safety Network, Weekly United States Hospital Respiratory Data (HRD) Metrics by Jurisdiction, National Healthcare Safety Network (NHSN) (Preliminary)","State/territory, national",NHSN Hospital Respiratory Data (HRD) Reporting: https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html NHSN Hospital Respiratory Data (HRD) Dashboard: https://wwwdev.cdc.gov/nhsn/psc/hospital-respiratory-dashboard.html#anchor_83745 Centers for Medicare and Medicaid Services (CMS) requirements: Updates to the Condition of Participation (CoP) Requirements for Hospitals and Critical Access Hospitals (CAHs) To Report Acute Respiratory Illnesses.,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Influenza_Vaccination_Coverage_Among_Pregnant_Women_18-49_Years_by_Race_and_Ethnicity-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Pregnancy & Vaccination,"iqvia, nis-acm, vsd, iis, nis-flu, flu vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"The denominator includes women with a pregnancy during the current flu season (defined as August through March) beginning before or during the specified week. The numerator includes those who received a flu vaccine since July 1 of the respective flu season before or during pregnancy as of the specified week ending date. Pregnant women are not removed from the numerator or denominator when the pregnancy ends. Cumulative vaccination coverage for one week may be lower than cumulative coverage for a previous week due to the addition of pregnant women in the denominator. Final estimates from prior seasons may differ from those posted during the respective season due to data lags. Note: Monthly influenza vaccination data from prior seasons have been archived and can be accessed using the following link: https://www.cdc.gov/fluvaxview/dashboard/2023-24-pregnant-persons-coverage.html. Archived data are based on 8 reporting sites whereas data on this dashboard include 10 reporting sites for all seasons. Naleway AL, Crane B, Irving SA, et al. Vaccine Safety Datalink infrastructure enhancements for evaluating the safety of maternal vaccination. Ther Adv Drug Saf. 2021, Jun 14, https://pmc.ncbi.nlm.nih.gov/articles/PMC8207278/pdf/10.1177_20420986211021233.pdf. The coverage estimate for any given week may change as the season progresses. Estimates presented here might underestimate flu vaccination coverage among women enrolled in the VSD sites. For example, in an analysis conducted after the 2023–24 season in August 2024 that allowed for more time to capture vaccine administrations in electronic health records and was restricted to women with continuous enrollment at a VSD site from August 1 2023–March 31, 2024, coverage increased from the 38.1% to 45.1%.",Public Domain U.S. Government,https://www.cdc.gov/respiratory-viruses/index.html,NA,United States,2024-2025,weekly,NA,https://www.cdc.gov/respiratory-viruses/index.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Weekly Influenza Vaccination Coverage, Among Pregnant Women 18-49 Years Old, By Race and Ethnicity, United States",National,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Influenza_Vaccination_Coverage_and_Intent_for_Vaccination_Overall_by_Selected_Demographics_and_Jurisdiction_Among_Adults_18_Years_and_Older-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Flu Vaccinations,"nis-acm, iqvia, iis, vsd, nis-flu, flu vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Confidence Intervals (CIs) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS–ACM may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self-reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. National estimates include 50 states, Washington D.C., Guam, Puerto Rico, and U.S. Virgin Islands (included in 2021, 2023, and 2025 calendar years). The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available (https://www.hhs.gov/about/agencies/iea/regional-offices/index.html). Vaccination coverage estimates are based on all interviews through the current week and represent approximately the cumulative percent vaccinated by mid-week. Each week, estimates for prior weeks are recalculated using the additional interviews conducted that week (combined with all previous interviews). The current season’s weekly estimates can be compared directly to the previous (2023–24) season’s weekly estimates. Weekly estimates should not be directly compared to monthly estimates from the 2021–22 and 2022–23 seasons. Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. Vaccination intent estimates for a given week are suppressed when the sample size for that week is <30. The ‘Multiple or Other Races, Non-Hispanic’ category includes non-Hispanic persons who selected multiple races or a race other than American Indian/Alaskan Native, Asian, Black, Native Hawaiian or other Pacific Islander, or White. Estimates for vaccination intent are based on interviews conducted during that week and are adjusted to the cumulative vaccination coverage estimate for that week.",Public Domain U.S. Government,https://www.cdc.gov/respvaxview/about/,NA,"United States- National, Region, State",2024-2025,weekly,NA,https://www.cdc.gov/fluvaxview/dashboard/adult-coverage.html,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Weekly Cumulative Influenza Vaccination Coverage and intent, by Selected Demographics and Jurisdictions, Among Adults 18 Years and Older, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Influenza_Vaccination_Status_and_Intent_for_Vaccination_Overall_by_Selected_Demographics_and_Jurisdiction_Children_6_Months-17_Years_US-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Child Vaccinations,"nis-ccm, nis-flu, flu vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Confidence Intervals (CI) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self or parental reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. National estimates include 50 states and Washington D.C. The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available at https://www.hhs.gov/about/agencies/iea/regional-offices/index.html. Week ending dates for prior seasons are aligned with the current season’s week ending dates. Sample size is insufficient to provide estimates by demographics within jurisdictions. Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. Vaccination intent estimates for a given week are suppressed when the sample size for that week is <30. Estimates for parental vaccination intent are based on interviews conducted during that week and are adjusted to the cumulative vaccination coverage estimate for that week. Interpretation of the difference between current minus previous season is based on the 95% confidence interval (CI) of the difference. The interpretation is “Similar to last season” if the 95% CI for difference overlaps with zero; “Lower than last season” if the entire 95% CI for the difference is below zero; and “Higher than last season” if the entire 95% CI for the difference is above zero.",Public Domain U.S. Government,https://www.cdc.gov/respvaxview/about,NA,"United States- National, Region, State",2023-2024 & 2024-2025,weekly,NA,https://www.cdc.gov/covidvaxview/weekly-dashboard/child-coverage-vaccination.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Weekly Influenza Vaccination Status and Intent for Vaccination, Overall, by Selected Demographics, and Jurisdiction, Children 6 Months - 17 Years, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Influenza_Vaccination_Status_and_Intent_for_Vaccination_Overall_by_Selected_Demographics_and_Jurisdiction_Children_6_Months_17_Years_2023-24_US-meta.csv,VaxView Team,vaxview@cdc.gov,009:20,009:020,Child Vaccinations,"nis-ccm, flu vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),public,NA,Public Domain U.S. Government,https://www.cdc.gov/flu/fluvaxview/dashboard/vaccination-dashboard.html,NA,United States,2023-2024,weekly,NA,https://www.cdc.gov/flu/fluvaxview/dashboard/vaccination-coverage-race.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Weekly Parental Intent and Cumulative Percentage of Children 6 Months - 17 Years Vaccinated with Influenza Vaccine, Overall and By Selected Demographics","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Intent_for_Vaccination_and_Cumulative_Percentage_of_Adults_18_Years_and_Older_Vaccinated_with_Updated_2023-24_COVID-19_Vaccine-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"covid-19 vaccination, nis-acm, adults",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"National estimates include 50 states, Washington D.C., Puerto Rico, and U.S. Virgin Islands. The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available at https://www.hhs.gov/about/agencies/iea/regional-offices/index.html. Vaccination coverage with the updated 2023-24 COVID-19 vaccine is defined as receipt of at least one vaccination since September 14, 2023. Vaccination coverage estimates are based on all interviews through the current week and represent approximately the cumulative percent vaccinated by mid-week. Each week, estimates for prior weeks are recalculated using the additional interviews conducted that week (combined with all previous interviews). Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. Confidence Intervals (CI) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS-ACM may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self-reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. The ‘Multiple or Other Races, Non-Hispanic’ category includes non-Hispanic persons who selected multiple races or a race other than American Indian/Alaskan Native, Asian, Black, Native Hawaiian or other Pacific Islander, or White.",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/respvaxview/index.html,NA,"United States- National, Region, State",2023-2024,weekly,NA,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/adult-coverage-vaccination.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Weekly Intent for Vaccination and Cumulative Percentage of Adults 18 Years and Older Vaccinated with Updated 2023-24 COVID-19 Vaccine, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Intent_for_Vaccination_and_Cumulative_Percentage_of_Adults_60_Years_and_Older_Vaccinated_with_RSV_Vaccine-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"vaccination, rsv, older adults, nis-acm",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"National estimates include 50 states, Washington D.C., Puerto Rico, and U.S. Virgin Islands. The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available at https://www.hhs.gov/about/agencies/iea/regional-offices/index.html.Vaccination coverage with the updated 2023-24 COVID-19 vaccine is defined as receipt of at least one vaccination since September 14, 2023. Vaccination coverage estimates are based on all interviews through the current week and represent approximately the cumulative percent vaccinated by mid-week. Each week, estimates for prior weeks are recalculated using the additional interviews conducted that week (combined with all previous interviews). Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. Confidence Intervals (CI) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS-ACM may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self-reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. The ‘Multiple or Other Races, Non-Hispanic’ category includes non-Hispanic persons who selected multiple races or a race other than American Indian/Alaskan Native, Asian, Black, Native Hawaiian or other Pacific Islander, or White.",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/respvaxview/index.html,NA,"United States- National, Region, State",2023-2024,weekly,NA,https://www.cdc.gov/vaccines/imz-managers/coverage/rsvvaxview/adults-60-coverage-intent.html,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Weekly Intent for RSV Vaccination and Cumulative Percentage of Adults 60 Years and Older Vaccinated with RSV Vaccine, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Parental_Intent_for_Vaccination_and_Cumulative_Percentage_of_Children_6_Months-17_Years_who_are_up_to_date_with_the_updated_2023-24_COVID-19_Vaccine-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Child Vaccinations,"nis, covid-19 vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"National estimates include 50 states and Washington D.C. The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available at https://www.hhs.gov/about/agencies/iea/regional-offices/index.html. Up to Date with the updated 2023-24 COVID-19 vaccine is defined as receipt of at least one vaccination since September 14, 2023 for children ≥5 years; for children <5 years, up-to-date status was defined based upon the current recommendations that take into account number of doses and brand of vaccine. Vaccine receipt date used for analyses was date of most recent vaccine. Vaccination coverage estimates are based on all interviews through the current week and represent approximately the cumulative percent vaccinated by mid-week. Each week, estimates for prior weeks are recalculated using the additional interviews conducted that week (combined with all previous interviews). Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. Vaccination intent estimates for a given week are suppressed when the sample size for that week is <30. Estimates for parental vaccination intent are based on interviews conducted during that week and are adjusted to the cumulative vaccination coverage estimate for that week. Confidence Intervals (CI) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self or parental reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. Health insurance status is not available from NIS-Flu and was removed from the list of demographics beginning January 2, 2024.",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/respvaxview/index.html,NA,"United States- National, Region, State",2023-2024,weekly,NA,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/children-coverage-vaccination.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Weekly Parental Intent for Vaccination and Cumulative Percentage of Children 6 Months - 17 Years Vaccinated with the Updated 2023-24 COVID-19 Vaccine, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Parental_Intent_for_Vaccination_and_Cumulative_Percentage_of_Children_6_Months_17_Years_Who_are_Up_to_date_with_the_COVID-19_Vaccines_by_Season_US-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Child Vaccinations,"nis-ccm, covid-19 vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"NIS–CCM and NIS–Flu are national random-digit dial cellular telephone surveys of households with children ages 6 months through 17 years; NIS–Flu is conducted during October-June. The respondent to a NIS–Flu survey is a parent or guardian who said they were knowledgeable about the child’s vaccination history. All estimates are based upon parental report of receipt of vaccination and month of that vaccination. Weekly comparisons to previous season should take into account differences between seasons in vaccine availability dates. 2023–24 COVID-19 vaccines were first available mid-September 2023, and 2024–25 COVID-19 vaccines were first available at the end of August 2024. The NIS–Flu data posted on the dashboard below are currently a few days behind the data that are posted on the Respiratory Illnesses Data Channel at https://www.cdc.gov/respiratory-viruses/data/index.html. This lag is due to the time it takes to review data by geographic and sociodemographic characteristics and summarize the findings. Note: Confidence Intervals (CI) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self or parental reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. National estimates include 50 states and Washington D.C. The Office of Intergovernmental and External Affairs hosts 10 Regional Offices that directly serve state and local organizations; information about Regions and which states are included in each region is available at https://www.hhs.gov/about/agencies/iea/regional-offices/index.html. Week ending dates for prior seasons are aligned with the current season’s week ending dates. Sample size is insufficient to provide estimates by demographics within jurisdictions. Up-to-date with the updated 2024–25 COVID-19 vaccine is defined as receipt of at least one vaccination since August 22, 2024, for children ≥5 years; for children <5 years, up-to-date status was defined based on the current recommendations that also take into account number of doses and brand of vaccine. Up-to-date status was determined by survey questions on month and year of most recent COVID-19 vaccine, and for children <5 years, total number of COVID-19 vaccinations received and brand of most recent COVID-19 vaccine. Up-to-date with the updated 2023–24 COVID-19 vaccine is defined as receipt of at least one vaccination since September 14, 2023 for children ≥5 years; for children <5 years, up-to-date status was defined based on the current recommendations that also take into account number of doses and brand of vaccine. Vaccination coverage estimates are based on all interviews through the current week and represent approximately the cumulative percent vaccinated by mid-week. Each week, estimates for prior weeks are recalculated using the additional interviews conducted that week (combined with all previous interviews). Cumulative vaccination coverage estimates are suppressed when the cumulative sample size is <30 or current week sample size is <5. Vaccination intent estimates for a given week are suppressed when the sample size for that week is <30. Estimates for parental vaccination intent are based on interviews conducted during that week and are adjusted to the cumulative vaccination coverage estimate for that week. Interpretation of the difference between current minus previous season is based on the 95% confidence interval (CI) of the difference. The interpretation is “Similar to last season” if the 95% CI for difference overlaps with zero; “Lower than last season” if the entire 95% CI for the difference is below zero; and “Higher than last season” if the entire 95% CI for the difference is above zero.",Public Domain U.S. Government,https://www.cdc.gov/respvaxview/about/,NA,"United States- National, Region, State",2023-2024 & 2024-2025,weekly,NA,https://www.cdc.gov/covidvaxview/weekly-dashboard/child-coverage-vaccination.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Weekly Parental Intent for Vaccination and Cumulative Percentage of Children 6 Months - 17 Years Who are Up to date with the COVID-19 Vaccines by Season, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Provisional_Counts_of_Deaths_by_State_and_Select_Causes_2020-2023-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, mortality, deaths, all causes, covid-19, coronavirus, weekly, united states, state, puerto rico, provisional, causes of death, natural cause, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/,2020-04-21,"United States, Puerto Rico",2020-01-04/2023-07-22,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. Weekly Provisional Counts of Deaths by State and Select Causes, 2020-2023. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/muzy-jte6.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Rates_of_Laboratory-Confirmed_COVID-19_Hospitalizations_from_the_COVID-NET_Surveillance_System-meta.csv,RESP-NET,CovidRSV-Net@cdc.gov,009:20,009:038,Public Health Surveillance,"covid19, covid, covid-19, surveillance, hospitalizations, respiratory virus response, respiratory illness, covid-net, resp-net, covidnet, respnet, hospitalization rate, rate, rates by race and ethnicity, rates by age group",NA,public,NA,Public Domain U.S. Government,https://www.cdc.gov/covid/php/covid-net/index.html,NA,COVID-NET Sites,NA,weekly,NA,https://www.cdc.gov/covid/php/covid-net/index.html,NA,"“COVID-NET: Coronavirus Disease 2019 (COVID-19) Hospitalization Surveillance Network, Centers for Disease Control and Prevention. WEBSITE. Accessed on DATE”",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Weekly_Rates_of_Laboratory-Confirmed_RSV_Hospitalizations_from_the_RSV-NET_Surveillance_System-meta.csv,RESP-NET,CovidRSV-Net@cdc.gov,009:20,009:038,Public Health Surveillance,"rsv, surveillance, respiratory disease, respiratory syncytial virus, respiratory illness, respiratory virus response, hospitalizations, hospitalization, hospitalization rate, rate, rates by race and ethnicity, rsv-net, rsvnet, age-adjusted rates, age-adjusted rates by race and ethnicity",CDC,public,NA,Public Domain U.S. Government,https://www.cdc.gov/rsv/php/surveillance/rsv-net.html,NA,RSV-NET Sites,NA,weekly,NA,https://www.cdc.gov/rsv/php/surveillance/rsv-net.html,NA,"“RSV-NET: Respiratory Syncytial Virus Hospitalization Surveillance Network, Centers for Disease Control and Prevention. WEBSITE. Accessed on DATE”.",NA,NA,NA,NA,NA,NA,NA
