Entity,Code,Year,Cereal yield (tonnes per hectare),Nitrogen fertilizer use (kilograms per hectare)
Slovenia,SVN,2013,4.6155,114.9
Slovenia,SVN,2014,6.4725,120.67
Slovenia,SVN,2015,6.2839,119.32
Slovenia,SVN,2016,6.4646,113.99
Slovenia,SVN,2017,5.54,113.78
Slovenia,SVN,2018,6.0524000000000004,
Small island developing States,,1961,1.2578,
Small island developing States,,1962,1.2795,
Small island developing States,,1963,1.2915,
Small island developing States,,1964,1.3123,
Small island developing States,,1965,1.3104,
Small island developing States,,1966,1.3484,
Small island developing States,,1967,1.3311000000000002,
Small island developing States,,1968,1.3093000000000001,
Small island developing States,,1969,1.3949,
Small island developing States,,1970,1.4967000000000001,
Small island developing States,,1971,1.5174,
Small island developing States,,1972,1.4827000000000001,
Small island developing States,,1973,1.4666000000000001,
Small island developing States,,1974,1.7337,
Small island developing States,,1975,1.6865,
Small island developing States,,1976,1.7553,
Small island developing States,,1977,1.7675,
Small island developing States,,1978,1.7102000000000002,
Small island developing States,,1979,1.7429000000000001,
Small island developing States,,1980,1.8698000000000001,
Small island developing States,,1981,1.9076000000000002,
Small island developing States,,1982,1.9321000000000002,
Small island developing States,,1983,1.9446,
Small island developing States,,1984,2.0338000000000003,
Small island developing States,,1985,2.0561000000000003,
Small island developing States,,1986,2.0255,
Small island developing States,,1987,1.9609,
Small island developing States,,1988,1.9429,
Small island developing States,,1989,1.9903000000000002,
Small island developing States,,1990,1.9836,
Small island developing States,,1991,1.9868000000000001,
Small island developing States,,1992,1.9957,
Small island developing States,,1993,1.8078,
Small island developing States,,1994,1.8248,
Small island developing States,,1995,1.9928000000000001,
Small island developing States,,1996,2.0545,
Small island developing States,,1997,2.0457,
Small island developing States,,1998,1.9218000000000002,
Small island developing States,,1999,2.1324,
Small island developing States,,2000,2.0791,
Small island developing States,,2001,2.1813000000000002,
Small island developing States,,2002,2.3036000000000003,23.86
Small island developing States,,2003,2.3117,18.35
Small island developing States,,2004,2.1973000000000003,21.56
Small island developing States,,2005,2.1147,16.87
Small island developing States,,2006,2.2314000000000003,19.76
Small island developing States,,2007,2.1762,19.93
Small island developing States,,2008,2.2397,23.5
Small island developing States,,2009,2.1385,18.88
Small island developing States,,2010,2.1108000000000002,22.35
Small island developing States,,2011,2.2986,23.79
Small island developing States,,2012,2.4121,24.39
Small island developing States,,2013,2.4269000000000003,27.49
Small island developing States,,2014,2.1745,32.63
Small island developing States,,2015,2.2086,32.04
Small island developing States,,2016,2.2039,27.28
Small island developing States,,2017,2.3049,30.26
Small island developing States,,2018,2.5181,
Solomon Islands,SLB,1961,1.7391,
Solomon Islands,SLB,1962,1.8333000000000002,
Solomon Islands,SLB,1963,1.9200000000000002,
Solomon Islands,SLB,1964,2,
Solomon Islands,SLB,1965,2.0741,
Solomon Islands,SLB,1966,2.2101,
Solomon Islands,SLB,1967,1.0857,
Solomon Islands,SLB,1968,2.341,
Solomon Islands,SLB,1969,1.3887,
Solomon Islands,SLB,1970,2.726,
Solomon Islands,SLB,1971,2.6266000000000003,
Solomon Islands,SLB,1972,3.3443,
Solomon Islands,SLB,1973,3.0939,
Solomon Islands,SLB,1974,3.0964,
Solomon Islands,SLB,1975,2.0651,
Solomon Islands,SLB,1976,2.9522,
Solomon Islands,SLB,1977,3.2314000000000003,
Solomon Islands,SLB,1978,2.8757,
Solomon Islands,SLB,1979,3.4114,
Solomon Islands,SLB,1980,3.6847000000000003,
Solomon Islands,SLB,1981,3.4415,
Solomon Islands,SLB,1982,3.3024,
Solomon Islands,SLB,1983,3.6934,
Solomon Islands,SLB,1984,2.9178,
Solomon Islands,SLB,1985,2.7438000000000002,
Solomon Islands,SLB,1986,2.7601,
Solomon Islands,SLB,1990,3.5714,
Solomon Islands,SLB,1991,4.8237000000000005,
Solomon Islands,SLB,1992,4.728400000000001,
Solomon Islands,SLB,1993,4.633100000000001,
Solomon Islands,SLB,1994,4.5379000000000005,
Solomon Islands,SLB,1995,4.4426000000000005,
Solomon Islands,SLB,1996,4.5337000000000005,
Solomon Islands,SLB,1997,3.8544,
Solomon Islands,SLB,1998,3.9394,
Solomon Islands,SLB,1999,4.5,
Solomon Islands,SLB,2000,4.649500000000001,
Solomon Islands,SLB,2001,4.6496,
Solomon Islands,SLB,2002,4.5984,
Solomon Islands,SLB,2003,3.2076000000000002,
Solomon Islands,SLB,2004,3.125,
Solomon Islands,SLB,2005,3,
Solomon Islands,SLB,2006,3.3505000000000003,
Solomon Islands,SLB,2007,3.0011,
Solomon Islands,SLB,2008,2.5455,
Solomon Islands,SLB,2009,2.2727,
Solomon Islands,SLB,2010,2.0915,
Solomon Islands,SLB,2011,2.2485,
Solomon Islands,SLB,2012,2.1517,
Solomon Islands,SLB,2013,2.039,
Solomon Islands,SLB,2014,1.8845,
Solomon Islands,SLB,2015,1.7666000000000002,
Solomon Islands,SLB,2016,1.6175000000000002,
Solomon Islands,SLB,2017,1.7562,
Solomon Islands,SLB,2018,1.7135,
Somalia,SOM,1961,0.4894,
Somalia,SOM,1962,0.4854,
Somalia,SOM,1963,0.46730000000000005,
Somalia,SOM,1964,0.46380000000000005,
Somalia,SOM,1965,0.4635,
Somalia,SOM,1966,0.4681,
Somalia,SOM,1967,0.46730000000000005,
Somalia,SOM,1968,0.4718,
Somalia,SOM,1969,0.47590000000000005,
Somalia,SOM,1970,0.49100000000000005,
Somalia,SOM,1971,0.4988,
Somalia,SOM,1972,0.49420000000000003,
Somalia,SOM,1973,0.4787,
Somalia,SOM,1974,0.4685,
Somalia,SOM,1975,0.4731,
Somalia,SOM,1976,0.4088,
Somalia,SOM,1977,0.4287,
Somalia,SOM,1978,0.447,
Somalia,SOM,1979,0.42260000000000003,
Somalia,SOM,1980,0.4626,
Somalia,SOM,1981,0.5306000000000001,
Somalia,SOM,1982,0.5326000000000001,
Somalia,SOM,1983,0.6436000000000001,
Somalia,SOM,1984,0.6438,
Somalia,SOM,1985,0.7469,
Somalia,SOM,1986,0.9202,
Somalia,SOM,1987,0.6937,
Somalia,SOM,1988,0.6991,
Somalia,SOM,1989,0.7921,
Somalia,SOM,1990,0.7931,
Somalia,SOM,1991,0.5609000000000001,
Somalia,SOM,1992,0.5047,
Somalia,SOM,1993,0.4525,
Somalia,SOM,1994,0.41040000000000004,
Somalia,SOM,1995,0.49460000000000004,
Somalia,SOM,1996,0.5045000000000001,
Somalia,SOM,1997,0.4811,
Somalia,SOM,1998,0.41960000000000003,
Somalia,SOM,1999,0.5817,
Somalia,SOM,2000,0.733,
Somalia,SOM,2001,0.8127000000000001,
Somalia,SOM,2002,0.7698,
Somalia,SOM,2003,0.6880000000000001,
Somalia,SOM,2004,0.5811000000000001,
Somalia,SOM,2005,0.6509,
Somalia,SOM,2006,0.4937,
Somalia,SOM,2007,0.6058,
Somalia,SOM,2008,0.5575,
Somalia,SOM,2009,0.4164,
Somalia,SOM,2010,0.5752,
Somalia,SOM,2011,0.4572,
Somalia,SOM,2012,1.19,
Somalia,SOM,2013,0.9640000000000001,
Somalia,SOM,2014,0.555,
Somalia,SOM,2015,0.538,
Somalia,SOM,2016,0.5072,
Somalia,SOM,2017,0.5519000000000001,
Somalia,SOM,2018,0.8282,
South Africa,ZAF,1961,1.0991,
South Africa,ZAF,1962,1.1421000000000001,
South Africa,ZAF,1963,1.1280000000000001,
South Africa,ZAF,1964,0.9139,
South Africa,ZAF,1965,0.9114000000000001,
South Africa,ZAF,1966,1.0104,
South Africa,ZAF,1967,1.7256,
South Africa,ZAF,1968,1.006,
South Africa,ZAF,1969,1.0411000000000001,
South Africa,ZAF,1970,1.187,
South Africa,ZAF,1971,1.4982,
South Africa,ZAF,1972,1.5939,
South Africa,ZAF,1973,1.0075,
South Africa,ZAF,1974,1.8758000000000001,
South Africa,ZAF,1975,1.6244,
South Africa,ZAF,1976,1.3915,
South Africa,ZAF,1977,1.752,
South Africa,ZAF,1978,1.8762,
South Africa,ZAF,1979,1.6096000000000001,
South Africa,ZAF,1980,2.0173,
South Africa,ZAF,1981,2.6803000000000003,
South Africa,ZAF,1982,1.6598000000000002,
South Africa,ZAF,1983,0.9602,
South Africa,ZAF,1984,1.0839,
South Africa,ZAF,1985,1.5759,
South Africa,ZAF,1986,1.5894000000000001,
South Africa,ZAF,1987,1.6287,
South Africa,ZAF,1988,1.6715,
South Africa,ZAF,1989,2.2819000000000003,
South Africa,ZAF,1990,1.8773000000000002,
South Africa,ZAF,1991,1.9861000000000002,
South Africa,ZAF,1992,0.9447000000000001,
South Africa,ZAF,1993,2.1601,
South Africa,ZAF,1994,2.585,
South Africa,ZAF,1995,1.4192,
South Africa,ZAF,1996,2.4902,
South Africa,ZAF,1997,2.2718000000000003,
South Africa,ZAF,1998,2.1817,
South Africa,ZAF,1999,2.1914000000000002,
South Africa,ZAF,2000,2.7659000000000002,
South Africa,ZAF,2001,2.4241,
South Africa,ZAF,2002,2.7726,33.83
South Africa,ZAF,2003,2.5368,30.06
South Africa,ZAF,2004,2.7779000000000003,31.26
South Africa,ZAF,2005,3.3096,25.62
South Africa,ZAF,2006,3.141,33.08
South Africa,ZAF,2007,2.7903000000000002,33.91
South Africa,ZAF,2008,4.0632,32.18
South Africa,ZAF,2009,4.4055,34.75
South Africa,ZAF,2010,4.1504,30.47
South Africa,ZAF,2011,4.017,33.67
South Africa,ZAF,2012,4.2435,34.64
South Africa,ZAF,2013,4.043,33.55
South Africa,ZAF,2014,4.8997,36.05
South Africa,ZAF,2015,3.5424,32.45
South Africa,ZAF,2016,3.8176,32.45
South Africa,ZAF,2017,5.644,32.45
South Africa,ZAF,2018,4.9335,
South America,,1961,1.3467,
South America,,1962,1.4273,
South America,,1963,1.3820000000000001,
South America,,1964,1.4397,
South America,,1965,1.3944,
South America,,1966,1.4133,
South America,,1967,1.4745000000000001,
South America,,1968,1.3381,
South America,,1969,1.4080000000000001,
South America,,1970,1.5506,
South America,,1971,1.4986000000000002,
South America,,1972,1.4423000000000001,
South America,,1973,1.6582000000000001,
South America,,1974,1.6939000000000002,
South America,,1975,1.6056000000000001,
South America,,1976,1.6265,
South America,,1977,1.6986,
South America,,1978,1.6792,
South America,,1979,1.6814,
South America,,1980,1.7124000000000001,
South America,,1981,1.9405000000000001,
South America,,1982,1.9229,
South America,,1983,1.9401000000000002,
South America,,1984,2.0578000000000003,
South America,,1985,2.0825,
South America,,1986,1.9839,
South America,,1987,2.0722,
South America,,1988,2.0959000000000003,
South America,,1989,2.1092,
South America,,1990,2.0056000000000003,
South America,,1991,2.1005000000000003,
South America,,1992,2.4002000000000003,
South America,,1993,2.5666,
South America,,1994,2.4716,
South America,,1995,2.6443000000000003,
South America,,1996,2.5631,
South America,,1997,2.7343,
South America,,1998,3.0315000000000003,
South America,,1999,2.9212000000000002,
South America,,2000,2.9636,
South America,,2001,3.1881,
South America,,2002,3.0234,33.67
South America,,2003,3.3455000000000004,37.74
South America,,2004,3.3091000000000004,41.11
South America,,2005,3.3207,35.32
South America,,2006,3.3697000000000004,37.86
South America,,2007,3.7089000000000003,46.15
South America,,2008,3.8267,42.62
South America,,2009,3.4333,37.66
South America,,2010,4.1451,44.48
South America,,2011,4.1061000000000005,50.45
South America,,2012,4.2502,47.2
South America,,2013,4.534400000000001,50.43
South America,,2014,4.4945,54.58
South America,,2015,4.7433000000000005,45.3
South America,,2016,4.4609000000000005,54.15
South America,,2017,5.0616,61.94
South America,,2018,4.6497,
South Eastern Asia,,1961,1.4975,
South Eastern Asia,,1962,1.5258,
South Eastern Asia,,1963,1.5711000000000002,
South Eastern Asia,,1964,1.5447000000000002,
South Eastern Asia,,1965,1.5350000000000001,
South Eastern Asia,,1966,1.5036,
South Eastern Asia,,1967,1.5411000000000001,
South Eastern Asia,,1968,1.6317000000000002,
South Eastern Asia,,1969,1.7349,
South Eastern Asia,,1970,1.8501,
South Eastern Asia,,1971,1.8513000000000002,
South Eastern Asia,,1972,1.7959,
South Eastern Asia,,1973,1.8656000000000001,
South Eastern Asia,,1974,1.8835000000000002,
South Eastern Asia,,1975,1.8907,
South Eastern Asia,,1976,1.9647000000000001,
South Eastern Asia,,1977,1.8667,
South Eastern Asia,,1978,1.9876,
South Eastern Asia,,1979,2.0598,
South Eastern Asia,,1980,2.1990000000000003,
South Eastern Asia,,1981,2.3116000000000003,
South Eastern Asia,,1982,2.45,
South Eastern Asia,,1983,2.4745,
South Eastern Asia,,1984,2.5681000000000003,
South Eastern Asia,,1985,2.5988,
South Eastern Asia,,1986,2.6182000000000003,
South Eastern Asia,,1987,2.6062000000000003,
South Eastern Asia,,1988,2.6574,
South Eastern Asia,,1989,2.7526,
South Eastern Asia,,1990,2.7712000000000003,
South Eastern Asia,,1991,2.8224,
South Eastern Asia,,1992,2.8917,
South Eastern Asia,,1993,2.9252000000000002,
South Eastern Asia,,1994,3.0233000000000003,
South Eastern Asia,,1995,3.0580000000000003,
South Eastern Asia,,1996,3.1276,
South Eastern Asia,,1997,3.1253,
South Eastern Asia,,1998,3.1246,
South Eastern Asia,,1999,3.1975000000000002,
South Eastern Asia,,2000,3.3412,
South Eastern Asia,,2001,3.4098,
South Eastern Asia,,2002,3.5114,53.63
South Eastern Asia,,2003,3.5721000000000003,57.67
South Eastern Asia,,2004,3.6398,59.81
South Eastern Asia,,2005,3.7125000000000004,57.77
South Eastern Asia,,2006,3.7482,55.89
South Eastern Asia,,2007,3.85,60.18
South Eastern Asia,,2008,3.9547000000000003,57.14
South Eastern Asia,,2009,3.9961,68.98
South Eastern Asia,,2010,4.041,63.52
South Eastern Asia,,2011,4.099600000000001,58.05
South Eastern Asia,,2012,4.1993,61.12
South Eastern Asia,,2013,4.215,63.06
South Eastern Asia,,2014,4.2624,62.46
South Eastern Asia,,2015,4.3334,61.15
South Eastern Asia,,2016,4.3464,60.21
South Eastern Asia,,2017,4.3604,61.17
South Eastern Asia,,2018,4.4116,
South Korea,KOR,1961,3.1972,
South Korea,KOR,1962,2.7941000000000003,
South Korea,KOR,1963,2.928,
South Korea,KOR,1964,3.2488,
South Korea,KOR,1965,3.0367,
South Korea,KOR,1966,3.5370000000000004,
South Korea,KOR,1967,3.2654,
South Korea,KOR,1968,3.1906000000000003,
South Korea,KOR,1969,3.7648,
South Korea,KOR,1970,3.72,
South Korea,KOR,1971,3.8717,
South Korea,KOR,1972,3.8850000000000002,
South Korea,KOR,1973,4.056900000000001,
South Korea,KOR,1974,4.077100000000001,
South Korea,KOR,1975,4.4071,
South Korea,KOR,1976,4.8596,
South Korea,KOR,1977,5.2397,
South Korea,KOR,1978,5.6676,
South Korea,KOR,1979,5.7279,
South Korea,KOR,1980,4.0559,
South Korea,KOR,1981,5.1734,
South Korea,KOR,1982,5.4166,
South Korea,KOR,1983,5.529100000000001,
South Korea,KOR,1984,5.7157,
South Korea,KOR,1985,5.798500000000001,
South Korea,KOR,1986,5.8762,
South Korea,KOR,1987,5.585,
South Korea,KOR,1988,6.142,
South Korea,KOR,1989,6.086,
South Korea,KOR,1990,5.853000000000001,
South Korea,KOR,1991,5.639,
South Korea,KOR,1992,5.937600000000001,
South Korea,KOR,1993,5.3221,
South Korea,KOR,1994,5.8721000000000005,
South Korea,KOR,1995,5.7653,
South Korea,KOR,1996,6.4031,
South Korea,KOR,1997,6.6029,
South Korea,KOR,1998,6.0307,
South Korea,KOR,1999,6.314100000000001,
South Korea,KOR,2000,6.3795,
South Korea,KOR,2001,6.4656,
South Korea,KOR,2002,6.0171,191.08
South Korea,KOR,2003,5.7869,195.54
South Korea,KOR,2004,6.4270000000000005,210.2
South Korea,KOR,2005,6.302300000000001,228.78
South Korea,KOR,2006,6.2999,170.51
South Korea,KOR,2007,6.0353,194.94
South Korea,KOR,2008,6.63,162.88
South Korea,KOR,2009,6.7453,130.1
South Korea,KOR,2010,6.2022,124.39
South Korea,KOR,2011,6.2927,129.6
South Korea,KOR,2012,6.135800000000001,174.98
South Korea,KOR,2013,6.4792000000000005,139.25
South Korea,KOR,2014,6.6181,139.08
South Korea,KOR,2015,6.8147,134.37
South Korea,KOR,2016,6.7927,138.82
South Korea,KOR,2017,6.6770000000000005,133.8
South Korea,KOR,2018,6.585,
South Sudan,SSD,2012,0.6924,
South Sudan,SSD,2013,0.7656000000000001,
South Sudan,SSD,2014,1.2537,
South Sudan,SSD,2015,0.7339,
South Sudan,SSD,2016,0.7373000000000001,
South Sudan,SSD,2017,0.7345,
South Sudan,SSD,2018,0.7415,
Southern Africa,,1961,1.0494,
Southern Africa,,1962,1.1031,
Southern Africa,,1963,1.095,
Southern Africa,,1964,0.8931,
Southern Africa,,1965,0.8881,
Southern Africa,,1966,0.9746,
Southern Africa,,1967,1.6113000000000002,
Southern Africa,,1968,0.9644,
Southern Africa,,1969,0.9905,
Southern Africa,,1970,1.1126,
Southern Africa,,1971,1.4145,
Southern Africa,,1972,1.5218,
Southern Africa,,1973,0.9653,
Southern Africa,,1974,1.7805000000000002,
Southern Africa,,1975,1.5443,
Southern Africa,,1976,1.3336000000000001,
Southern Africa,,1977,1.6782000000000001,
Southern Africa,,1978,1.7963,
Southern Africa,,1979,1.5444,
Southern Africa,,1980,1.8902,
Southern Africa,,1981,2.4951000000000003,
Southern Africa,,1982,1.5829,
Southern Africa,,1983,0.9302,
Southern Africa,,1984,1.0550000000000002,
Southern Africa,,1985,1.5046000000000002,
Southern Africa,,1986,1.5152,
Southern Africa,,1987,1.5410000000000001,
Southern Africa,,1988,1.5589000000000002,
Southern Africa,,1989,2.1027,
Southern Africa,,1990,1.7494,
Southern Africa,,1991,1.8577000000000001,
Southern Africa,,1992,0.9074000000000001,
Southern Africa,,1993,2.0357000000000003,
Southern Africa,,1994,2.313,
Southern Africa,,1995,1.3294000000000001,
Southern Africa,,1996,2.2304,
Southern Africa,,1997,2.084,
Southern Africa,,1998,2.0265,
Southern Africa,,1999,1.9771,
Southern Africa,,2000,2.4895,
Southern Africa,,2001,2.2161,
Southern Africa,,2002,2.4793000000000003,32.17
Southern Africa,,2003,2.3028,28.45
Southern Africa,,2004,2.4865,29.62
Southern Africa,,2005,2.987,24.23
Southern Africa,,2006,2.6658,31.25
Southern Africa,,2007,2.4930000000000003,32.01
Southern Africa,,2008,3.5874,30.34
Southern Africa,,2009,3.7182000000000004,33.04
Southern Africa,,2010,3.575,29.77
Southern Africa,,2011,3.4343000000000004,31.83
Southern Africa,,2012,3.6142000000000003,33.73
Southern Africa,,2013,3.6148000000000002,33.04
Southern Africa,,2014,3.9389000000000003,34.68
Southern Africa,,2015,3.1141,32.21
Southern Africa,,2016,3.2763,32.9
Southern Africa,,2017,4.7904,32.84
Southern Africa,,2018,4.1786,
Southern Asia,,1961,1.0118,
Southern Asia,,1962,0.9875,
Southern Asia,,1963,1.0323,
Southern Asia,,1964,1.0531000000000001,
Southern Asia,,1965,0.9456,
Southern Asia,,1966,0.9374,
Southern Asia,,1967,1.0570000000000002,
Southern Asia,,1968,1.1083,
Southern Asia,,1969,1.1298000000000001,
Southern Asia,,1970,1.1835,
Southern Asia,,1971,1.1657,
Southern Asia,,1972,1.1526,
Southern Asia,,1973,1.2155,
Southern Asia,,1974,1.1522000000000001,
Southern Asia,,1975,1.3144,
Southern Asia,,1976,1.2773,
Southern Asia,,1977,1.3819000000000001,
Southern Asia,,1978,1.415,
Southern Asia,,1979,1.3097,
Southern Asia,,1980,1.417,
Southern Asia,,1981,1.4483000000000001,
Southern Asia,,1982,1.4217,
Southern Asia,,1983,1.5996000000000001,
Southern Asia,,1984,1.5894000000000001,
Southern Asia,,1985,1.6198000000000001,
Southern Asia,,1986,1.639,
Southern Asia,,1987,1.6233000000000002,
Southern Asia,,1988,1.7714,
Southern Asia,,1989,1.8921000000000001,
Southern Asia,,1990,1.8939000000000001,
Southern Asia,,1991,1.9387,
Southern Asia,,1992,2.0220000000000002,
Southern Asia,,1993,2.0779,
Southern Asia,,1994,2.0773,
Southern Asia,,1995,2.1136,
Southern Asia,,1996,2.1682,
Southern Asia,,1997,2.2059,
Southern Asia,,1998,2.2693000000000003,
Southern Asia,,1999,2.3382,
Southern Asia,,2000,2.3486000000000002,
Southern Asia,,2001,2.4305000000000003,
Southern Asia,,2002,2.3027,62.88
Southern Asia,,2003,2.4614000000000003,65.13
Southern Asia,,2004,2.4352,68.66
Southern Asia,,2005,2.5151000000000003,74.28
Southern Asia,,2006,2.5419,80.34
Southern Asia,,2007,2.6856,81.22
Southern Asia,,2008,2.6954000000000002,86.1
Southern Asia,,2009,2.6908000000000003,89.91
Southern Asia,,2010,2.7626,92.78
Southern Asia,,2011,2.8976,95.12
Southern Asia,,2012,2.9763,91.06
Southern Asia,,2013,3.0109000000000004,92.17
Southern Asia,,2014,3.0232,94.07
Southern Asia,,2015,2.9659,95.53
Southern Asia,,2016,3.099,92.18
Southern Asia,,2017,3.2123,94.3
Southern Asia,,2018,3.2957,
Southern Europe,,1961,1.5136,
Southern Europe,,1962,1.6305,
Southern Europe,,1963,1.635,
Southern Europe,,1964,1.7097,
Southern Europe,,1965,1.7466000000000002,
Southern Europe,,1966,1.9387,
Southern Europe,,1967,2.0437000000000003,
Southern Europe,,1968,1.9622000000000002,
Southern Europe,,1969,2.0832,
Southern Europe,,1970,2.0076,
Southern Europe,,1971,2.338,
Southern Europe,,1972,2.2236000000000002,
Southern Europe,,1973,2.2911,
Southern Europe,,1974,2.4741,
Southern Europe,,1975,2.5671,
Southern Europe,,1976,2.5363,
Southern Europe,,1977,2.5961000000000003,
Southern Europe,,1978,2.6848,
Southern Europe,,1979,2.6888,
Southern Europe,,1980,2.9929,
Southern Europe,,1981,2.6785,
Southern Europe,,1982,2.846,
Southern Europe,,1983,2.8067,
Southern Europe,,1984,3.3840000000000003,
Southern Europe,,1985,3.1751,
Southern Europe,,1986,3.1583,
Southern Europe,,1987,3.2043000000000004,
Southern Europe,,1988,3.325,
Southern Europe,,1989,3.1712000000000002,
Southern Europe,,1990,3.0585,
Southern Europe,,1991,3.5102,
Southern Europe,,1992,2.9853,
Southern Europe,,1993,3.3925,
Southern Europe,,1994,3.3147,
Southern Europe,,1995,3.115,
Southern Europe,,1996,3.745,
Southern Europe,,1997,3.6432,
Southern Europe,,1998,3.9048000000000003,
Southern Europe,,1999,3.6832000000000003,
Southern Europe,,2000,3.8015000000000003,
Southern Europe,,2001,3.6949,
Southern Europe,,2002,3.9094,64.62
Southern Europe,,2003,3.4781,67.48
Southern Europe,,2004,4.4313,68.54
Southern Europe,,2005,3.6952000000000003,61.62
Southern Europe,,2006,4.0093000000000005,64.61
Southern Europe,,2007,4.1596,68.77
Southern Europe,,2008,4.378,57.48
Southern Europe,,2009,4.003,53.76
Southern Europe,,2010,4.2091,56.46
Southern Europe,,2011,4.4725,59.78
Southern Europe,,2012,3.8125,60.2
Southern Europe,,2013,4.5773,63.71
Southern Europe,,2014,4.4579,65.11
Southern Europe,,2015,4.1925,65.1
Southern Europe,,2016,4.7836,63.02
Southern Europe,,2017,3.8087,66.02
Southern Europe,,2018,4.778700000000001,
Spain,ESP,1961,1.0825,
Spain,ESP,1962,1.2787000000000002,
Spain,ESP,1963,1.3031000000000001,
Spain,ESP,1964,1.1785,
Spain,ESP,1965,1.2507000000000001,
Spain,ESP,1966,1.3276000000000001,
Spain,ESP,1967,1.4806000000000001,
Spain,ESP,1968,1.5691000000000002,
Spain,ESP,1969,1.5581,
Spain,ESP,1970,1.3803,
Spain,ESP,1971,1.8405,
Spain,ESP,1972,1.6111,
Spain,ESP,1973,1.5951000000000002,
Spain,ESP,1974,1.7656,
Spain,ESP,1975,1.9743000000000002,
Spain,ESP,1976,1.7662,
Spain,ESP,1977,1.9252,
Spain,ESP,1978,2.1747,
Spain,ESP,1979,1.9078000000000002,
Spain,ESP,1980,2.4799,
Spain,ESP,1981,1.5713000000000001,
Spain,ESP,1982,1.7643,
Spain,ESP,1983,1.8511000000000002,
Spain,ESP,1984,2.7721,
Spain,ESP,1985,2.7622,
Spain,ESP,1986,2.1431,
Spain,ESP,1987,2.6268000000000002,
Spain,ESP,1988,3.0179,
Spain,ESP,1989,2.4915000000000003,
Spain,ESP,1990,2.4845,
Spain,ESP,1991,2.4889,
Spain,ESP,1992,1.955,
Spain,ESP,1993,2.7174,
Spain,ESP,1994,2.3483,
Spain,ESP,1995,1.7297,
Spain,ESP,1996,3.3030000000000004,
Spain,ESP,1997,2.7644,
Spain,ESP,1998,3.3959,
Spain,ESP,1999,2.7052,
Spain,ESP,2000,3.6033000000000004,
Spain,ESP,2001,2.8047,
Spain,ESP,2002,3.222,57.39
Spain,ESP,2003,3.2507,66.66
Spain,ESP,2004,3.7501,59.75
Spain,ESP,2005,2.1593,51.77
Spain,ESP,2006,3.0282,55.17
Spain,ESP,2007,3.9339000000000004,56.67
Spain,ESP,2008,3.5735,42.83
Spain,ESP,2009,2.9448000000000003,45.37
Spain,ESP,2010,3.2915,54.65
Spain,ESP,2011,3.6918,49.83
Spain,ESP,2012,2.8425000000000002,48.09
Spain,ESP,2013,4.0471,56.12
Spain,ESP,2014,3.2485,64.11
Spain,ESP,2015,3.2431,62.14
Spain,ESP,2016,3.8778,57.66
Spain,ESP,2017,2.7702,63.54
Spain,ESP,2018,4.0678,
Sri Lanka,LKA,1961,1.7654,
Sri Lanka,LKA,1962,1.8691,
Sri Lanka,LKA,1963,1.8484,
Sri Lanka,LKA,1964,1.917,
Sri Lanka,LKA,1965,1.6816,
Sri Lanka,LKA,1966,1.7329,
Sri Lanka,LKA,1967,2.0385,
Sri Lanka,LKA,1968,2.2831,
Sri Lanka,LKA,1969,2.4268,
Sri Lanka,LKA,1970,2.1547,
Sri Lanka,LKA,1971,1.9392,
Sri Lanka,LKA,1972,1.9668,
Sri Lanka,LKA,1973,1.8435000000000001,
Sri Lanka,LKA,1974,1.8858000000000001,
Sri Lanka,LKA,1975,1.7528000000000001,
Sri Lanka,LKA,1976,1.8121,
Sri Lanka,LKA,1977,2.0228,
Sri Lanka,LKA,1978,2.1441,
Sri Lanka,LKA,1979,2.3377000000000003,
Sri Lanka,LKA,1980,2.5011,
Sri Lanka,LKA,1981,2.5479000000000003,
Sri Lanka,LKA,1982,2.7553,
Sri Lanka,LKA,1983,3.0656000000000003,
Sri Lanka,LKA,1984,2.6328,
Sri Lanka,LKA,1985,2.9606000000000003,
Sri Lanka,LKA,1986,2.9905,
Sri Lanka,LKA,1987,2.9974000000000003,
Sri Lanka,LKA,1988,2.9171,
Sri Lanka,LKA,1989,2.8808000000000002,
Sri Lanka,LKA,1990,2.9650000000000003,
Sri Lanka,LKA,1991,2.9258,
Sri Lanka,LKA,1992,2.9577,
Sri Lanka,LKA,1993,3.0242,
Sri Lanka,LKA,1994,2.902,
Sri Lanka,LKA,1995,3.0526,
Sri Lanka,LKA,1996,3.0085,
Sri Lanka,LKA,1997,3.1432,
Sri Lanka,LKA,1998,3.4001,
Sri Lanka,LKA,1999,3.192,
Sri Lanka,LKA,2000,3.3382,
Sri Lanka,LKA,2001,3.4249,
Sri Lanka,LKA,2002,3.4051,98.29
Sri Lanka,LKA,2003,3.2826,78.06
Sri Lanka,LKA,2004,3.5637000000000003,87.29
Sri Lanka,LKA,2005,3.4672,87.71
Sri Lanka,LKA,2006,3.5798,87.62
Sri Lanka,LKA,2007,3.7279,82.88
Sri Lanka,LKA,2008,3.6167000000000002,97.17
Sri Lanka,LKA,2009,3.7906,87.79
Sri Lanka,LKA,2010,3.9743000000000004,76.19
Sri Lanka,LKA,2011,3.5208000000000004,91.43
Sri Lanka,LKA,2012,3.5829,73.01
Sri Lanka,LKA,2013,3.8335000000000004,55.54
Sri Lanka,LKA,2014,3.8019000000000003,99.06
Sri Lanka,LKA,2015,3.7355,98.01
Sri Lanka,LKA,2016,3.8453000000000004,51.21
Sri Lanka,LKA,2017,3.0461,47.71
