Entity,Code,Year,Cereal yield index,Change to land area used for cereal production since 1961,Total population (Gapminder)
Papua New Guinea,PNG,1890,,,1156574
Papua New Guinea,PNG,1891,,,1163473
Papua New Guinea,PNG,1892,,,1170413
Papua New Guinea,PNG,1893,,,1177395
Papua New Guinea,PNG,1894,,,1184418
Papua New Guinea,PNG,1895,,,1191483
Papua New Guinea,PNG,1896,,,1198590
Papua New Guinea,PNG,1897,,,1205739
Papua New Guinea,PNG,1898,,,1212931
Papua New Guinea,PNG,1899,,,1220165
Papua New Guinea,PNG,1900,,,1227442
Papua New Guinea,PNG,1901,,,1234763
Papua New Guinea,PNG,1902,,,1242045
Papua New Guinea,PNG,1903,,,1249453
Papua New Guinea,PNG,1904,,,1256904
Papua New Guinea,PNG,1905,,,1264400
Papua New Guinea,PNG,1906,,,1271941
Papua New Guinea,PNG,1907,,,1279408
Papua New Guinea,PNG,1908,,,1287038
Papua New Guinea,PNG,1909,,,1294713
Papua New Guinea,PNG,1910,,,1302433
Papua New Guinea,PNG,1911,,,1310165
Papua New Guinea,PNG,1912,,,1317977
Papua New Guinea,PNG,1913,,,1325836
Papua New Guinea,PNG,1914,,,1333742
Papua New Guinea,PNG,1915,,,1341694
Papua New Guinea,PNG,1916,,,1349694
Papua New Guinea,PNG,1917,,,1357742
Papua New Guinea,PNG,1918,,,1366451
Papua New Guinea,PNG,1919,,,1375061
Papua New Guinea,PNG,1920,,,1383726
Papua New Guinea,PNG,1921,,,1392446
Papua New Guinea,PNG,1922,,,1401220
Papua New Guinea,PNG,1923,,,1410050
Papua New Guinea,PNG,1924,,,1418935
Papua New Guinea,PNG,1925,,,1427876
Papua New Guinea,PNG,1926,,,1436874
Papua New Guinea,PNG,1927,,,1445928
Papua New Guinea,PNG,1928,,,1455040
Papua New Guinea,PNG,1929,,,1464208
Papua New Guinea,PNG,1930,,,1473435
Papua New Guinea,PNG,1931,,,1482720
Papua New Guinea,PNG,1932,,,1492063
Papua New Guinea,PNG,1933,,,1501465
Papua New Guinea,PNG,1934,,,1510926
Papua New Guinea,PNG,1935,,,1520447
Papua New Guinea,PNG,1936,,,1530028
Papua New Guinea,PNG,1937,,,1539670
Papua New Guinea,PNG,1938,,,1549372
Papua New Guinea,PNG,1939,,,1559135
Papua New Guinea,PNG,1940,,,1568960
Papua New Guinea,PNG,1941,,,1578846
Papua New Guinea,PNG,1942,,,1588795
Papua New Guinea,PNG,1943,,,1598807
Papua New Guinea,PNG,1944,,,1608882
Papua New Guinea,PNG,1945,,,1619020
Papua New Guinea,PNG,1946,,,1629222
Papua New Guinea,PNG,1947,,,1639488
Papua New Guinea,PNG,1948,,,1649820
Papua New Guinea,PNG,1949,,,1660216
Papua New Guinea,PNG,1950,,,2002000
Papua New Guinea,PNG,1951,,,2011000
Papua New Guinea,PNG,1952,,,2024000
Papua New Guinea,PNG,1953,,,2041000
Papua New Guinea,PNG,1954,,,2062000
Papua New Guinea,PNG,1955,,,2086000
Papua New Guinea,PNG,1956,,,2114000
Papua New Guinea,PNG,1957,,,2146000
Papua New Guinea,PNG,1958,,,2180000
Papua New Guinea,PNG,1959,,,2217000
Papua New Guinea,PNG,1960,,,2256000
Papua New Guinea,PNG,2015,,,8108000
Papua New Guinea,PNG,2016,,,8272000
Papua New Guinea,PNG,2017,,,8438000
Papua New Guinea,PNG,2018,,,8606000
Papua New Guinea,PNG,2019,,,8776000
Paraguay,PRY,1961,100,100,1955000
Paraguay,PRY,1962,105,103,2007000
Paraguay,PRY,1963,102,104,2060000
Paraguay,PRY,1964,105,162,2116000
Paraguay,PRY,1965,108,161,2172000
Paraguay,PRY,1966,90,149,2231000
Paraguay,PRY,1967,106,184,2291000
Paraguay,PRY,1968,85,202,2352000
Paraguay,PRY,1969,99,158,2413000
Paraguay,PRY,1970,101,214,2475000
Paraguay,PRY,1971,100,241,2536000
Paraguay,PRY,1972,89,218,2597000
Paraguay,PRY,1973,109,208,2659000
Paraguay,PRY,1974,113,237,2724000
Paraguay,PRY,1975,110,250,2791000
Paraguay,PRY,1976,113,284,2862000
Paraguay,PRY,1977,113,320,2936000
Paraguay,PRY,1978,107,307,3013000
Paraguay,PRY,1979,119,278,3095000
Paraguay,PRY,1980,126,274,3182000
Paraguay,PRY,1981,122,274,3273000
Paraguay,PRY,1982,118,337,3369000
Paraguay,PRY,1983,120,267,3469000
Paraguay,PRY,1984,115,279,3571000
Paraguay,PRY,1985,140,293,3676000
Paraguay,PRY,1986,134,305,3783000
Paraguay,PRY,1987,160,305,3892000
Paraguay,PRY,1988,154,416,4002000
Paraguay,PRY,1989,141,428,4112000
Paraguay,PRY,1990,158,353,4223000
Paraguay,PRY,1991,141,421,4334000
Paraguay,PRY,1992,157,449,4445000
Paraguay,PRY,1993,157,433,4556000
Paraguay,PRY,1994,143,408,4666000
Paraguay,PRY,1995,197,554,4777000
Paraguay,PRY,1996,159,545,4888000
Paraguay,PRY,1997,181,575,4998000
Paraguay,PRY,1998,160,519,5108000
Paraguay,PRY,1999,176,470,5216000
Paraguay,PRY,2000,147,487,5323000
Paraguay,PRY,2001,173,675,5428000
Paraguay,PRY,2002,167,664,5532000
Paraguay,PRY,2003,186,736,5633000
Paraguay,PRY,2004,195,756,5731000
Paraguay,PRY,2005,169,665,5824000
Paraguay,PRY,2006,194,1092,5913000
Paraguay,PRY,2007,186,1096,5998000
Paraguay,PRY,2008,214,1150,6081000
Paraguay,PRY,2009,188,1203,6164000
Paraguay,PRY,2010,276,1290,6248000
Paraguay,PRY,2011,278,1381,6334000
Paraguay,PRY,2012,243,1523,6422000
Paraguay,PRY,2013,294,1526,6510000
Paraguay,PRY,2014,262,1349,6600000
Paraguay,PRY,1800,,,143000
Paraguay,PRY,1801,,,143000
Paraguay,PRY,1802,,,143000
Paraguay,PRY,1803,,,143000
Paraguay,PRY,1804,,,143000
Paraguay,PRY,1805,,,143000
Paraguay,PRY,1806,,,143000
Paraguay,PRY,1807,,,143000
Paraguay,PRY,1808,,,143000
Paraguay,PRY,1809,,,143000
Paraguay,PRY,1810,,,143000
Paraguay,PRY,1811,,,143206
Paraguay,PRY,1812,,,143625
Paraguay,PRY,1813,,,144263
Paraguay,PRY,1814,,,145126
Paraguay,PRY,1815,,,146221
Paraguay,PRY,1816,,,147556
Paraguay,PRY,1817,,,149138
Paraguay,PRY,1818,,,150974
Paraguay,PRY,1819,,,153071
Paraguay,PRY,1820,,,155438
Paraguay,PRY,1821,,,158084
Paraguay,PRY,1822,,,161015
Paraguay,PRY,1823,,,164242
Paraguay,PRY,1824,,,167773
Paraguay,PRY,1825,,,171616
Paraguay,PRY,1826,,,175783
Paraguay,PRY,1827,,,180282
Paraguay,PRY,1828,,,185123
Paraguay,PRY,1829,,,190317
Paraguay,PRY,1830,,,195875
Paraguay,PRY,1831,,,201807
Paraguay,PRY,1832,,,207919
Paraguay,PRY,1833,,,214216
Paraguay,PRY,1834,,,220703
Paraguay,PRY,1835,,,227388
Paraguay,PRY,1836,,,234274
Paraguay,PRY,1837,,,241369
Paraguay,PRY,1838,,,248680
Paraguay,PRY,1839,,,256211
Paraguay,PRY,1840,,,263971
Paraguay,PRY,1841,,,271538
Paraguay,PRY,1842,,,278905
Paraguay,PRY,1843,,,286064
Paraguay,PRY,1844,,,293006
Paraguay,PRY,1845,,,299724
Paraguay,PRY,1846,,,306207
Paraguay,PRY,1847,,,312448
Paraguay,PRY,1848,,,318436
Paraguay,PRY,1849,,,324161
Paraguay,PRY,1850,,,329615
Paraguay,PRY,1851,,,334866
Paraguay,PRY,1852,,,339825
Paraguay,PRY,1853,,,344483
Paraguay,PRY,1854,,,348827
Paraguay,PRY,1855,,,352846
Paraguay,PRY,1856,,,356528
Paraguay,PRY,1857,,,359858
Paraguay,PRY,1858,,,362826
Paraguay,PRY,1859,,,365417
Paraguay,PRY,1860,,,367617
Paraguay,PRY,1861,,,369410
Paraguay,PRY,1862,,,371211
Paraguay,PRY,1863,,,373018
Paraguay,PRY,1864,,,374832
Paraguay,PRY,1865,,,376653
Paraguay,PRY,1866,,,378481
Paraguay,PRY,1867,,,380316
Paraguay,PRY,1868,,,382159
Paraguay,PRY,1869,,,384008
Paraguay,PRY,1870,,,385865
Paraguay,PRY,1871,,,387728
Paraguay,PRY,1872,,,389599
Paraguay,PRY,1873,,,391459
Paraguay,PRY,1874,,,393343
Paraguay,PRY,1875,,,395235
Paraguay,PRY,1876,,,397133
Paraguay,PRY,1877,,,399018
Paraguay,PRY,1878,,,400929
Paraguay,PRY,1879,,,402847
Paraguay,PRY,1880,,,404775
Paraguay,PRY,1881,,,406689
Paraguay,PRY,1882,,,408634
Paraguay,PRY,1883,,,410589
Paraguay,PRY,1884,,,412533
Paraguay,PRY,1885,,,414506
Paraguay,PRY,1886,,,416489
Paraguay,PRY,1887,,,418464
Paraguay,PRY,1888,,,420466
Paraguay,PRY,1889,,,422477
Paraguay,PRY,1890,,,424498
Paraguay,PRY,1891,,,426528
Paraguay,PRY,1892,,,428568
Paraguay,PRY,1893,,,430618
Paraguay,PRY,1894,,,432678
Paraguay,PRY,1895,,,434747
Paraguay,PRY,1896,,,437562
Paraguay,PRY,1897,,,441213
Paraguay,PRY,1898,,,445700
Paraguay,PRY,1899,,,451024
Paraguay,PRY,1900,,,457183
Paraguay,PRY,1901,,,464179
Paraguay,PRY,1902,,,470042
Paraguay,PRY,1903,,,479262
Paraguay,PRY,1904,,,489613
Paraguay,PRY,1905,,,501207
Paraguay,PRY,1906,,,513033
Paraguay,PRY,1907,,,524368
Paraguay,PRY,1908,,,536655
Paraguay,PRY,1909,,,549353
Paraguay,PRY,1910,,,562259
Paraguay,PRY,1911,,,575172
Paraguay,PRY,1912,,,588835
Paraguay,PRY,1913,,,602842
Paraguay,PRY,1914,,,617194
Paraguay,PRY,1915,,,631891
Paraguay,PRY,1916,,,646933
Paraguay,PRY,1917,,,662321
Paraguay,PRY,1918,,,677845
Paraguay,PRY,1919,,,693758
Paraguay,PRY,1920,,,710010
Paraguay,PRY,1921,,,726601
Paraguay,PRY,1922,,,743530
Paraguay,PRY,1923,,,761137
Paraguay,PRY,1924,,,779082
Paraguay,PRY,1925,,,797365
Paraguay,PRY,1926,,,815987
Paraguay,PRY,1927,,,834948
Paraguay,PRY,1928,,,854247
Paraguay,PRY,1929,,,873885
Paraguay,PRY,1930,,,894200
Paraguay,PRY,1931,,,915192
Paraguay,PRY,1932,,,936862
Paraguay,PRY,1933,,,958870
Paraguay,PRY,1934,,,981216
Paraguay,PRY,1935,,,1004240
Paraguay,PRY,1936,,,1027941
Paraguay,PRY,1937,,,1052657
Paraguay,PRY,1938,,,1077713
Paraguay,PRY,1939,,,1103106
Paraguay,PRY,1940,,,1128839
Paraguay,PRY,1941,,,1155248
Paraguay,PRY,1942,,,1182335
Paraguay,PRY,1943,,,1210099
Paraguay,PRY,1944,,,1238201
Paraguay,PRY,1945,,,1266642
Paraguay,PRY,1946,,,1295761
Paraguay,PRY,1947,,,1325556
Paraguay,PRY,1948,,,1356367
Paraguay,PRY,1949,,,1413332
Paraguay,PRY,1950,,,1473000
Paraguay,PRY,1951,,,1512000
Paraguay,PRY,1952,,,1551000
Paraguay,PRY,1953,,,1591000
Paraguay,PRY,1954,,,1632000
Paraguay,PRY,1955,,,1674000
Paraguay,PRY,1956,,,1717000
Paraguay,PRY,1957,,,1761000
Paraguay,PRY,1958,,,1807000
Paraguay,PRY,1959,,,1855000
Paraguay,PRY,1960,,,1904000
Paraguay,PRY,2015,,,6689000
Paraguay,PRY,2016,,,6778000
Paraguay,PRY,2017,,,6867000
Paraguay,PRY,2018,,,6956000
Paraguay,PRY,2019,,,7045000
Peru,PER,1961,100,100,10447000
Peru,PER,1962,102,104,10749000
Peru,PER,1963,94,101,11062000
Peru,PER,1964,103,109,11383000
Peru,PER,1965,104,108,11711000
Peru,PER,1966,106,112,12046000
Peru,PER,1967,112,116,12387000
Peru,PER,1968,102,99,12735000
Peru,PER,1969,109,115,13093000
Peru,PER,1970,118,121,13460000
Peru,PER,1971,118,120,13836000
Peru,PER,1972,114,117,14222000
Peru,PER,1973,115,114,14616000
Peru,PER,1974,117,112,15017000
Peru,PER,1975,124,112,15425000
Peru,PER,1976,129,118,15839000
Peru,PER,1977,131,118,16258000
Peru,PER,1978,121,105,16683000
Peru,PER,1979,127,109,17113000
Peru,PER,1980,122,89,17548000
Peru,PER,1981,144,107,17985000
Peru,PER,1982,146,112,18426000
Peru,PER,1983,140,108,18871000
Peru,PER,1984,170,119,19320000
Peru,PER,1985,156,109,19773000
Peru,PER,1986,155,114,20230000
Peru,PER,1987,172,128,20691000
Peru,PER,1988,167,133,21153000
Peru,PER,1989,170,134,21614000
Peru,PER,1990,175,95,22071000
Peru,PER,1991,154,105,22522000
Peru,PER,1992,168,85,22967000
Peru,PER,1993,181,104,23408000
Peru,PER,1994,195,115,23851000
Peru,PER,1995,178,112,24299000
Peru,PER,1996,192,124,24754000
Peru,PER,1997,186,130,25211000
Peru,PER,1998,185,144,25658000
Peru,PER,1999,209,152,26078000
Peru,PER,2000,207,160,26460000
Peru,PER,2001,218,160,26799000
Peru,PER,2002,227,158,27101000
Peru,PER,2003,231,158,27372000
Peru,PER,2004,220,146,27624000
Peru,PER,2005,239,161,27866000
Peru,PER,2006,237,160,28102000
Peru,PER,2007,234,161,28333000
Peru,PER,2008,258,170,28562000
Peru,PER,2009,263,179,28793000
Peru,PER,2010,262,174,29028000
Peru,PER,2011,262,165,29264000
Peru,PER,2012,279,175,29507000
Peru,PER,2013,276,178,29774000
Peru,PER,2014,270,173,30090000
Peru,PER,1800,,,1314151
Peru,PER,1801,,,1314293
Peru,PER,1802,,,1314436
Peru,PER,1803,,,1314578
Peru,PER,1804,,,1314720
Peru,PER,1805,,,1314863
Peru,PER,1806,,,1315005
Peru,PER,1807,,,1315147
Peru,PER,1808,,,1315290
Peru,PER,1809,,,1315432
Peru,PER,1810,,,1315575
Peru,PER,1811,,,1316591
Peru,PER,1812,,,1318494
Peru,PER,1813,,,1321295
Peru,PER,1814,,,1325007
Peru,PER,1815,,,1329644
Peru,PER,1816,,,1335218
Peru,PER,1817,,,1341742
Peru,PER,1818,,,1349231
Peru,PER,1819,,,1357698
Peru,PER,1820,,,1367155
Peru,PER,1821,,,1377619
Peru,PER,1822,,,1389102
Peru,PER,1823,,,1401619
Peru,PER,1824,,,1415185
Peru,PER,1825,,,1429815
Peru,PER,1826,,,1445523
Peru,PER,1827,,,1462325
Peru,PER,1828,,,1480236
Peru,PER,1829,,,1499273
Peru,PER,1830,,,1519450
Peru,PER,1831,,,1540784
Peru,PER,1832,,,1562417
Peru,PER,1833,,,1584355
Peru,PER,1834,,,1606600
Peru,PER,1835,,,1629158
Peru,PER,1836,,,1652033
Peru,PER,1837,,,1675228
Peru,PER,1838,,,1698750
Peru,PER,1839,,,1722601
Peru,PER,1840,,,1746788
Peru,PER,1841,,,1771243
Peru,PER,1842,,,1795969
Peru,PER,1843,,,1820970
Peru,PER,1844,,,1846248
Peru,PER,1845,,,1871807
Peru,PER,1846,,,1897648
Peru,PER,1847,,,1923775
Peru,PER,1848,,,1950192
Peru,PER,1849,,,1976900
Peru,PER,1850,,,2003904
Peru,PER,1851,,,2031508
Peru,PER,1852,,,2059421
Peru,PER,1853,,,2087647
Peru,PER,1854,,,2116189
Peru,PER,1855,,,2145050
Peru,PER,1856,,,2174235
Peru,PER,1857,,,2203745
Peru,PER,1858,,,2233585
Peru,PER,1859,,,2263758
Peru,PER,1860,,,2294268
Peru,PER,1861,,,2325029
Peru,PER,1862,,,2356112
Peru,PER,1863,,,2387521
Peru,PER,1864,,,2419260
Peru,PER,1865,,,2451331
Peru,PER,1866,,,2483738
Peru,PER,1867,,,2516484
Peru,PER,1868,,,2549572
Peru,PER,1869,,,2583006
Peru,PER,1870,,,2616789
Peru,PER,1871,,,2650925
Peru,PER,1872,,,2685416
Peru,PER,1873,,,2719233
Peru,PER,1874,,,2754405
Peru,PER,1875,,,2789934
Peru,PER,1876,,,2825822
Peru,PER,1877,,,2860913
Peru,PER,1878,,,2897430
Peru,PER,1879,,,2934302
Peru,PER,1880,,,2971643
Peru,PER,1881,,,3008207
Peru,PER,1882,,,3046489
Peru,PER,1883,,,3085258
Peru,PER,1884,,,3123382
Peru,PER,1885,,,3161449
Peru,PER,1886,,,3198310
Peru,PER,1887,,,3237140
Peru,PER,1888,,,3272340
Peru,PER,1889,,,3305964
Peru,PER,1890,,,3337979
Peru,PER,1891,,,3368352
Peru,PER,1892,,,3399051
Peru,PER,1893,,,3430214
Peru,PER,1894,,,3461795
Peru,PER,1895,,,3493748
Peru,PER,1896,,,3526117
Peru,PER,1897,,,3560934
Peru,PER,1898,,,3598190
Peru,PER,1899,,,3637965
Peru,PER,1900,,,3680342
Peru,PER,1901,,,3725308
Peru,PER,1902,,,3771939
Peru,PER,1903,,,3820202
Peru,PER,1904,,,3869039
Peru,PER,1905,,,3918562
Peru,PER,1906,,,3968772
Peru,PER,1907,,,4018167
Peru,PER,1908,,,4069594
Peru,PER,1909,,,4121642
Peru,PER,1910,,,4174309
Peru,PER,1911,,,4227329
Peru,PER,1912,,,4281104
Peru,PER,1913,,,4335904
Peru,PER,1914,,,4391393
Peru,PER,1915,,,4447571
Peru,PER,1916,,,4504439
Peru,PER,1917,,,4561997
Peru,PER,1918,,,4619338
Peru,PER,1919,,,4677576
Peru,PER,1920,,,4741537
Peru,PER,1921,,,4811221
Peru,PER,1922,,,4886628
Peru,PER,1923,,,4963381
Peru,PER,1924,,,5041481
Peru,PER,1925,,,5120928
Peru,PER,1926,,,5201047
Peru,PER,1927,,,5282514
Peru,PER,1928,,,5365326
Peru,PER,1929,,,5449486
Peru,PER,1930,,,5536002
Peru,PER,1931,,,5624874
Peru,PER,1932,,,5716439
Peru,PER,1933,,,5809688
Peru,PER,1934,,,5904283
Peru,PER,1935,,,6000561
Peru,PER,1936,,,6098523
Peru,PER,1937,,,6198167
Peru,PER,1938,,,6299158
Peru,PER,1939,,,6401160
Peru,PER,1940,,,6506527
Peru,PER,1941,,,6615598
Peru,PER,1942,,,6728708
Peru,PER,1943,,,6843838
Peru,PER,1944,,,6960988
Peru,PER,1945,,,7080157
Peru,PER,1946,,,7201347
Peru,PER,1947,,,7324556
Peru,PER,1948,,,7449785
Peru,PER,1949,,,7577862
Peru,PER,1950,,,7777000
Peru,PER,1951,,,7976000
Peru,PER,1952,,,8185000
Peru,PER,1953,,,8401000
Peru,PER,1954,,,8626000
Peru,PER,1955,,,8858000
Peru,PER,1956,,,9099000
Peru,PER,1957,,,9348000
Peru,PER,1958,,,9606000
Peru,PER,1959,,,9875000
Peru,PER,1960,,,10155000
Peru,PER,2015,,,30471000
Peru,PER,2016,,,30926000
Peru,PER,2017,,,31444000
Peru,PER,2018,,,31989000
Peru,PER,2019,,,32510000
Philippines,PHL,1961,100,100,27161000
Philippines,PHL,1962,103,98,28077000
Philippines,PHL,1963,103,96,29013000
Philippines,PHL,1964,104,99,29959000
Philippines,PHL,1965,105,100,30910000
Philippines,PHL,1966,107,101,31864000
Philippines,PHL,1967,112,107,32824000
Philippines,PHL,1968,111,108,33795000
Philippines,PHL,1969,134,108,34786000
Philippines,PHL,1970,136,108,35804000
Philippines,PHL,1971,128,112,36850000
Philippines,PHL,1972,117,107,37923000
Philippines,PHL,1973,119,120,39023000
Philippines,PHL,1974,123,128,40144000
Philippines,PHL,1975,129,132,41286000
Philippines,PHL,1976,136,133,42447000
Philippines,PHL,1977,149,130,43629000
Philippines,PHL,1978,152,131,44838000
Philippines,PHL,1979,159,132,46080000
Philippines,PHL,1980,161,129,47358000
Philippines,PHL,1981,165,131,48673000
Philippines,PHL,1982,183,123,50024000
Philippines,PHL,1983,167,123,51409000
Philippines,PHL,1984,175,124,52827000
Philippines,PHL,1985,185,133,54276000
Philippines,PHL,1986,192,134,55755000
Philippines,PHL,1987,185,134,57264000
Philippines,PHL,1988,188,137,58795000
Philippines,PHL,1989,195,138,60341000
Philippines,PHL,1990,211,137,61895000
Philippines,PHL,1991,205,135,63455000
Philippines,PHL,1992,211,129,65020000
Philippines,PHL,1993,222,124,66594000
Philippines,PHL,1994,227,128,68181000
Philippines,PHL,1995,228,124,69784000
Philippines,PHL,1996,232,129,71402000
Philippines,PHL,1997,238,126,73031000
Philippines,PHL,1998,225,106,74672000
Philippines,PHL,1999,247,128,76326000
Philippines,PHL,2000,259,126,77992000
Philippines,PHL,2001,268,126,79673000
Philippines,PHL,2002,274,124,81365000
Philippines,PHL,2003,283,123,83052000
Philippines,PHL,2004,300,128,84711000
Philippines,PHL,2005,306,125,86326000
Philippines,PHL,2006,319,130,87889000
Philippines,PHL,2007,333,133,89405000
Philippines,PHL,2008,335,137,90902000
Philippines,PHL,2009,324,139,92414000
Philippines,PHL,2010,324,132,93967000
Philippines,PHL,2011,335,136,95570000
Philippines,PHL,2012,351,140,97213000
Philippines,PHL,2013,354,141,98872000
Philippines,PHL,2014,365,141,100513000
Philippines,PHL,1800,,,1894389
Philippines,PHL,1801,,,1894389
Philippines,PHL,1802,,,1894389
Philippines,PHL,1803,,,1894389
Philippines,PHL,1804,,,1894389
Philippines,PHL,1805,,,1894389
Philippines,PHL,1806,,,1894389
Philippines,PHL,1807,,,1894389
Philippines,PHL,1808,,,1894389
Philippines,PHL,1809,,,1894389
Philippines,PHL,1810,,,1894389
Philippines,PHL,1811,,,1895926
Philippines,PHL,1812,,,1899026
Philippines,PHL,1813,,,1903715
Philippines,PHL,1814,,,1910021
Philippines,PHL,1815,,,1917971
Philippines,PHL,1816,,,1927594
Philippines,PHL,1817,,,1938917
Philippines,PHL,1818,,,1951970
Philippines,PHL,1819,,,1966782
Philippines,PHL,1820,,,1983383
Philippines,PHL,1821,,,2001804
Philippines,PHL,1822,,,2022075
Philippines,PHL,1823,,,2044229
Philippines,PHL,1824,,,2068297
Philippines,PHL,1825,,,2094311
Philippines,PHL,1826,,,2122306
Philippines,PHL,1827,,,2152314
Philippines,PHL,1828,,,2184371
Philippines,PHL,1829,,,2218510
Philippines,PHL,1830,,,2254767
Philippines,PHL,1831,,,2293179
Philippines,PHL,1832,,,2332246
Philippines,PHL,1833,,,2371978
Philippines,PHL,1834,,,2412387
Philippines,PHL,1835,,,2453484
Philippines,PHL,1836,,,2495281
Philippines,PHL,1837,,,2537791
Philippines,PHL,1838,,,2581024
Philippines,PHL,1839,,,2624994
Philippines,PHL,1840,,,2669713
Philippines,PHL,1841,,,2715193
Philippines,PHL,1842,,,2761447
Philippines,PHL,1843,,,2808487
Philippines,PHL,1844,,,2856328
Philippines,PHL,1845,,,2904982
Philippines,PHL,1846,,,2954464
Philippines,PHL,1847,,,3004787
Philippines,PHL,1848,,,3055967
Philippines,PHL,1849,,,3108017
Philippines,PHL,1850,,,3160952
Philippines,PHL,1851,,,3215161
Philippines,PHL,1852,,,3270299
Philippines,PHL,1853,,,3326381
Philippines,PHL,1854,,,3383423
Philippines,PHL,1855,,,3441443
Philippines,PHL,1856,,,3500456
Philippines,PHL,1857,,,3560480
Philippines,PHL,1858,,,3621532
Philippines,PHL,1859,,,3683630
Philippines,PHL,1860,,,3746791
Philippines,PHL,1861,,,3810058
Philippines,PHL,1862,,,3873421
Philippines,PHL,1863,,,3936869
Philippines,PHL,1864,,,4000392
Philippines,PHL,1865,,,4063977
Philippines,PHL,1866,,,4127613
Philippines,PHL,1867,,,4191288
Philippines,PHL,1868,,,4254989
Philippines,PHL,1869,,,4318703
Philippines,PHL,1870,,,4382416
Philippines,PHL,1871,,,4446116
Philippines,PHL,1872,,,4509787
Philippines,PHL,1873,,,4575185
Philippines,PHL,1874,,,4638491
Philippines,PHL,1875,,,4701613
Philippines,PHL,1876,,,4764530
Philippines,PHL,1877,,,4826977
Philippines,PHL,1878,,,4888504
Philippines,PHL,1879,,,4949612
Philippines,PHL,1880,,,5011484
Philippines,PHL,1881,,,5072082
Philippines,PHL,1882,,,5135484
Philippines,PHL,1883,,,5199680
Philippines,PHL,1884,,,5262818
Philippines,PHL,1885,,,5328604
Philippines,PHL,1886,,,5395211
Philippines,PHL,1887,,,5460998
Philippines,PHL,1888,,,5529259
Philippines,PHL,1889,,,5598372
Philippines,PHL,1890,,,5668348
Philippines,PHL,1891,,,5739198
Philippines,PHL,1892,,,5810932
Philippines,PHL,1893,,,5883562
Philippines,PHL,1894,,,5957098
Philippines,PHL,1895,,,6031553
Philippines,PHL,1896,,,6110940
Philippines,PHL,1897,,,6195424
Philippines,PHL,1898,,,6285087
Philippines,PHL,1899,,,6380089
Philippines,PHL,1900,,,6480589
Philippines,PHL,1901,,,6586747
Philippines,PHL,1902,,,6685987
Philippines,PHL,1903,,,6805794
Philippines,PHL,1904,,,6932687
Philippines,PHL,1905,,,7066855
Philippines,PHL,1906,,,7203585
Philippines,PHL,1907,,,7336744
Philippines,PHL,1908,,,7478697
Philippines,PHL,1909,,,7623488
Philippines,PHL,1910,,,7771117
Philippines,PHL,1911,,,7919657
Philippines,PHL,1912,,,8073434
Philippines,PHL,1913,,,8230169
Philippines,PHL,1914,,,8389864
Philippines,PHL,1915,,,8552519
Philippines,PHL,1916,,,8718135
Philippines,PHL,1917,,,8887007
Philippines,PHL,1918,,,9057743
Philippines,PHL,1919,,,9232329
Philippines,PHL,1920,,,9410425
Philippines,PHL,1921,,,9592031
Philippines,PHL,1922,,,9777145
Philippines,PHL,1923,,,9965769
Philippines,PHL,1924,,,10157902
Philippines,PHL,1925,,,10353252
Philippines,PHL,1926,,,10566148
Philippines,PHL,1927,,,10783431
Philippines,PHL,1928,,,11036099
Philippines,PHL,1929,,,11296078
Philippines,PHL,1930,,,11577990
Philippines,PHL,1931,,,11852591
Philippines,PHL,1932,,,12134503
Philippines,PHL,1933,,,12424019
Philippines,PHL,1934,,,12720553
Philippines,PHL,1935,,,13024983
Philippines,PHL,1936,,,13336724
Philippines,PHL,1937,,,13655776
Philippines,PHL,1938,,,13970441
Philippines,PHL,1939,,,14269315
Philippines,PHL,1940,,,14552397
Philippines,PHL,1941,,,14813838
Philippines,PHL,1942,,,15096628
Philippines,PHL,1943,,,15384681
Philippines,PHL,1944,,,15694375
Philippines,PHL,1945,,,16052029
Philippines,PHL,1946,,,16476360
Philippines,PHL,1947,,,16970584
Philippines,PHL,1948,,,17479720
Philippines,PHL,1949,,,18004144
Philippines,PHL,1950,,,18580000
Philippines,PHL,1951,,,19247000
Philippines,PHL,1952,,,19945000
Philippines,PHL,1953,,,20670000
Philippines,PHL,1954,,,21415000
Philippines,PHL,1955,,,22177000
Philippines,PHL,1956,,,22956000
Philippines,PHL,1957,,,23752000
Philippines,PHL,1958,,,24567000
Philippines,PHL,1959,,,25406000
Philippines,PHL,1960,,,26270000
Philippines,PHL,2015,,,102113000
Philippines,PHL,2016,,,103664000
Philippines,PHL,2017,,,105173000
Philippines,PHL,2018,,,106651000
Philippines,PHL,2019,,,108117000
Poland,POL,1961,100,100,30016000
Poland,POL,1962,90,97,30389000
Poland,POL,1963,96,98,30736000
Poland,POL,1964,90,97,31059000
Poland,POL,1965,107,94,31361000
Poland,POL,1966,106,93,31641000
Poland,POL,1967,109,93,31902000
Poland,POL,1968,119,93,32150000
Poland,POL,1969,120,96,32393000
Poland,POL,1970,109,92,32639000
Poland,POL,1971,132,93,32890000
Poland,POL,1972,135,94,33147000
Poland,POL,1973,149,91,33412000
Poland,POL,1974,159,89,33686000
Poland,POL,1975,140,87,33971000
Poland,POL,1976,151,86,34266000
Poland,POL,1977,136,88,34571000
Poland,POL,1978,154,87,34886000
Poland,POL,1979,124,87,35209000
Poland,POL,1980,131,87,35540000
Poland,POL,1981,140,87,35878000
Poland,POL,1982,147,89,36222000
Poland,POL,1983,153,90,36556000
