id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
696,tyrunt,696,0.8,26,72,rock,dragon,58,89,77,45,45,48,#B8A038,#7038F8,#A68666,monster,dragon,//archives.bulbagarden.net/media/upload/6/67/696MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/696.png
697,tyrantrum,697,2.5,270,182,rock,dragon,82,121,119,69,59,71,#B8A038,#7038F8,#A68666,monster,dragon,//archives.bulbagarden.net/media/upload/5/52/697MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/697.png
698,amaura,698,1.3,25.2,72,rock,ice,77,59,50,67,63,46,#B8A038,#98D8D8,#B0AD5E,monster,NA,//archives.bulbagarden.net/media/upload/2/2c/698MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/698.png
699,aurorus,699,2.7,225,104,rock,ice,123,77,72,99,92,58,#B8A038,#98D8D8,#B0AD5E,monster,NA,//archives.bulbagarden.net/media/upload/e/e5/699MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/699.png
700,sylveon,700,1,23.5,184,fairy,NA,95,65,65,110,130,60,#EE99AC,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/a/a3/700MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/700.png
701,hawlucha,701,0.8,21.5,175,fighting,flying,78,92,75,74,63,118,#C03028,#A890F0,#BA4758,humanshape,NA,//archives.bulbagarden.net/media/upload/a/a8/701MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/701.png
702,dedenne,702,0.2,2.2,151,electric,fairy,67,58,57,81,67,101,#F8D030,#EE99AC,#F5C24E,ground,fairy,//archives.bulbagarden.net/media/upload/a/a1/702MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/702.png
703,carbink,703,0.3,5.7,100,rock,fairy,50,50,150,50,150,50,#B8A038,#EE99AC,#C59E54,fairy,mineral,//archives.bulbagarden.net/media/upload/e/eb/703MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/703.png
704,goomy,704,0.3,2.8,60,dragon,NA,45,50,35,55,75,40,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/6/6f/704MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/704.png
705,sliggoo,705,0.8,17.5,158,dragon,NA,68,75,53,83,113,60,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/7/7a/705MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/705.png
706,goodra,706,2,150.5,270,dragon,NA,90,100,70,110,150,80,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/0/08/706MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/706.png
707,klefki,707,0.2,3,165,steel,fairy,57,80,91,80,87,75,#B8B8D0,#EE99AC,#C5B0C7,mineral,NA,//archives.bulbagarden.net/media/upload/a/af/707MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/707.png
708,phantump,708,0.4,7,62,ghost,grass,43,70,48,50,60,38,#705898,#78C850,#717386,plant,indeterminate,//archives.bulbagarden.net/media/upload/0/06/708MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/708.png
709,trevenant,709,1.5,71,166,ghost,grass,85,110,76,65,82,56,#705898,#78C850,#717386,plant,indeterminate,//archives.bulbagarden.net/media/upload/d/d9/709MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/709.png
710,pumpkaboo-average,710,0.4,5,67,ghost,grass,49,66,70,44,55,51,#705898,#78C850,#717386,indeterminate,NA,//archives.bulbagarden.net/media/upload/1/1a/710MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/710.png
711,gourgeist-average,711,0.9,12.5,173,ghost,grass,65,90,122,58,75,84,#705898,#78C850,#717386,indeterminate,NA,//archives.bulbagarden.net/media/upload/e/e7/711MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/711.png
712,bergmite,712,1,99.5,61,ice,NA,55,69,85,32,35,28,#98D8D8,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/6/61/712MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/712.png
713,avalugg,713,2,505,180,ice,NA,95,117,184,44,46,28,#98D8D8,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/c/c4/713MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/713.png
714,noibat,714,0.5,8,49,flying,dragon,40,30,35,45,40,55,#A890F0,#7038F8,#9A7AF1,flying,NA,//archives.bulbagarden.net/media/upload/5/5b/714MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/714.png
715,noivern,715,1.5,85,187,flying,dragon,85,70,80,97,80,123,#A890F0,#7038F8,#9A7AF1,flying,NA,//archives.bulbagarden.net/media/upload/8/80/715MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/715.png
716,xerneas,716,3,215,306,fairy,NA,126,131,95,131,98,99,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d6/716MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/716.png
717,yveltal,717,5.8,203,306,dark,flying,126,131,95,131,98,99,#705848,#A890F0,#7D6570,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/be/717MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/717.png
718,zygarde,718,5,305,270,dragon,ground,108,100,121,81,95,95,#7038F8,#E0C068,#8B58D5,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/57/718MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/718.png
719,diancie,719,0.7,8.8,270,rock,fairy,50,100,150,100,150,50,#B8A038,#EE99AC,#C59E54,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/85/719MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/719.png
720,hoopa,720,0.5,9,270,psychic,ghost,80,110,60,150,130,70,#F85888,#705898,#D7588B,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/c1/720MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/720.png
721,volcanion,721,1.7,195,270,fire,water,80,110,120,130,90,70,#F08030,#6890F0,#CF835E,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/ec/721MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/721.png
722,rowlet,722,0.3,1.5,64,grass,flying,68,55,55,50,50,42,#78C850,#A890F0,#83BA76,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/722.png
723,dartrix,723,0.7,16,147,grass,flying,78,75,75,70,70,52,#78C850,#A890F0,#83BA76,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/723.png
724,decidueye,724,1.6,36.6,239,grass,ghost,78,107,75,100,100,70,#78C850,#705898,#76AC61,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/724.png
725,litten,725,0.4,4.3,64,fire,NA,45,65,40,60,40,70,#F08030,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/725.png
726,torracat,726,0.7,25,147,fire,NA,65,85,50,80,50,90,#F08030,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/726.png
727,incineroar,727,1.8,83,239,fire,dark,95,115,90,80,90,60,#F08030,#705848,#D07635,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/727.png
728,popplio,728,0.4,7.5,64,water,NA,50,54,54,66,56,40,#6890F0,NA,NA,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/728.png
729,brionne,729,0.6,17.5,147,water,NA,60,69,69,91,81,50,#6890F0,NA,NA,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/729.png
730,primarina,730,1.8,44,239,water,fairy,80,74,74,126,116,60,#6890F0,#EE99AC,#8892DF,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/730.png
731,pikipek,731,0.3,1.2,53,normal,flying,35,75,30,30,30,65,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/731.png
732,trumbeak,732,0.6,14.8,124,normal,flying,55,85,50,40,50,75,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/732.png
733,toucannon,733,1.1,26,218,normal,flying,80,120,75,75,75,60,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/733.png
734,yungoos,734,0.4,6,51,normal,NA,48,70,30,30,30,45,#A8A878,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/734.png
735,gumshoos,735,0.7,14.2,146,normal,NA,88,110,60,55,60,45,#A8A878,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/735.png
736,grubbin,736,0.4,4.4,60,bug,NA,47,62,45,55,45,46,#A8B820,NA,NA,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/736.png
737,charjabug,737,0.5,10.5,140,bug,electric,57,82,95,55,75,36,#A8B820,#F8D030,#BBBD23,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/737.png
738,vikavolt,738,1.5,45,225,bug,electric,77,70,90,145,75,43,#A8B820,#F8D030,#BBBD23,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/738.png
739,crabrawler,739,0.6,7,68,fighting,NA,47,82,57,42,47,63,#C03028,NA,NA,water3,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/739.png
740,crabominable,740,1.7,180,167,fighting,ice,97,132,77,62,67,43,#C03028,#98D8D8,#B65852,water3,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/740.png
741,oricorio-baile,741,0.6,3.4,167,fire,flying,75,70,70,98,70,93,#F08030,#A890F0,#DE835E,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/741.png
742,cutiefly,742,0.1,0.2,61,bug,fairy,40,45,40,55,40,84,#A8B820,#EE99AC,#B8B041,bug,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/742.png
743,ribombee,743,0.2,0.5,162,bug,fairy,60,55,60,95,70,124,#A8B820,#EE99AC,#B8B041,bug,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/743.png
744,rockruff,744,0.5,9.2,56,rock,NA,45,65,40,30,40,60,#B8A038,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/744.png
745,lycanroc-midday,745,0.8,25,170,rock,NA,75,115,65,55,65,112,#B8A038,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/745.png
746,wishiwashi-solo,746,0.2,0.3,61,water,NA,45,20,20,25,25,40,#6890F0,NA,NA,water2,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/746.png
747,mareanie,747,0.4,8,61,poison,water,50,53,62,43,52,45,#A040A0,#6890F0,#9253B3,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/747.png
748,toxapex,748,0.7,14.5,173,poison,water,50,63,152,53,142,35,#A040A0,#6890F0,#9253B3,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/748.png
749,mudbray,749,1,110,77,ground,NA,70,100,70,45,55,45,#E0C068,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/749.png
750,mudsdale,750,2.5,920,175,ground,NA,100,125,100,55,85,35,#E0C068,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/750.png
751,dewpider,751,0.3,4,54,water,bug,38,40,52,40,72,27,#6890F0,#A8B820,#7799BD,water1,bug,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/751.png
752,araquanid,752,1.8,82,159,water,bug,68,70,92,50,132,42,#6890F0,#A8B820,#7799BD,water1,bug,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/752.png
753,fomantis,753,0.3,1.5,50,grass,NA,40,55,35,50,35,35,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/753.png
754,lurantis,754,0.9,18.5,168,grass,NA,70,105,90,80,90,45,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/754.png
755,morelull,755,0.2,1.5,57,grass,fairy,40,35,55,65,75,15,#78C850,#EE99AC,#94BC66,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/755.png
756,shiinotic,756,1,11.5,142,grass,fairy,60,45,80,90,100,30,#78C850,#EE99AC,#94BC66,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/756.png
757,salandit,757,0.6,4.8,64,poison,fire,48,44,40,71,40,77,#A040A0,#F08030,#B34F84,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/757.png
758,salazzle,758,1.2,22.2,168,poison,fire,68,64,60,111,60,117,#A040A0,#F08030,#B34F84,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/758.png
759,stufful,759,0.5,6.8,68,normal,fighting,70,75,50,45,50,50,#A8A878,#C03028,#AD8A64,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/759.png
760,bewear,760,2.1,135,175,normal,fighting,120,125,80,55,60,60,#A8A878,#C03028,#AD8A64,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/760.png
761,bounsweet,761,0.3,3.2,42,grass,NA,42,30,38,30,38,32,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/761.png
762,steenee,762,0.7,8.2,102,grass,NA,52,40,48,40,48,62,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/762.png
763,tsareena,763,1.2,21.4,230,grass,NA,72,120,98,50,98,72,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/763.png
764,comfey,764,0.1,0.3,170,fairy,NA,51,52,90,82,110,100,#EE99AC,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/764.png
765,oranguru,765,1.5,76,172,normal,psychic,90,60,80,90,110,60,#A8A878,#F85888,#BB947B,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/765.png
766,passimian,766,2,82.8,172,fighting,NA,100,120,90,40,60,80,#C03028,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/766.png
767,wimpod,767,0.5,12,46,bug,water,25,35,40,20,30,80,#A8B820,#6890F0,#98AE52,bug,water3,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/767.png
768,golisopod,768,2,108,186,bug,water,75,125,140,60,90,40,#A8B820,#6890F0,#98AE52,bug,water3,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/768.png
769,sandygast,769,0.5,70,64,ghost,ground,55,55,80,70,45,15,#705898,#E0C068,#8B718C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/769.png
770,palossand,770,1.3,250,168,ghost,ground,85,75,110,100,75,35,#705898,#E0C068,#8B718C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/770.png
771,pyukumuku,771,0.3,1.2,144,water,NA,55,60,130,30,130,5,#6890F0,NA,NA,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/771.png
772,type-null,772,1.9,120.5,107,normal,NA,95,95,95,95,95,59,#A8A878,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/772.png
773,silvally,773,2.3,100.5,114,normal,NA,95,95,95,95,95,95,#A8A878,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/773.png
774,minior-red-meteor,774,0.3,40,154,rock,flying,60,60,100,60,100,60,#B8A038,#A890F0,#B49C64,mineral,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/774.png
775,komala,775,0.4,19.9,168,normal,NA,65,115,65,75,95,65,#A8A878,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/775.png
776,turtonator,776,2,212,170,fire,dragon,60,78,135,91,85,36,#F08030,#7038F8,#D06E60,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/776.png
777,togedemaru,777,0.3,3.3,152,electric,steel,65,98,63,40,73,96,#F8D030,#B8B8D0,#E8CA56,ground,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/777.png
778,mimikyu-disguised,778,0.2,0.7,167,ghost,fairy,55,90,80,50,105,96,#705898,#EE99AC,#8E679C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/778.png
779,bruxish,779,0.9,19,166,water,psychic,68,105,70,70,70,92,#6890F0,#F85888,#8A82D6,water2,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/779.png
780,drampa,780,3,185,170,normal,dragon,78,60,85,135,91,36,#A8A878,#7038F8,#9A8C97,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/780.png
781,dhelmise,781,3.9,210,181,ghost,grass,70,131,100,86,90,40,#705898,#78C850,#717386,mineral,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/781.png
782,jangmo-o,782,0.6,29.7,60,dragon,NA,45,55,65,45,45,45,#7038F8,NA,NA,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/782.png
783,hakamo-o,783,1.2,47,147,dragon,fighting,55,75,90,65,70,65,#7038F8,#C03028,#8336C5,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/783.png
784,kommo-o,784,1.6,78.2,270,dragon,fighting,75,110,125,100,105,85,#7038F8,#C03028,#8336C5,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/784.png
785,tapu-koko,785,1.8,20.5,114,electric,fairy,70,115,85,95,75,130,#F8D030,#EE99AC,#F5C24E,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/785.png
786,tapu-lele,786,1.2,18.6,114,psychic,fairy,70,85,75,130,115,95,#F85888,#EE99AC,#F56790,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/786.png
787,tapu-bulu,787,1.9,45.5,114,grass,fairy,70,130,115,85,95,75,#78C850,#EE99AC,#94BC66,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/787.png
788,tapu-fini,788,1.3,21.2,114,water,fairy,70,75,115,95,130,85,#6890F0,#EE99AC,#8892DF,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/788.png
789,cosmog,789,0.2,0.1,40,psychic,NA,43,29,31,29,31,37,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/789.png
790,cosmoem,790,0.1,999.9,80,psychic,NA,43,29,131,29,131,37,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/790.png
791,solgaleo,791,3.4,230,136,psychic,steel,137,137,107,113,89,97,#F85888,#B8B8D0,#E86F99,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/791.png
792,lunala,792,4,120,136,psychic,ghost,137,113,89,137,107,97,#F85888,#705898,#D7588B,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/792.png
793,nihilego,793,1.2,55.5,114,rock,poison,109,53,47,127,131,103,#B8A038,#A040A0,#B28851,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/793.png
794,buzzwole,794,2.4,333.6,114,bug,fighting,107,139,139,53,53,79,#A8B820,#C03028,#AD9721,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/794.png
795,pheromosa,795,1.8,25,114,bug,fighting,71,137,37,137,37,151,#A8B820,#C03028,#AD9721,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/795.png
796,xurkitree,796,3.8,100,114,electric,NA,83,89,71,173,71,83,#F8D030,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/796.png
797,celesteela,797,9.2,999.9,114,steel,flying,97,101,103,107,101,61,#B8B8D0,#A890F0,#B4AED7,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/797.png
798,kartana,798,0.3,0.1,114,grass,steel,59,181,131,59,31,109,#78C850,#B8B8D0,#87C46F,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/798.png
799,guzzlord,799,5.5,888,114,dark,dragon,223,101,53,97,53,43,#705848,#7038F8,#705072,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/799.png
800,necrozma,800,2.4,230,120,psychic,NA,97,107,101,127,89,79,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/800.png
801,magearna,801,1,80.5,120,steel,fairy,80,95,115,130,115,65,#B8B8D0,#EE99AC,#C5B0C7,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/801.png
802,marshadow,802,0.7,22.2,120,fighting,ghost,90,125,80,90,90,125,#C03028,#705898,#AC3943,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/802.png
10001,deoxys-attack,386,1.7,60.8,270,psychic,NA,50,180,20,180,20,150,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10001.png
10002,deoxys-defense,386,1.7,60.8,270,psychic,NA,50,70,160,70,160,90,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10002.png
10003,deoxys-speed,386,1.7,60.8,270,psychic,NA,50,95,90,95,90,180,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10003.png
10004,wormadam-sandy,413,0.5,6.5,148,bug,ground,60,79,105,59,85,36,#A8B820,#E0C068,#B5B931,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10004.png
10005,wormadam-trash,413,0.5,6.5,148,bug,steel,60,69,95,69,95,36,#A8B820,#B8B8D0,#ABB84A,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10005.png
10006,shaymin-sky,492,0.4,5.2,270,grass,flying,100,103,75,120,75,127,#78C850,#A890F0,#83BA76,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10006.png
10007,giratina-origin,487,6.9,650,306,ghost,dragon,150,120,100,120,100,90,#705898,#7038F8,#7050AF,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10007.png
10008,rotom-heat,479,0.3,0.3,182,electric,fire,50,65,107,105,107,86,#F8D030,#F08030,#F6BC30,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10008.png
10009,rotom-wash,479,0.3,0.3,182,electric,water,50,65,107,105,107,86,#F8D030,#6890F0,#D5C05E,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10009.png
10010,rotom-frost,479,0.3,0.3,182,electric,ice,50,65,107,105,107,86,#F8D030,#98D8D8,#E0D158,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10010.png
10011,rotom-fan,479,0.3,0.3,182,electric,flying,50,65,107,105,107,86,#F8D030,#A890F0,#E4C05E,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10011.png
10012,rotom-mow,479,0.3,0.3,182,electric,grass,50,65,107,105,107,86,#F8D030,#78C850,#D8CE37,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10012.png
10013,castform-sunny,351,0.3,0.8,147,fire,NA,70,70,70,70,70,70,#F08030,NA,NA,fairy,indeterminate,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10013.png
10014,castform-rainy,351,0.3,0.8,147,water,NA,70,70,70,70,70,70,#6890F0,NA,NA,fairy,indeterminate,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10014.png
10015,castform-snowy,351,0.3,0.8,147,ice,NA,70,70,70,70,70,70,#98D8D8,NA,NA,fairy,indeterminate,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10015.png
10016,basculin-blue-striped,550,1,18,161,water,NA,70,92,65,80,55,98,#6890F0,NA,NA,water2,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10016.png
10017,darmanitan-zen,555,1.3,92.9,189,fire,psychic,105,30,105,140,105,55,#F08030,#F85888,#F17645,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10017.png
10018,meloetta-pirouette,648,0.6,6.5,270,normal,fighting,100,128,90,77,77,128,#A8A878,#C03028,#AD8A64,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10018.png
10019,tornadus-therian,641,1.4,63,261,flying,NA,79,100,80,110,90,121,#A890F0,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10019.png
10020,thundurus-therian,642,3,61,261,electric,flying,79,105,70,145,80,101,#F8D030,#A890F0,#E4C05E,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10020.png
