season_title,episode_num,episode_title,air_date,IMDB_rating,total_votes,desc
Jungle Fury,8,Way of the Master,3/31/2008,7,32,"The heavily armored Pangolin proves to be too tough of a nut for the Rangers to crack. Their only hope is a powerful weapon called the Jungle Mace, which lies in the hands of retired Pai Zhuq teacher, Master Phant. But the grumpy old hermit refuses to part with it and the skills to harness it! Can Lily's stubborn refusal to leave Master Phant alone give the team the power of the elephant? Meanwhile, Dai Shi prepares to bring forth the Sky Overlord."
Jungle Fury,9,"Good Karma, Bad Karma",4/21/2008,7.1,35,"Casey loses his $5 tip to a young boy named Josh, who wants to buy himself a kite. Can Casey teach Josh that the easy way isn't always the right way, while also figuring out how to put a stop to the slippery Slickagon? Meanwhile, Carnisoar, the Sky Overlord, is unleashed. His first task is to make Jarrod into a more suitable host for the power of Dai Shi by taking him into his past and erasing his good deeds from childhood!"
Jungle Fury,10,Blind Leading the Blind,4/27/2008,7.8,32,"Theo spreads his focus too thin, leading his teammates to question his effectiveness in battle. Master Swoop, blind member of the Order of the Claw, is willing to teach him the Bat Spirit techniques to properly multitask, but can Theo keep his attention from being deficient long enough to learn? Meanwhile, the Rangers have their hands full with Carnisaur's latest warriors, the aerial duo of Bai Lai and Carden!"
Jungle Fury,11,Pushed to the Edge,5/5/2008,7.4,31,"Thanks to Carnisoar's training, Jarrod has become more ruthless than ever. Camille is pushed aside for the last time, and thanks to some advice from Lily, decides to get a new master. She summons Jellica, the Sea Overlord. But Camille gets more than she bargained for as Jellica aims to teach her instead of Dai Shi! Meanwhile, the Rangers deal with the return of Carden, and Lily discovers the fallout from her incessive niceness."
Jungle Fury,12,One Master too Many,5/12/2008,7.5,33,"Casey anxiously awaits the arrival of his second master, but RJ begins to feel forgotten as a result. It gets worse for him when the master of the Shark technique arrives, and turns out to be his estranged father, Master Finn! Can Casey harness the Spirit of the Shark and smooth things out between RJ and Finn? Meanwhile, Jellica continues her training of Dai Shi, and unleashes Crustaceo on the city!"
Jungle Fury,13,Ghost of a Chance,5/19/2008,7.2,32,"After another victorious battle against Camille's monsters, the Rangers feel they are unstoppable. RJ warns them about being overconfident. He tells them to train on their basic stances. Dai Shi emerges after reaching his next level of power and demands a fight with the Rangers. The Rangers are easily defeated. RJ steps in and offers his life to spare his students'. Dai Shi accepts and takes RJ away, leaving the Rangers without a master."
Jungle Fury,14,Ghost of a Chance II,5/19/2008,8,37,"With RJ captured, the Rangers must travel to the spirit world to find the last 3 remaining masters. Theo, Lily, and Casey must face their own childhood fears in order to pass their test. Jarrod prepares a battle arena where he will fight RJ to the death. Having faced their fears, the Rangers come back with the power to boost their power to full fury. The Rangers battle Dai Shi and save RJ. Meanwhile, with everyone gone at JKP, Fran finds out who the Rangers really are!"
Jungle Fury,15,Bad to the Bone,6/2/2008,6.8,35,"Everyone is still making fun of Lily for being too nice. After a battle with Porcupongo, Lily is fed up with being so nice and shows her bad side. Lily becomes a rude customer at JKP and refuses to help the other Rangers. Fran confronts her and through a tussle they find Lily has been affected by one of Porcupongo's quills. As herself again, Lily rushes out to rejoin the Rangers."
Jungle Fury,16,Friends Don't Fade Away,6/16/2008,7.5,36,"After his last battle with Dai Shi, RJ has major problems controlling his animal spirit. He turns into a werewolf and becomes a big threat to anyone around him. RJ learns to lean on his friends and not run away from them when he has a problem. In the evil temple, Dai Shi is overthrown as Grizzaka refuses to take orders from any human."
Jungle Fury,17,"No ""I"" in Leader",6/23/2008,7.1,32,"Casey really has grown up from being a cub at Pai Zhuq. He's taken initiative and stepped up to being the leader of the group. But now with RJ as a Ranger, things are a little different. Casey feels like a cub all over again. RJ tells him that Casey will always be the leader. And the team will always follow Casey."
Jungle Fury,18,"True Friends, True Spirits",6/30/2008,7,31,"Grizzaka sends an evil spirit to cause trouble between RJ and his animal spirit again. The hero in RJ causes him to save Flit. RJ tells the spy to go home but Flit tells of his own curse. Eager to return the favor, Flit helps RJ out in defeating the evil spirit and once again working together with his animal spirit."
Jungle Fury,19,Path of the Rhino,7/7/2008,7.8,38,Dominic was sent out by Master Mao to find purpose for his life. He finds out that RJ and the others are really Power Rangers and he wants to join them. He now knows that this is his purpose in life. Casey is dubious but Dominic proves he has the spirit of the Rhino. Dominic becomes the Rhino Ranger.
Jungle Fury,20,Dash for the Dagger,7/14/2008,7.2,35,Jarrod has found the Rhino Nexus. All he needs is the Control Dagger key to tap into the power. Dominic is startled by a dream of Master Mao telling him to protect the Control Dagger as it holds the key to his destiny. The race is on for the dagger as everyone is after it. Camille gets hold of the dagger and brings it to Jarrod. The winds of fate are about to change.
Jungle Fury,21,Race to the Nexus,7/22/2008,7.7,32,"With Control Dagger in hand, Dai Shi aims to unlock the Nexus for himself. The Overlords refuse to let such power fall into the hands of the Rangers or Dai Shi. Having searched all his life for his destiny, Dominic isn't about to let the Overlords, or Dai Shi stand in his way. With the help of his friends, Dominic is able to unlock the power of the Rhino Nexus."
Jungle Fury,22,Arise the Crystal Eyes,7/28/2008,7.5,31,The Phantom Beasts were a notorious force in the Beast Wars. The crystal eyes hold the power to bring back these Phantom Beasts. Our heroes must protect these eyes before Dai Shi or the Overlords resurrect such evil beasts.
Jungle Fury,23,Fear and the Phantoms,8/4/2008,7.8,32,The Phantom Beasts have been brought back to life. Dai Shi has them prove their loyalty by capturing the three masters. The Phantom Beasts capture the masters and use the masters to create the Spirit Rangers.
Jungle Fury,24,"Blue Ranger, Twin Danger",8/11/2008,7.8,31,The Phantom Beasts control the masters and call forth the Spirit Rangers. They look and fight exactly like Power Rangers. Our heroes are in for a real fight as they face the spirits of their own masters. RJ makes a device that will momentarily stop the Spirit Rangers. But he knows that something more has to be done in order to save his dad and the other masters.
Jungle Fury,25,One Last Second Chance,8/18/2008,7.9,30,"The Spirit Rangers could be the end of our heroes if something isn't done. RJ takes the risk of destroying his father. Trusting his instincts, he finds that his dad was prepared if this should happen. Together with the help of his dad, RJ saves the other Masters from the grip of evil."
Jungle Fury,26,Don't Blow That Dough,9/29/2008,6.1,34,The Rangers get sucked into a cheesy game show about the past season. Camille hosts the game show and a wrong answer could result in being cancelled!
Jungle Fury,27,"Tigers Fall, Lions Rise",10/6/2008,7.6,33,"Whiger steals some of Casey's Tiger spirit. Pleased, Dai Shi becomes the Phantom Beast King. He makes Camille a Phantom Beast General. Evil battles it out with the Rangers stronger than ever. Weakened with the loss of his spirit, Casey must summon all the energy he has left to stay alive."
Jungle Fury,28,The Spirit of Kindness,10/13/2008,7.2,31,"Whiger was only able to steal the Tiger Spirit from Casey, but not destroy Casey. For his failure, Dai Shi strips him of his power and he is to fade away. Casey shows his kindness to Whiger even though they were just battling. Whiger rethinks which side he should be on. He helps Casey save his friends who have been captured along with all the other people in giant rattraps!"
Jungle Fury,29,Maryl and the Monkeys,10/20/2008,6.9,31,"Camille steals a cloning formula from Maryl. The monkeys will duplicate and Camille's plan just might work. Scorch and Snapper plot to ruin her plan. They don't like how Dai Shi favors her. Dominic tries his best to woo Maryl. Not only does she hold the answer to destroying the monkeys, but he thinks she's pretty."
Jungle Fury,30,To Earn Your Stripes,10/27/2008,8.2,33,The day has arrived for the three to get their master stripes. Lily and Theo pass the test to become masters. Casey does not. He wanders off to think about his loss and comes across Jarrod saving Camille from Dai Shi's monsters. Casey begins to think that Jarrod might still be alive. The others don't believe him and try to tell him that all that matters is destroying Dai Shi.
Jungle Fury,31,Path of the Righteous,11/3/2008,8.2,32,"As Casey tries to figure out why he hasn't earned his Master's stripes, he begins to wonder about a past confrontation with Jarrod and how that might have affected Jarrod's choices. Casey makes a decision that leads him face Jarrod without any support."
Jungle Fury,32,Now the Final Fury,11/3/2008,8.2,43,"A new Beast War is about to begin as Dai Shi collects more fear. Dai Shi opens up a vortex and resurrects all his fallen warriors. Greatly outnumbered, the Rangers do their best to battle evil. Their old masters come to join them in this epic war. Jarrod finally decides to join them as well. Dai Shi becomes greatly weakened and it is left to the three chosen guardians to destroy Dai Shi forever."
R.P.M.,1,The Road to Corinth,3/7/2009,8.6,66,"The Venjix Computer Network is attempting to conquer and lay ruin to the entire planet, and the human race has retreated into the environmentally shielded domed city of Corinth to protect itself from destruction. There, an elite force of Rangers is assembled in order to protect the city and battle the attacking machine army bent on world domination."
R.P.M.,2,Fade to Black,3/7/2009,8.4,52,"As Venjix grows stronger, it becomes clear that the Rangers need more than three operators to defend the city. Summer suggests that Dillon be the new Black Ranger, but with him part-machine and part-human, no one knows what side he's really on."
R.P.M.,3,Rain,3/14/2009,8.3,47,"Dillon goes through a series of tests to see if he even is Ranger material, but the real test comes when he is faced with the choice of seeking out his past or helping the Rangers as promised."
R.P.M.,4,Go for the Green,3/21/2009,7.4,53,"When Ziggy is charged with finding the new Green Ranger, he finds the perfect candidate in Tenaya 7, until he realizes she's a machine working for Venjix!"
R.P.M.,5,Handshake,3/28/2009,7.9,43,"When Dillon struggles to activate the invincibility mode of his suit, he challenges Dr. K to come out from behind her protective screen."
R.P.M.,6,Ranger Green,4/4/2009,8.4,47,Ziggy's recruitment as Ranger Green is put into question when parts of his shady past are revealed. Should the Rangers work with someone who is hated by all seven of Corinth's cartels?
R.P.M.,7,Ranger Red,4/11/2009,8.2,45,Scott is flooded with memories of his brother when he returns to Marcus' crash site in order to retrieve an over thruster core the Rangers need for the new Megazord configuration.
R.P.M.,8,Ranger Yellow,4/18/2009,8,50,"Mr. & Mrs. Landsdown suddenly reappear in Summer's life, intent on making their daughter live up to her promise to marry into a wealthy family. Once married, Summer will receive the black diamond, the family heirloom that Venjix plans on using to bring destruction to Corinth."
R.P.M.,9,Ranger Yellow: Part 2,4/25/2009,8.1,46,"Diamonds and pretty dresses are no longer important to Summer, who finds her true meaning in what she does with the Rangers."
R.P.M.,10,Ranger Blue,5/2/2009,8.3,47,"All his life, all Flynn ever wanted to do was to help people, but his heroics as the Blue Ranger are cut short when there is a malfunction in his suit."
R.P.M.,11,Doctor K,5/9/2009,8.9,54,"While attempting to overcome a power problem with the Rangers' new Zord configuration, Doctor K is haunted by a terrible mistake."
R.P.M.,12,Blitz,5/16/2009,8,41,"When Venjix sends an attack bot from Dillon's past to infiltrate the city, Dillon is torn between destroying the bot, or finally finding the answers to his past."
R.P.M.,13,Brother's Keeper,5/23/2009,8.4,46,"As the Venjix Virus comes closer to taking over Dillon entirely, the other Rangers and Dr. K race to find a way to slow the growth rate of the virus."
R.P.M.,14,Embodied,6/13/2009,8,39,"Seeking answers to Dillon's past, the Rangers go outside Corinth to a place Dillon thinks he remembers, unaware that it's a trap set by Venjix himself."
R.P.M.,15,Ghosts,6/20/2009,8.2,40,The Rangers once again find themselves saved by the Gold and Silver Rangers.
R.P.M.,16,In or Out,7/4/2009,8,38,"As the Rangers take a more offensive approach against Venjix, the virus traps the citizens of Corinth inside their own dome and proceeds to suck all the air out of the city."
R.P.M.,17,Prisoners,7/11/2009,8.1,42,Dillon discovers that his sister might be a prison in the same factory where Gem & Gemma were once held prisoner by Venjix.
R.P.M.,18,Belly of the Beast,8/1/2009,8.5,44,The Rangers learn they must return to the factory and destroy the Venjix Doomsday Box that is being built.
R.P.M.,19,Three's a Crowd,8/8/2009,7.9,37,"When Gem & Gemma's spontaneous antics nearly get them caught in a trap, they realize that they must work together as a team with the other Rangers."
R.P.M.,20,Heroes Among Us,8/15/2009,8.1,39,"In an effort to impress his father, Scott makes a reckless trip out to the wasteland."
R.P.M.,21,Not So Simple,8/22/2009,8.1,38,"With their resources dangerously low, Dr. K has to trust the untested technology of the WheelZord to try and destroy the latest attack bot."
R.P.M.,22,The Dome Dolls,9/5/2009,7.5,39,"When an Attack Bot puts all of Corinth's men to sleep, it is up to the girls to suit up and defend Corinth."
R.P.M.,23,And... Action,9/12/2009,7.5,39,For the first time ever join Ziggy as he takes you behind the scenes of the Power Rangers.
R.P.M.,24,Ancient History,9/19/2009,8.1,41,Truman discovers that Dr. K was responsible for creating the Venjix Virus.
R.P.M.,25,Key to the Past,9/26/2009,8.5,37,"When Dillon discovers that the two keys to his watch fit together to play another song, he uses it to try and reach Tenaya 7."
R.P.M.,26,Beyond a Doubt,9/26/2009,8.3,37,Dillon is betrayed when he and Tenaya 7 break into the Venjix Palace to retrieve codes that are needed to stop an attack bot.
R.P.M.,27,Control-Alt-Delete,10/3/2009,8.4,39,Dillon's search for Tenaya is put on hold when Scott is in trouble. Scott was shot with a key that allows Shifter to control him. The Rangers do their best to save their leader when they come face to face with Tenaya 15. She has been reprogrammed with one mission: Serve Venjix. Dr. K makes a gun whose shots can make Tenaya susceptible to mind control.
R.P.M.,28,Run Ziggy Run,10/3/2009,7.8,37,"It's time for Ziggy to pay back $5 million he owes Fresno Bob. Tenaya 15 makes a deal with Fresno Bob to give him Ziggy in exchange for a certain case. Instead, she double-crosses Fresno Bob and Ziggy ends up saving him. The Rangers deploy Dr. K's Rail Saber weapon against the latest attack bot. Fresno Bob and Ziggy are now even."
R.P.M.,29,If Venjix Won,12/19/2009,7.9,39,Ziggy accidentally teleports him and Dr. K into a cave! The Rangers need to find out the password to Dr. K's system in order to get them out of the cave. Their failed attempts trigger a time capsule video that Dr. K compiled should they fail to destroy Venjix. The Rangers watch in horror as they figure out what the password might be before its too late.
R.P.M.,30,End Game,12/19/2009,8.5,37,Venjix's end game is about to reveal itself. Every attack bot has been a calculating step closer to his plan. The city is filled with hybrids just like Dillon. Venjix is going to activate them all and Corinth will be brought down.
R.P.M.,31,Danger and Destiny: Part 1,12/26/2009,8.4,41,The magnetic blast goes off and all electricity goes out in Corinth. Venjix activates the hybrids and the city is his. The Rangers battle an attack bot but they keep losing rangers. Venjix deletes Gem & Gemma. Dillon struggles with being activated as a hybrid. And Ziggy runs to save Dr. K. This may be the end of Corinth.
R.P.M.,32,Danger and Destiny: Part 2,12/26/2009,8.4,46,"In order to defeat Venjix, another virus will have to be inserted into his system. The Rangers have Tenaya walk back into enemy lines to insert the virus. Meanwhile the Rangers have to hold up against Venjix in a fight. Dr. K is able to reverse Venjix's deletion of the Gold & Silver Rangers. Reunited, they attack Venjix in his weakened state. Venjix is defeated and the war is over."
Samurai,1,Origins Part 1,10/15/2011,6.9,89,"As invasions from the Netherworld increase, the Red Ranger unites a new team of Samurai Rangers to meet the rising threat."
Samurai,2,Origins Part 2,10/22/2011,7.4,47,"As the teens continue their transition into their new secret lives as Samurai Rangers, Emily reveals a surprising truth about herself. When a Nighlok attacks, the Rangers combine their Zords to create the Samurai Megazord in order to defeat the monster."
Samurai,3,The Team Unites,2/7/2011,7.3,61,Mike figures out the hard way what it means to be a Samurai Ranger after a Nighlok attacks him and his friends.
Samurai,4,Deal with a Nighlok,2/13/2011,7,47,The Rangers step in when a devious Nighlok tricks a young boy into giving up on his baseball dreams.
Samurai,5,Day Off,2/20/2011,6.8,50,"Struggling to master a secret power disc, Jayden foregoes a trip with the others to an amusement park where the rest of the team encounters the evil Nighlok Dreadhead."
Samurai,6,Sticks & Stones,2/27/2011,7.2,48,"When a Nighlok who uses insults as a physical weapon attacks the Rangers, only Emily is unaffected. To help her teammates, she explains how difficult events in life become an opportunity to grow stronger."
Samurai,7,Fish Out of Water,3/6/2011,6.8,41,Kevin is assigned the crucial task of catching the elusive SwordfishZord in order to save the other Rangers who have been incapacitated by the stench of the Nighlok Yamiror's breath.
Samurai,8,There Go the Brides,3/13/2011,6.7,42,Dayu crosses into the mortal world to cause misery by kidnapping brides on their wedding day.
Samurai,9,I've Got a Spell on Blue,3/20/2011,7.2,38,A Nighlok uses mind control powers to force Kevin to fight against his fellow Rangers.
Samurai,10,Forest for the Trees,3/27/2011,6.2,38,"After Mike goes rogue in battle, Mentor takes Mike's Samuraizer away until he learns a deeper lesson about the nature of the Green Ranger's Symbol Power."
Samurai,11,Test of the Leader,4/10/2011,6.8,40,"A Nighlok is sent to stop the Red Ranger from using his special power to seal Master Xandred in the Netherworld forever, but their duel is interrupted by the mysterious Deker."
Samurai,12,Jayden's Challenge,4/17/2011,6.1,41,"Jayden leaves the Shiba house hoping to keep the other Rangers out of harm's way, but when a powerful Nighlok attacks, Jayden finally accepts the fact that he needs his team to fulfill his role as the leader of the Samurai Rangers."
Samurai,13,Unexpected Arrival,4/30/2011,7.1,45,An old childhood friend of Jayden's claims that he is the Gold Ranger.
Samurai,14,Room for One More,5/7/2011,6.8,34,Jayden's childhood friend and self-made Samurai Antonio struggles to be accepted by the team as the Gold Ranger.
Samurai,15,The Blue and the Gold,5/14/2011,6.8,34,"As Antonio attempts to gain Kevin's respect as a true Samurai, Octoroo devises a plan to create a stronger portal between the Netherworld and Earth via a secret ancient well."
Samurai,16,Team Spirit,5/21/2011,6.9,38,The Rangers must defeat the evil Splitface who steals people's spirits including the Yellow Rangers before the fall into an eternal sleep.
Samurai,17,The Tengen Gate,5/28/2011,6.9,33,"Jayden is poisoned by Octoroo during his attempt to discover the Red Ranger's sealing symbol, which can lock away Master Xandred forever."
Samurai,18,Boxed In,6/4/2011,7,36,"With Jayden kidnapped by Deker, the other Rangers must summon the strength to fight a mutant Nighlok without their leader."
Samurai,19,Broken Dreams,10/1/2011,7.5,42,"When the Gold and Pink Ranger fall under the spell of a dream-inducing Nighlok, the other Rangers must enter the Dream World to save them."
Samurai,20,The Ultimate Duel,10/8/2011,6.8,34,Deker challenges the Red Ranger to fight him in the ultimate duel.
Samurai,21,Party Monsters,10/29/2011,4.7,41,The souls of the failed and destroyed Nighlok trade war stories about their battles with the Samurai Power Rangers at a Halloween party in the Netherworld.
Samurai,22,Clash of the Red Rangers Part 1,11/26/2011,7,59,The Samurai Rangers team up with the mysterious RPM Ranger Red to fight off dual threats from Master Xandred's Mooger army and a robotic supervillain from the RPM Ranger's dimension.
Samurai,23,Clash of the Red Rangers Part 2,11/26/2011,7.1,48,"Know what this is about?
 Be the first one to add a plot."
Samurai,24,"Christmas Together, Friends Forever",12/10/2011,6.2,38,"Join the Power Rangers the night before Christmas as they reflect on their first year together as a team, followed by an unexpected lesson about the true spirit of the holidays."
Super Samurai,1,Super Samurai,2/18/2012,7.8,64,The Rangers discover cracks in the earth where water from the Netherworld is seeping in; a Nighlok uses the evil water to keep from drying out.
Super Samurai,2,Shell Game,2/25/2012,6.6,28,The Rangers must defeat an armored Nighlok without Antonio's help.
Super Samurai,3,Trading Places,3/3/2012,7.2,24,A Nighlok traps the spirits of four Rangers into inanimate objects; Mike and Emily must figure out how to defeat Switchbeast and save their friends.
Super Samurai,4,Something Fishy,3/10/2012,6.6,26,Antonio develops a fear of fish that leaves him unable to be the Gold Ranger; a powerful new enemy arrives.
Super Samurai,5,The Rescue,3/17/2012,7,27,Octoroo kidnaps Antonio and Mentor Ji and uses them as bait to lure the Rangers into a Mooger trap.
Super Samurai,6,The BullZord,3/24/2012,7.3,29,"Cody, whose family was the protector of the very first Samurai Zord, the Bull Zord, unleashes it by unlocking an ancient seal; Jayden gets a power disk to tame the beast as it goes on a wild rampage and heads for the city."
Super Samurai,7,"He Ain't Heavy Metal, He's My Brother",3/31/2012,6.8,31,"Mia's brother Terry comes into town and asks her to sing for his band, but instead he asks Antonio."
Super Samurai,8,Kevin's Choice,4/7/2012,7.6,26,Kevin is unable to help the team when a Nighlok eats his Samuraizer; Dayu and Deker make a deal with Serrator.
Super Samurai,9,Runaway Spike,4/14/2012,7.3,27,Spike gets a job to help out his Uncle Bulk; the Rangers run into a Nighlok who can make mirror-like duplicate images of himself to confuse the Rangers.
Super Samurai,10,The Strange Case of the Munchies,4/21/2012,7.2,32,Emily loses confidence; a Nighlok's black sand causes desperate hunger and thirst in the Rangers.
Super Samurai,11,A Sticky Situation,4/28/2012,7,28,Kevin and Mike must learn to sync with each other when they become stuck together by a Nighlok's sticky ability.
Super Samurai,12,Trust Me,5/5/2012,7.5,28,Serrator spreads paranoia throughout the residents on the island of Monalua.
Super Samurai,13,The Master Returns,5/12/2012,7.6,25,Jayden doubts that he has what it takes to be the Red Ranger; Master Xandred demands Serrator return Dayu's Harmonium.
Super Samurai,14,A Crack in the World,10/13/2012,8,25,The Rangers discover that Serrator's recent attacks have an ulterior motive - to crack open the earth and let the Sanzu flood it and thereby become ruler of both worlds.
Super Samurai,15,Stroke of Fate,11/3/2012,8.2,32,"When Serrator asks Deker to fulfill the final piece of his destructive plans, Antonio begs Deker to reconsider his role in the battle between humans and the Nighlok."
Super Samurai,16,Fight Fire with Fire,11/10/2012,7.8,35,"The Nighlok Fiera unleashes an overwhelming attack on the Red Ranger, but when he goes down another Red Ranger takes his place. Which one is the real Red Ranger? The answer will change the Samurai Rangers forever."
Super Samurai,17,The Great Duel,11/17/2012,8,29,Jayden feels guilty for betraying his team; Deker tries to prey on Jayden's vulnerability and the two face off.
Super Samurai,18,Evil Reborn,11/24/2012,7.8,29,The battle between Jayden and Deker ends; the Rangers are torn between saving the world and saving Jayden.
Super Samurai,19,The Sealing Symbol,12/1/2012,8.2,27,Dayu makes the ultimate sacrifice; Master Xandred returns to the surface; Jayden rejoins the team; Lauren tries to use the sealing symbol.
Super Samurai,20,Samurai Forever,12/8/2012,8.5,48,"After the water from the Sanzu River floods our world, the Rangers must battle Master Xandred as he makes his last stand."
Super Samurai,21,Trickster Treat,10/27/2012,4.6,33,"Master Xandred and Octoroo deploy a mind-bending Nighlok named Trickster, trapping the Power Rangers in a series of horror movies. The Rangers must figure out what is reality and what is illusion. Will the Rangers escape the nightmare?"
Super Samurai,22,Stuck on Christmas,12/15/2012,5.7,39,The Rangers have to escape a malfunctioning Megazord in order to make it home for the holidays.
Megaforce,1,Mega Mission,2/2/2013,7.7,75,"When malicious aliens make their way to Earth's orbit, Gosei decides to form a new team of teenage heroes to defend the planet and carry on the proud tradition of the Power Rangers."
Megaforce,2,He Blasted Me with Science,2/9/2013,6.8,45,"The alien invaders send an alien scientist down to Earth to study the human race, in order to determine how best to defeat them; Troy finds himself face-to-face with Creepox."
Megaforce,3,Going Viral,2/16/2013,6.7,46,"When Noah has trouble lifting Jake's heavy weapon he begins to doubt his abilities, until he learns that believing in yourself is all that's necessary to get any job done."
Megaforce,4,Stranger Ranger,2/23/2013,7.1,44,"As the Megaforce Rangers learn that concentration is essential to perfecting their Ranger skills, they are distracted by a civilian falsely claiming to be a Ranger."
Megaforce,5,United We Stand,3/2/2013,6.7,42,"Best Friends Gia and Emma are turned into bitter enemies by a vicious monster, Beezara. Meanwhile, the guys are captured by ""queen bee"" Beezara and turned into her drone slaves."
Megaforce,6,Harmony and Dizchord,3/9/2013,6.5,42,"When a monster attacks the city with music that produces physical pain, the Megaforce Rangers must fight back in an unorthodox way with a song of their own."
Megaforce,7,Who's Crying Now?,3/16/2013,7.1,40,"After Troy deals with some small-minded bullies at school, the Megaforce Rangers square off against a more dangerous bully, Creepox."
Megaforce,8,Robo Knight,3/30/2013,7,44,The mysterious Robo Knight joins the Megaforce Rangers. Can he help them defeat toxic monsters that threaten the earth?
Megaforce,9,Prince Takes Knight,4/6/2013,7.2,37,"While the Megaforce Rangers are unsure about how to work with the newly-arrived Robo Knight, Vrak captures the robotic Ranger in an attempt to reprogram him for his own nefarious purposes."
Megaforce,10,Man and Machine,9/7/2013,7.1,38,"When a shadow-stealing monster attacks, the Megaforce Rangers must teach Robo Knight the power of teamwork in order to defeat him."
Megaforce,11,Ultra Power,9/14/2013,7.1,35,"The Megaforce Rangers must find and retrieve a powerful ancient weapon known as the Wild Sword, but Vrak is determined to harness its power for himself."
Megaforce,12,Last Laugh,9/28/2013,6.7,34,It's no laughing matter when Gia and the other Rangers are captured by a monster who feeds on human laughter. It's up to straight-laced Noah and no-nonsense Robo Knight to figure out how to work together and save their friends.
Megaforce,13,Dream Snatcher,10/5/2013,7.1,37,"A dream snatching monster preys on Emma and other humans, eating away their goals and ambitions. With one Ranger down, the team must figure out how to defeat the monster before Emma is lost forever."
Megaforce,14,Gosei Ultimate,10/12/2013,6.7,33,"When Bluefur and Bigs use the Aurora Box to become even more powerful, Gosei and the Megaforce Rangers must pull out all the stops to defeat them and save the earth."
Megaforce,15,The Human Factor,10/26/2013,7.3,32,"The Megaforce Rangers encounter their first Robotic opponents, who try to convince Robo Knight that humans are the true danger to the Earth."
Megaforce,16,Rico the Robot,11/2/2013,6.3,36,"When one of Metal Alice's robots malfunctions, Emma and the Power Rangers decide to adopt it and teach it the values of friendship and freedom."
Megaforce,17,Staying on Track,11/9/2013,6,32,"The Megaforce Rangers must race to save the day when Metal Alice plots to throw the city into chaos by derailing a passenger train. Meanwhile, Robo Knight comes closer to understanding humans when he meets a young boy."
Megaforce,18,The Human Condition,11/16/2013,7.4,34,Admiral Malkor awakens from his cocoon stronger than ever and determined to destroy the Megaforce Rangers.
Megaforce,19,The Messenger,11/23/2013,7.1,32,The Megaforce Rangers' victory over the Warstar aliens is short-lived when they discover Metal Alice has turned Vrak into a powerful and menacing cyborg.
Megaforce,20,End Game,11/30/2013,7.5,39,"When Cyborg Vrak, Metal Alice and The Messenger launch a vicious attack against the Megaforce Rangers, it will take all their powers and abilities to save the earth."
Megaforce,21,Raising Spirits,10/19/2013,6,41,The Rangers have a strange encounter with a medium on Halloween.
Megaforce,22,The Robo Knight Before Christmas,12/7/2013,5.9,44,Robo Knight learns the true meaning of Christmas from a group of children when he is mistaken for a donated Christmas toy and is shipped in a charity crate to a foreign land.
Super Megaforce,1,Super Megaforce,2/15/2014,8,101,"Gosei presents the Rangers with new Morphers that unlock a Super Mega Mode, which will allow them to access the powers of every previous team of Power Rangers."
Super Megaforce,2,Earth Fights Back,2/22/2014,7.5,43,"While the rest of the team works with the civilians to rebuild their city, Troy stumbles upon a plot by the Armada to launch missiles at major cities throughout the world."
Super Megaforce,3,Blue Saber Saga,3/1/2014,7.2,39,"After being humiliated in battle by a master swordsman monster, Noah suffers a crisis of confidence and questions his worthiness as a Ranger."
Super Megaforce,4,A Lion's Alliance,3/8/2014,7,33,"Determined to strengthen their defense against the Armada, the Rangers head to a mystical airborne island named Animaria in search of the wild yet powerful Red Lion Zord."
Super Megaforce,5,Samurai Surprise,3/15/2014,6.8,42,"When a powerful monster named Matacore is sent by the emperor to take on the Rangers, they face a challenge like never before. Luckily, help comes in the form of a mysterious Samurai visitor."
Super Megaforce,6,Spirit of the Tiger,3/22/2014,7.7,41,"When the Rangers face a monster with a magnetic power to wrench their weapons away from them, Jake and Emma turn to quiet local Zoo Keeper named Casey to learn a special form of martial arts that helps them channel their personal animal spirits."
Super Megaforce,7,"Silver Lining, Part 1",4/5/2014,7.8,42,The Rangers are shocked and mystified when they discover the presence of a new Silver Ranger. Is this strange new visitor an ally or a foe?
Super Megaforce,8,"Silver Lining, Part 2",4/12/2014,8,44,"Orion, the mysterious Silver Ranger, explains his past to Gosei and the Rangers and how he obtained the Silver Ranger Key."
Super Megaforce,9,Power of Six,8/30/2014,7.6,46,"When his Ranger teammates are sidelined by an energy-sucking monster, Jake must put aside his jealousy of Orion and help him use the combined power of the past Sixth Rangers to defeat this terrible foe."
Super Megaforce,10,The Perfect Storm,9/6/2014,7,32,"The Rangers are sidetracked from their fight against an invading monster when Tensou is struck by lightning, develops amnesia and wanders away from the Command Center."
Super Megaforce,11,Love Is in the Air,9/13/2014,7.2,35,"When a love potion accidentally makes the evil Levira fall in love with Jake, a jealous alien targets him for destruction."
Super Megaforce,12,United as One,9/27/2014,7.2,34,"When the Megazord is damaged in a fight, Emma uses unconventional methods to defeat the monster."
Super Megaforce,13,The Grass Is Always Greener or Bluer,10/4/2014,7,31,A body-switching monster switches Jake and Noah so that they are inhabiting each other's body.
Super Megaforce,14,In the Driver's Seat,10/11/2014,6.3,31,The Rangers are lured away from Earth to investigate an emergency signal from Corinth and are trapped in an alternate dimension by Professor Cog.
Super Megaforce,15,All Hail Prince Vekar,10/18/2014,7.1,33,The Rangers battle the evil Prince Vekar face to face when he comes to Earth with his own Megazord.
