binomial_name,country,continent,group,year_last_seen,red_list_category,action_type,action_taken
Pterospermum elmeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Pterospermum elmeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Pterospermum elmeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Pterospermum elmeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Unknown,0
Pterospermum havilandii,Malaysia,Asia,Flowering Plant,Before 1900,Extinct in the Wild,Land & Water Protection,0
Pterospermum havilandii,Malaysia,Asia,Flowering Plant,Before 1900,Extinct in the Wild,Species Management,0
Pterospermum havilandii,Malaysia,Asia,Flowering Plant,Before 1900,Extinct in the Wild,Law & Policy,0
Pterospermum havilandii,Malaysia,Asia,Flowering Plant,Before 1900,Extinct in the Wild,Research & Monitoring,0
Pterospermum havilandii,Malaysia,Asia,Flowering Plant,Before 1900,Extinct in the Wild,Education & Awareness,0
Pterospermum havilandii,Malaysia,Asia,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,1
Pterospermum parvifolium,Indonesia,Asia,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Pterospermum parvifolium,Indonesia,Asia,Flowering Plant,1920-1939,Extinct,Species Management,0
Pterospermum parvifolium,Indonesia,Asia,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Pterospermum parvifolium,Indonesia,Asia,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Pterospermum parvifolium,Indonesia,Asia,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Pterospermum parvifolium,Indonesia,Asia,Flowering Plant,1920-1939,Extinct,Unknown,1
Puccinellia gussonei,Italy,Europe,Flowering Plant,2000-2020,Extinct,Land & Water Protection,1
Puccinellia gussonei,Italy,Europe,Flowering Plant,2000-2020,Extinct,Species Management,0
Puccinellia gussonei,Italy,Europe,Flowering Plant,2000-2020,Extinct,Law & Policy,0
Puccinellia gussonei,Italy,Europe,Flowering Plant,2000-2020,Extinct,Research & Monitoring,0
Puccinellia gussonei,Italy,Europe,Flowering Plant,2000-2020,Extinct,Education & Awareness,0
Puccinellia gussonei,Italy,Europe,Flowering Plant,2000-2020,Extinct,Unknown,0
Pycnandra micrantha,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Pycnandra micrantha,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Species Management,0
Pycnandra micrantha,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Pycnandra micrantha,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Pycnandra micrantha,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Pycnandra micrantha,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Unknown,1
Rauvolfia nukuhivensis,French Polynesia,Oceania,Flowering Plant,2000-2020,Extinct,Land & Water Protection,0
Rauvolfia nukuhivensis,French Polynesia,Oceania,Flowering Plant,2000-2020,Extinct,Species Management,0
Rauvolfia nukuhivensis,French Polynesia,Oceania,Flowering Plant,2000-2020,Extinct,Law & Policy,0
Rauvolfia nukuhivensis,French Polynesia,Oceania,Flowering Plant,2000-2020,Extinct,Research & Monitoring,0
Rauvolfia nukuhivensis,French Polynesia,Oceania,Flowering Plant,2000-2020,Extinct,Education & Awareness,0
Rauvolfia nukuhivensis,French Polynesia,Oceania,Flowering Plant,2000-2020,Extinct,Unknown,1
Rhamnus mildbraedii,Rwanda,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Rhamnus mildbraedii,Rwanda,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Rhamnus mildbraedii,Rwanda,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Rhamnus mildbraedii,Rwanda,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Rhamnus mildbraedii,Rwanda,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Rhamnus mildbraedii,Rwanda,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Rhipidoglossum orientalis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Rhipidoglossum orientalis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Rhipidoglossum orientalis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Rhipidoglossum orientalis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Rhipidoglossum orientalis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Rhipidoglossum orientalis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Rhododendron kanehirai,Taiwan,Asia,Flowering Plant,1980-1999,Extinct in the Wild,Land & Water Protection,0
Rhododendron kanehirai,Taiwan,Asia,Flowering Plant,1980-1999,Extinct in the Wild,Species Management,0
Rhododendron kanehirai,Taiwan,Asia,Flowering Plant,1980-1999,Extinct in the Wild,Law & Policy,0
Rhododendron kanehirai,Taiwan,Asia,Flowering Plant,1980-1999,Extinct in the Wild,Research & Monitoring,0
Rhododendron kanehirai,Taiwan,Asia,Flowering Plant,1980-1999,Extinct in the Wild,Education & Awareness,0
Rhododendron kanehirai,Taiwan,Asia,Flowering Plant,1980-1999,Extinct in the Wild,Unknown,1
Rhododendron wilhelminae,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Land & Water Protection,1
Rhododendron wilhelminae,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Species Management,0
Rhododendron wilhelminae,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Rhododendron wilhelminae,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Rhododendron wilhelminae,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Rhododendron wilhelminae,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Unknown,0
Rhynchosia braunii,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Rhynchosia braunii,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Rhynchosia braunii,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Rhynchosia braunii,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Rhynchosia braunii,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Rhynchosia braunii,Tanzania,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Rhynchosia calobotrya,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Rhynchosia calobotrya,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Rhynchosia calobotrya,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Rhynchosia calobotrya,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Rhynchosia calobotrya,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Rhynchosia calobotrya,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Rhynchosia ledermannii,Cameroon,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Rhynchosia ledermannii,Cameroon,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Rhynchosia ledermannii,Cameroon,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Rhynchosia ledermannii,Cameroon,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Rhynchosia ledermannii,Cameroon,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Rhynchosia ledermannii,Cameroon,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Rhynchospora hildebrandtii,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Rhynchospora hildebrandtii,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Rhynchospora hildebrandtii,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Rhynchospora hildebrandtii,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Rhynchospora hildebrandtii,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Rhynchospora hildebrandtii,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Ritchiea afzelii,Guinea,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Ritchiea afzelii,Guinea,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Ritchiea afzelii,Guinea,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Ritchiea afzelii,Guinea,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Ritchiea afzelii,Guinea,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Ritchiea afzelii,Guinea,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Roupala tobagensis,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Roupala tobagensis,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Species Management,0
Roupala tobagensis,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Roupala tobagensis,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Roupala tobagensis,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Roupala tobagensis,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Unknown,1
Sabicea bracteolata,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Sabicea bracteolata,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Sabicea bracteolata,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Sabicea bracteolata,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Sabicea bracteolata,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Sabicea bracteolata,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Sanicula kauaiensis,United States,North America,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Sanicula kauaiensis,United States,North America,Flowering Plant,1940-1959,Extinct,Species Management,0
Sanicula kauaiensis,United States,North America,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Sanicula kauaiensis,United States,North America,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Sanicula kauaiensis,United States,North America,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Sanicula kauaiensis,United States,North America,Flowering Plant,1940-1959,Extinct,Unknown,1
Santalum fernandezianum,Chile,South America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Santalum fernandezianum,Chile,South America,Flowering Plant,1900-1919,Extinct,Species Management,0
Santalum fernandezianum,Chile,South America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Santalum fernandezianum,Chile,South America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Santalum fernandezianum,Chile,South America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Santalum fernandezianum,Chile,South America,Flowering Plant,1900-1919,Extinct,Unknown,1
Saurauia minutiflora,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Saurauia minutiflora,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Species Management,0
Saurauia minutiflora,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Saurauia minutiflora,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Saurauia minutiflora,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Saurauia minutiflora,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Unknown,1
Scaphium burkillfilii,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Scaphium burkillfilii,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Species Management,0
Scaphium burkillfilii,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Scaphium burkillfilii,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Scaphium burkillfilii,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Scaphium burkillfilii,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Unknown,1
Schiedea amplexicaulis,United States,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Schiedea amplexicaulis,United States,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Schiedea amplexicaulis,United States,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Schiedea amplexicaulis,United States,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Schiedea amplexicaulis,United States,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Schiedea amplexicaulis,United States,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Schiedea attenuata,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Land & Water Protection,1
Schiedea attenuata,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Species Management,1
Schiedea attenuata,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Law & Policy,0
Schiedea attenuata,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Research & Monitoring,1
Schiedea attenuata,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Education & Awareness,0
Schiedea attenuata,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Unknown,0
Schizenterospermum analamerense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,1
Schizenterospermum analamerense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Schizenterospermum analamerense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Schizenterospermum analamerense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Schizenterospermum analamerense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Schizenterospermum analamerense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Semecarpus angulatus,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Semecarpus angulatus,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Species Management,0
Semecarpus angulatus,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Semecarpus angulatus,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Semecarpus angulatus,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Semecarpus angulatus,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Unknown,1
Semecarpus sandakanus,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Semecarpus sandakanus,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Species Management,0
Semecarpus sandakanus,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Semecarpus sandakanus,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Semecarpus sandakanus,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Semecarpus sandakanus,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Unknown,1
Senecio antaisaka,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Senecio antaisaka,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Senecio antaisaka,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Senecio antaisaka,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Senecio antaisaka,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Senecio antaisaka,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Senecio antambolorum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Senecio antambolorum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Senecio antambolorum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Senecio antambolorum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Senecio antambolorum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Senecio antambolorum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Senecio leucopeplus,Argentina,South America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Senecio leucopeplus,Argentina,South America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Senecio leucopeplus,Argentina,South America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Senecio leucopeplus,Argentina,South America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,0
Senecio leucopeplus,Argentina,South America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Senecio leucopeplus,Argentina,South America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Senecio lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Senecio lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Senecio lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Senecio lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Senecio lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Senecio lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Senecio navugabensis,Uganda,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Senecio navugabensis,Uganda,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Senecio navugabensis,Uganda,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Senecio navugabensis,Uganda,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Senecio navugabensis,Uganda,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Senecio navugabensis,Uganda,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Senna suarezensis,Madagascar,Africa,Flowering Plant,2000-2020,Extinct,Land & Water Protection,1
Senna suarezensis,Madagascar,Africa,Flowering Plant,2000-2020,Extinct,Species Management,0
Senna suarezensis,Madagascar,Africa,Flowering Plant,2000-2020,Extinct,Law & Policy,0
Senna suarezensis,Madagascar,Africa,Flowering Plant,2000-2020,Extinct,Research & Monitoring,0
Senna suarezensis,Madagascar,Africa,Flowering Plant,2000-2020,Extinct,Education & Awareness,0
Senna suarezensis,Madagascar,Africa,Flowering Plant,2000-2020,Extinct,Unknown,0
Sicyos villosus,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Sicyos villosus,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Sicyos villosus,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Sicyos villosus,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Sicyos villosus,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Sicyos villosus,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Silene perlmanii,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Land & Water Protection,1
Silene perlmanii,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Species Management,1
Silene perlmanii,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Law & Policy,0
Silene perlmanii,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Research & Monitoring,1
Silene perlmanii,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Education & Awareness,0
Silene perlmanii,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Unknown,0
Siphocampylus loxensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Siphocampylus loxensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Siphocampylus loxensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Siphocampylus loxensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Siphocampylus loxensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Siphocampylus loxensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Solanum semicoalitum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Solanum semicoalitum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Solanum semicoalitum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Solanum semicoalitum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Solanum semicoalitum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Solanum semicoalitum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Sophora toromiro,Chile,South America,Flowering Plant,1920-1939,Extinct in the Wild,Land & Water Protection,0
Sophora toromiro,Chile,South America,Flowering Plant,1920-1939,Extinct in the Wild,Species Management,0
Sophora toromiro,Chile,South America,Flowering Plant,1920-1939,Extinct in the Wild,Law & Policy,0
Sophora toromiro,Chile,South America,Flowering Plant,1920-1939,Extinct in the Wild,Research & Monitoring,0
Sophora toromiro,Chile,South America,Flowering Plant,1920-1939,Extinct in the Wild,Education & Awareness,0
Sophora toromiro,Chile,South America,Flowering Plant,1920-1939,Extinct in the Wild,Unknown,1
Sphyrospermum spruceanum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Sphyrospermum spruceanum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Sphyrospermum spruceanum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Sphyrospermum spruceanum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Sphyrospermum spruceanum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Sphyrospermum spruceanum,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Sporobolus durus,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Sporobolus durus,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Sporobolus durus,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Sporobolus durus,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Sporobolus durus,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Sporobolus durus,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Stachyandra imberbis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Stachyandra imberbis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Stachyandra imberbis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Stachyandra imberbis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Stachyandra imberbis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Stachyandra imberbis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Stachytarpheta fallax,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Stachytarpheta fallax,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Stachytarpheta fallax,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Stachytarpheta fallax,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Stachytarpheta fallax,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Stachytarpheta fallax,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Stellaria elatinoides,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Stellaria elatinoides,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Species Management,0
Stellaria elatinoides,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Stellaria elatinoides,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Stellaria elatinoides,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Stellaria elatinoides,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Unknown,1
Stenocarpus dumbeensis,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Stenocarpus dumbeensis,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Species Management,0
Stenocarpus dumbeensis,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Stenocarpus dumbeensis,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Stenocarpus dumbeensis,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Stenocarpus dumbeensis,New Caledonia,Oceania,Flowering Plant,1900-1919,Extinct,Unknown,1
Stenogyne bifida,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,0
Stenogyne bifida,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Stenogyne bifida,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Stenogyne bifida,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Stenogyne bifida,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Stenogyne bifida,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Stenogyne campanulata,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Stenogyne campanulata,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Stenogyne campanulata,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Stenogyne campanulata,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Stenogyne campanulata,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Stenogyne campanulata,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Stenogyne kanehoana,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Stenogyne kanehoana,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Stenogyne kanehoana,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Stenogyne kanehoana,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Stenogyne kanehoana,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Stenogyne kanehoana,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Sterculia khasiana,India,Asia,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Sterculia khasiana,India,Asia,Flowering Plant,Before 1900,Extinct,Species Management,0
Sterculia khasiana,India,Asia,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Sterculia khasiana,India,Asia,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
