ori,county,latitude,longitude,state_abbr,state,agency_name,agency_type,is_nibrs,nibrs_start_date
VT0040100,CHITTENDEN,44.48222,-73.22062,VT,Vermont,Burlington Police Department,City,TRUE,2003-01-01
VT0040200,CHITTENDEN,44.493866,-73.10552,VT,Vermont,Essex Police Department,City,TRUE,1998-01-01
VT0070000,GRAND ISLE,44.801788,-73.300758,VT,Vermont,Grand Isle County Sheriff's Office,County,TRUE,2004-01-01
VT012165A,WASHINGTON,44.256905,-72.5681,VT,Vermont,Attorney General,Other State Agency,TRUE,2004-06-01
VT0120800,WASHINGTON,44.274952999999996,-72.609475,VT,Vermont,Secretary of State Investigations Unit,Other State Agency,TRUE,2012-01-01
VTDFW0000,WASHINGTON,44.323574,-72.75518,VT,Vermont,Fish and Wildlife Department Law Enforcement Division,Other State Agency,TRUE,2004-01-01
VTDLC0000,WASHINGTON,44.274952999999996,-72.609475,VT,Vermont,Department of Liquor Control Division of Enforcement and Licensing,Other State Agency,TRUE,2005-08-01
VTDMV0000,WASHINGTON,44.25652,-72.56721,VT,Vermont,Department of Motor Vehicles,Other State Agency,TRUE,2005-12-01
VT0120600,WASHINGTON,44.21076,-72.579216,VT,Vermont,Berlin Police Department,City,TRUE,2004-01-01
VT0120500,WASHINGTON,44.274952999999996,-72.609475,VT,Vermont,Barre Town Police Department,City,TRUE,2000-10-01
VTVSP0500,WASHINGTON,44.323574,-72.75518,VT,Vermont,Vermont State Police Headquarters Bureau of Criminal Investigations,State Police,TRUE,1996-11-01
VT0120300,WASHINGTON,44.14332,-72.65675,VT,Vermont,Northfield Police Department,City,TRUE,1999-01-01
VT0120200,WASHINGTON,44.259575,-72.57579,VT,Vermont,Montpelier Police Department,City,TRUE,2004-01-01
VT0120100,WASHINGTON,44.20841,-72.513885,VT,Vermont,Barre Police Department,City,TRUE,2001-01-01
VT0120000,WASHINGTON,44.274952999999996,-72.609475,VT,Vermont,Washington County Sheriff's Office,County,TRUE,2001-01-01
VTVSP1200,WASHINGTON,44.238064,-72.528915,VT,Vermont,State Police: Middlesex,State Police,TRUE,1993-01-01
VT0120700,WASHINGTON,44.274952999999996,-72.609475,VT,Vermont,Capitol Police,Other State Agency,TRUE,2013-05-01
VTVSP0000,UNMAPPED COUNTY,44.274952999999996,-72.609475,VT,Vermont,Vermont State Police,State Police,TRUE,1994-01-01
VA0520000,LEE,36.701721,-83.130112,VA,Virginia,Lee County Sheriff's Office,County,TRUE,1996-08-01
VA0520100,LEE,36.701721,-83.130112,VA,Virginia,Jonesville Police Department,City,TRUE,1998-01-01
VA0520200,LEE,36.701721,-83.130112,VA,Virginia,Pennington Gap Police Department,City,TRUE,1997-12-01
VA052SP00,LEE,36.701721,-83.130112,VA,Virginia,State Police: Lee County,State Police,TRUE,1994-01-01
VA009SP00,BATH,37.81733,-79.80464,VA,Virginia,State Police: Bath County,State Police,TRUE,1994-01-01
VA0090000,BATH,38.068988,-79.732898,VA,Virginia,Bath County Sheriff's Office,County,TRUE,1998-01-01
VA0690100,PAGE,38.665516,-78.45862,VA,Virginia,Luray Police Department,City,TRUE,1998-06-01
VA0690000,PAGE,38.664318,-78.46461,VA,Virginia,Page County Sheriff's Office,County,TRUE,1998-09-01
VA069SP00,PAGE,38.660316,-78.481125,VA,Virginia,State Police: Page County,State Police,TRUE,1994-01-01
VA0690300,PAGE,38.623751,-78.490471,VA,Virginia,Stanley Police Department,City,TRUE,1998-08-01
VA0690200,PAGE,38.623751,-78.490471,VA,Virginia,Shenandoah Police Department,City,TRUE,1997-07-01
VA0960200,WISE,36.86293,-82.77101,VA,Virginia,Big Stone Gap Police Department,City,TRUE,1998-04-01
VA096SP00,WISE,36.974561,-82.62156,VA,Virginia,State Police: Wise County,State Police,TRUE,1994-01-01
VA0960700,WISE,36.974561,-82.62156,VA,Virginia,University of Virginia's College at Wise,University or College,TRUE,1998-02-01
VA0960600,WISE,36.974561,-82.62156,VA,Virginia,Wise Police Department,City,TRUE,1995-11-01
VA0960400,WISE,36.974561,-82.62156,VA,Virginia,Pound Police Department,City,TRUE,1998-02-01
VA0960300,WISE,36.974561,-82.62156,VA,Virginia,Coeburn Police Department,City,TRUE,1996-11-01
VA0960000,WISE,36.974561,-82.62156,VA,Virginia,Wise County Sheriff's Office,County,TRUE,1996-11-01
VA098SP00,YORK,37.220914,-76.395533,VA,Virginia,State Police: York County,State Police,TRUE,1994-01-01
VA0980000,YORK,37.220914,-76.395533,VA,Virginia,York County Sheriff's Office,County,TRUE,1995-11-01
VA0110000,BLAND,37.130612,-81.125853,VA,Virginia,Bland County Sheriff's Office,County,TRUE,1996-06-01
VA011SP00,BLAND,37.130612,-81.125853,VA,Virginia,State Police: Bland County,State Police,TRUE,1994-01-01
VA0230000,CRAIG,37.473129,-80.231734,VA,Virginia,Craig County Sheriff's Office,County,TRUE,1998-06-01
VA023SP00,CRAIG,37.473129,-80.231734,VA,Virginia,State Police: Craig County,State Police,TRUE,1994-01-01
VA0280000,ESSEX,37.93948,-76.941871,VA,Virginia,Essex County Sheriff's Office,County,TRUE,1998-01-01
VA0280200,ESSEX,37.93948,-76.941871,VA,Virginia,Tappahannock Police Department,City,TRUE,1996-08-01
VA028SP00,ESSEX,37.93948,-76.941871,VA,Virginia,State Police: Essex County,State Police,TRUE,1994-01-01
VA031SP00,FLOYD,36.931438,-80.350309,VA,Virginia,State Police: Floyd County,State Police,TRUE,1994-01-01
VA0310000,FLOYD,36.91122,-80.3202,VA,Virginia,Floyd County Sheriff's Office,County,TRUE,1996-06-01
VA0350100,GILES,37.31193,-80.717178,VA,Virginia,Glen Lyn Police Department,City,TRUE,2001-01-01
VA0350200,GILES,37.326736,-80.7335,VA,Virginia,Pearisburg Police Department,City,TRUE,1998-04-01
VA0350300,GILES,37.31193,-80.717178,VA,Virginia,Pembroke Police Department,City,TRUE,1999-12-01
VA0350400,GILES,37.31193,-80.717178,VA,Virginia,Rich Creek Police Department,City,TRUE,2005-03-01
VA0350500,GILES,37.3286,-80.8134,VA,Virginia,Narrows Police Department,City,TRUE,1998-04-01
VA035SP00,GILES,37.31193,-80.717178,VA,Virginia,State Police: Giles County,State Police,TRUE,1994-01-01
VA0350000,GILES,37.326427,-80.735085,VA,Virginia,Giles County Sheriff's Office,County,TRUE,1995-11-01
VA0440000,HENRY,36.741,-79.89156,VA,Virginia,Henry County Sheriff's Office,County,TRUE,1998-01-01
VA044SP00,HENRY,36.620607,-79.980673,VA,Virginia,State Police: Henry County,State Police,TRUE,1994-01-01
VA084SP00,SCOTT,36.6167,-82.12577,VA,Virginia,State Police: Scott County,State Police,TRUE,1994-01-01
VA0840200,SCOTT,36.6275,-82.55487,VA,Virginia,Weber City Police Department,City,TRUE,1998-02-01
VA0840100,SCOTT,36.63981,-82.578316,VA,Virginia,Gate City Police Department,City,TRUE,1998-02-01
VA0840000,SCOTT,36.712778,-82.613627,VA,Virginia,Scott County Sheriff's Office,County,TRUE,1998-01-01
VA0860300,SMYTH,36.842318,-81.539786,VA,Virginia,Chilhowie Police Department,City,TRUE,1998-11-01
VA0860000,SMYTH,36.833374,-81.52013,VA,Virginia,Smyth County Sheriff's Office,County,TRUE,1998-05-01
VA0860100,SMYTH,36.828045,-81.52849,VA,Virginia,Marion Police Department,City,TRUE,1999-02-01
VA086SP00,SMYTH,36.842318,-81.539786,VA,Virginia,State Police: Smyth County,State Police,TRUE,1994-01-01
VA090SP00,SURRY,37.119761,-76.880172,VA,Virginia,State Police: Surry County,State Police,TRUE,1994-01-01
VA0900000,SURRY,37.119761,-76.880172,VA,Virginia,Surry County Sheriff's Office,County,TRUE,1997-10-01
VA0970300,WYTHE,36.901471,-81.084209,VA,Virginia,Rural Retreat Police Department,City,TRUE,1998-09-01
VA097SP00,WYTHE,36.901471,-81.084209,VA,Virginia,State Police: Wythe County,State Police,TRUE,1994-01-01
VA0970000,WYTHE,36.901471,-81.084209,VA,Virginia,Wythe County Sheriff's Office,County,TRUE,1997-07-01
VA0970100,WYTHE,36.901471,-81.084209,VA,Virginia,Wytheville Police Department,City,TRUE,1996-08-01
VA0040000,AMELIA,37.331927,-77.977462,VA,Virginia,Amelia County Sheriff's Office,County,TRUE,1996-07-01
VA004SP00,AMELIA,37.331927,-77.977462,VA,Virginia,State Police: Amelia County,State Police,TRUE,1994-01-01
VA022SP00,CLARKE,39.124973,-78.19413,VA,Virginia,State Police: Clarke County,State Police,TRUE,1994-01-01
VA0220000,CLARKE,39.115864,-77.991226,VA,Virginia,Clarke County Sheriff's Office,County,TRUE,1998-04-01
VA0220100,CLARKE,39.150543,-77.98041,VA,Virginia,Berryville Police Department,City,TRUE,1995-01-01
VA0390000,GREENE,38.285507,-78.4199,VA,Virginia,Greene County Sheriff's Office,County,TRUE,2000-01-01
VA039SP00,GREENE,38.297981,-78.470163,VA,Virginia,State Police: Greene County,State Police,TRUE,1994-01-01
VA054SP00,LOUISA,37.808872,-77.86498,VA,Virginia,State Police: Louisa County,State Police,TRUE,1994-01-01
VA0540100,LOUISA,37.971681,-77.959178,VA,Virginia,Louisa Police Department,City,TRUE,2004-01-01
VA0540000,LOUISA,37.971681,-77.959178,VA,Virginia,Louisa County Sheriff's Office,County,TRUE,2000-01-01
VA062SP00,NELSON,38.022095,-78.5306,VA,Virginia,State Police: Nelson County,State Police,TRUE,1994-01-01
VA0620000,NELSON,37.790049,-78.879353,VA,Virginia,Nelson County Sheriff's Office,County,TRUE,1998-02-01
VA062019P,NELSON,NA,NA,VA,Virginia,Wintergreen,NA,TRUE,2020-06-01
VA068SP00,ORANGE,38.250439,-78.00998,VA,Virginia,State Police: Orange County,State Police,TRUE,1994-01-01
VA0680200,ORANGE,38.250439,-78.00998,VA,Virginia,Gordonsville Police Department,City,TRUE,1997-09-01
VA0680000,ORANGE,38.250439,-78.00998,VA,Virginia,Orange County Sheriff's Office,County,TRUE,1996-06-01
VA0680100,ORANGE,38.24238,-78.101715,VA,Virginia,Orange Police Department,City,TRUE,1998-06-01
VA091SP00,SUSSEX,36.926645,-77.259732,VA,Virginia,State Police: Sussex County,State Police,TRUE,1994-01-01
VA0910000,SUSSEX,36.926645,-77.259732,VA,Virginia,Sussex County Sheriff's Office,County,TRUE,1998-11-01
VA0930000,WARREN,38.908187,-78.207131,VA,Virginia,Warren County Sheriff's Office,County,TRUE,1998-10-01
VA0930100,WARREN,38.918125,-78.19379,VA,Virginia,Front Royal Police Department,City,TRUE,1996-12-01
VA093SP00,WARREN,39.124973,-78.19413,VA,Virginia,State Police: Warren County,State Police,TRUE,1994-01-01
VA005SP00,AMHERST,37.630362,-79.147848,VA,Virginia,State Police: Amherst County,State Police,TRUE,1994-01-01
VA0050000,AMHERST,37.630362,-79.147848,VA,Virginia,Amherst County Sheriff's Office,County,TRUE,1996-12-01
VA0050100,AMHERST,37.630362,-79.147848,VA,Virginia,Amherst Police Department,City,TRUE,1996-08-01
VA008SP00,AUGUSTA,38.167807,-79.146682,VA,Virginia,State Police: Augusta County,State Police,TRUE,1994-01-01
VA0080000,AUGUSTA,38.167807,-79.146682,VA,Virginia,Augusta County Sheriff's Office,County,TRUE,1995-01-01
VA0100000,BEDFORD,37.311317,-79.50447,VA,Virginia,Bedford County Sheriff's Office,County,TRUE,1997-06-01
VA010SP00,BEDFORD,37.312408,-79.527947,VA,Virginia,State Police: Bedford County,State Police,TRUE,1994-01-01
VA0100100,BEDFORD,37.33405,-79.522026,VA,Virginia,Bedford Police Department,City,TRUE,1995-12-01
VA018SP00,CARROLL,36.731951,-80.727838,VA,Virginia,State Police: Carroll County,State Police,TRUE,1994-01-01
VA0180100,CARROLL,36.731951,-80.727838,VA,Virginia,Hillsville Police Department,City,TRUE,2003-01-01
VA0180000,CARROLL,36.731951,-80.727838,VA,Virginia,Carroll County Sheriff's Office,County,TRUE,1995-11-01
VA029SP00,FAIRFAX,38.833742,-77.276117,VA,Virginia,State Police: Fairfax County,State Police,TRUE,1994-01-01
VA0290200,FAIRFAX,38.960934,-77.372475,VA,Virginia,Herndon Police Department,City,TRUE,1999-01-01
VA0290400,FAIRFAX,38.835526,-77.30668,VA,Virginia,George Mason University,University or College,TRUE,1996-10-01
VA0290500,FAIRFAX,38.836197,-77.23432,VA,Virginia,Northern Virginia Community College,University or College,TRUE,1999-01-01
VA0290100,FAIRFAX,38.84565,-77.311455,VA,Virginia,Fairfax County Police Department,County,TRUE,2000-01-01
VA0290300,FAIRFAX,38.89998,-77.26316,VA,Virginia,Vienna Police Department,City,TRUE,2000-01-01
VA0380200,GRAYSON,36.656303,-81.225337,VA,Virginia,Independence Police Department,City,TRUE,1998-06-01
VA0380000,GRAYSON,36.656303,-81.225337,VA,Virginia,Grayson County Sheriff's Office,County,TRUE,1998-01-01
VA038SP00,GRAYSON,36.656303,-81.225337,VA,Virginia,State Police: Grayson County,State Police,TRUE,1994-01-01
VA0410000,HALIFAX,36.766461,-78.939614,VA,Virginia,Halifax County Sheriff's Office,County,TRUE,1995-01-01
VA0410100,HALIFAX,36.766461,-78.939614,VA,Virginia,Halifax Police Department,City,TRUE,2001-04-01
VA041SP00,HALIFAX,36.766461,-78.939614,VA,Virginia,State Police: Halifax County,State Police,TRUE,1994-01-01
VA1240000,HALIFAX,36.71594,-78.91158,VA,Virginia,South Boston Police Department,City,TRUE,1995-01-01
VA0420100,HANOVER,37.760165,-77.490992,VA,Virginia,Ashland Police Department,City,TRUE,1999-08-01
VA042SP00,HANOVER,37.760165,-77.490992,VA,Virginia,State Police: Hanover County,State Police,TRUE,1994-01-01
VA0420000,HANOVER,37.760165,-77.490992,VA,Virginia,Hanover County Sheriff's Office,County,TRUE,1999-01-01
VA043SP00,HENRICO,37.542297,-77.38501,VA,Virginia,State Police: Henrico County,State Police,TRUE,1994-01-01
VA0430100,HENRICO,37.43752,-77.300333,VA,Virginia,Henrico County Police Department,County,TRUE,1999-01-01
VA0430300,HENRICO,37.531399,-77.476009,VA,Virginia,Alcoholic Beverage Control Commission,Other State Agency,TRUE,1995-07-01
VA0430700,HENRICO,37.942894,-76.730561,VA,Virginia,J. Sargeant Reynolds Community College,University or College,TRUE,2006-02-01
VA0530000,LOUDOUN,39.10288,-77.55814,VA,Virginia,Loudoun County Sheriff's Office,County,TRUE,1999-01-01
VA0530300,LOUDOUN,39.08113,-77.638857,VA,Virginia,Purcellville Police Department,City,TRUE,1996-08-01
VA0530200,LOUDOUN,39.08113,-77.638857,VA,Virginia,Middleburg Police Department,City,TRUE,1996-12-01
VA0530100,LOUDOUN,39.08113,-77.638857,VA,Virginia,Leesburg Police Department,City,TRUE,1996-09-01
VA053SP00,LOUDOUN,39.07537,-77.552635,VA,Virginia,State Police: Loudoun County,State Police,TRUE,1994-01-01
VA056SP00,MADISON,38.494274,-77.926315,VA,Virginia,State Police: Madison County,State Police,TRUE,1994-01-01
VA0560000,MADISON,38.412059,-78.276961,VA,Virginia,Madison County Sheriff's Office,County,TRUE,1998-04-01
VA0570000,MATHEWS,37.425348,-76.268808,VA,Virginia,Mathews County Sheriff's Office,County,TRUE,1998-07-01
VA057SP00,MATHEWS,37.425348,-76.268808,VA,Virginia,State Police: Mathews County,State Police,TRUE,1994-01-01
VA0700000,PATRICK,36.667327,-80.286141,VA,Virginia,Patrick County Sheriff's Office,County,TRUE,1995-05-01
VA070SP00,PATRICK,36.667327,-80.286141,VA,Virginia,State Police: Patrick County,State Police,TRUE,1994-01-01
VA0770000,PULASKI,37.047714,-80.77798,VA,Virginia,Pulaski County Sheriff's Office,County,TRUE,1997-07-01
VA0770100,PULASKI,37.063385,-80.713444,VA,Virginia,Pulaski Police Department,City,TRUE,1996-11-01
VA0770200,PULASKI,37.063385,-80.713444,VA,Virginia,Dublin Police Department,City,TRUE,1997-08-01
VA077SP00,PULASKI,37.063385,-80.713444,VA,Virginia,State Police: Pulaski County,State Police,TRUE,1994-01-01
VA0800300,ROANOKE,37.320732,-80.02192,VA,Virginia,Roanoke County Police Department,County,TRUE,1998-10-01
VA0800200,ROANOKE,37.278927,-79.89805,VA,Virginia,Vinton Police Department,City,TRUE,1997-03-01
VA080SP00,ROANOKE,37.331077,-80.19011,VA,Virginia,State Police: Roanoke County,State Police,TRUE,1994-01-01
VA0830000,RUSSELL,36.93342,-82.095934,VA,Virginia,Russell County Sheriff's Office,County,TRUE,1996-12-01
VA0830100,RUSSELL,36.93342,-82.095934,VA,Virginia,Lebanon Police Department,City,TRUE,1996-11-01
VA0830200,RUSSELL,36.93342,-82.095934,VA,Virginia,Honaker Police Department,City,TRUE,1998-12-01
VA083SP00,RUSSELL,36.93342,-82.095934,VA,Virginia,State Police: Russell County,State Police,TRUE,1994-01-01
VA0010300,ACCOMACK,37.765944,-75.757807,VA,Virginia,Parksley Police Department,City,TRUE,2007-08-01
VA0010500,ACCOMACK,37.765944,-75.757807,VA,Virginia,Onley Police Department,City,TRUE,1998-08-01
VA0010100,ACCOMACK,37.765944,-75.757807,VA,Virginia,Chincoteague Police Department,City,TRUE,1996-10-01
VA001SP00,ACCOMACK,37.765944,-75.757807,VA,Virginia,State Police: Accomack County,State Police,TRUE,1994-01-01
VA0010200,ACCOMACK,37.713074,-75.74851,VA,Virginia,Onancock Police Department,City,TRUE,1999-01-01
VA0010000,ACCOMACK,37.765944,-75.757807,VA,Virginia,Accomack County Sheriff's Office,County,TRUE,1997-06-01
VA0140000,BUCHANAN,37.26812,-82.038151,VA,Virginia,Buchanan County Sheriff's Office,County,TRUE,1996-11-01
VA014SP00,BUCHANAN,37.26812,-82.038151,VA,Virginia,State Police: Buchanan County,State Police,TRUE,1994-01-01
VA0140100,BUCHANAN,37.26812,-82.038151,VA,Virginia,Grundy Police Department,City,TRUE,1996-11-01
VA0160100,CAMPBELL,37.210151,-79.095428,VA,Virginia,Altavista Police Department,City,TRUE,1997-02-01
VA0160000,CAMPBELL,37.210151,-79.095428,VA,Virginia,Campbell County Sheriff's Office,County,TRUE,1997-06-01
VA016SP00,CAMPBELL,37.210151,-79.095428,VA,Virginia,State Police: Campbell County,State Police,TRUE,1994-01-01
VA0160200,CAMPBELL,37.210151,-79.095428,VA,Virginia,Brookneal Police Department,City,TRUE,1998-05-01
VA0170000,CAROLINE,38.030319,-77.352348,VA,Virginia,Caroline County Sheriff's Office,County,TRUE,1999-04-01
VA017SP00,CAROLINE,38.030319,-77.352348,VA,Virginia,State Police: Caroline County,State Police,TRUE,1994-01-01
VA0170100,CAROLINE,38.030319,-77.352348,VA,Virginia,Bowling Green Police Department,City,TRUE,2007-01-01
VA0240000,CULPEPER,38.48593,-77.956476,VA,Virginia,Culpeper County Sheriff's Office,County,TRUE,2001-06-01
VA0240100,CULPEPER,38.4783,-77.98682,VA,Virginia,Culpeper Police Department,City,TRUE,2001-04-01
VA024SP00,CULPEPER,38.494274,-77.926315,VA,Virginia,State Police: Culpeper County,State Police,TRUE,1994-01-01
VA030SP00,FAUQUIER,38.699593,-77.788734,VA,Virginia,State Police: Fauquier County,State Police,TRUE,1994-01-01
VA0300000,FAUQUIER,38.744103,-77.821585,VA,Virginia,Fauquier County Sheriff's Office,County,TRUE,1995-11-01
VA0300100,FAUQUIER,38.744103,-77.821585,VA,Virginia,Remington Police Department,City,TRUE,2008-01-01
VA0300200,FAUQUIER,38.744103,-77.821585,VA,Virginia,Warrenton Police Department,City,TRUE,2000-01-01
VA0320000,FLUVANNA,37.830576,-78.284435,VA,Virginia,Fluvanna County Sheriff's Office,County,TRUE,1998-09-01
VA032SP00,FLUVANNA,37.830576,-78.284435,VA,Virginia,State Police: Fluvanna County,State Police,TRUE,1994-01-01
VA0330100,FRANKLIN,37.01448,-79.89247,VA,Virginia,Rocky Mount Police Department,City,TRUE,1997-02-01
VA0330000,FRANKLIN,36.99557,-79.88817,VA,Virginia,Franklin County Sheriff's Office,County,TRUE,1996-10-01
VA0330300,FRANKLIN,36.99235,-79.883959,VA,Virginia,Ferrum College,University or College,TRUE,1998-12-01
VA033SP00,FRANKLIN,36.99235,-79.883959,VA,Virginia,State Police: Franklin County,State Police,TRUE,1994-01-01
VA0450000,HIGHLAND,38.356672,-79.567958,VA,Virginia,Highland County Sheriff's Office,County,TRUE,1996-11-01
VA045SP00,HIGHLAND,37.81733,-79.80464,VA,Virginia,State Police: Highland County,State Police,TRUE,1994-01-01
VA063SP00,NEW KENT,37.502909,-76.982857,VA,Virginia,State Police: New Kent County,State Police,TRUE,1994-01-01
VA0630000,NEW KENT,37.502909,-76.982857,VA,Virginia,New Kent County Sheriff's Office,County,TRUE,1998-11-01
VA0670100,NOTTOWAY,37.079525,-77.99777,VA,Virginia,Blackstone Police Department,City,TRUE,1996-11-01
VA0670000,NOTTOWAY,37.143695,-78.052162,VA,Virginia,Nottoway County Sheriff's Office,County,TRUE,1995-01-01
VA067SP00,NOTTOWAY,37.143695,-78.052162,VA,Virginia,State Police: Nottoway County,State Police,TRUE,1994-01-01
VA0670300,NOTTOWAY,37.143695,-78.052162,VA,Virginia,Burkeville Police Department,City,TRUE,2006-09-01
VA0670200,NOTTOWAY,37.176105,-78.12472,VA,Virginia,Crewe Police Department,City,TRUE,2000-01-01
VA0720000,POWHATAN,37.549404,-77.912855,VA,Virginia,Powhatan County Sheriff's Office,County,TRUE,1994-01-01
VA072SP00,POWHATAN,37.510227,-77.7662,VA,Virginia,State Police: Powhatan County,State Police,TRUE,1994-01-01
VA0790000,RICHMOND,37.942894,-76.730561,VA,Virginia,Richmond County Sheriff's Office,County,TRUE,1998-06-01
VA0790100,RICHMOND,37.942894,-76.730561,VA,Virginia,Warsaw Police Department,City,TRUE,2001-02-01
VA079SP00,RICHMOND,37.942894,-76.730561,VA,Virginia,State Police: Richmond County,State Police,TRUE,1994-01-01
VA0890000,STAFFORD,38.415386,-77.454872,VA,Virginia,Stafford County Sheriff's Office,County,TRUE,1997-01-01
VA089SP00,STAFFORD,38.266205,-77.49507,VA,Virginia,State Police: Stafford County,State Police,TRUE,1994-01-01
VA0920100,TAZEWELL,37.125395,-81.562924,VA,Virginia,Bluefield Police Department,City,TRUE,1996-11-01
VA0920200,TAZEWELL,37.125395,-81.562924,VA,Virginia,Pocahontas Police Department,City,TRUE,1996-11-01
VA0920300,TAZEWELL,37.125395,-81.562924,VA,Virginia,Richlands Police Department,City,TRUE,1996-11-01
VA0920400,TAZEWELL,37.125395,-81.562924,VA,Virginia,Tazewell Police Department,City,TRUE,1996-11-01
VA0920500,TAZEWELL,37.08765,-81.764244,VA,Virginia,Cedar Bluff Police Department,City,TRUE,1996-11-01
VA0920600,TAZEWELL,NA,NA,VA,Virginia,Southwest Virginia Community College,NA,TRUE,2020-01-01
VA092SP00,TAZEWELL,37.125395,-81.562924,VA,Virginia,State Police: Tazewell County,State Police,TRUE,1994-01-01
VA0920000,TAZEWELL,37.125395,-81.562924,VA,Virginia,Tazewell County Sheriff's Office,County,TRUE,1998-03-01
VA002SP00,ALBEMARLE,38.024184,-78.553506,VA,Virginia,State Police: Albemarle County,State Police,TRUE,1994-01-01
VA0020100,ALBEMARLE,38.04681,-78.52244,VA,Virginia,University of Virginia,University or College,TRUE,1997-05-01
VA0020300,ALBEMARLE,38.024184,-78.553506,VA,Virginia,Albemarle County Police Department,County,TRUE,1997-05-01
VA1040000,ALLEGHANY,37.81599,-79.82419,VA,Virginia,Clifton Forge Police Department,City,TRUE,1997-06-01
VA0030000,ALLEGHANY,37.792618,-79.99534,VA,Virginia,Alleghany County Sheriff's Office,County,TRUE,1997-01-01
VA003SP00,ALLEGHANY,37.81733,-79.80464,VA,Virginia,State Police: Alleghany County,State Police,TRUE,1994-01-01
VA0070100,ARLINGTON,38.889954,-77.08372,VA,Virginia,Arlington County Police Department,County,TRUE,2000-01-01
VA007SP00,ARLINGTON,38.86854,-77.065315,VA,Virginia,State Police: Arlington County,State Police,TRUE,1994-01-01
VAMWA0000,ARLINGTON,38.878337,-77.100703,VA,Virginia,Reagan National Airport,Other,TRUE,1996-07-01
VA012SP00,BOTETOURT,37.686653,-79.490710000000007,VA,Virginia,State Police: Botetourt County,State Police,TRUE,1994-01-01
VA0120000,BOTETOURT,37.553005,-79.804564,VA,Virginia,Botetourt County Sheriff's Office,County,TRUE,1997-09-01
VA0130100,BRUNSWICK,36.75952,-77.847145,VA,Virginia,Lawrenceville Police Department,City,TRUE,1996-08-01
VA0130000,BRUNSWICK,36.764531,-77.860916,VA,Virginia,Brunswick County Sheriff's Office,County,TRUE,1999-01-01
VA013SP00,BRUNSWICK,36.741623,-77.507034,VA,Virginia,State Police: Brunswick County,State Police,TRUE,1994-01-01
VA020SP00,CHARLOTTE,37.014091,-78.661424,VA,Virginia,State Police: Charlotte County,State Police,TRUE,1994-01-01
VA0200000,CHARLOTTE,37.052235,-78.63804,VA,Virginia,Charlotte County Sheriff's Office,County,TRUE,1998-05-01
VA026SP00,DICKENSON,37.137081,-82.349208,VA,Virginia,State Police: Dickenson County,State Police,TRUE,1994-01-01
VA0260300,DICKENSON,37.137081,-82.349208,VA,Virginia,Clinchco Police Department,City,TRUE,1998-01-01
VA0260200,DICKENSON,37.137081,-82.349208,VA,Virginia,Haysi Police Department,City,TRUE,1996-11-01
VA0260100,DICKENSON,37.137081,-82.349208,VA,Virginia,Clintwood Police Department,City,TRUE,1996-11-01
VA0260000,DICKENSON,37.137081,-82.349208,VA,Virginia,Dickenson County Sheriff's Office,County,TRUE,1996-11-01
VA0270000,DINWIDDIE,37.073498,-77.635492,VA,Virginia,Dinwiddie County Sheriff's Office,County,TRUE,1997-08-01
VA027SP00,DINWIDDIE,37.073498,-77.635492,VA,Virginia,State Police: Dinwiddie County,State Police,TRUE,1994-01-01
VA0340100,FREDERICK,39.02735,-78.27833,VA,Virginia,Middletown Police Department,City,TRUE,1997-04-01
VA0340200,FREDERICK,39.203637,-78.263916,VA,Virginia,Stephens City Police Department,City,TRUE,1997-01-01
VA0340400,FREDERICK,39.03539,-78.26972,VA,Virginia,Lord Fairfax Community College,University or College,TRUE,2011-04-01
VA034SP00,FREDERICK,39.124973,-78.19413,VA,Virginia,State Police: Frederick County,State Police,TRUE,1994-01-01
VA0340000,FREDERICK,39.184128,-78.16244,VA,Virginia,Frederick County Sheriff's Office,County,TRUE,1996-11-01
VA0370000,GOOCHLAND,37.724166,-77.914273,VA,Virginia,Goochland County Sheriff's Office,County,TRUE,1996-01-01
VA037SP00,GOOCHLAND,37.808872,-77.86498,VA,Virginia,State Police: Goochland County,State Police,TRUE,1994-01-01
VA0510300,LANCASTER,37.703831,-76.413199,VA,Virginia,White Stone Police Department,City,TRUE,2007-10-01
VA0510000,LANCASTER,37.769844,-76.46544,VA,Virginia,Lancaster County Sheriff's Office,County,TRUE,1998-08-01
VA051SP00,LANCASTER,37.703831,-76.413199,VA,Virginia,State Police: Lancaster County,State Police,TRUE,1994-01-01
VA0550300,LUNENBURG,36.945757,-78.242313,VA,Virginia,Victoria Police Department,City,TRUE,1997-07-01
VA0550000,LUNENBURG,36.945757,-78.242313,VA,Virginia,Lunenburg County Sheriff's Office,County,TRUE,1997-11-01
VA0550100,LUNENBURG,36.945757,-78.242313,VA,Virginia,Kenbridge Police Department,City,TRUE,1996-11-01
VA055SP00,LUNENBURG,36.945757,-78.242313,VA,Virginia,State Police: Lunenburg County,State Police,TRUE,1994-01-01
VA059SP00,MIDDLESEX,37.606975,-76.528082,VA,Virginia,State Police: Middlesex County,State Police,TRUE,1994-01-01
VA0590000,MIDDLESEX,37.606975,-76.528082,VA,Virginia,Middlesex County Sheriff's Office,County,TRUE,1998-05-01
VA006SP00,APPOMATTOX,37.370725,-78.81094,VA,Virginia,State Police: Appomattox County,State Police,TRUE,1994-01-01
VA0060000,APPOMATTOX,37.370725,-78.81094,VA,Virginia,Appomattox County Sheriff's Office,County,TRUE,1998-03-01
