name,id,name_type,class,mass,fall,year,lat,long,geolocation
Yamato 983236,39858,Valid,H5,47.71,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983238,39860,Valid,L6,4.3,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983245,39867,Valid,H5,9.15,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983247,39869,Valid,H5,208.8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983249,39871,Valid,H6,26.34,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983250,39872,Valid,LL-melt breccia,509.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983251,39873,Valid,L5,3.86,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983252,39874,Valid,H6,17.23,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983253,39875,Valid,L5,83.49,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983257,39879,Valid,L6,12.01,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983259,39881,Valid,H4,15.23,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983261,39883,Valid,H6,9.49,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983262,39884,Valid,H6,83.21,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983263,39885,Valid,H4,515.1,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983265,39887,Valid,H6,10.82,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983266,39888,Valid,H6,20.54,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983267,39889,Valid,LL6,27.03,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983268,39890,Valid,H4,11.44,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983269,39891,Valid,L6,109.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983270,39892,Valid,R4,26.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983271,39893,Valid,L6,16.63,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983272,39894,Valid,LL-melt breccia,109.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983273,39895,Valid,H6,189.8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983274,39896,Valid,H6,42.74,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983275,39897,Valid,L6,23.74,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983276,39898,Valid,H3,110.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983277,39899,Valid,L6,146,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983278,39900,Valid,LL3,39.54,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983279,39901,Valid,H6,252.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983280,39902,Valid,L5,133.6,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983281,39903,Valid,L6,14.58,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983282,39904,Valid,H4,28.15,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983283,39905,Valid,L6,54.65,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983284,39906,Valid,H6,18.82,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983285,39907,Valid,L4,7.78,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983286,39908,Valid,LL6,309,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983288,39910,Valid,LL6,4.52,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983289,39911,Valid,L4,210.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983290,39912,Valid,H5,5.87,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983291,39913,Valid,H5,101.1,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983292,39914,Valid,H5,29.24,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983293,39915,Valid,Eucrite-pmict,14.1,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983301,39923,Valid,H5,37.33,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983302,39924,Valid,H6,31.33,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983305,39927,Valid,H4-6,34.76,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983307,39929,Valid,H6,38.04,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983309,39931,Valid,H6,3.38,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983311,39933,Valid,H4,4.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983312,39934,Valid,L/LL3,42.6,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983313,39935,Valid,H4,3.6,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983314,39936,Valid,LL,42.95,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983315,39937,Valid,L6,29.44,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983316,39938,Valid,H6,5.34,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983317,39939,Valid,H6,19.94,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983319,39941,Valid,H5,14.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983320,39942,Valid,H3,81.35,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983321,39943,Valid,H5,9.16,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983322,39944,Valid,H4,37.42,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983323,39945,Valid,H4,9.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983324,39946,Valid,H3,18.09,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983325,39947,Valid,L6,5.21,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983327,39949,Valid,Winonaite,5.93,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983328,39950,Valid,H5,5.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983329,39951,Valid,H5,20.35,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983330,39952,Valid,H4,4.24,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983334,39956,Valid,L4,3.46,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983336,39958,Valid,H/L5,13.35,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983338,39960,Valid,L4,398,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983339,39961,Valid,H5,36.96,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983340,39962,Valid,LL6,5.69,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983341,39963,Valid,H4,23.11,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983342,39964,Valid,H4,185.5,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983343,39965,Valid,H4,6.92,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983344,39966,Valid,H4,9.51,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983348,39970,Valid,L5,10.94,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983349,39971,Valid,H4,98.29,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983350,39972,Valid,H4,45.33,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983351,39973,Valid,H4,7.8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983352,39974,Valid,Eucrite-br,47.8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983354,39976,Valid,L6,14.5,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983356,39978,Valid,H6,3.36,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983360,39982,Valid,H6,5.66,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983363,39985,Valid,H5,5.39,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983364,39986,Valid,L4,28.46,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983365,39987,Valid,H5,12.12,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983366,39988,Valid,Eucrite-unbr,138.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983367,39989,Valid,LL3,418.3,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983368,39990,Valid,L6,24.2,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983369,39991,Valid,L6,8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983375,39997,Valid,L6,15.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983376,39998,Valid,L6,5.51,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983377,39999,Valid,H6,4.17,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983378,40000,Valid,H4,11.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983380,40002,Valid,L4,20.71,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983381,40003,Valid,H5,12.45,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983382,40004,Valid,L6,3.64,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983384,40006,Valid,H4,4.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983388,40010,Valid,H/L6,5.36,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983389,40011,Valid,H4,14.96,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983390,40012,Valid,LL6,13.18,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983393,40015,Valid,LL-melt breccia,9.24,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983394,40016,Valid,LL6,43.18,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983396,40018,Valid,LL3,80.64,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983397,40019,Valid,L5,31.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983399,40021,Valid,H6,4.79,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983402,40024,Valid,LL6,5.6,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983404,40026,Valid,L6,9.21,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983405,40027,Valid,H3,66.23,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983406,40028,Valid,LL-melt breccia,34.42,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983407,40029,Valid,H4,4.55,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983408,40030,Valid,H-melt breccia,15.6,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983409,40031,Valid,H5,99.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983410,40032,Valid,H4,16.55,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983411,40033,Valid,H4,5.65,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983413,40035,Valid,H5,5.51,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983415,40037,Valid,H6,5.49,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983416,40038,Valid,LL6,7.56,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983417,40039,Valid,LL-melt breccia,5.31,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983418,40040,Valid,H6,42.39,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983419,40041,Valid,H6,29.47,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983420,40042,Valid,H3,68.04,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983421,40043,Valid,LL-melt breccia,4.96,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983422,40044,Valid,H4,11.51,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983423,40045,Valid,L5,22.89,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983425,40047,Valid,H6,23.87,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983426,40048,Valid,H6,13.26,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983427,40049,Valid,H4,23.28,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983428,40050,Valid,H5,26.51,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983430,40052,Valid,H/L5,3.24,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983432,40054,Valid,H5,4.21,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983434,40056,Valid,H5,25.84,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983437,40059,Valid,H5,40.43,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983438,40060,Valid,H6,19.14,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983439,40061,Valid,H4,4.1,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983442,40064,Valid,H6,23.53,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983443,40065,Valid,H6,3.04,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983445,40067,Valid,H6,7.47,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983446,40068,Valid,H6,5.58,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983447,40069,Valid,H6,3.07,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983448,40070,Valid,L5,33.43,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983449,40071,Valid,H6,4.95,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983450,40072,Valid,H6,11.03,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983451,40073,Valid,H6,6.41,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983452,40074,Valid,H6,4.89,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983453,40075,Valid,H6,4.45,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983455,40077,Valid,H6,3.33,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983457,40079,Valid,H4,31.15,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983458,40080,Valid,H5,3.34,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983459,40081,Valid,L6,9.42,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983460,40082,Valid,LL5,4.88,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983461,40083,Valid,L6,7.62,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983462,40084,Valid,H4,3.57,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983463,40085,Valid,LL6,13.06,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983465,40087,Valid,L6,8.59,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983466,40088,Valid,L6,16.65,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983467,40089,Valid,H6,5.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983470,40092,Valid,H6,11.19,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983472,40094,Valid,H5,11.38,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983473,40095,Valid,H4,9.81,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983474,40096,Valid,H5,3.61,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983475,40097,Valid,H5,4.31,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983476,40098,Valid,H4,16.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983478,40100,Valid,L5,10.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983481,40103,Valid,H5,168.2,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983482,40104,Valid,H5,223.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983484,40106,Valid,LL5,110.8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983485,40107,Valid,H5,9.45,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983486,40108,Valid,H5,8.41,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983487,40109,Valid,H5,9.31,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983488,40110,Valid,L5,84.86,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983489,40111,Valid,H4,7.06,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983490,40112,Valid,H6,4.54,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983491,40113,Valid,L5,53.39,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983492,40114,Valid,L5,31.39,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983493,40115,Valid,L5,28.13,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983494,40116,Valid,H5,32.01,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983495,40117,Valid,L5,8.28,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983497,40119,Valid,L5,4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983498,40120,Valid,L5,7.49,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983499,40121,Valid,L/LL3,40.94,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983500,40122,Valid,L5,232.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983501,40123,Valid,H6,12.68,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983502,40124,Valid,L6,3.17,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983504,40126,Valid,H5,40.77,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983505,40127,Valid,H4,42.53,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983506,40128,Valid,H5,96.02,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983507,40129,Valid,H5,65.24,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983508,40130,Valid,LL,4.87,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983509,40131,Valid,H5,30.75,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983510,40132,Valid,H4,6.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983512,40134,Valid,H4,12.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983513,40135,Valid,H4,4.66,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983514,40136,Valid,H4,26.65,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983515,40137,Valid,H5,20.65,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983516,40138,Valid,H4,4.1,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983518,40140,Valid,H4,38.57,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983519,40141,Valid,H4,51.25,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983520,40142,Valid,L6,6.27,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983522,40144,Valid,H5,57.37,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983523,40145,Valid,H5,26.06,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983524,40146,Valid,H4,8.11,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983525,40147,Valid,H4,7.78,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983526,40148,Valid,H4,29.17,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983527,40149,Valid,H4,24.78,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983528,40150,Valid,L6,3.27,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983530,40152,Valid,H4,39.71,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983531,40153,Valid,H4,62.61,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983532,40154,Valid,LL-melt breccia,3.66,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983533,40155,Valid,LL-melt breccia,16.87,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983534,40156,Valid,Eucrite-br,13.61,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983535,40157,Valid,H3,52.21,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983537,40159,Valid,H4,197.2,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983539,40161,Valid,H4,3.25,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983540,40162,Valid,H4,91.7,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983541,40163,Valid,H5,60.63,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983543,40165,Valid,H6,11.25,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983544,40166,Valid,H5,6.87,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983545,40167,Valid,H5,9.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983548,40170,Valid,H5,15.92,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983551,40173,Valid,H/L6,6.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983552,40174,Valid,L6,9.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983555,40177,Valid,H6,7.1,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983556,40178,Valid,H5,4.06,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983557,40179,Valid,H6,89.13,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983558,40180,Valid,H6,5.19,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983559,40181,Valid,H5,4.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983561,40183,Valid,H5,25.88,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983562,40184,Valid,H5,24.26,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983563,40185,Valid,H5,34.54,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983564,40186,Valid,LL6,5.01,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983565,40187,Valid,H5,6.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983567,40189,Valid,H6,4.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983569,40191,Valid,H5,190.5,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983572,40194,Valid,H5,8.19,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983573,40195,Valid,H4,10.71,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983574,40196,Valid,H5,7.4,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983577,40199,Valid,H3,3.47,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983578,40200,Valid,H3,9.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983579,40201,Valid,H4,11.08,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983580,40202,Valid,L6,31.25,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983581,40203,Valid,L6,29.28,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983583,40205,Valid,H5,4.5,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983584,40206,Valid,L6,11.39,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983585,40207,Valid,L5,41.83,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983586,40208,Valid,L6,3.47,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983587,40209,Valid,H6,20.38,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983588,40210,Valid,H6,13.88,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983589,40211,Valid,CO3,35.16,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983591,40213,Valid,LL4,12.46,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983592,40214,Valid,H4,76.83,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983593,40215,Valid,L5,26.34,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983594,40216,Valid,LL-melt breccia,5.82,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983595,40217,Valid,L-melt breccia,8.39,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983596,40218,Valid,H5,29.98,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983597,40219,Valid,H5,30.86,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983598,40220,Valid,L5/6,8.81,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983599,40221,Valid,H5,57.28,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983600,40222,Valid,H5,26.33,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983601,40223,Valid,H6,43.17,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983602,40224,Valid,H6,11.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983603,40225,Valid,H6,14.18,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983604,40226,Valid,H4,12.38,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983606,40228,Valid,H4,86.63,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983607,40229,Valid,H4,12.24,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983608,40230,Valid,H4,10.13,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983609,40231,Valid,LL-melt breccia,7.34,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983610,40232,Valid,L6,11.54,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983611,40233,Valid,H4,41.42,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983612,40234,Valid,H4,12.33,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983618,40240,Valid,H6,4.76,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983619,40241,Valid,H6,12.09,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983620,40242,Valid,L6,141.5,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983621,40243,Valid,H6,9.05,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983622,40244,Valid,H5,8.54,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983623,40245,Valid,H5,9.92,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983624,40246,Valid,H6,13.32,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983626,40248,Valid,L6,15.69,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983627,40249,Valid,H5,10.8,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983628,40250,Valid,H6,21.91,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983629,40251,Valid,H/L6,4.46,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983630,40252,Valid,H6,22.77,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983632,40254,Valid,LL-melt breccia,3.34,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983634,40256,Valid,LL-melt breccia,14.69,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983635,40257,Valid,LL-melt breccia,11.67,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983636,40258,Valid,LL-melt breccia,8.99,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983637,40259,Valid,LL-melt breccia,6.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983638,40260,Valid,LL-melt breccia,41.52,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983639,40261,Valid,LL-melt breccia,8.59,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983640,40262,Valid,LL-melt breccia,8.44,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983642,40264,Valid,LL-melt breccia,7.5,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983643,40265,Valid,LL-melt breccia,4.61,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983644,40266,Valid,H5,14.95,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983645,40267,Valid,H5,164.9,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983646,40268,Valid,H6,7.27,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983647,40269,Valid,H4,15.06,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983648,40270,Valid,H5,12.57,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983649,40271,Valid,L6,94.35,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983650,40272,Valid,H4,3.35,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983651,40273,Valid,H6,7.13,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983652,40274,Valid,H6,17.32,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983653,40275,Valid,H6,8.88,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983654,40276,Valid,L6,14.01,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983655,40277,Valid,H5,4.65,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983658,40280,Valid,LL6,7.21,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983659,40281,Valid,H4,29.79,Found,1998,0,0,"(0.0, 0.0)"
Yamato 983660,40282,Valid,H4,28.88,Found,1998,0,0,"(0.0, 0.0)"
