volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
261131,Sarik-Gajah,Pyroclastic cone(s),Unknown,Indonesia,Indonesia,Sumatra,0.074,100.189,737,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,5188,21465,247754,2951369
290240,Sarychev Peak,Stratovolcano,2019,Russia,Kuril Islands,Kuril Islands,48.092,153.2,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,17,143,143,148
290080,Sashiusudake [Baransky],Stratovolcano,1951,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.1,148.019,1125,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,4061,6487
390090,Saunders,Stratovolcano,2020,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.8,-26.483,843,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
244040,Savai'i,Shield,1911,Samoa,New Zealand to Fiji,Samoan and Wallis Islands,-13.612,-172.525,1858,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,59,34215,188465
255070,Savo,Stratovolcano,1847,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.13,159.82,485,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,3200,3200,6251,174571
231160,"Sawad, Harra Es-",Volcanic field,1253,Yemen,Middle East and Indian Ocean,Middle East (southern),13.58,46.12,1737,Intraplate / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,74598,74598,74598,850297
390050,Seal Nunataks Group,Pyroclastic cone(s),Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-65.03,-60.05,368,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,0,0,0,0
311180,Seguam,Stratovolcano(es),1993,United States,Alaska,Aleutian Islands,52.315,-172.51,1054,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Rhyolite, , , , ,0,0,0,0
261260,Sekincau Belirang,Caldera(s),Unknown,Indonesia,Indonesia,Sumatra,-5.107,104.317,1717,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,176,2238,18911,2336471
263300,Semeru,Stratovolcano,2020,Indonesia,Indonesia,Java,-8.108,112.922,3657,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,2686,8375,1022197,20098931
311060,Semisopochnoi,Stratovolcano,2020,United States,Alaska,Aleutian Islands,51.93,179.58,1221,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,0,0,0,0
341092,Serdan-Oriental,Tuff cone(s),Unknown,Mexico,México and Central America,Mexico,19.27,-97.47,3485,Subduction zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Andesite / Basaltic Andesite,Dacite, , ,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , ,93158,93158,211350,7672879
265070,Serua,Stratovolcano,1921,Indonesia,Indonesia,Banda Sea,-6.312,130.017,608,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,58,58,58,258
382080,Sete Cidades,Stratovolcano,1880,Portugal,Atlantic Ocean,Azores,37.87,-25.78,856,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,3515,10365,102848,127154
261020,Seulawah Agam,Stratovolcano,1839,Indonesia,Indonesia,Sumatra,5.448,95.658,1810,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,226,10555,306345,1565392
300700,Severny,Shield,-1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.28,160.87,1936,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,4,3152
323010,Shasta,Stratovolcano,1250,United States,Canada and Western USA,USA (California),41.409,-122.193,4317,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,35,19785,265016
300270,Sheveluch,Stratovolcano,2020,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.36,3283,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,1718,11613
283121,Shiga,Shield(s),Unknown,Japan,"Japan, Taiwan, Marianas",Honshu,36.688,138.519,2041,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,2474,9610,449713,5784413
285040,Shikotsu,Caldera,1979,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.688,141.38,1320,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,130474,130474,316816,3096376
285090,Shiretoko-Iozan,Stratovolcano,1936,Japan,"Japan, Taiwan, Marianas",Hokkaido,44.133,145.161,1562,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,6,1516,7890,209060
311360,Shishaldin,Stratovolcano,2020,United States,Alaska,Aleutian Islands,54.756,-163.97,2857,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Trachyte / Trachydacite,Rhyolite, , ,0,0,10,197
261110,Sibualbuali,Stratovolcano,Unknown,Indonesia,Indonesia,Sumatra,1.556,99.255,1819,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Rhyolite,Andesite / Basaltic Andesite, , ,Basalt / Picro-Basalt, , , , ,2249,10838,404339,2481584
222052,Silali,Shield,-5050,Kenya,Africa and Red Sea,Africa (eastern),1.15,36.23,1528,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , ,Trachybasalt / Tephrite Basanite, , , , ,157,784,18705,917921
272040,Silay,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Central Philippines,10.77,123.23,1510,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , ,310,11499,1167963,9522729
320160,Silverthrone,Caldera,Unknown,Canada,Canada and Western USA,Canada,51.43,-126.3,3160,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,7,7,67,1278
255050,Simbo,Stratovolcano(es),1910,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-8.292,156.52,335,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,210,240,833,27923
261080,Sinabung,Stratovolcano,2019,Indonesia,Indonesia,Sumatra,3.17,98.392,2460,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,997,13801,163630,7646863
261070,Singkut,Caldera(s),1881,Indonesia,Indonesia,Sumatra,3.248,98.501,2181,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,11833,21448,228453,7958409
343002,"Singuil, Cerro",Pyroclastic cone(s),Unknown,El Salvador,México and Central America,El Salvador and Honduras,14.054,-89.631,926,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,25874,156926,883616,6672302
390025,Siple,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-73.43,-126.67,3110,Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
264270,Sirung,Complex,2015,Indonesia,Indonesia,Lesser Sunda Islands,-8.508,124.13,862,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,5966,19334,69744,418756
263180,Slamet,Stratovolcano,2014,Indonesia,Indonesia,Java,-7.242,109.208,3428,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,856,13401,2904026,20217467
300660,Snezhniy,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.02,160.8,2169,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , ,0,0,10,1844
341021,Socorro,Shield,1994,Mexico,México and Central America,Mexico,18.78,-110.95,1050,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Rhyolite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , ,0,0,0,0
326010,Soda Lakes,Maar(s),Unknown,United States,Canada and Western USA,USA (Nevada),39.53,-118.87,1251,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,1616,11149,25655,557259
357111,Sollipulli,Caldera,1240,Chile,South America,Central Chile and Argentina,-38.97,-71.52,2282,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,2971,2971,8904,510741
266030,Soputan,Stratovolcano,2020,Indonesia,Indonesia,Sulawesi,1.112,124.737,1785,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,4724,69991,501336,1696768
261120,Sorikmarapi,Stratovolcano,1986,Indonesia,Indonesia,Sumatra,0.686,99.539,2145,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,203,1469,90257,1831957
360060,Soufriere Guadeloupe,Stratovolcano,1977,France,West Indies,West Indies,16.044,-61.664,1467,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,8839,71345,256899,482449
360050,Soufriere Hills,Stratovolcano,2013,United Kingdom,West Indies,West Indies,16.72,-62.18,915,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,3006,9401,9458,448929
360150,Soufriere St. Vincent,Stratovolcano,1979,Saint Vincent and the Grenadines,West Indies,West Indies,13.33,-61.18,1220,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1491,15327,103882,291476
390070,Southern Thule,Stratovolcano(es),1975,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-59.442,-27.225,1075,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,0,0
320070,Spectrum Range,Shield,Unknown,Canada,Canada and Western USA,Canada,57.43,-130.68,2430,Intraplate / Continental crust (>25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , ,0,0,0,386
313040,Spurr,Stratovolcano,1992,United States,Alaska,Alaska (southwestern),61.299,-152.251,3374,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt,Rhyolite, , ,0,0,0,11097
250010,St. Andrew Strait,Complex,1957,Papua New Guinea,Melanesia and Australia,Admiralty Islands,-2.38,147.35,270,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , ,633,678,2870,47539
360170,St. Catherine,Stratovolcano,Unknown,Grenada,West Indies,West Indies,12.15,-61.67,840,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Dacite, , , , , , ,8561,41976,84210,93321
321050,St. Helens,Stratovolcano,2008,United States,Canada and Western USA,USA (Washington),46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,78,427,2221,2173101
314040,St. Michael,Shield(s),Unknown,United States,Alaska,Alaska (western),63.45,-162.12,715,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,662,662,662,2625
314010,St. Paul Island,Shield,-1280,United States,Alaska,Alaska (western),57.18,-170.3,203,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Rhyolite, , , , ,582,582,582,783
211040,Stromboli,Stratovolcano,2020,Italy,Mediterranean and Western Asia,Italy,38.789,15.213,924,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , , ,2225,2225,3894,1347563
342160,Suchitan,Stratovolcano(es),Unknown,Guatemala,México and Central America,Guatemala,14.4,-89.78,2042,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,4149,49376,421074,8257118
252090,Sulu Range,Stratovolcano(es),Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-5.5,150.942,610,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,298,1543,15051,135039
352040,Sumaco,Stratovolcano,1895,Ecuador,South America,Ecuador,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , , , , , , ,39,324,8384,679867
261180,Sumbing,Stratovolcano,1921,Indonesia,Indonesia,Sumatra,-2.414,101.728,2507,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,3,304,49583,1209448
263220,Sumbing,Stratovolcano,1730,Indonesia,Indonesia,Java,-7.384,110.07,3371,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,15294,310361,2425607,25707858
284080,Sumisujima,Submarine,1916,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite,Basalt / Picro-Basalt,Rhyolite, , ,Andesite / Basaltic Andesite, , , , ,0,0,0,0
263210,Sundoro,Stratovolcano,1971,Indonesia,Indonesia,Java,-7.3,109.992,3136,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,52462,496751,2086299,24996512
257010,Suretamatai,Complex,1966,Vanuatu,Melanesia and Australia,Vanuatu,-13.8,167.47,921,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,68,3509,5555,9242
222110,Suswa,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-1.151,36.357,2356,Rift zone / Continental crust (>25 km),Evidence Credible,Phonolite,Trachyte / Trachydacite, , , ,Trachybasalt / Tephrite Basanite, , , , ,474,4041,105232,6914644
282030,Suwanosejima,Stratovolcano(es),2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.638,129.714,796,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,107,107,325,1966
273070,Taal,Caldera,2020,Philippines,Philippines and SE Asia,Luzon,14.002,120.993,311,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , ,717090,717090,2380326,24814047
355011,Taapaca,Complex,-320,Chile,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,3,87,1994,505369
343072,Taburete,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.435,-88.532,1172,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,11815,71829,581517,5543122
341130,Tacana,Stratovolcano,1986,Mexico-Guatemala,México and Central America,Mexico,15.132,-92.109,4064,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Dacite,Basalt / Picro-Basalt, , , ,3032,20932,598594,4523701
355010,Tacora,Stratovolcano(es),Unknown,Chile-Peru,South America,"Northern Chile, Bolivia and Argentina",-17.72,-69.77,5980,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , ,7,539,8757,411691
243120,Tafu-Maka,Submarine,2008,Tonga,New Zealand to Fiji,Tonga Islands,-15.37,-174.23,-1400,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,1755
342141,Tahual,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.43,-89.9,1716,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,10052,49010,449894,7570087
221010,"Tair, Jebel at",Stratovolcano,2008,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.55,41.83,244,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,14493
285060,Taisetsuzan,Stratovolcano(es),1739,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.664,142.854,2291,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,19,119,16391,1304267
283143,Takaharayama,Stratovolcano,-4570,Japan,"Japan, Taiwan, Marianas",Honshu,36.9,139.777,1795,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,303,4572,381490,8750106
390027,Takahe,Shield,-5550,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.28,-112.08,3460,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , , , , , , , ,0,0,0,0
263150,Talagabodas,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.208,108.07,2201,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,7953,68266,2388005,24525517
261130,Talakmau,Complex,Unknown,Indonesia,Indonesia,Sumatra,0.079,99.98,2919,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,75,3261,352639,2728121
261160,Talang,Stratovolcano,2007,Indonesia,Indonesia,Sumatra,-0.979,100.681,2575,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,1593,18512,214975,3283153
264040,Tambora,Stratovolcano,1967,Indonesia,Indonesia,Lesser Sunda Islands,-8.25,118,2850,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,4156,11331,89006,1036033
311080,Tanaga,Stratovolcano(es),1914,United States,Alaska,Aleutian Islands,51.885,-178.146,1806,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,0,0,0,0
261150,Tandikat-Singgalang,Stratovolcano(es),1924,Indonesia,Indonesia,Sumatra,-0.39,100.331,2854,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,130,38799,604282,4022932
266130,Tangkoko-Duasudara,Stratovolcano,1880,Indonesia,Indonesia,Sulawesi,1.518,125.185,1334,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,445,57792,135761,1227998
263090,Tangkuban Parahu,Stratovolcano,2019,Indonesia,Indonesia,Java,-6.77,107.6,2084,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,100608,518822,5729309,32855731
290310,Tao-Rusyr Caldera,Stratovolcano,1952,Russia,Kuril Islands,Kuril Islands,49.35,154.7,1325,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,73,83,394
268001,Tarakan,Pyroclastic cone(s),Unknown,Indonesia,Indonesia,Halmahera,1.83,127.83,318,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,18056,23570,85055,360761
241030,Taranaki,Stratovolcano,1800,New Zealand,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,200,230,77381,104499
303010,Taryatu-Chulutu,Volcanic field,-2980,Mongolia,Kamchatka and Mainland Asia,Mongolia,48.133,99.95,2326,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , ,5602,5602,5602,29050
281032,Tatun Volcanic Group,Lava dome(s),648,Taiwan,"Japan, Taiwan, Marianas",Taiwan,25.178,121.553,1120,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,5084149,5084149,6735396,9862061
244001,Ta'u,Shield,Unknown,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,95,1154,1538,1538
241070,Taupo,Caldera,260,New Zealand,New Zealand to Fiji,New Zealand,-38.82,176,760,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,21456,21456,26674,161966
245010,Taveuni,Shield,1550,Fiji,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1241,Subduction zone / Crustal thickness unknown,Eruption Dated,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,692,3220,19186,146131
343080,Tecapa,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.494,-88.502,1593,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,37337,80502,590144,5599535
342120,Tecuamburro,Stratovolcano,-960,Guatemala,México and Central America,Guatemala,14.156,-90.407,1845,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,1939,29560,313834,6874746
344040,Telica,Stratovolcano(es),2018,Nicaragua,México and Central America,Nicaragua,12.606,-86.84,1036,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,1079,21990,327294,2982538
263231,Telomoyo,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.362,110.4,1864,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,38661,166844,2794587,25617237
261050,"Telong, Bur ni",Stratovolcano,1937,Indonesia,Indonesia,Sumatra,4.769,96.821,2617,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,1342,25733,125812,1631846
213030,Tenduruk Dagi,Shield,1855,Turkey,Mediterranean and Western Asia,Turkey,39.356,43.874,3514,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Phonolite,Phono-tephrite /  Tephri-phonolite, , , , , ,550,5060,173581,1938900
383030,Tenerife,Stratovolcano,1909,Spain,Atlantic Ocean,Canary Islands,28.271,-16.641,3715,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Phonolite,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , ,0,156,337660,766276
275110,Tengchong,Pyroclastic cone(s),-5750,China,Philippines and SE Asia,Southeast Asia,25.23,98.5,2865,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,153375,153375,419814,2932117
263310,Tengger Caldera,Stratovolcano(es),2019,Indonesia,Indonesia,Java,-7.942,112.95,2329,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,27826,69451,1420878,22628278
345031,Tenorio,Stratovolcano(es),Unknown,Costa Rica,México and Central America,Costa Rica,10.673,-85.015,1916,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,436,11670,92344,943351
221292,Tepi,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.42,35.43,2728,Intraplate / Continental crust (>25 km),Unrest / Holocene,Basalt / Picro-Basalt, , , , , , , , , ,63395,63395,207121,1629787
382050,Terceira,Stratovolcano(es),2000,Portugal,Atlantic Ocean,Azores,38.73,-27.32,1023,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Rhyolite, , , ,2928,12299,55425,81512
373090,Theistareykir,Shield,-900,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.833,-17.166,540,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,36,3711,25779
