volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
323120,Mono-Inyo Craters,20665,Confirmed Eruption,Central Mono Craters,NA,-700,0,0,Hydration Rind,NA,NA,NA,37.804,-119.029
321030,Rainier,20485,Confirmed Eruption,NA,NA,-700,0,0,Tephrochronology,NA,NA,NA,46.853,-121.76
300240,Tolbachik,19276,Confirmed Eruption,SW flank (Buraya),NA,-700,0,0,Tephrochronology,NA,NA,NA,55.832,160.326
300070,Gorely,19004,Confirmed Eruption,NA,0,-700,0,0,Tephrochronology,NA,NA,NA,52.559,158.03
283150,Nasudake,17873,Confirmed Eruption,Chausu-dake,3,-700,0,0,Radiocarbon (corrected),NA,NA,NA,37.125,139.963
283090,Niigata-Yakeyama,17534,Confirmed Eruption,NA,3,-700,0,0,Radiocarbon (corrected),NA,NA,NA,36.921,138.036
354005,Huambo,11741,Confirmed Eruption,Cerro Keyocc,NA,-700,0,0,Radiocarbon (uncorrected),NA,NA,NA,-15.83,-72.13
372030,Katla,12643,Confirmed Eruption,NA,NA,-700,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
390030,Deception Island,13172,Confirmed Eruption,NA,NA,-700,0,0,Radiocarbon (uncorrected),NA,NA,NA,-63.001,-60.652
332040,Hualalai,10243,Confirmed Eruption,North rift zone (700 m ENE of Hainoa),0,-720,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.692,-155.87
360120,Pelee,12285,Confirmed Eruption,NA,NA,-730,0,0,Radiocarbon (uncorrected),NA,NA,NA,14.809,-61.165
351012,"Bravo, Cerro",11261,Confirmed Eruption,NA,4,-730,0,0,Radiocarbon (uncorrected),NA,NA,NA,5.091,-75.293
211060,Etna,13496,Uncertain Eruption,NA,NA,-735,0,0,NA,NA,NA,NA,37.748,14.999
214090,Porak,13916,Uncertain Eruption,NA,NA,-740,0,0,NA,NA,NA,NA,40.028,45.74
372030,Katla,12642,Confirmed Eruption,NA,NA,-740,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
360150,Soufriere St. Vincent,12440,Confirmed Eruption,NA,NA,-750,0,0,Radiocarbon (uncorrected),NA,NA,NA,13.33,-61.18
390030,Deception Island,13171,Confirmed Eruption,NA,NA,-750,0,0,Radiocarbon (uncorrected),NA,NA,NA,-63.001,-60.652
382080,Sete Cidades,13010,Confirmed Eruption,SE flank (Eguas),NA,-750,0,0,Radiocarbon (uncorrected),NA,NA,NA,37.87,-25.78
372070,Hekla,12720,Confirmed Eruption,"NE flank, Vatnafjöll (Langviuhraun)",NA,-750,0,0,Tephrochronology,NA,NA,NA,63.983,-19.666
214020,Kazbek,13544,Confirmed Eruption,NA,NA,-750,0,0,Tephrochronology,NA,NA,NA,42.7,44.5
341110,San Martin,10585,Confirmed Eruption,NA,NA,-750,0,0,Radiocarbon (uncorrected),NA,NA,NA,18.57,-95.2
320060,Edziza,20428,Confirmed Eruption,NA,NA,-750,0,0,Tephrochronology,NA,NA,NA,57.72,-130.63
283010,Izu-Tobu,17377,Confirmed Eruption,"Iwano-yama, Iyuzan, and other vents",3,-750,0,0,Tephrochronology,NA,NA,NA,34.9,139.098
283100,Myokosan,17668,Confirmed Eruption,NA,NA,-750,0,0,Tephrochronology,NA,NA,NA,36.891,138.114
283271,Towada,18098,Confirmed Eruption,Nakanoumi,4,-750,0,0,Radiocarbon (corrected),NA,NA,NA,40.51,140.88
284030,Kozushima,18251,Confirmed Eruption,"N tip of island (Anano-yama, Hanatabe)",NA,-750,0,0,Hydration Rind,NA,NA,NA,34.219,139.153
300240,Tolbachik,19275,Confirmed Eruption,"SW flank (Tsepochka, Malishi)",NA,-750,0,0,Tephrochronology,NA,NA,NA,55.832,160.326
345040,Poas,11141,Confirmed Eruption,North flank (Bosque Alegre),NA,-760,0,0,Radiocarbon (corrected),NA,NA,NA,10.2,-84.233
344120,Concepcion,11045,Confirmed Eruption,"East flank (Las Pilas, Sintiope)",4,-770,0,0,Radiocarbon (uncorrected),NA,NA,NA,11.538,-85.622
313030,Redoubt,20332,Confirmed Eruption,NA,NA,-770,0,0,Varve Count,NA,NA,NA,60.485,-152.742
214090,Porak,13915,Confirmed Eruption,SW flank,NA,-778,0,0,Anthropology,NA,NA,NA,40.028,45.74
300270,Sheveluch,19535,Confirmed Eruption,NA,4,-780,0,0,Radiocarbon (corrected),NA,NA,NA,56.653,161.36
341100,"Orizaba, Pico de",10567,Confirmed Eruption,NA,3,-780,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.03,-97.27
283030,Fujisan,17414,Confirmed Eruption,NA,NA,-780,0,0,Radiocarbon (corrected),NA,NA,NA,35.361,138.728
372030,Katla,12641,Confirmed Eruption,NA,NA,-780,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
213020,Nemrut Dagi,13331,Confirmed Eruption,NA,NA,-787,0,0,Varve Count,NA,NA,NA,38.654,42.229
313030,Redoubt,20331,Confirmed Eruption,NA,NA,-790,0,0,Varve Count,NA,NA,NA,60.485,-152.742
358057,"Hudson, Cerro",12292,Confirmed Eruption,NA,NA,-790,0,0,Radiocarbon (corrected),NA,NA,NA,-45.9,-72.97
358070,"Burney, Monte",12327,Confirmed Eruption,NA,NA,-800,0,0,Tephrochronology,NA,NA,NA,-52.33,-73.4
344090,Momotombo,10984,Confirmed Eruption,NA,4,-800,0,0,Radiocarbon (uncorrected),NA,NA,NA,12.423,-86.539
390030,Deception Island,13170,Confirmed Eruption,NA,NA,-800,0,0,Radiocarbon (uncorrected),NA,NA,NA,-63.001,-60.652
312140,Martin,20208,Confirmed Eruption,NA,NA,-800,0,0,Radiocarbon (uncorrected),NA,NA,NA,58.172,-155.361
312100,Yantarni,20195,Confirmed Eruption,NA,5,-800,0,0,Tephrochronology,NA,NA,NA,57.019,-157.185
300512,Terpuk,19609,Confirmed Eruption,NA,NA,-800,0,0,Radiocarbon (uncorrected),NA,NA,NA,57.2,159.83
321050,St. Helens,20528,Confirmed Eruption,NA,NA,-800,0,0,Radiocarbon (corrected),NA,NA,NA,46.2,-122.18
322060,Belknap,20587,Confirmed Eruption,South Belknap and Twin Craters,2,-800,0,0,Radiocarbon (corrected),NA,NA,NA,44.285,-121.841
322070,Three Sisters,20590,Confirmed Eruption,North of North Sister (Yapoah Cone),2,-800,0,0,Tephrochronology,NA,NA,NA,44.133,-121.767
332010,Kilauea,20741,Confirmed Eruption,NA,0,-800,0,0,Radiocarbon (corrected),NA,NA,NA,19.421,-155.287
283200,Naruko,17993,Confirmed Eruption,NA,NA,-800,0,0,Radiocarbon (corrected),NA,NA,NA,38.729,140.734
300240,Tolbachik,19274,Confirmed Eruption,"SW flank (Serga, Starichky)",NA,-800,0,0,Tephrochronology,NA,NA,NA,55.832,160.326
300124,Zavaritsky,19121,Confirmed Eruption,14 km WNW of Zavaritsky,2,-800,0,0,Tephrochronology,NA,NA,NA,53.905,158.385
285070,Akan,18674,Confirmed Eruption,Me-Akan (Ponmachineshiri),NA,-800,0,0,Radiocarbon (uncorrected),NA,NA,NA,43.384,144.013
285010,Oshima-Oshima,18553,Confirmed Eruption,Nishi-yama,NA,-800,0,0,Radiocarbon (uncorrected),NA,NA,NA,41.51,139.367
241070,Taupo,14551,Confirmed Eruption,Ouaha Hills,2,-800,0,0,Tephrochronology,NA,NA,NA,-38.82,176
360060,Soufriere Guadeloupe,12354,Confirmed Eruption,Morne Amic ?,3,-820,0,0,Radiocarbon (corrected),NA,NA,NA,16.044,-61.664
358052,Melimoyu,12278,Confirmed Eruption,NA,NA,-820,0,0,Radiocarbon (uncorrected),NA,NA,NA,-44.08,-72.88
345033,Arenal,11118,Confirmed Eruption,NA,0,-830,0,0,Tephrochronology,NA,NA,NA,10.463,-84.703
345070,Turrialba,11236,Confirmed Eruption,NA,NA,-830,0,0,Radiocarbon (corrected),NA,NA,NA,10.025,-83.767
263310,Tengger Caldera,16009,Confirmed Eruption,Sandsea caldera,4,-830,0,0,Radiocarbon (uncorrected),NA,NA,NA,-7.942,112.95
321050,St. Helens,20527,Confirmed Eruption,NA,NA,-830,0,0,Radiocarbon (uncorrected),NA,NA,NA,46.2,-122.18
313030,Redoubt,20347,Confirmed Eruption,NA,NA,-830,0,0,Varve Count,NA,NA,NA,60.485,-152.742
321020,Glacier Peak,20470,Confirmed Eruption,NA,NA,-850,0,0,Radiocarbon (uncorrected),NA,NA,NA,48.112,-121.113
323010,Shasta,20630,Confirmed Eruption,NA,NA,-850,0,0,Radiocarbon (uncorrected),NA,NA,NA,41.409,-122.193
284120,Ioto,18402,Confirmed Eruption,Motoyama,NA,-850,0,0,Radiocarbon (corrected),NA,NA,NA,24.751,141.289
300124,Zavaritsky,19120,Confirmed Eruption,Mt. Peschanaya and adjacent cones,4,-850,0,0,Radiocarbon (uncorrected),NA,NA,NA,53.905,158.385
300140,Maly Semyachik,19204,Confirmed Eruption,Ceno-Semiachik,NA,-850,0,0,Radiocarbon (corrected),NA,NA,NA,54.135,159.674
300130,Karymsky,19148,Confirmed Eruption,NA,3,-850,0,0,Radiocarbon (corrected),NA,NA,NA,54.049,159.443
300190,Krasheninnikov,19236,Confirmed Eruption,Northern cone and southern cone flank,NA,-850,0,0,Radiocarbon (corrected),NA,NA,NA,54.596,160.27
283070,Yakedake,17489,Confirmed Eruption,NA,NA,-850,0,0,Tephrochronology,NA,NA,NA,36.227,137.587
351021,Santa Isabel,11269,Confirmed Eruption,NA,NA,-850,0,0,Radiocarbon (corrected),NA,NA,NA,4.818,-75.365
351020,"Ruiz, Nevado del",11272,Confirmed Eruption,Arenas Crater,4,-850,0,0,Tephrochronology,NA,NA,NA,4.892,-75.324
372030,Katla,12640,Confirmed Eruption,NA,4,-850,0,0,Radiocarbon (corrected),NA,NA,NA,63.633,-19.083
372070,Hekla,12719,Confirmed Eruption,"NE flank (Raudkembingahraun), Vatnafjöll",NA,-850,0,0,Tephrochronology,NA,NA,NA,63.983,-19.666
382081,Picos Volcanic System,13002,Confirmed Eruption,North-central part (Aflitos),NA,-850,0,0,Radiocarbon (uncorrected),NA,NA,NA,37.78,-25.67
372030,Katla,12639,Confirmed Eruption,NA,NA,-860,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
313030,Redoubt,20346,Confirmed Eruption,NA,NA,-870,0,0,Varve Count,NA,NA,NA,60.485,-152.742
251030,Karkar,14937,Confirmed Eruption,NA,NA,-870,0,0,Radiocarbon (uncorrected),NA,NA,NA,-4.649,145.964
211020,Vesuvius,10047,Confirmed Eruption,NA,4,-880,0,0,Radiocarbon (corrected),NA,NA,NA,40.821,14.426
360120,Pelee,12406,Confirmed Eruption,NA,NA,-890,0,0,Radiocarbon (corrected),NA,NA,NA,14.809,-61.165
373090,Theistareykir,12956,Confirmed Eruption,Storihver (Theistareykjahraun),0,-900,0,0,Tephrochronology,NA,NA,NA,65.833,-17.166
282043,Kuchinoshima,16949,Confirmed Eruption,NA,NA,-900,0,0,Radiocarbon (uncorrected),NA,NA,NA,29.968,129.926
300270,Sheveluch,17666,Confirmed Eruption,NA,3,-900,0,0,Tephrochronology,NA,NA,NA,56.653,161.36
283080,Midagahara,17527,Confirmed Eruption,Jigoku-dani,NA,-900,0,0,Tephrochronology,NA,NA,NA,36.571,137.59
284010,Izu-Oshima,18157,Confirmed Eruption,SE flank,2,-900,0,0,Radiocarbon (corrected),NA,NA,NA,34.724,139.394
383040,Gran Canaria,13118,Confirmed Eruption,Jabalobos,NA,-920,0,0,Radiocarbon (corrected),NA,NA,NA,28,-15.58
372030,Katla,12638,Confirmed Eruption,NA,NA,-920,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
357111,Sollipulli,12017,Confirmed Eruption,SW caldera rim (Alpehué crater),5,-920,0,0,Radiocarbon (uncorrected),NA,NA,NA,-38.97,-71.52
351090,Azufral,11385,Confirmed Eruption,NA,4,-930,0,0,Radiocarbon (uncorrected),NA,NA,NA,1.08,-77.68
283030,Fujisan,17413,Confirmed Eruption,Upper SE flank,5,-930,0,0,Radiocarbon (uncorrected),NA,NA,NA,35.361,138.728
300053,Khodutka,18922,Confirmed Eruption,WNW flank (Khodutkinsky maar),5,-930,0,0,Radiocarbon (corrected),NA,NA,NA,52.062,157.711
211030,Ischia,13372,Confirmed Eruption,SE of Selva del Napolitano,NA,-930,0,0,Radiocarbon (corrected),NA,NA,NA,40.73,13.897
354004,Andahua-Orcopampa,11738,Confirmed Eruption,Cerro Maurus I,NA,-940,0,0,Radiocarbon (uncorrected),NA,NA,NA,-15.42,-72.33
382050,Terceira,19951,Confirmed Eruption,Santa Barbara NW flank (Lagoinha dome),NA,-940,0,0,Radiocarbon (uncorrected),NA,NA,NA,38.73,-27.32
382001,Flores,12984,Confirmed Eruption,Caldeira Comprida,NA,-950,0,0,Radiocarbon (uncorrected),NA,NA,NA,39.462,-31.216
383020,Hierro,13060,Confirmed Eruption,East flank (Soliman),NA,-950,0,0,Radiocarbon (uncorrected),NA,NA,NA,27.73,-18.03
360101,"Watt, Morne",12371,Confirmed Eruption,NE of Watt Mtn (Valley of Desolation),NA,-950,0,0,Radiocarbon (uncorrected),NA,NA,NA,15.307,-61.305
352003,Cuicocha,11393,Confirmed Eruption,NA,NA,-950,0,0,Radiocarbon (uncorrected),NA,NA,NA,0.308,-78.364
353060,"Azul, Cerro",11714,Confirmed Eruption,NA,0,-950,0,0,Surface Exposure,NA,NA,NA,-0.92,-91.408
211050,Vulcano,13441,Confirmed Eruption,Fossa,0,-950,0,0,Uranium-series,NA,NA,NA,38.404,14.962
300125,Akademia Nauk,19124,Confirmed Eruption,North of Karymsky Lake,NA,-950,0,0,Radiocarbon (corrected),NA,NA,NA,53.98,159.45
284040,Miyakejima,17585,Confirmed Eruption,"Hatchodaira caldera, S flank (Furumio maar)",4,-950,0,0,Tephrochronology,NA,NA,NA,34.094,139.526
283180,Azumayama,17921,Confirmed Eruption,Issaikyo,NA,-950,0,0,Radiocarbon (corrected),NA,NA,NA,37.735,140.244
300270,Sheveluch,17665,Confirmed Eruption,NA,5,-950,0,0,Radiocarbon (corrected),NA,NA,NA,56.653,161.36
332020,Mauna Loa,10147,Confirmed Eruption,Mokuaweoweo,0,-950,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.475,-155.608
322040,Sand Mountain Field,22204,Confirmed Eruption,NA,4,-950,NA,NA,Magnetism,NA,NA,NA,44.38,-121.93
342120,Tecuamburro,19888,Confirmed Eruption,NW flank (Ixpaco Crater),NA,-960,0,0,Radiocarbon (uncorrected),NA,NA,NA,14.156,-90.407
357153,Antillanca Volcanic Complex,12190,Confirmed Eruption,NA,5,-960,0,0,Radiocarbon (corrected),NA,NA,NA,-40.783,-72.15
360060,Soufriere Guadeloupe,12353,Confirmed Eruption,NA,NA,-980,0,0,Radiocarbon (corrected),NA,NA,NA,16.044,-61.664
357150,Puyehue-Cordon Caulle,12199,Confirmed Eruption,NA,NA,-990,0,0,Tephrochronology,NA,NA,NA,-40.59,-72.117
372030,Katla,12637,Confirmed Eruption,NA,NA,-990,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
282120,Kujusan,17359,Confirmed Eruption,Komekubo crater,4,-990,0,0,Radiocarbon (corrected),NA,NA,NA,33.086,131.249
300190,Krasheninnikov,19235,Confirmed Eruption,Northern cone,3,-1000,0,0,Radiocarbon (corrected),NA,NA,NA,54.596,160.27
323020,Medicine Lake,20642,Confirmed Eruption,SE flank,NA,-1000,0,0,Radiocarbon (corrected),NA,NA,NA,41.611,-121.554
305060,Changbaishan,19642,Uncertain Eruption,NA,NA,-1000,0,0,Anthropology,NA,NA,NA,41.98,128.08
370010,Snaefellsjokull,12477,Confirmed Eruption,NW flank (Raudhólar),2,-1000,0,0,Radiocarbon (uncorrected),NA,NA,NA,64.8,-23.783
352080,Tungurahua,11610,Confirmed Eruption,NA,5,-1010,0,0,Radiocarbon (uncorrected),NA,NA,NA,-1.467,-78.442
383040,Gran Canaria,13117,Confirmed Eruption,Pinos de Gáldar,NA,-1010,0,0,Radiocarbon (corrected),NA,NA,NA,28,-15.58
300270,Sheveluch,17664,Confirmed Eruption,NA,3,-1010,0,0,Tephrochronology,NA,NA,NA,56.653,161.36
321050,St. Helens,20526,Confirmed Eruption,NA,NA,-1010,0,0,Radiocarbon (corrected),NA,NA,NA,46.2,-122.18
300230,Kizimen,19259,Confirmed Eruption,NA,NA,-1010,0,0,Tephrochronology,NA,NA,NA,55.131,160.32
283030,Fujisan,17412,Confirmed Eruption,NA,NA,-1010,0,0,Radiocarbon (corrected),NA,NA,NA,35.361,138.728
241070,Taupo,14550,Confirmed Eruption,4 km NW of Te Kohaiakahu Point,4,-1010,0,0,Radiocarbon (corrected),NA,NA,NA,-38.82,176
263250,Merapi,15821,Confirmed Eruption,NA,NA,-1010,0,0,Radiocarbon (corrected),NA,NA,NA,-7.54,110.446
245010,Taveuni,14829,Confirmed Eruption,NA,2,-1020,0,0,Tephrochronology,NA,NA,NA,-16.82,-179.97
342060,Atitlan,10633,Confirmed Eruption,NA,NA,-1020,0,0,Radiocarbon (uncorrected),NA,NA,NA,14.583,-91.186
322060,Belknap,20586,Confirmed Eruption,Little Belknap,0,-1030,0,0,Radiocarbon (corrected),NA,NA,NA,44.285,-121.841
283030,Fujisan,17411,Confirmed Eruption,NW flank (Omuro-yama),4,-1030,0,0,Tephrochronology,NA,NA,NA,35.361,138.728
313030,Redoubt,20345,Confirmed Eruption,NA,NA,-1040,0,0,Varve Count,NA,NA,NA,60.485,-152.742
343050,San Salvador,10822,Discredited Eruption,NA,NA,-1040,0,0,NA,NA,NA,NA,13.734,-89.294
371040,Brennisteinsfjoll,19932,Confirmed Eruption,Eldborg at Brennisteinsfjöllum,2,-1040,0,0,Radiocarbon (uncorrected),NA,NA,NA,63.933,-21.783
344091,Apoyeque,10976,Confirmed Eruption,NA,4,-1050,0,0,Tephrochronology,NA,NA,NA,12.242,-86.342
352050,Cotopaxi,11522,Confirmed Eruption,NA,4,-1050,0,0,Tephrochronology,NA,NA,NA,-0.677,-78.436
351012,"Bravo, Cerro",11260,Confirmed Eruption,NA,4,-1050,0,0,Tephrochronology,NA,NA,NA,5.091,-75.293
383030,Tenerife,13089,Confirmed Eruption,NW rift zone (Montaña de Cascajo),NA,-1050,0,0,Tephrochronology,NA,NA,NA,28.271,-16.641
390013,"Pleiades, The",19967,Confirmed Eruption,NE of Mount Pleiones (Taygete Cone),NA,-1050,0,0,Potassium-Argon,NA,NA,NA,-72.67,165.5
313030,Redoubt,20344,Confirmed Eruption,NA,NA,-1050,0,0,Varve Count,NA,NA,NA,60.485,-152.742
315001,Buzzard Creek,20406,Confirmed Eruption,NA,2,-1050,0,0,Radiocarbon (uncorrected),NA,NA,NA,64.062,-148.433
311080,Tanaga,19690,Confirmed Eruption,Sajaka One,0,-1050,0,0,Ar/Ar,NA,NA,NA,51.885,-178.146
300260,Klyuchevskoy,19394,Confirmed Eruption,NA,NA,-1050,0,0,Tephrochronology,NA,NA,NA,56.056,160.642
333050,Adams Seamount,10310,Confirmed Eruption,NA,0,-1050,0,0,Potassium-Argon,NA,NA,NA,-25.37,-129.27
334050,Northern EPR at 9.8°N,10331,Confirmed Eruption,East Pacific Rise (9.5 deg N),0,-1050,0,0,Uranium-series,NA,NA,NA,9.83,-104.3
283020,Hakoneyama,17384,Confirmed Eruption,NE of Kamiyama,NA,-1050,0,0,Tephrochronology,NA,NA,NA,35.233,139.021
283220,Chokaisan,18003,Confirmed Eruption,West flank (Saruana crater),0,-1050,0,0,Tephrochronology,NA,NA,NA,39.099,140.049
283270,Iwakisan,18102,Confirmed Eruption,Summit and central lava dome,NA,-1050,0,0,Tephrochronology,NA,NA,NA,40.656,140.303
284010,Izu-Oshima,18156,Confirmed Eruption,NA,NA,-1050,0,0,Tephrochronology,NA,NA,NA,34.724,139.394
300190,Krasheninnikov,19234,Confirmed Eruption,Northern cone,NA,-1050,0,0,Radiocarbon (corrected),NA,NA,NA,54.596,160.27
300053,Khodutka,18921,Confirmed Eruption,NW flank of Priemysh volcano,4,-1050,0,0,Tephrochronology,NA,NA,NA,52.062,157.711
285011,Esan,18548,Confirmed Eruption,NW E-san,NA,-1050,0,0,Tephrochronology,NA,NA,NA,41.805,141.166
285032,Yoteizan,18585,Confirmed Eruption,NW flank (Hangetsu-ko),NA,-1050,0,0,Tephrochronology,NA,NA,NA,42.827,140.812
241070,Taupo,14549,Confirmed Eruption,5 km NE of Motutaiko Island,4,-1050,0,0,Radiocarbon (corrected),NA,NA,NA,-38.82,176
255030,Loloru,15145,Confirmed Eruption,NA,NA,-1050,0,0,Radiocarbon (uncorrected),NA,NA,NA,-6.52,155.62
256010,Tinakula,15186,Confirmed Eruption,NA,NA,-1050,0,0,Radiocarbon (uncorrected),NA,NA,NA,-10.386,165.804
211060,Etna,13495,Confirmed Eruption,South flank (Monte Salto del Cane),NA,-1050,0,0,Radiocarbon (uncorrected),NA,NA,NA,37.748,14.999
273083,Pinatubo,16865,Confirmed Eruption,NA,6,-1050,0,0,Radiocarbon (corrected),NA,NA,NA,15.13,120.35
282080,Aira,17044,Confirmed Eruption,NA,NA,-1050,0,0,Magnetism,NA,NA,NA,31.593,130.657
211080,Marsili,20978,Confirmed Eruption,NA,NA,-1050,NA,NA,Radiocarbon (corrected),NA,NA,NA,39.284,14.399
371030,Krysuvik,19922,Confirmed Eruption,Sandfellskofagigir,0,-1060,0,0,Radiocarbon (uncorrected),NA,NA,NA,63.883,-22.083
300552,Bliznetsy,19615,Confirmed Eruption,NA,1,-1060,0,0,Radiocarbon (uncorrected),NA,NA,NA,57.35,161.37
313030,Redoubt,20343,Confirmed Eruption,NA,NA,-1080,0,0,Tephrochronology,NA,NA,NA,60.485,-152.742
332040,Hualalai,10242,Confirmed Eruption,NA,0,-1080,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.692,-155.87
341130,Tacana,10615,Confirmed Eruption,NA,NA,-1080,0,0,Radiocarbon (corrected),NA,NA,NA,15.132,-92.109
211071,Pantelleria,13860,Confirmed Eruption,Hingeline vent system,NA,-1080,0,0,Radiocarbon (uncorrected),NA,NA,NA,36.77,12.02
357120,Villarrica,12096,Confirmed Eruption,NA,NA,-1080,0,0,Radiocarbon (uncorrected),NA,NA,NA,-39.42,-71.93
600000,Unknown Source,13288,Confirmed Eruption,"(GISP2, 129 ppb sulfate)",NA,-1084,0,0,Ice Core,NA,NA,NA,0,0
282060,Kikai,16984,Confirmed Eruption,Inamura-dake,2,-1090,0,0,Radiocarbon (uncorrected),NA,NA,NA,30.793,130.305
245010,Taveuni,14828,Confirmed Eruption,NA,2,-1100,0,0,Tephrochronology,NA,NA,NA,-16.82,-179.97
321050,St. Helens,20525,Confirmed Eruption,NA,NA,-1100,0,0,Radiocarbon (corrected),NA,NA,NA,46.2,-122.18
313030,Redoubt,20342,Confirmed Eruption,NA,NA,-1100,0,0,Varve Count,NA,NA,NA,60.485,-152.742
300130,Karymsky,19147,Confirmed Eruption,NA,NA,-1100,0,0,Radiocarbon (corrected),NA,NA,NA,54.049,159.443
284060,Aogashima,18304,Confirmed Eruption,NNW flank,NA,-1100,0,0,Tephrochronology,NA,NA,NA,32.458,139.759
372070,Hekla,12718,Confirmed Eruption,NA,5,-1100,0,0,Radiocarbon (corrected),NA,NA,NA,63.983,-19.666
355012,Parinacota,11812,Confirmed Eruption,South flank (lower Volcanes de Ajata),NA,-1100,0,0,Surface Exposure,NA,NA,NA,-18.166,-69.142
345070,Turrialba,11235,Confirmed Eruption,NA,NA,-1120,0,0,Tephrochronology,NA,NA,NA,10.025,-83.767
283120,Kusatsu-Shiranesan,17819,Confirmed Eruption,Moto-Shirane,4,-1120,0,0,Radiocarbon (uncorrected),NA,NA,NA,36.618,138.528
283110,Asamayama,17675,Confirmed Eruption,NA,NA,-1130,0,0,Tephrochronology,NA,NA,NA,36.406,138.523
323020,Medicine Lake,20641,Confirmed Eruption,Lower north flank (Black Crater),0,-1130,0,0,Radiocarbon (corrected),NA,NA,NA,41.611,-121.554
241030,Taranaki,14436,Confirmed Eruption,Fanthams Peak,NA,-1130,0,0,Tephrochronology,NA,NA,NA,-39.3,174.07
282050,Kuchinoerabujima,16957,Confirmed Eruption,Furudake,NA,-1140,0,0,Radiocarbon (corrected),NA,NA,NA,30.443,130.217
332060,Haleakala,10279,Confirmed Eruption,SW rift zone,NA,-1140,0,0,Radiocarbon (uncorrected),NA,NA,NA,20.708,-156.25
341040,Colima,10405,Confirmed Eruption,NA,NA,-1140,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.514,-103.62
341060,Michoacan-Guanajuato,20951,Confirmed Eruption,Cerro el Zoyate,NA,-1140,NA,NA,Radiocarbon (corrected),NA,NA,NA,19.85,-101.75
332040,Hualalai,10241,Confirmed Eruption,NW rift zone (0.7 km NW of Luamakami),0,-1150,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.692,-155.87
323010,Shasta,20629,Confirmed Eruption,NA,NA,-1150,0,0,Radiocarbon (uncorrected),NA,NA,NA,41.409,-122.193
313030,Redoubt,20341,Confirmed Eruption,NA,NA,-1150,0,0,Varve Count,NA,NA,NA,60.485,-152.742
311140,Koniuji,19748,Confirmed Eruption,NA,NA,-1150,0,0,Ar/Ar,NA,NA,NA,52.22,-175.13
283010,Izu-Tobu,17376,Confirmed Eruption,Kawagodaira,4,-1150,0,0,Radiocarbon (corrected),NA,NA,NA,34.9,139.098
284050,Hachijojima,18293,Confirmed Eruption,SE flank of Nishi-yama (Kanda-yama),NA,-1150,0,0,Tephrochronology,NA,NA,NA,33.137,139.766
283280,Hakkodasan,18131,Confirmed Eruption,O-dake,1,-1150,0,0,Radiocarbon (corrected),NA,NA,NA,40.659,140.877
283240,Iwatesan,17568,Confirmed Eruption,Nishi-Iwate,NA,-1150,0,0,Radiocarbon (uncorrected),NA,NA,NA,39.853,141.001
300190,Krasheninnikov,19233,Confirmed Eruption,Northern cone,NA,-1150,0,0,Radiocarbon (corrected),NA,NA,NA,54.596,160.27
282100,Unzendake,17171,Confirmed Eruption,Fugendake-Sancho,NA,-1150,0,0,Thermoluminescence,NA,NA,NA,32.761,130.299
244040,Savai'i,14806,Confirmed Eruption,NA,NA,-1150,0,0,Radiocarbon (corrected),NA,NA,NA,-13.612,-172.525
352003,Cuicocha,11392,Confirmed Eruption,NA,5,-1150,0,0,Radiocarbon (uncorrected),NA,NA,NA,0.308,-78.364
372070,Hekla,12717,Confirmed Eruption,Vatnafjöll (Hraunhalsshraun),NA,-1150,0,0,Tephrochronology,NA,NA,NA,63.983,-19.666
372050,Torfajokull,12685,Confirmed Eruption,N of caldera (Domadalshraun),NA,-1150,0,0,Tephrochronology,NA,NA,NA,63.892,-19.122
383030,Tenerife,13088,Confirmed Eruption,Teide SW flank (Los Gemelos),NA,-1150,0,0,Tephrochronology,NA,NA,NA,28.271,-16.641
600000,Unknown Source,13287,Confirmed Eruption,(Belfast tree-ring chronology),NA,-1150,0,0,Dendrochronology,NA,NA,NA,0,0
372030,Katla,12636,Confirmed Eruption,NA,NA,-1160,0,0,Tephrochronology,NA,NA,NA,63.633,-19.083
351080,Galeras,11345,Confirmed Eruption,NA,2,-1160,0,0,Radiocarbon (corrected),NA,NA,NA,1.22,-77.37
327120,Zuni-Bandera,20707,Confirmed Eruption,McCartys flow,0,-1170,0,0,Radiocarbon (corrected),NA,NA,NA,34.8,-108
341091,"Malinche, La",10502,Confirmed Eruption,NA,NA,-1170,0,0,Radiocarbon (uncorrected),NA,NA,NA,19.231,-98.032
341040,Colima,10404,Confirmed Eruption,NA,NA,-1170,0,0,Radiocarbon (corrected),NA,NA,NA,19.514,-103.62
