submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
42AA2k,25-34 years old,3,"At the office, At home, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,6,2,4,4,"Citrusy, fruity, plum",4,2,2,"chocolate, earthy, cola",4,1,1,"nutty, chocolate",2,5,4,"citrusy, acidic, fruity, lemon",Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,NA,Master's degree,Asian/Pacific Islander,NA,Employed full-time,None,No affiliation
DVAAYl,25-34 years old,1,"At the office, At home","Espresso, Other",Moka Pot,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Other",Cinnamon,NA,"Honey, Granulated Sugar",Chocolatey,NA,Medium,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g5YW51,18-24 years old,1,At home,"Pour over, Other",AeroPress,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,5,2,3,4,"Sour apple, grape",3,2,3,Chocolate,4,2,1,Chocolate,1,4,5,"Sweet berries, fruity",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",NA,Yes,Yes,$2-$4,$8-$10,Yes,$500-$1000,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
WADM8v,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other",Aeropress,NA,NA,Cappuccino,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,"Oat milk, Flavored coffee creamer, Whole milk","Stevia, Granulated Sugar, Artificial Sweeteners (e.g., Splenda)",Full Bodied,Very strong,Medium,Full caffeine,6,3,3,3,NA,3,3,3,NA,3,3,3,NA,3,3,3,NA,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAMbXp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Light,Full caffeine,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1rDDZO,25-34 years old,1,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,7,1,5,4,Good fruit and sweetness,3,2,3,A little milder than C - a bit more well rounded.,4,2,2,"i almost rated this higher than coffee B because its bitterness gave it more personality, but, after taking more drinks i think its harder to enjoy the cup after awhile. Covers my palate with bitter.",1,4,5,"Wonderful. i am biased - Black and white is a local roaster and where i buy most of my coffee. But it has acid, fruit, and a little funk. i love this.",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
qboJdg,25-34 years old,2,"At home, On the go",Pour over,NA,"National chain (e.g. Starbucks, Dunkin)",NA,Espresso,NA,No - just black,NA,NA,NA,Bright,Medium,Light,Full caffeine,6,1,4,4,NA,3,3,3,NA,4,3,2,NA,1,5,5,NA,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,NA,Yes,Yes,$6-$8,$10-$15,No,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
0E11K6,>65 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Regular drip coffee,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,Half and half,Raw Sugar (Turbinado),Sweet,Medium,Medium,Full caffeine,2,3,3,4,Smooth,3,2,4,NA,3,2,3,NA,4,4,1,Flavor not to our liking. Very acidic,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"I need the ritual, It tastes good",NA,Yes,Yes,$4-$6,$4-$6,Yes,$100-$300,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
pLRJ9y,35-44 years old,2,"At home, At a cafe, On the go","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",NA,"Local cafe, Specialty coffee shop",NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Sweet,Medium,Light,Full caffeine,6,3,4,4,"Round, toffee",4,2,3,"Mellow, smoky",3,3,5,"Smooth, caramel",2,3,3,"Dark chocolate, raspberries",Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
QAvzjk,18-24 years old,2,At home,"Pour over, Other",Aeropress,NA,NA,Cortado,NA,"Milk, dairy alternative, or coffee creamer",NA,"Oat milk, Whole milk",NA,Nutty,Somewhat strong,Medium,Full caffeine,4,2,3,5,"citrussy, sweet",4,2,3,"earthy, light texture",2,2,4,"muted, tropical, balanced",2,5,2,"fruity, fermented, strong",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,More than $20,More than $20,No,$20-$50,Yes,Male,NA,Master's degree,Asian/Pacific Islander,NA,Student,None,Democrat
EPvZjN,25-34 years old,3,"At the office, On the go, At home, At a cafe","Pour over, Espresso, Cold brew",NA,Specialty coffee shop,NA,Americano,NA,No - just black,NA,NA,NA,Juicy,Medium,Blonde,Full caffeine,7,1,3,4,NA,2,2,1,NA,3,2,1,NA,1,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,NA,Master's degree,Hispanic/Latino,NA,Employed part-time,None,Democrat
xd4RKr,18-24 years old,4,"At a cafe, At home","Pour over, Espresso, Other",Aeropress,NA,NA,Cortado,NA,No - just black,NA,NA,NA,Sweet,Medium,Medium,Full caffeine,7,2,4,3,"Cacao Nibs, citrus",4,2,4,"Smooth, vanilla",2,3,5,"Marshmallow, Pear, almond, vanilla",2,5,3,"Must, stone fruit, blueberry",Coffee C,Coffee D,Coffee C,I primarily work in person,$60-$80,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,Democrat
42Ap4O,25-34 years old,1,"At the office, At home","Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)",Aeropress,NA,NA,Mocha,NA,"Milk, dairy alternative, or coffee creamer, Flavor syrup",NA,Whole milk,NA,Fruity,Medium,Light,Full caffeine,8,1,5,2,"The acidity was a little bit too biting. A bit like drinking lemon juice. I enjoy some acidity, but not quite to that extent.",3,1,3,"Was interesting, as it had a roasty flavor but didn't seem like a dark roast. Was a bit bitter at first, but that faded as it cooled.",4,1,2,"I wanted to like this one, but there was a paper/wood/cereal note that kept throwing me off.",1,4,5,"I really like the fruit forward berry aspect of this coffee. Perhaps a bit too much for everyday use, but definitely one I would come back to occasionally.",Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,2,No affiliation
0E1D5Z,25-34 years old,2,"At the office, At home",Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Full Bodied,Medium,Medium,Full caffeine,5,2,4,4,"Juicy, fruity",3,2,1,"Chocolate, nutty",4,1,3,NA,2,3,5,Sweet,Coffee A,Coffee D,Coffee D,I do a mix of both,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NA,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,NA,Bachelor's degree,Hispanic/Latino,NA,Employed full-time,None,Democrat
g5YkOd,18-24 years old,3,"At home, At the office, On the go","Pour over, Instant coffee",NA,Local cafe,NA,Latte,NA,No - just black,NA,NA,NA,Caramalized,Very strong,Dark,Full caffeine,3,2,3,3,NA,4,3,5,NA,2,3,3,NA,2,5,2,NA,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"I need the caffeine, It tastes good",NA,Yes,No,$8-$10,$8-$10,No,$20-$50,No,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,Democrat
ZdvD8z,35-44 years old,2,"At home, On the go, At a cafe",Pour over,NA,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,7,1,5,4,"Comes across as a nice, unassuming coffee when hot but once it starts to cool the acidity really shows itself and goes from good to quite tasty.",4,3,2,"Full bodied, darker, roasty, nutty.",5,2,3,NA,2,4,5,Instantly reminded me of blueberry syrup,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$15-$20,No,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Independent
lNKMov,25-34 years old,2,"At the office, At home","Espresso, Pour over",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Chocolatey,Medium,Medium,Full caffeine,8,3,4,3,"Tasting notes: vegetal, green bean, sweet",4,2,3,"Tasting notes: Dry, bakers cocoa, burnt toast with butter (has a very smooth melted butter mouthfeel!)",5,2,1,Lingering bitterness that resembles burnt clutch aroma. No sweetness or smoothness to offset that bitterness. Yuck,2,4,5,"Funky, fermented fruit, earthy/musty notes like kopi luwak, sweet, wild, juicy mouthfeel",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$15-$20,No,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Student,None,Democrat
rlGJKR,25-34 years old,2,"At home, At the office","Espresso, Other",Clever Dripper,NA,NA,Other,"Paper filter (clever, aeropress)",No - just black,NA,NA,NA,Bright,Somewhat light,Light,Full caffeine,4,1,4,5,Light mouth feel - not tea like and perfect amount of body for my preference. Enjoyed more as it cooled,3,2,3,Medium mouth feel - good chocolate notes,4,2,2,Heavy mouth feel,1,3,4,Light moutfeel. Less body than A. Second favorite. Enjoyed more as it cooled,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$15-$20,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,1,No affiliation
RzvkQl,25-34 years old,2,"At home, At a cafe, At the office","Pour over, Cold brew",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,8,3,3,4,NA,2,2,3,NA,4,2,3,NA,2,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"I need the ritual, I need the caffeine, It tastes good",NA,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
241oZD,35-44 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Regular drip coffee,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Fruity,Somewhat light,Blonde,Full caffeine,3,2,5,5,NA,4,3,2,NA,3,2,2,NA,1,4,4,NA,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,NA,NA,$100-$300,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,2,Democrat
aBKzLq,35-44 years old,3,"At home, At the office, On the go, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),NA,Specialty coffee shop,NA,Latte,NA,Sugar or sweetener,NA,NA,Raw Sugar (Turbinado),Bright,Somewhat light,Blonde,Full caffeine,5,4,5,2,NA,2,4,2,mushroom,1,2,5,NA,4,3,4,sweeter,Coffee C,Coffee D,Coffee C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xe1QPj,35-44 years old,4,"At home, On the go, At the office","Coffee brewing machine (e.g. Mr. Coffee), French press",NA,"National chain (e.g. Starbucks, Dunkin)",NA,Regular drip coffee,NA,"Milk, dairy alternative, or coffee creamer",NA,Half and half,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,8,3,4,3,NA,4,2,5,NA,4,2,5,NA,2,5,1,NA,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,2,Independent
GrX79O,55-64 years old,4,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Regular drip coffee,NA,"Milk, dairy alternative, or coffee creamer",NA,Coffee creamer,NA,Full Bodied,Somewhat strong,Dark,Full caffeine,5,2,3,2,grass,3,2,3,smooth chocolate,3,1,4,balanced,3,3,1,fruity berry sour,Coffee C,Coffee A,Coffee C,I primarily work from home,NA,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$4-$6,$4-$6,No,$50-$100,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,2,Democrat
DVAW05,18-24 years old,2,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Bold,Somewhat strong,Medium,Full caffeine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAvG7g,25-34 years old,1,At home,"Pour over, Espresso",NA,NA,NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Light,Full caffeine,9,2,3,4,"Cocoa, blackberry",3,2,3,"Hazelnut, butterscotch",3,1,2,"Roasty, nut",2,3,5,"Tropical fruit, guava",Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,"It tastes good, I need the ritual",NA,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Female,NA,Some college or associate's degree,White/Caucasian,NA,Employed part-time,None,Democrat
QAv458,18-24 years old,1,"At a cafe, On the go",NA,NA,"Local cafe, Specialty coffee shop",NA,Espresso,NA,No - just black,NA,NA,NA,Juicy,Somewhat light,Light,Full caffeine,5,2,2,3,"oatmeal with cinnamon notes, cherry",2,1,3,"more full bodied, chocolate and pear. not too acidic",1,3,4,"cereal, honey, banana",2,1,3,white bread with sweet apple or grape. not juicy or sour,Coffee A,Coffee A,Coffee C,I do a mix of both,$20-$40,It tastes good,NA,Yes,Yes,$4-$6,$8-$10,Yes,Less than $20,No,Male,NA,Some college or associate's degree,Asian/Pacific Islander,NA,Employed full-time,None,No affiliation
KMvO2z,35-44 years old,2,"At home, At the office",Espresso,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Skim milk,NA,Nutty,Somewhat light,Medium,Half caff,6,3,4,3,toffee jam,4,2,2,"full body, no fruit",4,3,5,"berry, jam",2,5,4,"Green apple, bright",Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"I need the ritual, I need the caffeine, It makes me go to the bathroom, It tastes good",NA,Yes,Yes,$6-$8,$15-$20,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
8dAEWk,25-34 years old,2,"At the office, At home","Pour over, Espresso, Coffee extract (e.g. Cometeer)",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,9,2,3,4,"Kenya? Raisiny, Dry Fruit, Sweet, Nice finish",3,1,2,"Slight veggie note, a little flat",3,2,2,"Feels like the daily driver coffee, chocolate",1,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
VZvdYN,25-34 years old,1,"At home, On the go, At a cafe",Espresso,NA,Local cafe,NA,Americano,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Medium,Full caffeine,7,2,4,5,Sour apple,4,1,4,"Chocolate, pear",5,2,2,"Roasty, caramel",1,5,3,"Very bright, blueberry, stone fruit",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,"I need the ritual, It tastes good",NA,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",No,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
BGADV5,25-34 years old,2,At home,"Pour over, Espresso, French press",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Medium,Full caffeine,7,4,5,1,"Mouth feel was thick and heavy

Very fruity/ floral. A bit too much",2,4,3,Mouth feel was soft and smooth,3,4,1,NA,4,4,4,"Mouth feel was clean, smooth, light",Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,NA,Bachelor's degree,Hispanic/Latino,NA,Employed full-time,1,Democrat
yljg5d,55-64 years old,4,At home,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Medium,Full caffeine,5,2,4,2,Had a flavor I didn’t like. Not grassy but old?,3,3,2,Surprising mediocrity.  Nothing to live in it.   Wanted to but couldn’t.,3,2,2,Most bitter in the tasting.,2,4,2,"Worst coffee, imho, in the tasting.  No. Just no.",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,No,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Retired,2,Democrat
pLR9Z1,35-44 years old,2,"At home, At a cafe","Pour over, French press",NA,NA,NA,Latte,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,Half and half,Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,6,1,3,4,"Chocolate- clear and easy to pick out this note at the beginning. Citrus once it cooled, like a milk chocolate orange",2,1,2,Maybe citrus? It was hard to pick out a distinct note or flavor,2,2,2,"Grassy, tobacco? Notes were unclear and hard to distinguish",2,4,3,Stone fruit- darker ones like plums or cherries. Syrupy mouthfeel. This coffee stayed the same for me taste-wise when it was hot and cooler.,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed part-time,None,Democrat
pLR1jb,25-34 years old,1,"At home, At a cafe",Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,6,2,3,3,NA,3,2,2,NA,3,1,4,NA,1,4,5,NA,Coffee C,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
g5YxdK,25-34 years old,2,"On the go, At the office, At home","Espresso, Coffee extract (e.g. Cometeer)",NA,Specialty coffee shop,NA,Cortado,NA,"Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Caramalized,Somewhat strong,Light,Full caffeine,4,2,4,4,NA,4,1,3,NA,3,2,5,NA,1,5,4,NA,Coffee C,Coffee A,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",NA,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",No,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
7d1ge9,25-34 years old,2,"At home, At the office",Espresso,NA,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Floral,Medium,Medium,Full caffeine,6,3,4,2,"Cranberry, toasted nuts, extremely acidic",3,4,2,"Dark berries, woody, slightly floral",2,1,4,"Honey, molasses",1,2,5,"Candied citrus, jasmine, minerals",Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,None,No affiliation
oAKaVP,55-64 years old,4,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Dark,Full caffeine,4,3,4,3,NA,4,3,2,NA,3,3,4,NA,3,3,4,NA,Coffee C,Coffee D,Coffee D,I primarily work from home,<$20,"I need the caffeine, It tastes good",NA,Yes,Yes,$4-$6,$6-$8,Yes,$50-$100,Yes,Female,NA,Some college or associate's degree,White/Caucasian,NA,Employed part-time,2,Democrat
ZdvLxe,25-34 years old,1,At home,Espresso,NA,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer",NA,"Whole milk, Almond milk",NA,Fruity,Medium,Medium,Full caffeine,1,4,4,1,Tart fruit,3,3,3,"Black tea, acid/lime",3,3,2,Vegetal,1,3,5,"Smell sweet, passion fruit?",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NA,Yes,Yes,$8-$10,$10-$15,No,$50-$100,Yes,Prefer not to say,NA,Bachelor's degree,White/Caucasian,NA,Homemaker,None,No affiliation
lNK9jV,25-34 years old,1,At home,"Pour over, French press, Other",Moka pot,NA,NA,Cortado,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,3,3,4,3,NA,3,2,2,Most neutral of the 4 coffees for me. Hardest for me to answer tasting questions.,4,3,4,NA,1,5,1,"Very unique flavor I might enjoy in a small sampling, but would not enjoy a 16oz cup of.",Coffee C,Coffee A,Coffee C,I do a mix of both,<$20,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,No,$6-$8,$10-$15,Yes,$100-$300,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Democrat
PAvLGe,25-34 years old,2,"At home, At the office","French press, Coffee brewing machine (e.g. Mr. Coffee)",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Floral,Somewhat light,Medium,Full caffeine,4,4,3,2,NA,3,2,3,NA,2,3,4,NA,3,4,3,NA,Coffee C,Coffee D,Coffee C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xe1dzY,35-44 years old,2,At home,"Pour over, French press, Espresso, Cold brew",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,8,3,5,4,"Citrus, lemon",4,2,2,"Chocolate, earth",4,3,3,Dark but finish of plum / peach,3,5,5,"Amazingly fruity, berry",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good",NA,Yes,Yes,More than $20,More than $20,No,"More than $1,000",No,Male,NA,Doctorate or professional degree,Asian/Pacific Islander,NA,Unemployed,None,Democrat
6dAGGe,35-44 years old,2,"At home, At a cafe","Pour over, French press, Coffee extract (e.g. Cometeer), Espresso",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Full Bodied,Very strong,Medium,Half caff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7d1YLZ,25-34 years old,1,At home,Pour over,NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Bold,Somewhat strong,Dark,Full caffeine,3,3,4,2,NA,4,3,3,NA,4,2,4,NA,1,2,1,NA,Coffee C,Coffee A,Coffee D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vNEaD0,25-34 years old,2,"At the office, At home",Cold brew,NA,NA,NA,Cold brew,NA,"No - just black, Flavor syrup",NA,NA,NA,Chocolatey,Very strong,Dark,Full caffeine,6,2,4,2,NA,5,1,5,NA,4,1,5,NA,1,5,1,Rotten coconut,Coffee B,Coffee A,Coffee B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pLRNKb,25-34 years old,1,At the office,NA,NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Bold,Medium,Medium,Full caffeine,7,2,4,2,"Fruity, citric",4,3,4,NA,2,2,4,NA,3,3,2,Cheesy,Coffee B,Coffee A,Coffee C,I primarily work in person,<$20,"I need the caffeine, It tastes good",NA,Yes,Yes,$6-$8,$10-$15,Yes,Less than $20,Yes,Male,NA,Master's degree,Hispanic/Latino,NA,Employed full-time,None,Democrat
zK2AN0,25-34 years old,1,At home,Pour over,NA,NA,NA,Cold brew,NA,No - just black,NA,NA,NA,Sweet,Somewhat strong,Medium,Full caffeine,3,3,4,5,"Tastes dark, woody",4,2,2,Mild tasting,3,3,2,More acidic than B,4,4,3,"Kind of herbal, acidic",Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NA,Yes,No,$4-$6,$8-$10,No,$20-$50,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,None,Democrat
LdvjJ2,25-34 years old,2,"At home, At a cafe","Pour over, Cold brew, Other",Aeropress,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Floral,Medium,Light,Full caffeine,9,2,3,4,NA,4,2,1,NA,2,2,3,NA,1,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,It tastes good,NA,Yes,Yes,$8-$10,$10-$15,No,$300-$500,Yes,Male,NA,Bachelor's degree,Hispanic/Latino,NA,Employed full-time,None,Republican
