Entity,Code,Year,Access to clean fuels and technologies for cooking (% of population),"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent
Palestine,PSE,1938,,,658399,
Palestine,PSE,1939,,,683032,
Palestine,PSE,1940,,,709412,
Palestine,PSE,1941,,,730581,
Palestine,PSE,1942,,,752351,
Palestine,PSE,1943,,,776312,
Palestine,PSE,1944,,,803867,
Palestine,PSE,1945,,,833983,
Palestine,PSE,1946,,,861062,
Palestine,PSE,1947,,,884293,
Palestine,PSE,1948,,,902893,
Palestine,PSE,1949,,,921885,
Palestine,PSE,1950,,,931925,
Palestine,PSE,1951,,,923891,
Palestine,PSE,1952,,,932068,
Palestine,PSE,1953,,,948892,
Palestine,PSE,1954,,,968699,
Palestine,PSE,1955,,,987751,
Palestine,PSE,1956,,,1004288,
Palestine,PSE,1957,,,1018477,
Palestine,PSE,1958,,,1032101,
Palestine,PSE,1959,,,1048133,
Palestine,PSE,1960,,,1069318,
Palestine,PSE,1961,,,1096752,
Palestine,PSE,1962,,,1128577,
Palestine,PSE,1963,,,1159400,
Palestine,PSE,1964,,,1181893,
Palestine,PSE,1965,,,1191381,
Palestine,PSE,1966,,,1184969,
Palestine,PSE,1967,,,1165752,
Palestine,PSE,1968,,,1142224,
Palestine,PSE,1969,,,1126372,
Palestine,PSE,1970,,,1126628,
Palestine,PSE,1971,,,1146321,
Palestine,PSE,1972,,,1182426,
Palestine,PSE,1973,,,1229370,
Palestine,PSE,1974,,,1278559,
Palestine,PSE,1975,,,1323805,
Palestine,PSE,1976,,,1363618,
Palestine,PSE,1977,,,1400121,
Palestine,PSE,1978,,,1434992,
Palestine,PSE,1979,,,1471138,
Palestine,PSE,1980,,,1510717,
Palestine,PSE,1981,,,1554190,
Palestine,PSE,1982,,,1600956,
Palestine,PSE,1983,,,1650926,
Palestine,PSE,1984,,,1703808,
Palestine,PSE,1985,,,1759533,
Palestine,PSE,1986,,,1817981,
Palestine,PSE,1987,,,1879750,
Palestine,PSE,1988,,,1946376,
Palestine,PSE,1989,,,2019825,
Palestine,PSE,1990,,,2101445,
Palestine,PSE,1991,,,2191000,
Palestine,PSE,1992,,,2287676,
Palestine,PSE,1993,,,2391399,
Palestine,PSE,2021,,,5222756,
Panama,PAN,2000,78.71,14507.7959728498,3030333,
Panama,PAN,2001,79.46,14311.0228798706,3089641,
Panama,PAN,2002,80.38,14353.370315947,3149195,
Panama,PAN,2003,81.16,14677.9962363957,3209056,
Panama,PAN,2004,81.88,15491.0020063964,3269356,
Panama,PAN,2005,82.62,16301.5159296249,3330222,
Panama,PAN,2006,83.26,17391.0895002555,3391673,
Panama,PAN,2007,83.98,19125.6286847739,3453671,
Panama,PAN,2008,84.56,20636.9274509912,3516204,
Panama,PAN,2009,85.23,20525.6201169059,3579215,
Panama,PAN,2010,85.84,21343.3049948781,3642691,
Panama,PAN,2011,86.37,23349.1568124337,3706479,
Panama,PAN,2012,86.9,25196.2392679524,3770635,
Panama,PAN,2013,87.37,26480.6094895382,3835447,
Panama,PAN,2014,87.98,27352.5193924166,3901311,
Panama,PAN,2015,88.47,28431.0824221868,3968490,North America
Panama,PAN,2016,89.01,29332.4145393568,4037073,
Panama,PAN,1990,,10726.0027523866,2470946,
Panama,PAN,1991,,11493.6211113143,2523115,
Panama,PAN,1992,,12181.2166330283,2575949,
Panama,PAN,1993,,12583.78010079,2629584,
Panama,PAN,1994,,12679.485818844,2684117,
Panama,PAN,1995,,12639.9946354563,2739667,
Panama,PAN,1996,,12889.2708066563,2796291,
Panama,PAN,1997,,13445.0183363696,2853907,
Panama,PAN,1998,,14142.6268842415,2912318,
Panama,PAN,1999,,14405.3858122096,2971197,
Panama,PAN,2017,,30446.8372293853,4106764,
Panama,PAN,2018,,31012.9461549459,4176868,
Panama,PAN,2019,,31432.1132703975,4246440,
Panama,PAN,2020,,25381.8484472504,4314768,
Panama,PAN,-10000,,,14392,
Panama,PAN,-9000,,,15954,
Panama,PAN,-8000,,,17689,
Panama,PAN,-7000,,,19614,
Panama,PAN,-6000,,,21751,
Panama,PAN,-5000,,,24123,
Panama,PAN,-4000,,,26756,
Panama,PAN,-3000,,,29679,
Panama,PAN,-2000,,,32925,
Panama,PAN,-1000,,,36528,
Panama,PAN,0,,,40529,
Panama,PAN,100,,,45032,
Panama,PAN,200,,,50036,
Panama,PAN,300,,,55596,
Panama,PAN,400,,,61773,
Panama,PAN,500,,,68637,
Panama,PAN,600,,,76263,
Panama,PAN,700,,,84737,
Panama,PAN,800,,,94152,
Panama,PAN,900,,,104614,
Panama,PAN,1000,,,116237,
Panama,PAN,1100,,,129153,
Panama,PAN,1200,,,143503,
Panama,PAN,1300,,,159448,
Panama,PAN,1400,,,177164,
Panama,PAN,1500,,,196849,
Panama,PAN,1600,,,98424,
Panama,PAN,1700,,,49212,
Panama,PAN,1710,,,51802,
Panama,PAN,1720,,,54528,
Panama,PAN,1730,,,57398,
Panama,PAN,1740,,,60419,
Panama,PAN,1750,,,63599,
Panama,PAN,1760,,,66947,
Panama,PAN,1770,,,70470,
Panama,PAN,1780,,,74179,
Panama,PAN,1790,,,78084,
Panama,PAN,1800,,,75600,
Panama,PAN,1801,,,76150,
Panama,PAN,1802,,,76703,
Panama,PAN,1803,,,77261,
Panama,PAN,1804,,,77823,
Panama,PAN,1805,,,78389,
Panama,PAN,1806,,,78958,
Panama,PAN,1807,,,79533,
Panama,PAN,1808,,,80111,
Panama,PAN,1809,,,80693,
Panama,PAN,1810,,,81284,
Panama,PAN,1811,,,81875,
Panama,PAN,1812,,,82470,
Panama,PAN,1813,,,83070,
Panama,PAN,1814,,,83674,
Panama,PAN,1815,,,84282,
Panama,PAN,1816,,,84895,
Panama,PAN,1817,,,85512,
Panama,PAN,1818,,,86134,
Panama,PAN,1819,,,86760,
Panama,PAN,1820,,,87391,
Panama,PAN,1821,,,88027,
Panama,PAN,1822,,,88667,
Panama,PAN,1823,,,89311,
Panama,PAN,1824,,,89961,
Panama,PAN,1825,,,90615,
Panama,PAN,1826,,,91274,
Panama,PAN,1827,,,91937,
Panama,PAN,1828,,,92606,
Panama,PAN,1829,,,93279,
Panama,PAN,1830,,,93957,
Panama,PAN,1831,,,94640,
Panama,PAN,1832,,,95328,
Panama,PAN,1833,,,96021,
Panama,PAN,1834,,,96720,
Panama,PAN,1835,,,97423,
Panama,PAN,1836,,,98131,
Panama,PAN,1837,,,98845,
Panama,PAN,1838,,,99563,
Panama,PAN,1839,,,100287,
Panama,PAN,1840,,,101016,
Panama,PAN,1841,,,101751,
Panama,PAN,1842,,,102490,
Panama,PAN,1843,,,103236,
Panama,PAN,1844,,,103986,
Panama,PAN,1845,,,104742,
Panama,PAN,1846,,,105504,
Panama,PAN,1847,,,106271,
Panama,PAN,1848,,,107043,
Panama,PAN,1849,,,108195,
Panama,PAN,1850,,,109736,
Panama,PAN,1851,,,111617,
Panama,PAN,1852,,,113910,
Panama,PAN,1853,,,116628,
Panama,PAN,1854,,,119410,
Panama,PAN,1855,,,122259,
Panama,PAN,1856,,,125176,
Panama,PAN,1857,,,128162,
Panama,PAN,1858,,,131220,
Panama,PAN,1859,,,134350,
Panama,PAN,1860,,,137555,
Panama,PAN,1861,,,140837,
Panama,PAN,1862,,,144197,
Panama,PAN,1863,,,147636,
Panama,PAN,1864,,,151158,
Panama,PAN,1865,,,154764,
Panama,PAN,1866,,,158456,
Panama,PAN,1867,,,162235,
Panama,PAN,1868,,,166105,
Panama,PAN,1869,,,169686,
Panama,PAN,1870,,,172966,
Panama,PAN,1871,,,175933,
Panama,PAN,1872,,,178574,
Panama,PAN,1873,,,180878,
Panama,PAN,1874,,,183212,
Panama,PAN,1875,,,185576,
Panama,PAN,1876,,,187970,
Panama,PAN,1877,,,190395,
Panama,PAN,1878,,,192852,
Panama,PAN,1879,,,195339,
Panama,PAN,1880,,,197859,
Panama,PAN,1881,,,200412,
Panama,PAN,1882,,,202997,
Panama,PAN,1883,,,205615,
Panama,PAN,1884,,,208268,
Panama,PAN,1885,,,210954,
Panama,PAN,1886,,,213675,
Panama,PAN,1887,,,216431,
Panama,PAN,1888,,,219222,
Panama,PAN,1889,,,222050,
Panama,PAN,1890,,,224914,
Panama,PAN,1891,,,227814,
Panama,PAN,1892,,,230752,
Panama,PAN,1893,,,233728,
Panama,PAN,1894,,,236742,
Panama,PAN,1895,,,239795,
Panama,PAN,1896,,,242887,
Panama,PAN,1897,,,246019,
Panama,PAN,1898,,,249191,
Panama,PAN,1899,,,252825,
Panama,PAN,1900,,,256935,
Panama,PAN,1901,,,261537,
Panama,PAN,1902,,,266644,
Panama,PAN,1903,,,272275,
Panama,PAN,1904,,,278024,
Panama,PAN,1905,,,283894,
Panama,PAN,1906,,,289888,
Panama,PAN,1907,,,296009,
Panama,PAN,1908,,,302259,
Panama,PAN,1909,,,309854,
Panama,PAN,1910,,,318871,
Panama,PAN,1911,,,329389,
Panama,PAN,1912,,,341494,
Panama,PAN,1913,,,355272,
Panama,PAN,1914,,,369606,
Panama,PAN,1915,,,384519,
Panama,PAN,1916,,,400032,
Panama,PAN,1917,,,416172,
Panama,PAN,1918,,,433216,
Panama,PAN,1919,,,447644,
Panama,PAN,1920,,,459331,
Panama,PAN,1921,,,468147,
Panama,PAN,1922,,,473954,
Panama,PAN,1923,,,476611,
Panama,PAN,1924,,,479283,
Panama,PAN,1925,,,481970,
Panama,PAN,1926,,,484672,
Panama,PAN,1927,,,487389,
Panama,PAN,1928,,,490121,
Panama,PAN,1929,,,495358,
Panama,PAN,1930,,,503191,
Panama,PAN,1931,,,513713,
Panama,PAN,1932,,,527021,
Panama,PAN,1933,,,543213,
Panama,PAN,1934,,,559903,
Panama,PAN,1935,,,577106,
Panama,PAN,1936,,,594837,
Panama,PAN,1937,,,613113,
Panama,PAN,1938,,,631951,
Panama,PAN,1939,,,650604,
Panama,PAN,1940,,,669047,
Panama,PAN,1941,,,687254,
Panama,PAN,1942,,,705199,
Panama,PAN,1943,,,722852,
Panama,PAN,1944,,,740946,
Panama,PAN,1945,,,759494,
Panama,PAN,1946,,,778506,
Panama,PAN,1947,,,797994,
Panama,PAN,1948,,,817970,
Panama,PAN,1949,,,838519,
Panama,PAN,1950,,,859658,
Panama,PAN,1951,,,881345,
Panama,PAN,1952,,,904406,
Panama,PAN,1953,,,928745,
Panama,PAN,1954,,,954313,
Panama,PAN,1955,,,981083,
Panama,PAN,1956,,,1009040,
Panama,PAN,1957,,,1038181,
Panama,PAN,1958,,,1068544,
Panama,PAN,1959,,,1100139,
Panama,PAN,1960,,,1133005,
Panama,PAN,1961,,,1167120,
Panama,PAN,1962,,,1202447,
Panama,PAN,1963,,,1238893,
Panama,PAN,1964,,,1276331,
Panama,PAN,1965,,,1314679,
Panama,PAN,1966,,,1353847,
Panama,PAN,1967,,,1393824,
Panama,PAN,1968,,,1434676,
Panama,PAN,1969,,,1476481,
Panama,PAN,1970,,,1519286,
Panama,PAN,1971,,,1563093,
Panama,PAN,1972,,,1607797,
Panama,PAN,1973,,,1653208,
Panama,PAN,1974,,,1699056,
Panama,PAN,1975,,,1745142,
Panama,PAN,1976,,,1791389,
Panama,PAN,1977,,,1837804,
Panama,PAN,1978,,,1884427,
Panama,PAN,1979,,,1931302,
Panama,PAN,1980,,,1978489,
Panama,PAN,1981,,,2025965,
Panama,PAN,1982,,,2073748,
Panama,PAN,1983,,,2121863,
Panama,PAN,1984,,,2170330,
Panama,PAN,1985,,,2219200,
Panama,PAN,1986,,,2268500,
Panama,PAN,1987,,,2318259,
Panama,PAN,1988,,,2368556,
Panama,PAN,1989,,,2419424,
Panama,PAN,2021,,,4381583,
Papua New Guinea,PNG,2000,6.83,2871.41637699376,5847590,
Papua New Guinea,PNG,2001,7.23,2806.95351945568,5974627,
Papua New Guinea,PNG,2002,7.46,2745.51441559186,6098621,
Papua New Guinea,PNG,2003,7.86,2748.70110541798,6223378,
Papua New Guinea,PNG,2004,8.24,2765.34669105289,6354247,
Papua New Guinea,PNG,2005,8.52,2877.11564572546,6494902,
Papua New Guinea,PNG,2006,8.94,2963.41822324608,6646891,
Papua New Guinea,PNG,2007,9.24,3119.17556853714,6808503,
Papua New Guinea,PNG,2008,9.84,3035.17068197108,6976200,
Papua New Guinea,PNG,2009,10.09,3165.09326685941,7144774,
Papua New Guinea,PNG,2010,10.59,3406.64403989259,7310512,
Papua New Guinea,PNG,2011,10.92,3369.84445470171,7472196,
Papua New Guinea,PNG,2012,11.43,3453.38711152872,7631003,
Papua New Guinea,PNG,2013,11.95,3513.02325301783,7788388,
Papua New Guinea,PNG,2014,12.41,3909.33865961052,7946733,
Papua New Guinea,PNG,2015,12.85,4083.75243695251,8107772,Oceania
Papua New Guinea,PNG,2016,13.43,4222.52499305271,8271766,
Papua New Guinea,PNG,1990,,2434.70012255459,4615843,
Papua New Guinea,PNG,1991,,2605.22279814877,4725543,
Papua New Guinea,PNG,1992,,2898.14723646016,4836216,
Papua New Guinea,PNG,1993,,3347.57183937969,4949053,
Papua New Guinea,PNG,1994,,3464.84846011367,5065664,
Papua New Guinea,PNG,1995,,3271.67129313329,5187063,
Papua New Guinea,PNG,1996,,3440.33005668893,5314258,
Papua New Guinea,PNG,1997,,3225.65697279473,5446633,
Papua New Guinea,PNG,1998,,3028.92889562563,5581767,
Papua New Guinea,PNG,1999,,3012.59440336755,5716166,
Papua New Guinea,PNG,2017,,4285.62875648139,8438038,
Papua New Guinea,PNG,2018,,4190.0948949613,8606324,
Papua New Guinea,PNG,2019,,4349.80804806069,8776119,
Papua New Guinea,PNG,2020,,4101.21888209216,8947027,
Papua New Guinea,PNG,-10000,,,10413,
Papua New Guinea,PNG,-9000,,,15619,
Papua New Guinea,PNG,-8000,,,23429,
Papua New Guinea,PNG,-7000,,,35144,
Papua New Guinea,PNG,-6000,,,52716,
Papua New Guinea,PNG,-5000,,,79074,
Papua New Guinea,PNG,-4000,,,118611,
Papua New Guinea,PNG,-3000,,,177917,
Papua New Guinea,PNG,-2000,,,266875,
Papua New Guinea,PNG,-1000,,,400313,
Papua New Guinea,PNG,0,,,600470,
Papua New Guinea,PNG,100,,,629063,
Papua New Guinea,PNG,200,,,659018,
Papua New Guinea,PNG,300,,,690399,
Papua New Guinea,PNG,400,,,723277,
Papua New Guinea,PNG,500,,,757716,
Papua New Guinea,PNG,600,,,793801,
Papua New Guinea,PNG,700,,,831601,
Papua New Guinea,PNG,800,,,871201,
Papua New Guinea,PNG,900,,,912686,
Papua New Guinea,PNG,1000,,,956147,
Papua New Guinea,PNG,1100,,,1001679,
Papua New Guinea,PNG,1200,,,1049378,
Papua New Guinea,PNG,1300,,,1099347,
Papua New Guinea,PNG,1400,,,1151697,
Papua New Guinea,PNG,1500,,,1206540,
Papua New Guinea,PNG,1600,,,1263995,
Papua New Guinea,PNG,1700,,,1324185,
Papua New Guinea,PNG,1710,,,1328616,
Papua New Guinea,PNG,1720,,,1333056,
Papua New Guinea,PNG,1730,,,1337516,
Papua New Guinea,PNG,1740,,,1341990,
Papua New Guinea,PNG,1750,,,1346476,
Papua New Guinea,PNG,1760,,,1350981,
Papua New Guinea,PNG,1770,,,1355498,
Papua New Guinea,PNG,1780,,,1360030,
Papua New Guinea,PNG,1790,,,1364582,
Papua New Guinea,PNG,1800,,,754894,
Papua New Guinea,PNG,1801,,,754894,
Papua New Guinea,PNG,1802,,,754894,
Papua New Guinea,PNG,1803,,,754894,
Papua New Guinea,PNG,1804,,,754894,
Papua New Guinea,PNG,1805,,,754894,
Papua New Guinea,PNG,1806,,,754894,
Papua New Guinea,PNG,1807,,,754894,
Papua New Guinea,PNG,1808,,,754894,
Papua New Guinea,PNG,1809,,,754894,
Papua New Guinea,PNG,1810,,,754894,
Papua New Guinea,PNG,1811,,,754894,
Papua New Guinea,PNG,1812,,,754894,
Papua New Guinea,PNG,1813,,,754894,
Papua New Guinea,PNG,1814,,,754894,
Papua New Guinea,PNG,1815,,,754894,
Papua New Guinea,PNG,1816,,,754894,
Papua New Guinea,PNG,1817,,,754894,
Papua New Guinea,PNG,1818,,,754894,
Papua New Guinea,PNG,1819,,,754951,
Papua New Guinea,PNG,1820,,,755065,
Papua New Guinea,PNG,1821,,,755236,
Papua New Guinea,PNG,1822,,,755465,
Papua New Guinea,PNG,1823,,,755750,
Papua New Guinea,PNG,1824,,,756036,
Papua New Guinea,PNG,1825,,,756321,
Papua New Guinea,PNG,1826,,,756607,
Papua New Guinea,PNG,1827,,,756893,
Papua New Guinea,PNG,1828,,,757179,
Papua New Guinea,PNG,1829,,,757465,
Papua New Guinea,PNG,1830,,,757751,
Papua New Guinea,PNG,1831,,,758037,
Papua New Guinea,PNG,1832,,,758324,
Papua New Guinea,PNG,1833,,,758610,
Papua New Guinea,PNG,1834,,,758897,
Papua New Guinea,PNG,1835,,,759184,
Papua New Guinea,PNG,1836,,,759471,
Papua New Guinea,PNG,1837,,,759757,
Papua New Guinea,PNG,1838,,,760045,
Papua New Guinea,PNG,1839,,,760332,
Papua New Guinea,PNG,1840,,,760619,
Papua New Guinea,PNG,1841,,,760906,
Papua New Guinea,PNG,1842,,,761194,
Papua New Guinea,PNG,1843,,,761481,
Papua New Guinea,PNG,1844,,,761769,
Papua New Guinea,PNG,1845,,,762057,
Papua New Guinea,PNG,1846,,,762345,
Papua New Guinea,PNG,1847,,,762633,
Papua New Guinea,PNG,1848,,,762921,
Papua New Guinea,PNG,1849,,,763209,
Papua New Guinea,PNG,1850,,,763498,
Papua New Guinea,PNG,1851,,,768805,
Papua New Guinea,PNG,1852,,,774115,
Papua New Guinea,PNG,1853,,,779430,
Papua New Guinea,PNG,1854,,,784748,
Papua New Guinea,PNG,1855,,,790071,
Papua New Guinea,PNG,1856,,,795397,
Papua New Guinea,PNG,1857,,,800728,
Papua New Guinea,PNG,1858,,,806062,
Papua New Guinea,PNG,1859,,,811400,
Papua New Guinea,PNG,1860,,,816742,
Papua New Guinea,PNG,1861,,,822088,
Papua New Guinea,PNG,1862,,,827438,
Papua New Guinea,PNG,1863,,,832792,
Papua New Guinea,PNG,1864,,,838149,
Papua New Guinea,PNG,1865,,,843511,
Papua New Guinea,PNG,1866,,,848876,
Papua New Guinea,PNG,1867,,,854246,
Papua New Guinea,PNG,1868,,,859619,
Papua New Guinea,PNG,1869,,,864997,
Papua New Guinea,PNG,1870,,,870378,
Papua New Guinea,PNG,1871,,,875763,
Papua New Guinea,PNG,1872,,,881153,
Papua New Guinea,PNG,1873,,,886546,
Papua New Guinea,PNG,1874,,,891943,
Papua New Guinea,PNG,1875,,,897344,
Papua New Guinea,PNG,1876,,,902749,
Papua New Guinea,PNG,1877,,,908158,
Papua New Guinea,PNG,1878,,,913571,
Papua New Guinea,PNG,1879,,,918988,
Papua New Guinea,PNG,1880,,,924409,
Papua New Guinea,PNG,1881,,,929834,
Papua New Guinea,PNG,1882,,,935262,
Papua New Guinea,PNG,1883,,,940695,
Papua New Guinea,PNG,1884,,,946132,
Papua New Guinea,PNG,1885,,,951573,
Papua New Guinea,PNG,1886,,,957017,
Papua New Guinea,PNG,1887,,,962466,
Papua New Guinea,PNG,1888,,,967919,
Papua New Guinea,PNG,1889,,,973375,
Papua New Guinea,PNG,1890,,,978836,
Papua New Guinea,PNG,1891,,,984300,
Papua New Guinea,PNG,1892,,,989769,
Papua New Guinea,PNG,1893,,,995242,
Papua New Guinea,PNG,1894,,,1000718,
Papua New Guinea,PNG,1895,,,1006199,
Papua New Guinea,PNG,1896,,,1011683,
Papua New Guinea,PNG,1897,,,1017172,
Papua New Guinea,PNG,1898,,,1022665,
Papua New Guinea,PNG,1899,,,1028161,
Papua New Guinea,PNG,1900,,,1033662,
Papua New Guinea,PNG,1901,,,1039166,
Papua New Guinea,PNG,1902,,,1044675,
Papua New Guinea,PNG,1903,,,1050188,
Papua New Guinea,PNG,1904,,,1055704,
Papua New Guinea,PNG,1905,,,1061225,
Papua New Guinea,PNG,1906,,,1066750,
Papua New Guinea,PNG,1907,,,1072278,
Papua New Guinea,PNG,1908,,,1077811,
Papua New Guinea,PNG,1909,,,1073096,
Papua New Guinea,PNG,1910,,,1058467,
Papua New Guinea,PNG,1911,,,1034244,
Papua New Guinea,PNG,1912,,,1000735,
Papua New Guinea,PNG,1913,,,958234,
Papua New Guinea,PNG,1914,,,917518,
Papua New Guinea,PNG,1915,,,878513,
Papua New Guinea,PNG,1916,,,841149,
Papua New Guinea,PNG,1917,,,805357,
Papua New Guinea,PNG,1918,,,767570,
Papua New Guinea,PNG,1919,,,739114,
Papua New Guinea,PNG,1920,,,719608,
Papua New Guinea,PNG,1921,,,708688,
Papua New Guinea,PNG,1922,,,706008,
Papua New Guinea,PNG,1923,,,711239,
Papua New Guinea,PNG,1924,,,716508,
Papua New Guinea,PNG,1925,,,721816,
Papua New Guinea,PNG,1926,,,727164,
Papua New Guinea,PNG,1927,,,732551,
Papua New Guinea,PNG,1928,,,737978,
Papua New Guinea,PNG,1929,,,750009,
Papua New Guinea,PNG,1930,,,769030,
Papua New Guinea,PNG,1931,,,795446,
Papua New Guinea,PNG,1932,,,829683,
Papua New Guinea,PNG,1933,,,872189,
Papua New Guinea,PNG,1934,,,916874,
Papua New Guinea,PNG,1935,,,963847,
Papua New Guinea,PNG,1936,,,1013227,
Papua New Guinea,PNG,1937,,,1065137,
Papua New Guinea,PNG,1938,,,1119707,
Papua New Guinea,PNG,1939,,,1177072,
Papua New Guinea,PNG,1940,,,1237376,
Papua New Guinea,PNG,1941,,,1300770,
Papua New Guinea,PNG,1942,,,1367412,
Papua New Guinea,PNG,1943,,,1437468,
Papua New Guinea,PNG,1944,,,1511112,
Papua New Guinea,PNG,1945,,,1588530,
Papua New Guinea,PNG,1946,,,1669915,
Papua New Guinea,PNG,1947,,,1755468,
Papua New Guinea,PNG,1948,,,1845405,
Papua New Guinea,PNG,1949,,,1927846,
Papua New Guinea,PNG,1950,,,2002147,
Papua New Guinea,PNG,1951,,,2011216,
Papua New Guinea,PNG,1952,,,2024160,
Papua New Guinea,PNG,1953,,,2041021,
Papua New Guinea,PNG,1954,,,2061757,
Papua New Guinea,PNG,1955,,,2086253,
Papua New Guinea,PNG,1956,,,2114280,
Papua New Guinea,PNG,1957,,,2145599,
Papua New Guinea,PNG,1958,,,2179870,
Papua New Guinea,PNG,1959,,,2216723,
Papua New Guinea,PNG,1960,,,2255858,
Papua New Guinea,PNG,1961,,,2297052,
Papua New Guinea,PNG,1962,,,2340349,
Papua New Guinea,PNG,1963,,,2385943,
Papua New Guinea,PNG,1964,,,2434220,
Papua New Guinea,PNG,1965,,,2485433,
Papua New Guinea,PNG,1966,,,2539683,
Papua New Guinea,PNG,1967,,,2596820,
Papua New Guinea,PNG,1968,,,2656636,
Papua New Guinea,PNG,1969,,,2718805,
Papua New Guinea,PNG,1970,,,2783132,
Papua New Guinea,PNG,1971,,,2849522,
Papua New Guinea,PNG,1972,,,2918138,
Papua New Guinea,PNG,1973,,,2989201,
Papua New Guinea,PNG,1974,,,3063051,
Papua New Guinea,PNG,1975,,,3139944,
Papua New Guinea,PNG,1976,,,3219825,
Papua New Guinea,PNG,1977,,,3302636,
Papua New Guinea,PNG,1978,,,3388631,
Papua New Guinea,PNG,1979,,,3478093,
Papua New Guinea,PNG,1980,,,3571209,
Papua New Guinea,PNG,1981,,,3668102,
Papua New Guinea,PNG,1982,,,3768489,
Papua New Guinea,PNG,1983,,,3871490,
Papua New Guinea,PNG,1984,,,3975950,
Papua New Guinea,PNG,1985,,,4081022,
Papua New Guinea,PNG,1986,,,4186499,
Papua New Guinea,PNG,1987,,,4292575,
Papua New Guinea,PNG,1988,,,4399320,
Papua New Guinea,PNG,1989,,,4506996,
Papua New Guinea,PNG,2021,,,9119005,
Paraguay,PRY,2000,44.49,8530.20798959163,5323202,
Paraguay,PRY,2001,45.8,8295.06744220454,5428442,
Paraguay,PRY,2002,47.32,8138.10485337466,5531958,
Paraguay,PRY,2003,48.53,8337.47215764724,5632983,
Paraguay,PRY,2004,50.08,8528.03792966637,5730556,
Paraguay,PRY,2005,51.58,8570.09446530592,5824095,
Paraguay,PRY,2006,52.84,8846.70173503855,5913212,
Paraguay,PRY,2007,54.29,9193.83991191429,5998430,
Paraguay,PRY,2008,55.71,9657.68146014383,6081296,
Paraguay,PRY,2009,57.16,9503.26664392407,6163970,
Paraguay,PRY,2010,58.4,10415.6564362312,6248017,
Paraguay,PRY,2011,59.77,10714.6909309807,6333981,
Paraguay,PRY,2012,61.18,10493.8127707461,6421510,
Paraguay,PRY,2013,62.46,11209.1315406647,6510273,
Paraguay,PRY,2014,63.73,11643.7275051513,6599524,
Paraguay,PRY,2015,65,11828.1401290455,6688746,South America
Paraguay,PRY,2016,66.22,12170.7843887945,6777878,
Paraguay,PRY,1990,,8475.73662531071,4223413,
Paraguay,PRY,1991,,8547.33906738241,4334348,
Paraguay,PRY,1992,,8475.91879498154,4445019,
Paraguay,PRY,1993,,8678.57927580118,4555518,
Paraguay,PRY,1994,,8923.49523153566,4666096,
Paraguay,PRY,1995,,9311.3392879465,4776838,
Paraguay,PRY,1996,,9243.47495515422,4887638,
Paraguay,PRY,1997,,9422.68327523578,4998096,
Paraguay,PRY,1998,,9226.50636901303,5107840,
Paraguay,PRY,1999,,8911.16479343125,5216346,
Paraguay,PRY,2017,,12590.548443655,6867058,
Paraguay,PRY,2018,,12827.7080209236,6956069,
Paraguay,PRY,2019,,12615.5286456565,7044639,
Paraguay,PRY,2020,,12335.4723571841,7132530,
Paraguay,PRY,-10000,,,3500,
Paraguay,PRY,-9000,,,4017,
Paraguay,PRY,-8000,,,4625,
Paraguay,PRY,-7000,,,5344,
Paraguay,PRY,-6000,,,6198,
Paraguay,PRY,-5000,,,7217,
Paraguay,PRY,-4000,,,8442,
Paraguay,PRY,-3000,,,9921,
Paraguay,PRY,-2000,,,11719,
Paraguay,PRY,-1000,,,13920,
Paraguay,PRY,0,,,16634,
Paraguay,PRY,100,,,20517,
Paraguay,PRY,200,,,25316,
Paraguay,PRY,300,,,31248,
Paraguay,PRY,400,,,38585,
Paraguay,PRY,500,,,47660,
Paraguay,PRY,600,,,58889,
Paraguay,PRY,700,,,72789,
Paraguay,PRY,800,,,90000,
Paraguay,PRY,900,,,95000,
Paraguay,PRY,1000,,,99999,
Paraguay,PRY,1100,,,120000,
Paraguay,PRY,1200,,,140000,
Paraguay,PRY,1300,,,160000,
Paraguay,PRY,1400,,,180000,
Paraguay,PRY,1500,,,199999,
Paraguay,PRY,1600,,,199999,
Paraguay,PRY,1700,,,199999,
Paraguay,PRY,1710,,,209999,
Paraguay,PRY,1720,,,219999,
Paraguay,PRY,1730,,,230000,
Paraguay,PRY,1740,,,240000,
Paraguay,PRY,1750,,,250000,
Paraguay,PRY,1760,,,259999,
Paraguay,PRY,1770,,,269999,
Paraguay,PRY,1780,,,280000,
Paraguay,PRY,1790,,,290000,
Paraguay,PRY,1800,,,300000,
Paraguay,PRY,1801,,,289089,
Paraguay,PRY,1802,,,278575,
Paraguay,PRY,1803,,,268444,
Paraguay,PRY,1804,,,258681,
Paraguay,PRY,1805,,,249273,
Paraguay,PRY,1806,,,240207,
Paraguay,PRY,1807,,,231471,
Paraguay,PRY,1808,,,223053,
Paraguay,PRY,1809,,,214940,
Paraguay,PRY,1810,,,207408,
Paraguay,PRY,1811,,,199864,
Paraguay,PRY,1812,,,192595,
Paraguay,PRY,1813,,,185591,
Paraguay,PRY,1814,,,178841,
Paraguay,PRY,1815,,,172337,
Paraguay,PRY,1816,,,166069,
Paraguay,PRY,1817,,,160029,
Paraguay,PRY,1818,,,154209,
Paraguay,PRY,1819,,,150507,
Paraguay,PRY,1820,,,148904,
Paraguay,PRY,1821,,,149382,
Paraguay,PRY,1822,,,151928,
