year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches
2016,93,Winston-Salem,9.8,19,4%,4,35%,5,$44,4,1.3,3,0.4,4,1.9,7,1.4,18,NA,NA,NA,NA,8,40,33.5,Winston-Salem,1.5
2016,95,Charlotte,15.9,20,6%,6,27%,1,$44,4,1.1,2,0.6,6,1.9,7,0.5,6,NA,NA,NA,NA,5,36,30,Charlotte,1
2016,95,Indianapolis,9.9,19,5%,5,32%,4,$26,2,2.3,8,0.5,5,1.5,5,0.5,7,NA,NA,NA,NA,6,36,30,Indianapolis,1
2016,97,Fresno,5,9,3%,2,54%,15,$33,3,0.8,1,1.2,13,1.3,4,0.3,4,NA,NA,NA,NA,6,35,29,Fresno,1
2016,98,Fort Wayne,3.9,7,3%,3,42%,9,$70,8,1.7,5,0.8,8,2.2,8,0.4,5,NA,NA,NA,NA,7,34,28.5,Fort Wayne,1
2015,1,Minneapolis,6.8,13,14.9%,16,95%,38,$224,20,1.7,5,1.7,20,2.8,11,2.5,20,NA,NA,NA,NA,56,14,84,NA,5
2015,1,St. Paul,3.7,7,15.3%,16,96%,40,$210,20,4.1,17,1.4,18,3.9,16,1.8,20,NA,NA,NA,NA,71,18,84,NA,5
2015,3,"Washington, D.C.",0.8,1,21.9%,20,97%,40,$343,20,4,16,1.7,20,1.8,6,2.3,20,NA,NA,NA,NA,62,16,81,NA,5
2015,4,San Francisco,1.9,3,19.0%,20,99%,40,$229,20,1.9,6,3.5,20,1.6,4,0.6,8,NA,NA,NA,NA,38,10,77.5,NA,4.5
2015,5,New York,1.1,2,20.8%,20,97%,40,$172,20,3.5,14,1.6,20,2,6,0.1,1,NA,NA,NA,NA,41,10,76.5,NA,4.5
2015,5,Portland,4.6,9,17.7%,19,85%,34,$145,17,3.8,15,5.4,20,2.1,7,0.6,8,NA,NA,NA,NA,50,13,76.5,NA,4.5
2015,7,Cincinnati,4.5,9,15.4%,16,71%,26,$203,20,5.2,20,1.3,17,5.1,20,2.4,20,NA,NA,NA,NA,77,19,75,NA,4.5
2015,8,Boston,1.7,3,16.9%,18,98%,40,$118,13,3.7,15,0.8,10,3.1,12,1,13,NA,NA,NA,NA,50,13,72.5,NA,4
2015,9,San Diego,6.8,13,23.5%,20,77%,30,$108,12,2.8,11,1.1,14,1.9,6,1,13,NA,NA,NA,NA,44,11,71.5,NA,4
2015,9,Seattle,2.4,4,12.4%,13,93%,38,$265,20,1.9,6,2.1,20,2.3,8,0.8,11,NA,NA,NA,NA,45,11,71.5,NA,4
2015,11,Oakland,2.5,4,18.3%,20,85%,34,$144,17,2.7,10,0.7,9,1.8,6,1.2,16,NA,NA,NA,NA,41,10,71,NA,4
2015,12,Chicago,2.2,4,9.1%,9,92%,38,$167,20,2.9,11,0.8,10,2.4,9,1.8,20,NA,NA,NA,NA,50,13,70,NA,4
2015,13,Albuquerque,4.3,8,23.7%,20,82%,32,$68,7,2.2,8,2.2,20,2.6,10,1.1,15,NA,NA,NA,NA,53,13,66.5,NA,4
2015,13,Aurora,7.9,15,10.5%,10,86%,34,$127,14,1.9,6,0.9,11,2.3,8,0.3,3,NA,NA,NA,NA,28,7,66.5,NA,4
2015,13,Sacramento,5.8,11,8.2%,7,78%,30,$147,17,2.7,10,2.1,20,3.9,16,1,14,NA,NA,NA,NA,60,15,66.5,NA,4
2015,16,Denver,6.1,12,7.9%,7,86%,34,$117,13,1.6,5,1.7,20,3.8,15,0.9,13,NA,NA,NA,NA,53,13,66,NA,4
2015,17,Plano,13.3,20,9.2%,9,74%,28,$125,14,1.8,6,0.4,4,2.6,9,0.4,4,NA,NA,NA,NA,23,6,64,NA,3.5
2015,18,Long Beach,3,5,10.1%,10,80%,32,$162,19,1.6,5,1.3,16,1.2,2,1.1,15,NA,NA,NA,NA,38,10,63.5,NA,3.5
2015,19,Henderson,7.8,15,10.7%,10,50%,16,$191,20,7.5,20,4.1,20,2.5,9,0.6,8,NA,NA,NA,NA,57,14,62.5,NA,3.5
2015,19,Omaha,7,14,13.4%,14,78%,30,$74,7,1.9,6,0.5,5,4.3,18,0.7,9,NA,NA,NA,NA,38,10,62.5,NA,3.5
2015,19,Philadelphia,3.6,7,13.0%,13,93%,38,$61,6,4.1,17,0.3,3,1.6,5,2.1,20,NA,NA,NA,NA,45,11,62.5,NA,3.5
2015,22,Honolulu,2.3,4,33.0%,20,84%,34,$46,4,3.9,16,0.6,7,1.3,3,1.9,20,NA,NA,NA,NA,46,12,61.5,NA,3.5
2015,22,Milwaukee,4.6,9,8.8%,8,88%,36,$86,9,4.6,19,0.5,6,2.6,9,0.9,12,NA,NA,NA,NA,46,12,61.5,NA,3.5
2015,24,Anchorage,4.4,8,84.6%,20,71%,26,$74,8,2.7,10,2,20,2.8,10,0.3,3,NA,NA,NA,NA,43,11,61,NA,3.5
2015,24,Lincoln,6.5,13,5.8%,5,86%,34,$89,10,2,7,0.7,9,4.7,20,0.5,6,NA,NA,NA,NA,42,11,61,NA,3.5
2015,24,Pittsburgh,1.7,3,9.8%,9,84%,34,$82,9,3.5,14,2,20,4.2,18,1.6,20,NA,NA,NA,NA,72,18,61,NA,3.5
2015,24,Raleigh,4.4,8,14.2%,15,54%,18,$157,18,5.5,20,0.7,8,2.2,8,1.7,20,NA,NA,NA,NA,56,14,61,NA,3.5
2015,24,Virginia Beach,4.1,8,15.6%,16,58%,20,$157,18,3.4,14,0.7,8,4.1,17,0.3,3,NA,NA,NA,NA,42,11,61,NA,3.5
2015,29,Kansas City,11.6,20,9.1%,9,65%,24,$116,13,1.6,5,0.6,8,2.2,7,0.4,5,NA,NA,NA,NA,25,6,60,NA,3.5
2015,29,San Jose,3.9,7,14.3%,15,71%,26,$128,14,1.5,4,0.9,11,2.6,9,1.1,15,NA,NA,NA,NA,39,10,60,NA,3.5
2015,31,Austin,10.1,20,14.5%,15,48%,16,$83,9,1.7,6,1.4,18,1.2,3,0.6,7,NA,NA,NA,NA,34,9,57.5,NA,3
2015,31,Jersey City,0.6,1,17.9%,19,91%,36,$24,1,2.6,10,2.3,20,1.4,3,1,14,NA,NA,NA,NA,47,12,57.5,NA,3
2015,31,New Orleans,1.8,3,25.3%,20,76%,30,$84,9,1.7,5,0.5,6,2.6,9,0.5,7,NA,NA,NA,NA,27,7,57.5,NA,3
2015,34,Tampa,4.6,9,6.9%,6,60%,22,$127,14,4.9,20,2.8,20,2.3,8,1.8,20,NA,NA,NA,NA,68,17,56.5,NA,3
2015,35,Las Vegas,7.8,15,3.5%,2,58%,20,$163,19,0.9,1,3.6,20,3,12,0.8,10,NA,NA,NA,NA,43,11,56,NA,3
2015,35,St. Louis,1.4,2,9.4%,9,86%,34,$101,11,2,7,1.6,20,2.4,8,0.6,8,NA,NA,NA,NA,43,11,56,NA,3
2015,37,Phoenix,14.4,20,15.0%,16,45%,14,$98,11,0.9,2,0.4,4,1.7,5,0.5,7,NA,NA,NA,NA,18,5,55,NA,3
2015,38,Cleveland,3.6,7,6.4%,5,79%,30,$91,10,5.9,20,0.5,6,2.9,11,1.1,16,NA,NA,NA,NA,53,13,54,NA,3
2015,38,Colorado Springs,6.6,13,9.3%,9,70%,26,$51,5,2.9,11,1.8,20,3.1,12,0.3,3,NA,NA,NA,NA,46,12,54,NA,3
2015,40,Baltimore,0.8,1,9.6%,9,85%,34,$62,6,1.6,5,0.3,3,3.2,13,1.3,19,NA,NA,NA,NA,40,10,50,NA,2.5
2015,40,Buffalo,1.1,2,7.5%,7,85%,34,$56,5,5.8,20,0.8,10,2.4,8,0.7,9,NA,NA,NA,NA,47,12,50,NA,2.5
2015,40,Miami,1.9,3,6.3%,5,78%,30,$91,10,3.4,14,0.7,9,1.4,4,1.5,20,NA,NA,NA,NA,47,12,50,NA,2.5
2015,40,Riverside,12.7,20,7.3%,6,46%,14,$88,9,2.5,9,1.3,16,1.4,4,1.1,16,NA,NA,NA,NA,45,11,50,NA,2.5
2015,40,Dallas,7.2,14,12.6%,13,58%,20,$62,6,2.6,10,0.4,4,1.7,5,0.7,9,NA,NA,NA,NA,28,7,50,NA,2.5
2015,45,Corpus Christi,3.3,6,8.0%,7,72%,28,$59,6,2.8,11,0,0,4.5,19,0.9,12,NA,NA,NA,NA,42,11,48.5,NA,2.5
2015,45,Greensboro,4.7,9,9.1%,9,60%,22,$72,7,2.3,8,0.7,9,3.7,15,0.9,12,NA,NA,NA,NA,44,11,48.5,NA,2.5
2015,45,Tulsa,9.7,19,7.6%,7,56%,20,$43,4,2.2,8,0.5,6,2.8,11,0.7,8,NA,NA,NA,NA,33,8,48.5,NA,2.5
2015,48,"Arlington, Texas",14.1,20,7.7%,7,55%,18,$86,9,0.7,1,0.3,3,1.3,3,0.3,3,NA,NA,NA,NA,10,3,47.5,NA,2.5
2015,48,Atlanta,3.1,6,6.1%,5,66%,24,$98,11,2.9,11,0.4,4,2.5,9,1.5,20,NA,NA,NA,NA,44,11,47.5,NA,2.5
2015,50,Bakersfield,9.4,18,5.9%,5,42%,12,$96,10,2,7,1.9,20,3,12,0.4,5,NA,NA,NA,NA,44,11,46.5,NA,2.5
2015,51,Anaheim,8.7,17,7.5%,7,61%,22,$65,6,1.4,4,0.3,3,1.4,3,0.2,2,NA,NA,NA,NA,12,3,46,NA,2.5
2015,51,Lexington,11.1,20,2.4%,1,51%,16,$74,7,4,17,1.3,17,2.1,7,0.3,3,NA,NA,NA,NA,44,11,46,NA,2.5
2015,51,Los Angeles,4.5,9,14.2%,15,55%,18,$68,7,0.8,1,0.3,3,1,2,1.1,16,NA,NA,NA,NA,22,6,46,NA,2.5
2015,51,Nashville,12.9,20,10.1%,10,38%,8,$73,7,3.1,12,0.8,9,2.1,7,0.8,11,NA,NA,NA,NA,39,10,46,NA,2.5
2015,55,El Paso,3.7,7,18.6%,20,51%,16,$36,3,2.4,9,0.4,4,2.6,9,0.8,11,NA,NA,NA,NA,33,8,45,NA,2.5
2015,55,Toledo,5.3,10,5.8%,5,76%,30,$44,4,1.9,6,0.4,4,2.8,10,0.1,1,NA,NA,NA,NA,21,5,45,NA,2.5
2015,57,Columbus,7.1,14,8.9%,8,50%,16,$76,8,1.8,6,0.6,7,1.8,6,0.7,9,NA,NA,NA,NA,28,7,44,NA,2
2015,58,Chula Vista,6.8,13,8.0%,7,52%,18,$40,3,2.1,7,1.2,15,3,11,0.7,9,NA,NA,NA,NA,42,11,43.5,NA,2
2015,58,Houston,5.1,10,14.3%,15,48%,16,$38,3,2.3,9,0.7,8,2.1,7,0.7,9,NA,NA,NA,NA,33,8,43.5,NA,2
2015,60,Detroit,2.4,4,6.4%,5,78%,30,$19,1,3,12,0.6,7,4.5,19,0.4,4,NA,NA,NA,NA,42,11,42.5,NA,2
2015,60,Fort Worth,7.5,15,5.5%,4,54%,18,$83,9,1.4,4,0.1,1,2.3,8,0.6,8,NA,NA,NA,NA,21,5,42.5,NA,2
2015,60,San Antonio,11.4,20,8.7%,8,34%,6,$100,11,1.6,5,0.4,5,1.6,4,0.6,8,NA,NA,NA,NA,22,6,42.5,NA,2
2015,63,Newark,1,1,6.1%,5,90%,36,$41,3,1.5,4,0,0,0.8,1,0.9,12,NA,NA,NA,NA,17,4,41,NA,2
2015,64,Stockton,5.4,10,3.0%,1,71%,26,$21,1,3.6,15,1,13,2.4,8,0.4,5,NA,NA,NA,NA,41,10,40,NA,2
2015,64,Tucson,4.3,8,2.7%,1,56%,20,$93,10,1.2,3,1,12,3.6,14,0.6,8,NA,NA,NA,NA,37,9,40,NA,2
2015,64,Wichita,10.8,20,4.7%,3,50%,16,$47,4,1,2,0.5,6,2.1,7,0.5,6,NA,NA,NA,NA,21,5,40,NA,2
2015,67,Memphis,10,20,4.8%,3,41%,10,$57,5,2.9,11,0.5,5,1.8,5,0.9,13,NA,NA,NA,NA,34,9,39,NA,2
2015,68,Jacksonville,5.6,11,14.1%,15,33%,6,$35,3,1.7,6,0.4,4,3.4,13,1.4,20,NA,NA,NA,NA,43,11,38.5,NA,2
2015,69,Santa Ana,6,12,3.0%,1,71%,26,$42,3,1.3,3,0,0,1.3,3,0.5,7,NA,NA,NA,NA,13,3,37.5,NA,1.5
2015,70,Mesa,3.1,6,2.8%,1,64%,24,$72,7,2.7,10,0.4,5,1.4,4,0.2,2,NA,NA,NA,NA,21,5,36,NA,1.5
2015,70,Oklahoma City,6.7,13,6.9%,6,42%,12,$56,5,1.4,4,0.5,6,1.9,6,0.8,11,NA,NA,NA,NA,27,7,36,NA,1.5
2015,72,Louisville,7.7,15,6.7%,6,33%,6,$51,5,2.4,9,0.8,10,1.8,5,0.4,5,NA,NA,NA,NA,29,7,32.5,NA,1.5
2015,73,Indianapolis,10.3,20,5.0%,4,33%,6,$27,2,2.2,8,0.5,5,1.5,4,0.5,7,NA,NA,NA,NA,24,6,32,NA,1.5
2015,74,Charlotte,16.8,20,5.6%,4,27%,2,$51,5,1.1,3,0.6,7,1.8,6,0.5,6,NA,NA,NA,NA,22,6,31,NA,1.5
2015,74,Fresno,5,10,3.2%,1,54%,18,$39,3,0.8,1,1,12,1.2,3,0.3,3,NA,NA,NA,NA,19,5,31,NA,1.5
2014,1,Minneapolis,7.1,13,14.9%,15,94%,38,$214,20,NA,NA,NA,NA,2.9,12,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,5
2014,2,New York,1.1,1,20.5%,20,97%,40,$171,20,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,73.5,NA,4.5
2014,3,Boston,1,1,16.9%,17,97%,40,$112,13,NA,NA,NA,NA,3.5,16,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,4
2014,3,Portland,4.5,8,17.4%,18,84%,34,$155,20,NA,NA,NA,NA,2.1,7,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,4
2014,3,San Francisco,1.9,3,19.0%,20,98%,40,$216,20,NA,NA,NA,NA,1.6,4,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,4
2014,6,"Washington, DC",0.8,1,21.9%,20,96%,40,$353,20,NA,NA,NA,NA,1.8,5,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,4
2014,7,Denver,6.3,11,8.2%,7,84%,34,$125,15,NA,NA,NA,NA,3.9,18,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,4
2014,7,Sacramento,5.8,10,8.2%,7,77%,30,$166,20,NA,NA,NA,NA,4,18,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,4
2014,9,San Diego,6.8,12,23.5%,20,76%,30,$110,13,NA,NA,NA,NA,2.5,9,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,4
2014,10,Aurora,7.9,14,10.4%,10,85%,34,$125,15,NA,NA,NA,NA,2.4,9,NA,NA,NA,NA,NA,NA,NA,NA,68.5,NA,4
2014,10,Virginia Beach,4.1,7,15.6%,16,57%,20,$154,19,NA,NA,NA,NA,4.8,20,NA,NA,NA,NA,NA,NA,NA,NA,68.5,NA,4
2014,12,Omaha,7,12,13.3%,13,76%,30,$64,6,NA,NA,NA,NA,4.4,20,NA,NA,NA,NA,NA,NA,NA,NA,67.5,NA,4
2014,13,Oakland,2.5,4,18.3%,19,85%,34,$141,17,NA,NA,NA,NA,1.8,6,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,4
2014,14,Seattle,2.4,3,10.5%,10,92%,38,$257,20,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,3.5
2014,15,Albuquerque,4.1,7,23.6%,20,81%,32,$63,6,NA,NA,NA,NA,2.6,11,NA,NA,NA,NA,NA,NA,NA,NA,63.5,NA,3.5
2014,16,Chicago,2.2,3,9.1%,8,91%,36,$154,19,NA,NA,NA,NA,2.4,9,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,3.5
2014,16,Kansas City,11.6,20,9.0%,8,64%,24,$121,15,NA,NA,NA,NA,2.2,8,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,3.5
2014,18,New Orleans,1.8,2,26.4%,20,72%,28,$104,12,NA,NA,NA,NA,2.6,11,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,3.5
2014,18,San Jose,3.9,6,14.7%,15,69%,26,$124,15,NA,NA,NA,NA,2.6,11,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,3.5
2014,20,Philadelphia,3.6,6,13.5%,14,92%,38,$61,6,NA,NA,NA,NA,1.6,5,NA,NA,NA,NA,NA,NA,NA,NA,57.5,NA,3
2014,21,Raleigh,5.1,9,14.1%,14,53%,18,$155,19,NA,NA,NA,NA,2.2,8,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,3
2014,22,Milwaukee,4.5,8,10.6%,10,87%,34,$75,8,NA,NA,NA,NA,2.1,7,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,3
2014,23,Colorado Springs,6.6,12,9.5%,9,68%,26,$50,4,NA,NA,NA,NA,3.4,15,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,3
2014,24,Long Beach,3.2,5,10.0%,10,79%,30,$147,18,NA,NA,NA,NA,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,3
2014,25,Baltimore,0.8,1,9.6%,9,85%,34,$62,6,NA,NA,NA,NA,3.2,14,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,3
2014,26,Cleveland,3.5,6,6.5%,5,77%,30,$88,10,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,52.5,NA,3
2014,27,St. Louis,4,7,9.4%,9,79%,30,$77,8,NA,NA,NA,NA,2.3,8,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,3
2014,28,Corpus Christi,3.3,5,5.9%,5,70%,26,$56,5,NA,NA,NA,NA,4.5,20,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,2.5
2014,28,Detroit,2.5,4,6.7%,6,77%,30,$23,1,NA,NA,NA,NA,4.4,20,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,2.5
2014,28,Honolulu,2.3,3,33.0%,20,83%,32,$39,3,NA,NA,NA,NA,1.3,3,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,2.5
2014,28,Phoenix,11,20,15.0%,15,45%,14,$96,11,NA,NA,NA,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,2.5
2014,28,Tampa,4.6,8,7.1%,6,59%,20,$121,15,NA,NA,NA,NA,2.8,12,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,2.5
2014,33,Austin,10.1,18,14.7%,15,48%,16,$67,7,NA,NA,NA,NA,1.3,3,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,2.5
2014,34,Riverside,12.7,20,7.0%,6,45%,14,$115,14,NA,NA,NA,NA,1.3,3,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,2.5
2014,35,Las Vegas,7.8,14,3.5%,2,46%,14,$207,20,NA,NA,NA,NA,1.9,6,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,2.5
2014,36,"Arlington, Texas",14.1,20,7.7%,7,53%,18,$77,8,NA,NA,NA,NA,1.3,2,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,2.5
2014,36,Bakersfield,9.4,17,5.9%,5,41%,10,$89,10,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,2.5
2014,36,Dallas,7.1,13,10.8%,10,54%,18,$81,9,NA,NA,NA,NA,1.7,5,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,2.5
2014,36,Anaheim,8.7,16,7.5%,7,60%,22,$68,7,NA,NA,NA,NA,1.4,3,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,2.5
2014,40,Fort Worth,7.5,14,5.5%,4,52%,18,$84,9,NA,NA,NA,NA,2.4,9,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2.5
2014,40,Tulsa,9.7,18,5.9%,5,54%,18,$37,3,NA,NA,NA,NA,2.6,10,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2.5
2014,42,Atlanta,3.1,5,5.8%,5,65%,24,$87,10,NA,NA,NA,NA,2.5,9,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,2
2014,42,Tucson,4.3,7,2.7%,1,53%,18,$97,11,NA,NA,NA,NA,3.6,16,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,2
2014,44,El Paso,3.7,6,18.0%,19,48%,16,$34,2,NA,NA,NA,NA,2.4,9,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,2
2014,45,Los Angeles,5.2,9,16.0%,16,54%,18,$60,6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2
2014,45,Nashville,12.9,20,9.3%,9,37%,8,$62,6,NA,NA,NA,NA,2.1,7,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2
2014,47,Columbus,7.1,13,8.1%,7,49%,16,$65,7,NA,NA,NA,NA,1.9,6,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,2
2014,48,Houston,5.6,10,14.1%,14,45%,14,$41,3,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2
2014,48,Miami,2.4,4,5.1%,4,75%,28,$79,9,NA,NA,NA,NA,1.4,3,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2
2014,48,Wichita,10,18,4.7%,3,50%,16,$49,4,NA,NA,NA,NA,2.1,7,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2
2014,51,Jacksonville,5.6,10,13.9%,14,30%,4,$38,3,NA,NA,NA,NA,3.4,15,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,2
2014,52,Santa Ana,6,11,3.0%,1,70%,26,$40,3,NA,NA,NA,NA,1.3,2,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,1.5
2014,53,Memphis,10,18,4.8%,3,39%,10,$65,6,NA,NA,NA,NA,1.8,5,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,1.5
2014,53,San Antonio,11.4,20,8.4%,8,35%,6,$56,5,NA,NA,NA,NA,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,1.5
2014,55,Oklahoma City,6.7,12,6.9%,6,41%,10,$58,6,NA,NA,NA,NA,1.9,6,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,1.5
2014,56,Mesa,3.1,5,2.7%,1,60%,22,$75,8,NA,NA,NA,NA,1.3,3,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,1.5
2014,57,Charlotte,16.8,20,5.1%,4,27%,2,$69,7,NA,NA,NA,NA,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,1
2014,58,Indianapolis,10.3,19,5.0%,4,32%,4,$34,2,NA,NA,NA,NA,1.6,4,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,1
2014,58,Louisville,7.5,13,7.0%,6,32%,4,$55,5,NA,NA,NA,NA,1.8,5,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,1
2014,60,Fresno,4.9,8,2.2%,1,51%,16,$51,4,NA,NA,NA,NA,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,1
2013,1,Minneapolis,6.51,12,15.07%,15,94%,38,$210.33,20,NA,NA,NA,NA,2.88,12,NA,NA,NA,NA,NA,NA,NA,97,81,NA,5
2013,2,New York,1.06,1,19.72%,20,96%,40,$160.33,20,NA,NA,NA,NA,2.05,7,NA,NA,NA,NA,NA,NA,NA,88,73.5,NA,4.5
2013,3,San Francisco,1.91,3,17.95%,19,98%,40,$280.67,20,NA,NA,NA,NA,1.8,5,NA,NA,NA,NA,NA,NA,NA,87,72.5,NA,4
2013,3,Sacramento,5.78,11,8.09%,7,77%,30,$156.67,20,NA,NA,NA,NA,4.03,19,NA,NA,NA,NA,NA,NA,NA,87,72.5,NA,4
2013,3,Boston,1.31,2,15.89%,16,97%,40,$110.33,13,NA,NA,NA,NA,3.59,16,NA,NA,NA,NA,NA,NA,NA,87,72.5,NA,4
2013,6,"Washington, DC",0.67,1,19.65%,20,96%,40,$343.67,20,NA,NA,NA,NA,1.73,5,NA,NA,NA,NA,NA,NA,NA,86,71.5,NA,4
2013,7,Portland,4.89,9,16.32%,17,80%,32,$159.00,20,NA,NA,NA,NA,2.14,7,NA,NA,NA,NA,NA,NA,NA,85,71,NA,4
2013,8,Virginia Beach,4.13,8,15.89%,16,63%,22,$144.67,18,NA,NA,NA,NA,4.91,20,NA,NA,NA,NA,NA,NA,NA,84,70,NA,4
2013,9,San Diego,6.78,13,22.54%,20,76%,30,$115.67,14,NA,NA,NA,NA,1.78,5,NA,NA,NA,NA,NA,NA,NA,82,68.5,NA,4
2013,10,Seattle,2.7,5,10.32%,10,92%,38,$261.00,20,NA,NA,NA,NA,2.14,7,NA,NA,NA,NA,NA,NA,NA,80,66.5,NA,4
2013,11,San Jose,3.7,7,14.12%,14,69%,26,$140.33,18,NA,NA,NA,NA,2.72,11,NA,NA,NA,NA,NA,NA,NA,76,63.5,NA,3.5
2013,11,Albuquerque,4.02,7,18.72%,20,81%,32,$64.33,6,NA,NA,NA,NA,2.69,11,NA,NA,NA,NA,NA,NA,NA,76,63.5,NA,3.5
2013,11,Omaha,6.5,12,11.75%,12,76%,30,$57.46,5,NA,NA,NA,NA,3.79,17,NA,NA,NA,NA,NA,NA,NA,76,63.5,NA,3.5
2013,14,Colorado Springs,6.82,13,14.43%,15,68%,26,$61.67,6,NA,NA,NA,NA,3.48,15,NA,NA,NA,NA,NA,NA,NA,75,62.5,NA,3.5
2013,14,Philadelphia,3.6,7,13.03%,13,91%,36,$54.46,4,NA,NA,NA,NA,3.39,15,NA,NA,NA,NA,NA,NA,NA,75,62.5,NA,3.5
2013,16,Chicago,2,3,8.53%,8,90%,36,$138.67,17,NA,NA,NA,NA,2.43,9,NA,NA,NA,NA,NA,NA,NA,73,61,NA,3.5
2013,17,Denver,6.29,12,6.03%,5,78%,30,$131.33,16,NA,NA,NA,NA,2.47,9,NA,NA,NA,NA,NA,NA,NA,72,60,NA,3.5
2013,18,Oakland,2.5,4,11.93%,12,85%,34,$122.33,15,NA,NA,NA,NA,1.87,6,NA,NA,NA,NA,NA,NA,NA,71,59,NA,3.5
2013,19,Milwaukee,8.07,16,10.41%,10,87%,34,$70.67,7,NA,NA,NA,NA,1.2,2,NA,NA,NA,NA,NA,NA,NA,69,57.5,NA,3
2013,20,Raleigh,4.09,8,13.75%,14,54%,18,$140.67,18,NA,NA,NA,NA,2.2,8,NA,NA,NA,NA,NA,NA,NA,66,55,NA,3
2013,21,Baltimore,0.83,1,9.47%,9,85%,34,$61.18,6,NA,NA,NA,NA,3.22,14,NA,NA,NA,NA,NA,NA,NA,64,53.5,NA,3
2013,22,Long Beach,3.2,6,9.71%,9,78%,30,$125.00,15,NA,NA,NA,NA,1.49,3,NA,NA,NA,NA,NA,NA,NA,63,52.5,NA,3
2013,23,Kansas City,2.93,7,8.64%,8,64%,24,$127.33,16,NA,NA,NA,NA,2.17,7,NA,NA,NA,NA,NA,NA,NA,62,51.5,NA,2.5
2013,23,Phoenix,14.79,20,14.24%,14,46%,14,$111.67,13,NA,NA,NA,NA,1.14,1,NA,NA,NA,NA,NA,NA,NA,62,51.5,NA,2.5
2013,25,Cleveland,3.59,7,6.29%,5,76%,30,$88.00,10,NA,NA,NA,NA,2.29,8,NA,NA,NA,NA,NA,NA,NA,60,50,NA,2.5
