"season","episode","line","raw_text","stage_direction","dialogue","start_time","end_time"
4,2,895,"You're Wayne Munson, aren't you?","","You're Wayne Munson, aren't you?","00:48:49","00:48:52"
4,2,896,"Eddie's uncle?","","Eddie's uncle?","00:48:53","00:48:54"
4,2,897,"That's right.","","That's right.","00:48:55","00:48:56"
4,2,898,"I heard you found the body.","","I heard you found the body.","00:48:57","00:49:00"
4,2,899,"-The neighbors, they were-- -Like to gossip.","","The neighbors, they were Like to gossip.","00:49:01","00:49:03"
4,2,900,"And I'm not interested in gossiping no more.","","And I'm not interested in gossiping no more.","00:49:05","00:49:07"
4,2,901,"Certainly not to a reporter.","","Certainly not to a reporter.","00:49:09","00:49:10"
4,2,902,"What gave me away?","","What gave me away?","00:49:13","00:49:15"
4,2,903,"Look, let me level with you, Mr. Munson.","","Look, let me level with you, Mr. Munson.","00:49:16","00:49:20"
4,2,904,"The paper that I write for is… small.","","The paper that I write for is… small.","00:49:21","00:49:24"
4,2,905,"We don't have the staff to keep up with the big guys.","","We don't have the staff to keep up with the big guys.","00:49:25","00:49:28"
4,2,906,"And I'm just… looking for something,","","And I'm just… looking for something,","00:49:28","00:49:32"
4,2,907,"anything really, about what happened last night.","","anything really, about what happened last night.","00:49:32","00:49:35"
4,2,908,"Why?","","Why?","00:49:35","00:49:36"
4,2,909,"Far as I can tell, you all have it figured out already.","","Far as I can tell, you all have it figured out already.","00:49:37","00:49:39"
4,2,910,"My nephew's a freak.","","My nephew's a freak.","00:49:40","00:49:42"
4,2,911,"He killed that girl.","","He killed that girl.","00:49:42","00:49:44"
4,2,912,"Ain't that about right?","","Ain't that about right?","00:49:44","00:49:45"
4,2,913,"Let me guess.","","Let me guess.","00:49:46","00:49:47"
4,2,914,"You've been speaking to the Hawkins Post?","","You've been speaking to the Hawkins Post?","00:49:47","00:49:49"
4,2,915,"Chuck Bailey?","","Chuck Bailey?","00:49:51","00:49:52"
4,2,916,"Yeah, I used to work with him.","","Yeah, I used to work with him.","00:49:53","00:49:54"
4,2,917,"I mean, that guy doesn't know his ass from his elbow.","","I mean, that guy doesn't know his ass from his elbow.","00:49:54","00:49:57"
4,2,918,"Let me tell your side of the story.","","Let me tell your side of the story.","00:50:00","00:50:03"
4,2,919,"[ominous music playing]","[ominous music playing]","","00:50:05","00:50:07"
4,2,920,"[dog barking]","[dog barking]","","00:50:07","00:50:09"
4,2,921,"[clock chiming]","[clock chiming]","","00:50:09","00:50:12"
4,2,922,"[sinister audio distortion]","[sinister audio distortion]","","00:50:15","00:50:17"
4,2,923,"[clock ticking]","[clock ticking]","","00:50:17","00:50:19"
4,2,924,"[Wayne] My nephew,","[Wayne]","My nephew,","00:50:20","00:50:21"
4,2,925,"he may look dangerous,","","he may look dangerous,","00:50:22","00:50:25"
4,2,926,"but he didn't do this.","","but he didn't do this.","00:50:26","00:50:28"
4,2,927,"It just… ain't in his nature.","","It just… ain't in his nature.","00:50:29","00:50:32"
4,2,928,"No matter what anyone says,","","No matter what anyone says,","00:50:37","00:50:39"
4,2,929,"and they will say things, believe you me.","","and they will say things, believe you me.","00:50:39","00:50:42"
4,2,930,"But…","","But…","00:50:42","00:50:43"
4,2,931,"this… wasn't Eddie.","","this… wasn't Eddie.","00:50:44","00:50:47"
4,2,932,"The man who did this…","","The man who did this…","00:50:50","00:50:51"
4,2,933,"who killed that poor girl,","","who killed that poor girl,","00:50:54","00:50:55"
4,2,934,"he's…","","he's…","00:50:56","00:50:57"
4,2,935,"pure evil.","","pure evil.","00:50:59","00:51:00"
4,2,936,"""Man""?","","""Man""?","00:51:01","00:51:02"
4,2,937,"You think you know who might've done this?","","You think you know who might've done this?","00:51:04","00:51:07"
4,2,938,"You ever hear the name","","You ever hear the name","00:51:10","00:51:12"
4,2,939,"Victor Creel?","","Victor Creel?","00:51:13","00:51:14"
4,2,940,"[ominous music intensifies]","[ominous music intensifies]","","00:51:15","00:51:17"
4,2,941,"[Wayne] I guess you're too young, but back when I was a kid,","[Wayne]","I guess you're too young, but back when I was a kid,","00:51:21","00:51:25"
4,2,942,"everybody knew the name Victor Creel.","","everybody knew the name Victor Creel.","00:51:25","00:51:29"
4,2,943,"He lost his mind.","","He lost his mind.","00:51:29","00:51:31"
4,2,944,"Killed his whole family.","","Killed his whole family.","00:51:32","00:51:34"
4,2,945,"Kids and wife.","","Kids and wife.","00:51:34","00:51:35"
4,2,946,"Took their eyes.","","Took their eyes.","00:51:36","00:51:38"
4,2,947,"Cut 'em right out.","","Cut 'em right out.","00:51:39","00:51:40"
4,2,948,"God.","","God.","00:51:41","00:51:42"
4,2,949,"[clock continues chiming]","[clock continues chiming]","","00:51:42","00:51:44"
4,2,950,"[Wayne] That poor girl I found this morning,","[Wayne]","That poor girl I found this morning,","00:51:44","00:51:46"
4,2,951,"same exact thing.","","same exact thing.","00:51:47","00:51:49"
4,2,952,"So I'm thinking","","So I'm thinking","00:51:50","00:51:51"
4,2,953,"maybe he broke out.","","maybe he broke out.","00:51:51","00:51:53"
4,2,954,"Victor Creel is still alive?","","Victor Creel is still alive?","00:51:54","00:51:55"
4,2,955,"They locked him away in Pennhurst Asylum.","","They locked him away in Pennhurst Asylum.","00:51:56","00:51:59"
4,2,956,"Yeah, as far as I know, he's still there.","","Yeah, as far as I know, he's still there.","00:51:59","00:52:02"
4,2,957,"That is, unless he broke out.","","That is, unless he broke out.","00:52:02","00:52:04"
4,2,958,"Like that… What's his name? White mask and killed the babysitters?","","Like that… What's his name? White mask and killed the babysitters?","00:52:05","00:52:09"
4,2,959,"[chimes]","[chimes]","","00:52:09","00:52:10"
4,2,960,"[Nancy] Michael Myers?","[Nancy]","Michael Myers?","00:52:10","00:52:11"
4,2,961,"-[clock ticking] -[Wayne] Yeah, Michael Myers.","[clock ticking] [Wayne]"," Yeah, Michael Myers.","00:52:11","00:52:14"
4,2,962,"-[ticking] -You ask me, Victor's like that.","[ticking]"," You ask me, Victor's like that.","00:52:14","00:52:17"
4,2,963,"He's a real boogeyman.","","He's a real boogeyman.","00:52:18","00:52:20"
4,2,964,"[wind rushing]","[wind rushing]","","00:52:20","00:52:21"
4,2,965,"[dog barks, whimpers]","[dog barks, whimpers]","","00:52:24","00:52:26"
4,2,966,"Um, I'll be right back.","","Um, I'll be right back.","00:52:29","00:52:31"
4,2,967,"[dog continues barking, whimpering]","[dog continues barking, whimpering]","","00:52:32","00:52:34"
4,2,968,"Fred?","","Fred?","00:52:40","00:52:41"
4,2,969,"Fred!","","Fred!","00:52:43","00:52:44"
4,2,970,"Fred!","","Fred!","00:52:47","00:52:48"
4,2,971,"Fred?","","Fred?","00:52:52","00:52:53"
4,2,972,"Fred?","","Fred?","00:52:55","00:52:56"
4,2,973,"[sinister music swells]","[sinister music swells]","","00:52:58","00:53:02"
4,2,974,"[chiming, ticking]","[chiming, ticking]","","00:53:02","00:53:04"
4,2,975,"[muffled weeping]","[muffled weeping]","","00:53:14","00:53:16"
4,2,976,"[flesh distending wetly]","[flesh distending wetly]","","00:53:32","00:53:34"
4,2,977,"Murderer.","","Murderer.","00:53:35","00:53:36"
4,2,978,"Murderer!","","Murderer!","00:53:36","00:53:38"
4,2,979,"-Murderer. Murderer! -Murderer.","","Murderer. Murderer! Murderer.","00:53:38","00:53:40"
4,2,980,"Murderer.","","Murderer.","00:53:40","00:53:42"
4,2,981,"[all chanting] Murderer! Murderer! Murderer! Murderer! Murderer! Murderer!","[all chanting]","Murderer! Murderer! Murderer! Murderer! Murderer! Murderer!","00:53:43","00:53:48"
4,2,982,"Murderer! Murderer!","","Murderer! Murderer!","00:53:50","00:53:52"
4,2,983,"-Murderer! -[Fred panting]","[Fred panting]","Murderer! ","00:53:54","00:53:56"
4,2,984,"[clippers buzzing]","[clippers buzzing]","","00:53:59","00:54:01"
4,2,985,"[ominous music playing]","[ominous music playing]","","00:54:07","00:54:10"
4,2,986,"[man in Russian] You are no longer men.","[man in Russian]","You are no longer men.","00:54:15","00:54:17"
4,2,987,"You are cogs in a machine.","","You are cogs in a machine.","00:54:19","00:54:21"
4,2,988,"A machine in service of our great Motherland.","","A machine in service of our great Motherland.","00:54:21","00:54:25"
4,2,989,"And if you are foolish enough to attempt escape,","","And if you are foolish enough to attempt escape,","00:54:29","00:54:32"
4,2,990,"you will be hunted down.","","you will be hunted down.","00:54:33","00:54:35"
4,2,991,"You will be captured.","","You will be captured.","00:54:37","00:54:38"
4,2,992,"And then you will suffer greatly","","And then you will suffer greatly","00:54:39","00:54:42"
4,2,993,"as you perform your final act","","as you perform your final act","00:54:42","00:54:44"
4,2,994,"for the Motherland.","","for the Motherland.","00:54:44","00:54:46"
4,2,995,"There will be no second chances.","","There will be no second chances.","00:54:47","00:54:49"
4,2,996,"[in English] Run,","[in English]","Run,","00:54:54","00:54:55"
4,2,997,"you die.","","you die.","00:54:55","00:54:56"
4,2,998,"You hear, American?","","You hear, American?","00:54:57","00:54:59"
4,2,999,"[Enzo on tape] Your friend is… stuck.","[Enzo on tape]","Your friend is… stuck.","00:55:02","00:55:05"
4,2,1000,"But you get me money, I make him unstuck.","","But you get me money, I make him unstuck.","00:55:06","00:55:09"
4,2,1001,"You must trust me.","","You must trust me.","00:55:09","00:55:10"
4,2,1002,"[Joyce on tape] How do I trust--","[Joyce on tape]","How do I trust","00:55:10","00:55:12"
4,2,1003,"Joyce, whoever Enzo is, the answer is not on that tape.","","Joyce, whoever Enzo is, the answer is not on that tape.","00:55:12","00:55:15"
4,2,1004,"[woman speaking Russian indistinctly on tape]","","[woman speaking Russian indistinctly on tape]","00:55:15","00:55:18"
4,2,1005,"[in English] You don't hear that? In the background?","[in English]","You don't hear that? In the background?","00:55:18","00:55:20"
4,2,1006,"So he's outside.","","So he's outside.","00:55:20","00:55:22"
4,2,1007,"Someone's talking. Not surprising.","","Someone's talking. Not surprising.","00:55:22","00:55:24"
4,2,1008,"I think she's talking to Enzo.","","I think she's talking to Enzo.","00:55:26","00:55:28"
4,2,1009,"Play it again.","","Play it again.","00:55:29","00:55:30"
4,2,1010,"[woman speaking Russian indistinctly on tape]","","[woman speaking Russian indistinctly on tape]","00:55:33","00:55:35"
4,2,1011,"[in English] Can you translate that?","[in English]","Can you translate that?","00:55:37","00:55:38"
4,2,1012,"Uh, I… I can't understand it. It's too low.","","Uh, I… I can't understand it. It's too low.","00:55:38","00:55:41"
4,2,1013,"[dramatic music playing]","[dramatic music playing]","","00:55:44","00:55:46"
4,2,1014,"[alarm buzzing]","[alarm buzzing]","","00:55:50","00:55:52"
4,2,1015,"[men speaking Russian]","[men speaking Russian]","","00:55:52","00:55:53"
4,2,1016,"[metallic clanging]","[metallic clanging]","","00:55:58","00:55:59"
4,2,1017,"[in English] Hey!","[in English]","Hey!","00:56:00","00:56:01"
4,2,1018,"[men chattering in Russian]","[men chattering in Russian]","","00:56:01","00:56:03"
4,2,1019,"[Enzo in English] But you get me money, I make him unstuck.","[Enzo in English]","But you get me money, I make him unstuck.","00:56:05","00:56:07"
4,2,1020,"-Turn it up. -You must trust me.","","Turn it up. You must trust me.","00:56:07","00:56:09"
4,2,1021,"[Joyce on tape] How do I trust you? I don't know who you are.","[Joyce on tape]","How do I trust you? I don't know who you are.","00:56:09","00:56:12"
4,2,1022,"She… She wants to use the phone.","","She… She wants to use the phone.","00:56:13","00:56:15"
4,2,1023,"She's mad at Enzo.","","She's mad at Enzo.","00:56:16","00:56:17"
4,2,1024,"[speaking Russian]","[speaking Russian]","","00:56:17","00:56:18"
4,2,1025,"-Calls him a ""moosor."" -""Moosor""?","","Calls him a ""moosor."" ""Moosor""?","00:56:18","00:56:20"
4,2,1026,"-It's slang. -For what?","","It's slang. For what?","00:56:20","00:56:21"
4,2,1027,"[Murray] Literally, ""moosor"" translates to trash or garbage.","[Murray]","Literally, ""moosor"" translates to trash or garbage.","00:56:22","00:56:26"
4,2,1028,"Like ""pig"" here, often directed at cops.","","Like ""pig"" here, often directed at cops.","00:56:26","00:56:28"
4,2,1029,"Cops?","","Cops?","00:56:28","00:56:29"
4,2,1030,"Or guards.","","Or guards.","00:56:34","00:56:35"
4,2,1031,"Hopper's stuck.","","Hopper's stuck.","00:56:41","00:56:43"
4,2,1032,"[Hopper grunts]","[Hopper grunts]","","00:56:43","00:56:44"
4,2,1033,"And Enzo can get him unstuck.","","And Enzo can get him unstuck.","00:56:45","00:56:49"
4,2,1034,"[Enzo] Yeah. It's not exactly the Ritz, is it?","[Enzo]","Yeah. It's not exactly the Ritz, is it?","00:56:50","00:56:53"
4,2,1035,"Welcome to your new home, American.","","Welcome to your new home, American.","00:56:56","00:56:59"
4,2,1036,"Enzo's a prison guard.","","Enzo's a prison guard.","00:57:04","00:57:05"
4,2,1037,"Maybe Hopper bribed him.","","Maybe Hopper bribed him.","00:57:05","00:57:07"
4,2,1038,"Sounds like Jim, doesn't it?","","Sounds like Jim, doesn't it?","00:57:07","00:57:09"
4,2,1039,"[chuckles]","[chuckles]","","00:57:10","00:57:11"
4,2,1040,"-Joyce, where are you going? -Bank.","","Joyce, where are you going? Bank.","00:57:13","00:57:15"
4,2,1041,"I'm gonna get Enzo his damn money,","","I'm gonna get Enzo his damn money,","00:57:15","00:57:17"
4,2,1042,"and we are getting Hopper back.","","and we are getting Hopper back.","00:57:18","00:57:20"
4,2,1043,"Okay.","","Okay.","00:57:21","00:57:22"
4,2,1044,"[suspenseful music builds to climax]","[suspenseful music builds to climax]","","00:57:22","00:57:24"
4,2,1045,"El?","","El?","00:57:24","00:57:25"
4,2,1046,"What the hell? Get out!","","What the hell? Get out!","00:57:25","00:57:27"
4,2,1047,"-Not there? -No.","","Not there? No.","00:57:28","00:57:30"
4,2,1048,"-Should've told me she was having trouble. -I didn't know they were gonna be here.","","Should've told me she was having trouble. I didn't know they were gonna be here.","00:57:30","00:57:33"
4,2,1049,"You knew she was having trouble for a year and didn't tell me.","","You knew she was having trouble for a year and didn't tell me.","00:57:33","00:57:36"
4,2,1050,"-I didn't know she was lying to you. -Which is why you were a douche all day?","","I didn't know she was lying to you. Which is why you were a douche all day?","00:57:36","00:57:39"
4,2,1051,"-I wasn't being a douche. -You were.","","I wasn't being a douche. You were.","00:57:39","00:57:41"
4,2,1052,"You were rolling your eyes, moping. You were barely talking.","","You were rolling your eyes, moping. You were barely talking.","00:57:41","00:57:45"
4,2,1053,"-You basically sabotaged the whole day. -She was lying to you.","","You basically sabotaged the whole day. She was lying to you.","00:57:45","00:57:48"
4,2,1054,"Straight to your face, ever since you got here.","","Straight to your face, ever since you got here.","00:57:48","00:57:51"
4,2,1055,"And I've been a total third wheel all day. It's been miserable.","","And I've been a total third wheel all day. It's been miserable.","00:57:51","00:57:54"
4,2,1056,"So, sorry if I wasn't… wasn't smiling.","","So, sorry if I wasn't… wasn't smiling.","00:57:54","00:57:58"
4,2,1057,"Yeah, whatever, man.","","Yeah, whatever, man.","00:57:59","00:58:00"
4,2,1058,"Well, what about us?","","Well, what about us?","00:58:03","00:58:04"
4,2,1059,"What?","","What?","00:58:04","00:58:05"
4,2,1060,"You're mad that I didn't talk to you?","","You're mad that I didn't talk to you?","00:58:06","00:58:08"
4,2,1061,"You made it super clear that you're not interested in anything I have to say.","","You made it super clear that you're not interested in anything I have to say.","00:58:09","00:58:12"
4,2,1062,"-That's just not true. -You've called maybe a couple times.","","That's just not true. You've called maybe a couple times.","00:58:12","00:58:15"
4,2,1063,"It's been a year, Mike.","","It's been a year, Mike.","00:58:15","00:58:17"
4,2,1064,"Meanwhile, El has a book of letters from you.","","Meanwhile, El has a book of letters from you.","00:58:17","00:58:19"
4,2,1065,"-That's because she's my girlfriend, Will. -And us?","","That's because she's my girlfriend, Will. And us?","00:58:20","00:58:22"
4,2,1066,"We're friends. We're friends.","","We're friends. We're friends.","00:58:22","00:58:24"
4,2,1067,"We used to be best friends.","","We used to be best friends.","00:58:24","00:58:26"
4,2,1068,"[emotional synth music playing]","[emotional synth music playing]","","00:58:26","00:58:27"
4,2,1069,"Then maybe you should've reached out more. I don't know.","","Then maybe you should've reached out more. I don't know.","00:58:27","00:58:30"
4,2,1070,"But why is this on me?","","But why is this on me?","00:58:30","00:58:32"
4,2,1071,"Why… Why am I the bad guy?","","Why… Why am I the bad guy?","00:58:32","00:58:33"
4,2,1072,"[sighs] Let's just… Let's just find her. Okay?","[sighs]","Let's just… Let's just find her. Okay?","00:58:39","00:58:42"
4,2,1073,"[sighs]","[sighs]","","00:58:46","00:58:47"
4,2,1074,"[weeping softly]","[weeping softly]","","00:58:56","00:58:58"
4,2,1075,"[Angela, bullies laughing]","[Angela, bullies laughing]","","00:59:11","00:59:12"
4,2,1076,"[bully] Yeah.","[bully]","Yeah.","00:59:13","00:59:14"
4,2,1077,"-[Angela] Oh my God, her face. -[bully 1] Right?","[Angela] [bully 1]","Oh my God, her face. Right?","00:59:30","00:59:33"
4,2,1078,"-She looks like she shit herself. -Yeah.","","She looks like she shit herself. Yeah.","00:59:33","00:59:35"
4,2,1079,"[bullies chuckling]","[bullies chuckling]","","00:59:47","00:59:49"
4,2,1080,"Angela.","","Angela.","00:59:49","00:59:50"
4,2,1081,"-Uh-oh. Look who it is. -[bully 1] She looks upset.","[bully 1]","Uhoh. Look who it is. She looks upset.","00:59:51","00:59:53"
4,2,1082,"You ruined my day.","","You ruined my day.","00:59:54","00:59:55"
4,2,1083,"[chuckles] Oh no. Did we embarrass you in front of your boyfriend?","[chuckles]","Oh no. Did we embarrass you in front of your boyfriend?","00:59:55","00:59:59"
4,2,1084,"I want you to say sorry to me,","","I want you to say sorry to me,","00:59:59","01:00:01"
4,2,1085,"and I want you to tell my boyfriend that it was just a joke","","and I want you to tell my boyfriend that it was just a joke","01:00:01","01:00:05"
4,2,1086,"and that we are really friends.","","and that we are really friends.","01:00:05","01:00:07"
4,2,1087,"Or what?","","Or what?","01:00:07","01:00:08"
4,2,1088,"You gonna hurt us with your mean stare again?","","You gonna hurt us with your mean stare again?","01:00:09","01:00:11"
4,2,1089,"[Angela giggles]","[Angela giggles]","","01:00:12","01:00:15"
4,2,1090,"Sorry you can't cry to teacher today.","","Sorry you can't cry to teacher today.","01:00:15","01:00:18"
4,2,1091,"You'll just have to cry to your daddy instead.","","You'll just have to cry to your daddy instead.","01:00:18","01:00:21"
4,2,1092,"Oh, wait. Can't do that either.","","Oh, wait. Can't do that either.","01:00:21","01:00:23"
4,2,1093,"[bully 1 scoffs cruelly]","[bully 1 scoffs cruelly]","","01:00:23","01:00:25"
4,2,1094,"[bullies laughing]","[bullies laughing]","","01:00:25","01:00:28"
4,2,1095,"[ominous audio distortion]","[ominous audio distortion]","","01:00:28","01:00:31"
4,2,1096,"[bystander] Hey!","[bystander]","Hey!","01:00:37","01:00:38"
4,2,1097,"[Angela laughing]","[Angela laughing]","","01:00:44","01:00:45"
4,2,1098,"Angela.","","Angela.","01:00:46","01:00:47"
4,2,1099,"[Angela screams]","[Angela screams]","","01:00:49","01:00:51"
4,2,1100,"Holy shit. Angela, you okay?","","Holy shit. Angela, you okay?","01:00:51","01:00:52"
4,2,1101,"-Angela, hey. You okay? -[bystander 1] Oh my God!","[bystander 1]","Angela, hey. You okay? Oh my God!","01:00:53","01:00:55"
4,2,1102,"-[bystander 2] What did she do? -Oh my God.","[bystander 2]","What did she do? Oh my God.","01:00:56","01:00:58"
4,2,1103,"-Oh my God, what do we do? -Oh, shit.","","Oh my God, what do we do? Oh, shit.","01:00:58","01:01:00"
4,2,1104,"[Angela shrieks]","[Angela shrieks]","","01:01:00","01:01:01"
4,2,1105,"[bully 1] You're okay. You're okay.","[bully 1]","You're okay. You're okay.","01:01:01","01:01:02"
4,2,1106,"[Angela sobbing]","[Angela sobbing]","","01:01:02","01:01:04"
4,2,1107,"[ominous music intensifies]","[ominous music intensifies]","","01:01:07","01:01:09"
4,2,1108,"[Angela wailing]","[Angela wailing]","","01:01:16","01:01:19"
4,2,1109,"Oh… Oh my God.","","Oh… Oh my God.","01:01:23","01:01:24"
4,2,1110,"Holy shit, El.","","Holy shit, El.","01:01:24","01:01:25"
4,2,1111,"What did you do?","","What did you do?","01:01:26","01:01:27"
4,2,1112,"[echoing] What did you do?","[echoing]","What did you do?","01:01:28","01:01:29"
4,2,1113,"-What have you done? What have you done? -[eerie audio distortion]","[eerie audio distortion]","What have you done? What have you done? ","01:01:30","01:01:33"
4,2,1114,"-[Angela screams] -[Eleven shudders]","[Angela screams] [Eleven shudders]"," ","01:01:33","01:01:35"
4,2,1115,"[Angela's scream echoes, fades]","[Angela's scream echoes, fades]","","01:01:39","01:01:42"
4,2,1116,"[doorbell rings]","[doorbell rings]","","01:01:57","01:01:59"
4,2,1117,"[doorbell rings rapidly]","[doorbell rings rapidly]","","01:02:03","01:02:04"
4,2,1118,"Okay. Well, that's settled. I guess he's not here.","","Okay. Well, that's settled. I guess he's not here.","01:02:04","01:02:07"
4,2,1119,"-Eddie! It's Dustin! -Great.","","Eddie! It's Dustin! Great.","01:02:07","01:02:09"
4,2,1120,"[tense music playing]","[tense music playing]","","01:02:09","01:02:11"
4,2,1121,"Look, we just wanna talk, okay?","","Look, we just wanna talk, okay?","01:02:11","01:02:13"
4,2,1122,"No cops, I swear. We just wanna help.","","No cops, I swear. We just wanna help.","01:02:13","01:02:15"
4,2,1123,"Eddie!","","Eddie!","01:02:17","01:02:18"
4,2,1124,"[Robin] Shh.","[Robin]","Shh.","01:02:18","01:02:19"
4,2,1125,"[doorbell ringing continuously]","[doorbell ringing continuously]","","01:02:19","01:02:22"
4,2,1126,"[Dustin] Rick!","[Dustin]","Rick!","01:02:22","01:02:23"
4,2,1127,"[Dustin bangs on door]","[Dustin bangs on door]","","01:02:23","01:02:24"
4,2,1128,"Reefer Rick!","","Reefer Rick!","01:02:24","01:02:25"
4,2,1129,"[Steve] Don't scream that.","[Steve]","Don't scream that.","01:02:25","01:02:27"
4,2,1130,"-Rick! -He's not there.","","Rick! He's not there.","01:02:29","01:02:31"
4,2,1131,"-Reefer Rick! -Just…","","Reefer Rick! Just…","01:02:31","01:02:33"
4,2,1132,"He could just be really high.","","He could just be really high.","01:02:33","01:02:35"
4,2,1133,"-[Steve] Is that a foot? -[Dustin] No, that's a shoe.","[Steve] [Dustin]","Is that a foot? No, that's a shoe.","01:02:36","01:02:38"
4,2,1134,"Hey, guys?","","Hey, guys?","01:02:39","01:02:40"
4,2,1135,"[tense music intensifies]","[tense music intensifies]","","01:02:49","01:02:51"
4,2,1136,"Hello?","","Hello?","01:03:10","01:03:11"
4,2,1137,"Is anyone home?","","Is anyone home?","01:03:13","01:03:14"
4,2,1138,"What a dump.","","What a dump.","01:03:24","01:03:25"
4,2,1139,"-[tense musical flourish] -What are you doing?","[tense musical flourish]"," What are you doing?","01:03:44","01:03:46"
4,2,1140,"What are you doing?","","What are you doing?","01:03:48","01:03:49"
4,2,1141,"He might be in here.","","He might be in here.","01:03:49","01:03:50"
4,2,1142,"So take the tarp off.","","So take the tarp off.","01:03:52","01:03:53"
4,2,1143,"If you're so brave, you take the tarp off.","","If you're so brave, you take the tarp off.","01:03:53","01:03:55"
4,2,1144,"[floorboards creaking]","[floorboards creaking]","","01:03:59","01:04:02"
4,2,1145,"Hey, look over here.","","Hey, look over here.","01:04:03","01:04:05"
4,2,1146,"Someone was here.","","Someone was here.","01:04:08","01:04:09"
4,2,1147,"Maybe he heard us. Got spooked and ran.","","Maybe he heard us. Got spooked and ran.","01:04:09","01:04:12"
4,2,1148,"Don't worry. Steve will get him with his oar.","","Don't worry. Steve will get him with his oar.","01:04:13","01:04:15"
4,2,1149,"I know you think you're being funny,","","I know you think you're being funny,","01:04:15","01:04:16"
4,2,1150,"but considering everyone in this room has nearly died a hundred times,","","but considering everyone in this room has nearly died a hundred times,","01:04:17","01:04:20"
4,2,1151,"personally, I don't find it funny in the slight--","","personally, I don't find it funny in the slight","01:04:20","01:04:22"
4,2,1152,"-[tense music intensifies] -Whoa!","[tense music intensifies]"," Whoa!","01:04:22","01:04:23"
4,2,1153,"[Steve] Wait! Wait! Wait! Wait! Wait!","[Steve]","Wait! Wait! Wait! Wait! Wait!","01:04:24","01:04:25"
4,2,1154,"Whoa, whoa, whoa, Eddie! Eddie! Stop!","","Whoa, whoa, whoa, Eddie! Eddie! Stop!","01:04:26","01:04:30"
4,2,1155,"Eddie! Eddie!","","Eddie! Eddie!","01:04:30","01:04:31"
4,2,1156,"It's me.","","It's me.","01:04:33","01:04:33"
4,2,1157,"It's Dustin.","","It's Dustin.","01:04:34","01:04:35"
4,2,1158,"This is Steve.","","This is Steve.","01:04:36","01:04:37"
4,2,1159,"He's not gonna hurt you, right, Steve?","","He's not gonna hurt you, right, Steve?","01:04:37","01:04:41"
4,2,1160,"Right. Yeah.","","Right. Yeah.","01:04:41","01:04:42"
4,2,1161,"Steve, why don't you drop the oar?","","Steve, why don't you drop the oar?","01:04:42","01:04:44"
4,2,1162,"-[Steve groans] -He's cool. He's cool.","[Steve groans]"," He's cool. He's cool.","01:04:47","01:04:49"
4,2,1163,"I'm cool, man. I'm cool.","","I'm cool, man. I'm cool.","01:04:49","01:04:51"
4,2,1164,"-What are you doing here? -We're looking for you.","","What are you doing here? We're looking for you.","01:04:51","01:04:53"
4,2,1165,"We're here to help.","","We're here to help.","01:04:53","01:04:54"
4,2,1166,"[Dustin] Eddie, these are my friends.","[Dustin]","Eddie, these are my friends.","01:04:55","01:04:57"
4,2,1167,"-You know Robin, from band. -[imitates playing instrument]","[imitates playing instrument]","You know Robin, from band. ","01:04:57","01:05:00"
4,2,1168,"[Dustin] This is my friend Max.","[Dustin]","This is my friend Max.","01:05:00","01:05:03"
4,2,1169,"The one who never wants to play D & D.","","The one who never wants to play D & D.","01:05:03","01:05:05"
4,2,1170,"Eddie.","","Eddie.","01:05:06","01:05:06"
4,2,1171,"We're on your side.","","We're on your side.","01:05:08","01:05:10"
4,2,1172,"I swear on my mother.","","I swear on my mother.","01:05:11","01:05:13"
4,2,1173,"-Right, guys? -Yes. Yes. We swear.","","Right, guys? Yes. Yes. We swear.","01:05:13","01:05:15"
4,2,1174,"On Dustin's mother.","","On Dustin's mother.","01:05:15","01:05:16"
4,2,1175,"Yeah, Dustin's… Dustin's mother.","","Yeah, Dustin's… Dustin's mother.","01:05:16","01:05:18"
4,2,1176,"[suspenseful music builds]","[suspenseful music builds]","","01:05:20","01:05:21"
4,2,1177,"[music halts]","[music halts]","","01:05:23","01:05:24"
4,2,1178,"[grunts]","[grunts]","","01:05:24","01:05:25"
4,2,1179,"Jesus Ch…","","Jesus Ch…","01:05:26","01:05:27"
4,2,1180,"Eddie…","","Eddie…","01:05:41","01:05:42"
4,2,1181,"We just want to talk.","","We just want to talk.","01:05:45","01:05:50"
4,2,1182,"Okay?","","Okay?","01:05:52","01:05:53"
4,2,1183,"We want to know what happened.","","We want to know what happened.","01:05:58","01:05:59"
4,2,1184,"[sniffs] You won't believe me.","[sniffs]","You won't believe me.","01:06:02","01:06:04"
4,2,1185,"Try us.","","Try us.","01:06:07","01:06:08"
4,2,1186,"[Nancy] Fred!","[Nancy]","Fred!","01:06:14","01:06:15"
4,2,1187,"Fred!","","Fred!","01:06:17","01:06:18"
4,2,1188,"Excuse me.","","Excuse me.","01:06:21","01:06:22"
4,2,1189,"Hi.","","Hi.","01:06:23","01:06:24"
4,2,1190,"Excuse me, sorry. Have you seen my friend wandering around?","","Excuse me, sorry. Have you seen my friend wandering around?","01:06:24","01:06:28"
4,2,1191,"Uh, nerdy, glasses, scar on his face?","","Uh, nerdy, glasses, scar on his face?","01:06:28","01:06:30"
4,2,1192,"[man] No, sorry.","[man]","No, sorry.","01:06:30","01:06:31"
4,2,1193,"[ominous music playing]","[ominous music playing]","","01:06:33","01:06:37"
