Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
02/07/2015 07:00:00 PM,3,1,0,0,2
02/07/2015 06:00:00 PM,7,1,3,1,2
02/07/2015 05:00:00 PM,36,11,14,1,10
02/07/2015 04:00:00 PM,53,9,11,13,20
02/07/2015 03:00:00 PM,72,15,16,24,17
02/07/2015 02:00:00 PM,72,20,12,16,24
02/07/2015 01:00:00 PM,81,24,20,23,14
02/07/2015 12:00:00 PM,69,17,22,13,17
02/07/2015 11:00:00 AM,93,29,22,26,16
02/07/2015 10:00:00 AM,74,21,27,16,10
02/07/2015 09:00:00 AM,35,8,13,7,7
02/07/2015 08:00:00 AM,40,13,13,13,1
02/07/2015 07:00:00 AM,4,1,2,1,0
02/07/2015 06:00:00 AM,3,1,2,0,0
02/07/2015 05:00:00 AM,0,0,0,0,0
02/07/2015 04:00:00 AM,2,0,0,0,2
02/07/2015 03:00:00 AM,0,0,0,0,0
02/07/2015 02:00:00 AM,0,0,0,0,0
02/07/2015 01:00:00 AM,0,0,0,0,0
02/07/2015 12:00:00 AM,0,0,0,0,0
02/06/2015 11:00:00 PM,0,0,0,0,0
02/06/2015 10:00:00 PM,2,1,0,1,0
02/06/2015 09:00:00 PM,6,1,1,3,1
02/06/2015 08:00:00 PM,6,0,1,2,3
02/06/2015 07:00:00 PM,19,1,3,5,10
02/06/2015 06:00:00 PM,50,4,7,32,7
02/06/2015 05:00:00 PM,70,12,11,29,18
02/06/2015 04:00:00 PM,71,22,19,23,7
02/06/2015 03:00:00 PM,38,8,8,14,8
02/06/2015 02:00:00 PM,15,4,3,7,1
02/06/2015 01:00:00 PM,16,4,6,5,1
02/06/2015 12:00:00 PM,18,9,5,3,1
02/06/2015 11:00:00 AM,26,15,8,0,3
02/06/2015 10:00:00 AM,47,23,18,5,1
02/06/2015 09:00:00 AM,55,9,12,9,25
02/06/2015 08:00:00 AM,60,9,7,10,34
02/06/2015 07:00:00 AM,32,3,4,7,18
02/06/2015 06:00:00 AM,22,4,6,3,9
02/06/2015 05:00:00 AM,8,1,0,2,5
02/06/2015 04:00:00 AM,0,0,0,0,0
02/06/2015 03:00:00 AM,0,0,0,0,0
02/06/2015 02:00:00 AM,0,0,0,0,0
02/06/2015 01:00:00 AM,0,0,0,0,0
02/06/2015 12:00:00 AM,1,0,0,1,0
02/05/2015 11:00:00 PM,3,1,1,1,0
02/05/2015 10:00:00 PM,3,1,1,0,1
02/05/2015 09:00:00 PM,11,0,2,4,5
02/05/2015 08:00:00 PM,8,2,1,3,2
02/05/2015 07:00:00 PM,29,5,6,13,5
02/05/2015 06:00:00 PM,52,7,4,30,11
02/05/2015 05:00:00 PM,71,11,11,37,12
02/05/2015 04:00:00 PM,43,8,12,14,9
02/05/2015 03:00:00 PM,38,7,10,10,11
02/05/2015 02:00:00 PM,21,5,8,6,2
02/05/2015 01:00:00 PM,27,6,10,7,4
02/05/2015 12:00:00 PM,22,7,6,2,7
02/05/2015 11:00:00 AM,27,9,9,3,6
02/05/2015 10:00:00 AM,30,10,10,3,7
02/05/2015 09:00:00 AM,38,5,3,11,19
02/05/2015 08:00:00 AM,47,8,7,9,23
02/05/2015 07:00:00 AM,27,5,3,3,16
02/05/2015 06:00:00 AM,11,3,2,0,6
02/05/2015 05:00:00 AM,4,1,1,0,2
02/05/2015 04:00:00 AM,1,0,0,0,1
02/05/2015 03:00:00 AM,0,0,0,0,0
02/05/2015 02:00:00 AM,0,0,0,0,0
02/05/2015 01:00:00 AM,0,0,0,0,0
02/05/2015 12:00:00 AM,0,0,0,0,0
02/04/2015 11:00:00 PM,3,2,1,0,0
02/04/2015 10:00:00 PM,4,1,2,1,0
02/04/2015 09:00:00 PM,11,3,3,3,2
02/04/2015 08:00:00 PM,7,1,1,3,2
02/04/2015 07:00:00 PM,17,0,1,12,4
02/04/2015 06:00:00 PM,71,2,6,48,15
02/04/2015 05:00:00 PM,101,17,14,50,20
02/04/2015 04:00:00 PM,69,12,10,32,15
02/04/2015 03:00:00 PM,47,6,12,15,14
02/04/2015 02:00:00 PM,47,6,4,22,15
02/04/2015 01:00:00 PM,30,9,9,6,6
02/04/2015 12:00:00 PM,55,17,11,18,9
02/04/2015 11:00:00 AM,29,10,3,8,8
02/04/2015 10:00:00 AM,48,6,15,8,19
02/04/2015 09:00:00 AM,71,11,9,18,33
02/04/2015 08:00:00 AM,81,9,8,14,50
02/04/2015 07:00:00 AM,51,9,9,9,24
02/04/2015 06:00:00 AM,28,6,6,3,13
02/04/2015 05:00:00 AM,9,1,1,1,6
02/04/2015 04:00:00 AM,4,0,0,0,4
02/04/2015 03:00:00 AM,0,0,0,0,0
02/04/2015 02:00:00 AM,1,0,0,1,0
02/04/2015 01:00:00 AM,1,1,0,0,0
02/04/2015 12:00:00 AM,3,0,1,1,1
02/03/2015 11:00:00 PM,2,1,1,0,0
02/03/2015 10:00:00 PM,1,1,0,0,0
02/03/2015 09:00:00 PM,13,0,1,3,9
02/03/2015 08:00:00 PM,19,5,3,7,4
02/03/2015 07:00:00 PM,33,3,4,21,5
02/03/2015 06:00:00 PM,64,5,4,41,14
02/03/2015 05:00:00 PM,94,11,17,52,14
02/03/2015 04:00:00 PM,70,14,14,29,13
02/03/2015 03:00:00 PM,36,6,10,17,3
02/03/2015 02:00:00 PM,32,10,8,8,6
02/03/2015 01:00:00 PM,22,7,6,6,3
02/03/2015 12:00:00 PM,34,13,8,6,7
02/03/2015 11:00:00 AM,,,,,
02/03/2015 10:00:00 AM,42,14,13,4,11
02/03/2015 09:00:00 AM,42,9,13,7,13
02/03/2015 08:00:00 AM,79,14,13,21,31
02/03/2015 07:00:00 AM,79,10,8,15,46
02/03/2015 06:00:00 AM,53,5,8,8,32
02/03/2015 05:00:00 AM,25,4,5,3,13
02/03/2015 04:00:00 AM,9,2,1,1,5
02/03/2015 03:00:00 AM,0,0,0,0,0
02/03/2015 02:00:00 AM,0,0,0,0,0
02/03/2015 01:00:00 AM,0,0,0,0,0
02/03/2015 12:00:00 AM,0,0,0,0,0
02/02/2015 11:00:00 PM,1,0,0,0,1
02/02/2015 10:00:00 PM,6,3,2,1,0
02/02/2015 09:00:00 PM,4,2,1,1,0
02/02/2015 08:00:00 PM,8,0,2,4,2
02/02/2015 07:00:00 PM,7,2,1,3,1
02/02/2015 06:00:00 PM,29,4,5,16,4
02/02/2015 05:00:00 PM,61,6,5,40,10
02/02/2015 04:00:00 PM,77,12,13,40,12
02/02/2015 03:00:00 PM,67,14,12,34,7
02/02/2015 02:00:00 PM,36,6,6,12,12
02/02/2015 01:00:00 PM,37,9,11,11,6
02/02/2015 12:00:00 PM,26,8,11,3,4
02/02/2015 11:00:00 AM,40,14,17,5,4
02/02/2015 10:00:00 AM,35,13,13,3,6
02/02/2015 09:00:00 AM,28,7,8,4,9
02/02/2015 08:00:00 AM,42,6,9,6,21
02/02/2015 07:00:00 AM,52,5,4,8,35
02/02/2015 06:00:00 AM,42,4,4,8,26
02/02/2015 05:00:00 AM,24,3,5,4,12
02/02/2015 04:00:00 AM,2,1,0,0,1
02/02/2015 03:00:00 AM,3,0,0,0,3
02/02/2015 02:00:00 AM,1,0,0,0,1
02/02/2015 01:00:00 AM,0,0,0,0,0
02/02/2015 12:00:00 AM,0,0,0,0,0
02/01/2015 11:00:00 PM,0,0,0,0,0
02/01/2015 10:00:00 PM,0,0,0,0,0
02/01/2015 09:00:00 PM,6,2,2,0,2
02/01/2015 08:00:00 PM,11,3,3,3,2
02/01/2015 07:00:00 PM,16,3,7,3,3
02/01/2015 06:00:00 PM,7,4,1,0,2
02/01/2015 05:00:00 PM,3,0,0,1,2
02/01/2015 04:00:00 PM,19,5,3,5,6
02/01/2015 03:00:00 PM,24,4,6,5,9
02/01/2015 02:00:00 PM,49,15,6,14,14
02/01/2015 01:00:00 PM,66,20,21,14,11
02/01/2015 12:00:00 PM,73,18,19,22,14
02/01/2015 11:00:00 AM,87,23,23,15,26
02/01/2015 10:00:00 AM,99,28,21,28,22
02/01/2015 09:00:00 AM,119,32,32,26,29
02/01/2015 08:00:00 AM,85,23,26,22,14
02/01/2015 07:00:00 AM,54,18,23,10,3
02/01/2015 06:00:00 AM,12,4,1,3,4
02/01/2015 05:00:00 AM,5,0,1,3,1
02/01/2015 04:00:00 AM,1,0,0,1,0
02/01/2015 03:00:00 AM,0,0,0,0,0
02/01/2015 02:00:00 AM,0,0,0,0,0
02/01/2015 01:00:00 AM,1,0,0,1,0
02/01/2015 12:00:00 AM,0,0,0,0,0
01/31/2015 11:00:00 PM,2,1,1,0,0
01/31/2015 10:00:00 PM,1,1,0,0,0
01/31/2015 09:00:00 PM,4,2,1,0,1
01/31/2015 08:00:00 PM,2,0,0,1,1
01/31/2015 07:00:00 PM,1,0,0,1,0
01/31/2015 06:00:00 PM,7,0,1,4,2
01/31/2015 05:00:00 PM,19,3,2,3,11
01/31/2015 04:00:00 PM,71,10,3,19,39
01/31/2015 03:00:00 PM,117,9,13,42,53
01/31/2015 02:00:00 PM,198,37,30,62,69
01/31/2015 01:00:00 PM,161,20,23,53,65
01/31/2015 12:00:00 PM,196,42,37,47,70
01/31/2015 11:00:00 AM,342,122,73,66,81
01/31/2015 10:00:00 AM,208,58,60,47,43
01/31/2015 09:00:00 AM,228,70,72,67,19
01/31/2015 08:00:00 AM,148,53,36,31,28
01/31/2015 07:00:00 AM,67,17,26,15,9
01/31/2015 06:00:00 AM,15,5,2,3,5
01/31/2015 05:00:00 AM,10,1,2,3,4
01/31/2015 04:00:00 AM,2,0,0,1,1
01/31/2015 03:00:00 AM,1,0,0,0,1
01/31/2015 02:00:00 AM,0,0,0,0,0
01/31/2015 01:00:00 AM,0,0,0,0,0
01/31/2015 12:00:00 AM,2,0,0,2,0
01/30/2015 11:00:00 PM,2,1,1,0,0
01/30/2015 10:00:00 PM,1,1,0,0,0
01/30/2015 09:00:00 PM,1,0,0,1,0
01/30/2015 08:00:00 PM,2,1,1,0,0
01/30/2015 07:00:00 PM,17,4,1,7,5
01/30/2015 06:00:00 PM,20,2,2,9,7
01/30/2015 05:00:00 PM,66,5,5,41,15
01/30/2015 04:00:00 PM,108,13,8,51,36
01/30/2015 03:00:00 PM,125,10,17,54,44
01/30/2015 02:00:00 PM,105,10,12,46,37
01/30/2015 01:00:00 PM,102,9,10,42,41
01/30/2015 12:00:00 PM,76,14,11,32,19
01/30/2015 11:00:00 AM,57,9,7,17,24
01/30/2015 10:00:00 AM,60,19,10,22,9
01/30/2015 09:00:00 AM,46,9,10,14,13
01/30/2015 08:00:00 AM,58,5,7,16,30
01/30/2015 07:00:00 AM,65,5,3,9,48
01/30/2015 06:00:00 AM,55,7,12,13,23
01/30/2015 05:00:00 AM,18,1,1,3,13
01/30/2015 04:00:00 AM,7,1,0,0,6
01/30/2015 03:00:00 AM,1,0,0,1,0
01/30/2015 02:00:00 AM,0,0,0,0,0
01/30/2015 01:00:00 AM,1,1,0,0,0
01/30/2015 12:00:00 AM,1,0,1,0,0
01/29/2015 11:00:00 PM,1,1,0,0,0
01/29/2015 10:00:00 PM,3,1,1,1,0
01/29/2015 09:00:00 PM,2,0,0,2,0
01/29/2015 08:00:00 PM,9,0,1,5,3
01/29/2015 07:00:00 PM,8,0,0,6,2
01/29/2015 06:00:00 PM,41,3,2,22,14
01/29/2015 05:00:00 PM,83,5,8,48,22
01/29/2015 04:00:00 PM,130,19,13,65,33
01/29/2015 03:00:00 PM,112,17,15,45,35
01/29/2015 02:00:00 PM,93,15,14,42,22
01/29/2015 01:00:00 PM,58,11,12,20,15
01/29/2015 12:00:00 PM,66,11,19,17,19
01/29/2015 11:00:00 AM,52,13,14,8,17
01/29/2015 10:00:00 AM,61,24,12,16,9
01/29/2015 09:00:00 AM,66,8,13,17,28
01/29/2015 08:00:00 AM,77,5,3,26,43
01/29/2015 07:00:00 AM,74,7,6,19,42
01/29/2015 06:00:00 AM,58,3,5,9,41
01/29/2015 05:00:00 AM,29,7,4,1,17
01/29/2015 04:00:00 AM,12,1,2,2,7
01/29/2015 03:00:00 AM,1,0,0,0,1
01/29/2015 02:00:00 AM,0,0,0,0,0
01/29/2015 01:00:00 AM,0,0,0,0,0
01/29/2015 12:00:00 AM,3,0,0,1,2
01/28/2015 11:00:00 PM,2,0,0,2,0
01/28/2015 10:00:00 PM,3,2,1,0,0
01/28/2015 09:00:00 PM,6,1,2,1,2
01/28/2015 08:00:00 PM,10,0,0,5,5
01/28/2015 07:00:00 PM,10,1,0,7,2
01/28/2015 06:00:00 PM,37,5,3,22,7
01/28/2015 05:00:00 PM,86,4,7,50,25
01/28/2015 04:00:00 PM,116,9,12,60,35
01/28/2015 03:00:00 PM,99,18,20,37,24
01/28/2015 02:00:00 PM,87,16,17,32,22
01/28/2015 01:00:00 PM,60,13,9,19,19
01/28/2015 12:00:00 PM,53,18,10,14,11
01/28/2015 11:00:00 AM,65,17,14,20,14
01/28/2015 10:00:00 AM,75,27,31,9,8
01/28/2015 09:00:00 AM,69,22,19,11,17
01/28/2015 08:00:00 AM,106,27,23,20,36
01/28/2015 07:00:00 AM,123,32,27,17,47
01/28/2015 06:00:00 AM,50,7,6,11,26
01/28/2015 05:00:00 AM,32,7,4,1,20
01/28/2015 04:00:00 AM,12,3,4,2,3
01/28/2015 03:00:00 AM,2,0,0,0,2
01/28/2015 02:00:00 AM,0,0,0,0,0
01/28/2015 01:00:00 AM,1,0,0,1,0
01/28/2015 12:00:00 AM,0,0,0,0,0
01/27/2015 11:00:00 PM,1,0,0,1,0
01/27/2015 10:00:00 PM,4,2,1,1,0
01/27/2015 09:00:00 PM,6,1,2,3,0
01/27/2015 08:00:00 PM,8,2,3,2,1
01/27/2015 07:00:00 PM,10,1,0,7,2
01/27/2015 06:00:00 PM,26,0,2,19,5
01/27/2015 05:00:00 PM,62,3,4,41,14
01/27/2015 04:00:00 PM,79,12,7,43,17
01/27/2015 03:00:00 PM,75,12,17,33,13
01/27/2015 02:00:00 PM,42,14,8,14,6
01/27/2015 01:00:00 PM,45,10,8,16,11
01/27/2015 12:00:00 PM,22,3,7,6,6
01/27/2015 11:00:00 AM,22,4,6,7,5
01/27/2015 10:00:00 AM,28,8,5,3,12
01/27/2015 09:00:00 AM,65,13,10,16,26
01/27/2015 08:00:00 AM,77,11,8,22,36
01/27/2015 07:00:00 AM,89,14,16,16,43
01/27/2015 06:00:00 AM,61,5,9,13,34
01/27/2015 05:00:00 AM,25,5,3,1,16
01/27/2015 04:00:00 AM,9,1,1,1,6
01/27/2015 03:00:00 AM,0,0,0,0,0
01/27/2015 02:00:00 AM,0,0,0,0,0
01/27/2015 01:00:00 AM,0,0,0,0,0
01/27/2015 12:00:00 AM,2,0,0,0,2
01/26/2015 11:00:00 PM,0,0,0,0,0
01/26/2015 10:00:00 PM,2,0,0,2,0
01/26/2015 09:00:00 PM,9,2,0,5,2
01/26/2015 08:00:00 PM,14,1,2,7,4
01/26/2015 07:00:00 PM,12,0,1,8,3
01/26/2015 06:00:00 PM,40,2,1,22,15
01/26/2015 05:00:00 PM,91,5,4,64,18
01/26/2015 04:00:00 PM,152,18,18,64,52
01/26/2015 03:00:00 PM,188,21,22,86,59
01/26/2015 02:00:00 PM,131,14,15,64,38
01/26/2015 01:00:00 PM,104,14,13,35,42
01/26/2015 12:00:00 PM,111,17,17,38,39
01/26/2015 11:00:00 AM,141,50,42,31,18
01/26/2015 10:00:00 AM,77,21,12,23,21
01/26/2015 09:00:00 AM,81,16,10,14,41
01/26/2015 08:00:00 AM,119,30,25,19,45
01/26/2015 07:00:00 AM,126,30,27,15,54
01/26/2015 06:00:00 AM,69,8,6,16,39
01/26/2015 05:00:00 AM,25,1,3,4,17
01/26/2015 04:00:00 AM,6,2,0,0,4
01/26/2015 03:00:00 AM,3,0,0,0,3
01/26/2015 02:00:00 AM,0,0,0,0,0
01/26/2015 01:00:00 AM,0,0,0,0,0
01/26/2015 12:00:00 AM,2,1,1,0,0
01/25/2015 11:00:00 PM,1,0,0,1,0
01/25/2015 10:00:00 PM,5,0,0,0,5
01/25/2015 09:00:00 PM,0,0,0,0,0
01/25/2015 08:00:00 PM,3,0,1,1,1
01/25/2015 07:00:00 PM,9,3,2,1,3
01/25/2015 06:00:00 PM,4,0,0,3,1
01/25/2015 05:00:00 PM,24,7,3,3,11
01/25/2015 04:00:00 PM,108,13,5,37,53
01/25/2015 03:00:00 PM,302,34,25,83,160
01/25/2015 02:00:00 PM,371,43,29,140,159
01/25/2015 01:00:00 PM,397,44,38,168,147
01/25/2015 12:00:00 PM,346,27,28,152,139
01/25/2015 11:00:00 AM,285,22,25,147,91
01/25/2015 10:00:00 AM,231,29,28,114,60
01/25/2015 09:00:00 AM,191,39,37,67,48
01/25/2015 08:00:00 AM,120,32,26,45,17
01/25/2015 07:00:00 AM,63,8,18,27,10
01/25/2015 06:00:00 AM,13,3,3,2,5
01/25/2015 05:00:00 AM,4,1,1,1,1
01/25/2015 04:00:00 AM,3,0,0,2,1
01/25/2015 03:00:00 AM,0,0,0,0,0
01/25/2015 02:00:00 AM,0,0,0,0,0
01/25/2015 01:00:00 AM,1,1,0,0,0
01/25/2015 12:00:00 AM,1,0,0,1,0
01/24/2015 11:00:00 PM,1,0,0,0,1
01/24/2015 10:00:00 PM,2,1,0,0,1
01/24/2015 09:00:00 PM,0,0,0,0,0
01/24/2015 08:00:00 PM,6,1,2,1,2
01/24/2015 07:00:00 PM,11,1,2,5,3
01/24/2015 06:00:00 PM,12,1,1,5,5
01/24/2015 05:00:00 PM,15,1,2,4,8
01/24/2015 04:00:00 PM,78,22,9,17,30
01/24/2015 03:00:00 PM,103,20,20,20,43
01/24/2015 02:00:00 PM,131,18,17,50,46
01/24/2015 01:00:00 PM,140,17,21,52,50
01/24/2015 12:00:00 PM,117,18,17,35,47
01/24/2015 11:00:00 AM,119,16,18,38,47
01/24/2015 10:00:00 AM,108,27,19,35,27
01/24/2015 09:00:00 AM,102,21,22,32,27
01/24/2015 08:00:00 AM,87,25,19,27,16
01/24/2015 07:00:00 AM,46,15,13,13,5
01/24/2015 06:00:00 AM,9,1,5,0,3
01/24/2015 05:00:00 AM,2,0,0,2,0
01/24/2015 04:00:00 AM,2,1,1,0,0
01/24/2015 03:00:00 AM,1,0,1,0,0
01/24/2015 02:00:00 AM,0,0,0,0,0
01/24/2015 01:00:00 AM,0,0,0,0,0
01/24/2015 12:00:00 AM,3,1,1,1,0
01/23/2015 11:00:00 PM,2,0,0,2,0
01/23/2015 10:00:00 PM,1,0,0,0,1
01/23/2015 09:00:00 PM,1,0,0,0,1
01/23/2015 08:00:00 PM,11,0,2,7,2
01/23/2015 07:00:00 PM,6,1,0,3,2
01/23/2015 06:00:00 PM,22,1,1,16,4
01/23/2015 05:00:00 PM,46,5,4,31,6
01/23/2015 04:00:00 PM,64,11,15,27,11
01/23/2015 03:00:00 PM,58,11,9,26,12
01/23/2015 02:00:00 PM,27,5,7,11,4
01/23/2015 01:00:00 PM,27,9,6,9,3
01/23/2015 12:00:00 PM,27,9,7,4,7
01/23/2015 11:00:00 AM,47,19,12,7,9
01/23/2015 10:00:00 AM,57,21,19,9,8
01/23/2015 09:00:00 AM,55,22,14,8,11
01/23/2015 08:00:00 AM,58,14,18,9,17
01/23/2015 07:00:00 AM,74,19,21,4,30
01/23/2015 06:00:00 AM,41,6,6,11,18
01/23/2015 05:00:00 AM,21,2,5,4,10
01/23/2015 04:00:00 AM,6,1,0,1,4
01/23/2015 03:00:00 AM,0,0,0,0,0
01/23/2015 02:00:00 AM,0,0,0,0,0
01/23/2015 01:00:00 AM,0,0,0,0,0
01/23/2015 12:00:00 AM,0,0,0,0,0
01/22/2015 11:00:00 PM,0,0,0,0,0
01/22/2015 10:00:00 PM,6,2,2,1,1
01/22/2015 09:00:00 PM,2,0,0,1,1
01/22/2015 08:00:00 PM,8,0,0,5,3
01/22/2015 07:00:00 PM,11,1,0,8,2
01/22/2015 06:00:00 PM,21,0,0,16,5
01/22/2015 05:00:00 PM,64,2,1,48,13
01/22/2015 04:00:00 PM,73,13,11,35,14
01/22/2015 03:00:00 PM,86,17,17,36,16
01/22/2015 02:00:00 PM,46,13,7,15,11
01/22/2015 01:00:00 PM,39,9,16,8,6
01/22/2015 12:00:00 PM,21,6,5,4,6
01/22/2015 11:00:00 AM,30,9,11,4,6
01/22/2015 10:00:00 AM,14,4,3,3,4
01/22/2015 09:00:00 AM,30,8,9,5,8
01/22/2015 08:00:00 AM,150,67,53,13,17
01/22/2015 07:00:00 AM,61,11,5,11,34
01/22/2015 06:00:00 AM,50,6,8,6,30
01/22/2015 05:00:00 AM,19,4,3,1,11
01/22/2015 04:00:00 AM,9,1,2,0,6
01/22/2015 03:00:00 AM,0,0,0,0,0
01/22/2015 02:00:00 AM,0,0,0,0,0
01/22/2015 01:00:00 AM,1,0,0,1,0
01/22/2015 12:00:00 AM,1,0,0,1,0
01/21/2015 11:00:00 PM,1,0,0,1,0
01/21/2015 10:00:00 PM,4,1,1,1,1
01/21/2015 09:00:00 PM,6,2,1,1,2
01/21/2015 08:00:00 PM,7,0,1,4,2
01/21/2015 07:00:00 PM,13,2,1,8,2
01/21/2015 06:00:00 PM,29,2,4,19,4
01/21/2015 05:00:00 PM,82,5,7,43,27
01/21/2015 04:00:00 PM,94,9,5,58,22
01/21/2015 03:00:00 PM,105,17,25,48,15
01/21/2015 02:00:00 PM,75,9,6,35,25
01/21/2015 01:00:00 PM,56,8,9,24,15
01/21/2015 12:00:00 PM,40,6,14,7,13
01/21/2015 11:00:00 AM,145,61,48,22,14
01/21/2015 10:00:00 AM,78,27,25,11,15
01/21/2015 09:00:00 AM,144,64,58,12,10
01/21/2015 08:00:00 AM,173,68,49,19,37
01/21/2015 07:00:00 AM,143,38,35,18,52
01/21/2015 06:00:00 AM,49,6,6,8,29
01/21/2015 05:00:00 AM,26,3,4,3,16
01/21/2015 04:00:00 AM,9,2,1,1,5
01/21/2015 03:00:00 AM,2,0,0,0,2
01/21/2015 02:00:00 AM,1,0,0,1,0
01/21/2015 01:00:00 AM,0,0,0,0,0
01/21/2015 12:00:00 AM,0,0,0,0,0
01/20/2015 11:00:00 PM,1,0,0,1,0
01/20/2015 10:00:00 PM,3,1,1,0,1
01/20/2015 09:00:00 PM,10,1,1,5,3
01/20/2015 08:00:00 PM,8,1,2,2,3
01/20/2015 07:00:00 PM,17,3,2,7,5
01/20/2015 06:00:00 PM,42,2,3,27,10
01/20/2015 05:00:00 PM,81,1,4,53,23
01/20/2015 04:00:00 PM,102,12,12,54,24
01/20/2015 03:00:00 PM,96,12,10,48,26
01/20/2015 02:00:00 PM,85,14,11,34,26
01/20/2015 01:00:00 PM,73,6,9,27,31
01/20/2015 12:00:00 PM,54,15,7,19,13
01/20/2015 11:00:00 AM,59,16,17,11,15
01/20/2015 10:00:00 AM,79,25,25,11,18
01/20/2015 09:00:00 AM,68,19,19,11,19
01/20/2015 08:00:00 AM,138,45,30,24,39
01/20/2015 07:00:00 AM,87,12,8,18,49
01/20/2015 06:00:00 AM,59,5,9,11,34
01/20/2015 05:00:00 AM,25,2,4,3,16
01/20/2015 04:00:00 AM,11,1,1,2,7
01/20/2015 03:00:00 AM,6,0,0,0,6
01/20/2015 02:00:00 AM,0,0,0,0,0
01/20/2015 01:00:00 AM,0,0,0,0,0
01/20/2015 12:00:00 AM,2,0,0,1,1
01/19/2015 11:00:00 PM,3,0,2,1,0
01/19/2015 10:00:00 PM,2,0,0,2,0
01/19/2015 09:00:00 PM,2,0,0,1,1
01/19/2015 08:00:00 PM,9,0,0,6,3
01/19/2015 07:00:00 PM,3,2,1,0,0
01/19/2015 06:00:00 PM,13,0,0,7,6
01/19/2015 05:00:00 PM,43,10,2,22,9
01/19/2015 04:00:00 PM,83,17,16,21,29
01/19/2015 03:00:00 PM,147,30,30,41,46
01/19/2015 02:00:00 PM,123,19,17,47,40
01/19/2015 01:00:00 PM,116,17,15,42,42
01/19/2015 12:00:00 PM,101,13,19,38,31
01/19/2015 11:00:00 AM,93,19,24,24,26
01/19/2015 10:00:00 AM,104,16,17,33,38
01/19/2015 09:00:00 AM,88,22,18,20,28
01/19/2015 08:00:00 AM,64,12,12,14,26
01/19/2015 07:00:00 AM,43,8,15,7,13
01/19/2015 06:00:00 AM,24,3,4,4,13
01/19/2015 05:00:00 AM,9,1,2,2,4
01/19/2015 04:00:00 AM,1,0,1,0,0
01/19/2015 03:00:00 AM,0,0,0,0,0
01/19/2015 02:00:00 AM,0,0,0,0,0
01/19/2015 01:00:00 AM,0,0,0,0,0
01/19/2015 12:00:00 AM,0,0,0,0,0
01/18/2015 11:00:00 PM,0,0,0,0,0
01/18/2015 10:00:00 PM,1,0,0,1,0
01/18/2015 09:00:00 PM,0,0,0,0,0
01/18/2015 08:00:00 PM,4,1,1,0,2
01/18/2015 07:00:00 PM,7,3,2,2,0
01/18/2015 06:00:00 PM,1,0,1,0,0
01/18/2015 05:00:00 PM,12,2,2,4,4
01/18/2015 04:00:00 PM,52,23,12,7,10
01/18/2015 03:00:00 PM,66,19,21,9,17
01/18/2015 02:00:00 PM,27,8,7,4,8
01/18/2015 01:00:00 PM,49,15,13,10,11
01/18/2015 12:00:00 PM,25,7,10,3,5
01/18/2015 11:00:00 AM,41,9,7,12,13
01/18/2015 10:00:00 AM,40,11,11,8,10
01/18/2015 09:00:00 AM,30,9,8,9,4
01/18/2015 08:00:00 AM,42,11,8,16,7
01/18/2015 07:00:00 AM,22,10,9,2,1
01/18/2015 06:00:00 AM,4,2,1,1,0
01/18/2015 05:00:00 AM,1,0,1,0,0
01/18/2015 04:00:00 AM,0,0,0,0,0
01/18/2015 03:00:00 AM,0,0,0,0,0
01/18/2015 02:00:00 AM,0,0,0,0,0
01/18/2015 01:00:00 AM,2,0,0,1,1
01/18/2015 12:00:00 AM,0,0,0,0,0
01/17/2015 11:00:00 PM,0,0,0,0,0
01/17/2015 10:00:00 PM,0,0,0,0,0
01/17/2015 09:00:00 PM,3,1,1,0,1
01/17/2015 08:00:00 PM,0,0,0,0,0
01/17/2015 07:00:00 PM,3,0,0,3,0
01/17/2015 06:00:00 PM,5,1,1,1,2
01/17/2015 05:00:00 PM,5,1,1,1,2
01/17/2015 04:00:00 PM,28,5,2,12,9
01/17/2015 03:00:00 PM,45,11,8,8,18
01/17/2015 02:00:00 PM,45,11,14,14,6
01/17/2015 01:00:00 PM,78,19,19,16,24
01/17/2015 12:00:00 PM,70,20,10,18,22
01/17/2015 11:00:00 AM,78,13,16,25,24
01/17/2015 10:00:00 AM,93,25,14,32,22
01/17/2015 09:00:00 AM,88,24,24,21,19
01/17/2015 08:00:00 AM,93,30,30,17,16
01/17/2015 07:00:00 AM,52,14,21,10,7
01/17/2015 06:00:00 AM,8,0,2,4,2
01/17/2015 05:00:00 AM,3,0,1,1,1
01/17/2015 04:00:00 AM,1,0,1,0,0
01/17/2015 03:00:00 AM,0,0,0,0,0
01/17/2015 02:00:00 AM,0,0,0,0,0
01/17/2015 01:00:00 AM,1,0,0,1,0
01/17/2015 12:00:00 AM,0,0,0,0,0
01/16/2015 11:00:00 PM,1,1,0,0,0
01/16/2015 10:00:00 PM,5,1,2,1,1
01/16/2015 09:00:00 PM,3,0,0,2,1
01/16/2015 08:00:00 PM,7,0,0,6,1
01/16/2015 07:00:00 PM,12,2,0,7,3
01/16/2015 06:00:00 PM,18,4,0,13,1
01/16/2015 05:00:00 PM,61,3,1,38,19
01/16/2015 04:00:00 PM,78,8,12,42,16
01/16/2015 03:00:00 PM,107,23,22,40,22
01/16/2015 02:00:00 PM,88,14,11,36,27
01/16/2015 01:00:00 PM,84,16,17,33,18
01/16/2015 12:00:00 PM,41,10,5,15,11
01/16/2015 11:00:00 AM,50,17,11,13,9
