Date,MTS Trail West of I-90 Bridge Total,Ped East,Ped West,Bike East,Bike West
05/25/2015 03:00:00 AM,1,0,0,0,1
05/25/2015 03:00:00 AM,1,0,0,0,1
05/25/2015 02:00:00 AM,0,0,0,0,0
05/25/2015 02:00:00 AM,0,0,0,0,0
05/25/2015 01:00:00 AM,1,1,0,0,0
05/25/2015 01:00:00 AM,1,1,0,0,0
05/25/2015 12:00:00 AM,4,3,1,0,0
05/25/2015 12:00:00 AM,4,3,1,0,0
05/24/2015 11:00:00 PM,3,1,1,0,1
05/24/2015 11:00:00 PM,3,1,1,0,1
05/24/2015 10:00:00 PM,2,1,1,0,0
05/24/2015 10:00:00 PM,2,1,1,0,0
05/24/2015 09:00:00 PM,13,10,1,2,0
05/24/2015 09:00:00 PM,13,10,1,2,0
05/24/2015 08:00:00 PM,8,1,6,0,1
05/24/2015 08:00:00 PM,8,1,6,0,1
05/24/2015 07:00:00 PM,14,0,1,9,4
05/24/2015 07:00:00 PM,14,0,1,9,4
05/24/2015 06:00:00 PM,52,8,12,18,14
05/24/2015 06:00:00 PM,52,8,12,18,14
05/24/2015 05:00:00 PM,43,10,5,22,6
05/24/2015 05:00:00 PM,43,10,5,22,6
05/24/2015 04:00:00 PM,87,10,16,40,21
05/24/2015 04:00:00 PM,87,10,16,40,21
05/24/2015 03:00:00 PM,100,6,8,52,34
05/24/2015 03:00:00 PM,100,6,8,52,34
05/24/2015 02:00:00 PM,98,12,9,33,44
05/24/2015 02:00:00 PM,98,12,9,33,44
05/24/2015 01:00:00 PM,121,9,7,71,34
05/24/2015 01:00:00 PM,121,9,7,71,34
05/24/2015 12:00:00 PM,177,19,18,81,59
05/24/2015 12:00:00 PM,177,19,18,81,59
05/24/2015 11:00:00 AM,157,18,15,66,58
05/24/2015 11:00:00 AM,157,18,15,66,58
05/24/2015 10:00:00 AM,203,28,22,97,56
05/24/2015 10:00:00 AM,203,28,22,97,56
05/24/2015 09:00:00 AM,136,11,13,41,71
05/24/2015 09:00:00 AM,136,11,13,41,71
05/24/2015 08:00:00 AM,91,12,10,34,35
05/24/2015 08:00:00 AM,91,12,10,34,35
05/24/2015 07:00:00 AM,73,6,7,13,47
05/24/2015 07:00:00 AM,73,6,7,13,47
05/24/2015 06:00:00 AM,20,0,4,1,15
05/24/2015 06:00:00 AM,20,0,4,1,15
05/24/2015 05:00:00 AM,0,0,0,0,0
05/24/2015 05:00:00 AM,0,0,0,0,0
05/24/2015 04:00:00 AM,0,0,0,0,0
05/24/2015 04:00:00 AM,0,0,0,0,0
05/24/2015 03:00:00 AM,0,0,0,0,0
05/24/2015 03:00:00 AM,0,0,0,0,0
05/24/2015 02:00:00 AM,1,0,0,1,0
05/24/2015 02:00:00 AM,1,0,0,1,0
05/24/2015 01:00:00 AM,13,7,6,0,0
05/24/2015 01:00:00 AM,13,7,6,0,0
05/24/2015 12:00:00 AM,0,0,0,0,0
05/24/2015 12:00:00 AM,0,0,0,0,0
05/23/2015 11:00:00 PM,0,0,0,0,0
05/23/2015 11:00:00 PM,0,0,0,0,0
05/23/2015 10:00:00 PM,0,0,0,0,0
05/23/2015 10:00:00 PM,0,0,0,0,0
05/23/2015 09:00:00 PM,3,1,0,0,2
05/23/2015 09:00:00 PM,3,1,0,0,2
05/23/2015 08:00:00 PM,6,0,1,4,1
05/23/2015 08:00:00 PM,6,0,1,4,1
05/23/2015 07:00:00 PM,17,5,3,2,7
05/23/2015 07:00:00 PM,17,5,3,2,7
05/23/2015 06:00:00 PM,24,1,5,13,5
05/23/2015 06:00:00 PM,24,1,5,13,5
05/23/2015 05:00:00 PM,26,6,2,11,7
05/23/2015 05:00:00 PM,26,6,2,11,7
05/23/2015 04:00:00 PM,72,9,10,30,23
05/23/2015 04:00:00 PM,72,9,10,30,23
05/23/2015 03:00:00 PM,91,10,9,54,18
05/23/2015 03:00:00 PM,91,10,9,54,18
05/23/2015 02:00:00 PM,72,7,9,23,33
05/23/2015 02:00:00 PM,72,7,9,23,33
05/23/2015 01:00:00 PM,105,22,14,44,25
05/23/2015 01:00:00 PM,105,22,14,44,25
05/23/2015 12:00:00 PM,82,3,3,51,25
05/23/2015 12:00:00 PM,82,3,3,51,25
05/23/2015 11:00:00 AM,99,8,10,45,36
05/23/2015 11:00:00 AM,99,8,10,45,36
05/23/2015 10:00:00 AM,126,23,14,57,32
05/23/2015 10:00:00 AM,126,23,14,57,32
05/23/2015 09:00:00 AM,147,18,25,51,53
05/23/2015 09:00:00 AM,147,18,25,51,53
05/23/2015 08:00:00 AM,74,9,13,28,24
05/23/2015 08:00:00 AM,74,9,13,28,24
05/23/2015 07:00:00 AM,66,7,19,8,32
05/23/2015 07:00:00 AM,66,7,19,8,32
05/23/2015 06:00:00 AM,17,0,0,5,12
05/23/2015 06:00:00 AM,17,0,0,5,12
05/23/2015 05:00:00 AM,9,0,0,1,8
05/23/2015 05:00:00 AM,9,0,0,1,8
05/23/2015 04:00:00 AM,2,0,0,0,2
05/23/2015 04:00:00 AM,2,0,0,0,2
05/23/2015 03:00:00 AM,1,0,0,1,0
05/23/2015 03:00:00 AM,1,0,0,1,0
05/23/2015 02:00:00 AM,1,0,0,1,0
05/23/2015 02:00:00 AM,1,0,0,1,0
05/23/2015 01:00:00 AM,1,0,1,0,0
05/23/2015 01:00:00 AM,1,0,1,0,0
05/23/2015 12:00:00 AM,1,0,1,0,0
05/23/2015 12:00:00 AM,1,0,1,0,0
05/22/2015 11:00:00 PM,1,0,0,0,1
05/22/2015 11:00:00 PM,1,0,0,0,1
05/22/2015 10:00:00 PM,9,4,4,1,0
05/22/2015 10:00:00 PM,9,4,4,1,0
05/22/2015 09:00:00 PM,5,0,1,4,0
05/22/2015 09:00:00 PM,5,0,1,4,0
05/22/2015 08:00:00 PM,3,0,0,2,1
05/22/2015 08:00:00 PM,3,0,0,2,1
05/22/2015 07:00:00 PM,34,6,7,15,6
05/22/2015 07:00:00 PM,34,6,7,15,6
05/22/2015 06:00:00 PM,50,4,6,26,14
05/22/2015 06:00:00 PM,50,4,6,26,14
05/22/2015 05:00:00 PM,121,6,10,67,38
05/22/2015 05:00:00 PM,121,6,10,67,38
05/22/2015 04:00:00 PM,102,3,13,43,43
05/22/2015 04:00:00 PM,102,3,13,43,43
05/22/2015 03:00:00 PM,81,7,10,32,32
05/22/2015 03:00:00 PM,81,7,10,32,32
05/22/2015 02:00:00 PM,63,3,5,22,33
05/22/2015 02:00:00 PM,63,3,5,22,33
05/22/2015 01:00:00 PM,38,2,5,13,18
05/22/2015 01:00:00 PM,38,2,5,13,18
05/22/2015 12:00:00 PM,44,2,3,19,20
05/22/2015 12:00:00 PM,44,2,3,19,20
05/22/2015 11:00:00 AM,39,4,3,14,18
05/22/2015 11:00:00 AM,39,4,3,14,18
05/22/2015 10:00:00 AM,34,4,2,16,12
05/22/2015 10:00:00 AM,34,4,2,16,12
05/22/2015 09:00:00 AM,40,3,2,17,18
05/22/2015 09:00:00 AM,40,3,2,17,18
05/22/2015 08:00:00 AM,66,1,6,27,32
05/22/2015 08:00:00 AM,66,1,6,27,32
05/22/2015 07:00:00 AM,89,9,5,42,33
05/22/2015 07:00:00 AM,89,9,5,42,33
05/22/2015 06:00:00 AM,87,5,8,43,31
05/22/2015 06:00:00 AM,87,5,8,43,31
05/22/2015 05:00:00 AM,51,2,3,22,24
05/22/2015 05:00:00 AM,51,2,3,22,24
05/22/2015 04:00:00 AM,9,1,0,2,6
05/22/2015 04:00:00 AM,9,1,0,2,6
05/22/2015 03:00:00 AM,2,0,0,2,0
05/22/2015 03:00:00 AM,2,0,0,2,0
05/22/2015 02:00:00 AM,0,0,0,0,0
05/22/2015 02:00:00 AM,0,0,0,0,0
05/22/2015 01:00:00 AM,0,0,0,0,0
05/22/2015 01:00:00 AM,0,0,0,0,0
05/22/2015 12:00:00 AM,0,0,0,0,0
05/22/2015 12:00:00 AM,0,0,0,0,0
05/21/2015 11:00:00 PM,1,1,0,0,0
05/21/2015 11:00:00 PM,1,1,0,0,0
05/21/2015 10:00:00 PM,2,0,1,1,0
05/21/2015 10:00:00 PM,2,0,1,1,0
05/21/2015 09:00:00 PM,17,5,3,6,3
05/21/2015 09:00:00 PM,17,5,3,6,3
05/21/2015 08:00:00 PM,11,1,0,6,4
05/21/2015 08:00:00 PM,11,1,0,6,4
05/21/2015 07:00:00 PM,71,7,6,29,29
05/21/2015 07:00:00 PM,71,7,6,29,29
05/21/2015 06:00:00 PM,150,16,16,68,50
05/21/2015 06:00:00 PM,150,16,16,68,50
05/21/2015 05:00:00 PM,223,20,19,116,68
05/21/2015 05:00:00 PM,223,20,19,116,68
05/21/2015 04:00:00 PM,188,15,14,108,51
05/21/2015 04:00:00 PM,188,15,14,108,51
05/21/2015 03:00:00 PM,102,12,8,60,22
05/21/2015 03:00:00 PM,102,12,8,60,22
05/21/2015 02:00:00 PM,58,10,1,26,21
05/21/2015 02:00:00 PM,58,10,1,26,21
05/21/2015 01:00:00 PM,68,10,8,24,26
05/21/2015 01:00:00 PM,68,10,8,24,26
05/21/2015 12:00:00 PM,57,3,6,27,21
05/21/2015 12:00:00 PM,57,3,6,27,21
05/21/2015 11:00:00 AM,87,23,33,16,15
05/21/2015 11:00:00 AM,87,23,33,16,15
05/21/2015 10:00:00 AM,55,3,11,16,25
05/21/2015 10:00:00 AM,55,3,11,16,25
05/21/2015 09:00:00 AM,62,12,5,26,19
05/21/2015 09:00:00 AM,62,12,5,26,19
05/21/2015 08:00:00 AM,74,6,5,43,20
05/21/2015 08:00:00 AM,74,6,5,43,20
05/21/2015 07:00:00 AM,115,12,10,64,29
05/21/2015 07:00:00 AM,115,12,10,64,29
05/21/2015 06:00:00 AM,113,14,7,61,31
05/21/2015 06:00:00 AM,113,14,7,61,31
05/21/2015 05:00:00 AM,54,0,2,27,25
05/21/2015 05:00:00 AM,54,0,2,27,25
05/21/2015 04:00:00 AM,6,0,0,5,1
05/21/2015 04:00:00 AM,6,0,0,5,1
05/21/2015 03:00:00 AM,2,0,0,2,0
05/21/2015 03:00:00 AM,2,0,0,2,0
05/21/2015 02:00:00 AM,0,0,0,0,0
05/21/2015 02:00:00 AM,0,0,0,0,0
05/21/2015 01:00:00 AM,0,0,0,0,0
05/21/2015 01:00:00 AM,0,0,0,0,0
05/21/2015 12:00:00 AM,1,0,0,1,0
05/21/2015 12:00:00 AM,1,0,0,1,0
05/20/2015 11:00:00 PM,1,1,0,0,0
05/20/2015 11:00:00 PM,1,1,0,0,0
05/20/2015 10:00:00 PM,2,0,0,0,2
05/20/2015 10:00:00 PM,2,0,0,0,2
05/20/2015 09:00:00 PM,7,4,0,3,0
05/20/2015 09:00:00 PM,7,4,0,3,0
05/20/2015 08:00:00 PM,22,4,0,15,3
05/20/2015 08:00:00 PM,22,4,0,15,3
05/20/2015 07:00:00 PM,70,8,6,40,16
05/20/2015 07:00:00 PM,70,8,6,40,16
05/20/2015 06:00:00 PM,135,15,14,62,44
05/20/2015 06:00:00 PM,135,15,14,62,44
05/20/2015 05:00:00 PM,207,22,16,82,87
05/20/2015 05:00:00 PM,207,22,16,82,87
05/20/2015 04:00:00 PM,188,27,10,81,70
05/20/2015 04:00:00 PM,188,27,10,81,70
05/20/2015 03:00:00 PM,107,18,6,45,38
05/20/2015 03:00:00 PM,107,18,6,45,38
05/20/2015 02:00:00 PM,50,10,4,26,10
05/20/2015 02:00:00 PM,50,10,4,26,10
05/20/2015 01:00:00 PM,42,5,4,17,16
05/20/2015 01:00:00 PM,42,5,4,17,16
05/20/2015 12:00:00 PM,36,2,6,20,8
05/20/2015 12:00:00 PM,36,2,6,20,8
05/20/2015 11:00:00 AM,48,7,6,15,20
05/20/2015 11:00:00 AM,48,7,6,15,20
05/20/2015 10:00:00 AM,28,3,4,12,9
05/20/2015 10:00:00 AM,28,3,4,12,9
05/20/2015 09:00:00 AM,33,4,6,11,12
05/20/2015 09:00:00 AM,33,4,6,11,12
05/20/2015 08:00:00 AM,70,2,4,32,32
05/20/2015 08:00:00 AM,70,2,4,32,32
05/20/2015 07:00:00 AM,111,8,4,43,56
05/20/2015 07:00:00 AM,111,8,4,43,56
05/20/2015 06:00:00 AM,93,12,4,46,31
05/20/2015 06:00:00 AM,93,12,4,46,31
05/20/2015 05:00:00 AM,50,3,5,26,16
05/20/2015 05:00:00 AM,50,3,5,26,16
05/20/2015 04:00:00 AM,19,0,0,8,11
05/20/2015 04:00:00 AM,19,0,0,8,11
05/20/2015 03:00:00 AM,2,0,0,2,0
05/20/2015 03:00:00 AM,2,0,0,2,0
05/20/2015 02:00:00 AM,0,0,0,0,0
05/20/2015 02:00:00 AM,0,0,0,0,0
05/20/2015 01:00:00 AM,0,0,0,0,0
05/20/2015 01:00:00 AM,0,0,0,0,0
05/20/2015 12:00:00 AM,0,0,0,0,0
05/20/2015 12:00:00 AM,0,0,0,0,0
05/19/2015 11:00:00 PM,0,0,0,0,0
05/19/2015 11:00:00 PM,0,0,0,0,0
05/19/2015 10:00:00 PM,2,1,1,0,0
05/19/2015 10:00:00 PM,2,1,1,0,0
05/19/2015 09:00:00 PM,3,0,0,2,1
05/19/2015 09:00:00 PM,3,0,0,2,1
05/19/2015 08:00:00 PM,20,4,3,9,4
05/19/2015 08:00:00 PM,20,4,3,9,4
05/19/2015 07:00:00 PM,66,6,5,34,21
05/19/2015 07:00:00 PM,66,6,5,34,21
05/19/2015 06:00:00 PM,168,19,15,78,56
05/19/2015 06:00:00 PM,168,19,15,78,56
05/19/2015 05:00:00 PM,242,14,30,121,77
05/19/2015 05:00:00 PM,242,14,30,121,77
05/19/2015 04:00:00 PM,192,31,19,72,70
05/19/2015 04:00:00 PM,192,31,19,72,70
05/19/2015 03:00:00 PM,89,14,4,49,22
05/19/2015 03:00:00 PM,89,14,4,49,22
05/19/2015 02:00:00 PM,38,5,2,18,13
05/19/2015 02:00:00 PM,38,5,2,18,13
05/19/2015 01:00:00 PM,30,0,4,18,8
05/19/2015 01:00:00 PM,30,0,4,18,8
05/19/2015 12:00:00 PM,25,4,3,12,6
05/19/2015 12:00:00 PM,25,4,3,12,6
05/19/2015 11:00:00 AM,30,4,2,11,13
05/19/2015 11:00:00 AM,30,4,2,11,13
05/19/2015 10:00:00 AM,24,1,5,7,11
05/19/2015 10:00:00 AM,24,1,5,7,11
05/19/2015 09:00:00 AM,43,7,4,21,11
05/19/2015 09:00:00 AM,43,7,4,21,11
05/19/2015 08:00:00 AM,69,3,3,33,30
05/19/2015 08:00:00 AM,69,3,3,33,30
05/19/2015 07:00:00 AM,151,24,17,51,59
05/19/2015 07:00:00 AM,151,24,17,51,59
05/19/2015 06:00:00 AM,109,8,8,56,37
05/19/2015 06:00:00 AM,109,8,8,56,37
05/19/2015 05:00:00 AM,52,5,5,27,15
05/19/2015 05:00:00 AM,52,5,5,27,15
05/19/2015 04:00:00 AM,5,0,2,3,0
05/19/2015 04:00:00 AM,5,0,2,3,0
05/19/2015 03:00:00 AM,3,0,1,2,0
05/19/2015 03:00:00 AM,3,0,1,2,0
05/19/2015 02:00:00 AM,0,0,0,0,0
05/19/2015 02:00:00 AM,0,0,0,0,0
05/19/2015 01:00:00 AM,0,0,0,0,0
05/19/2015 01:00:00 AM,0,0,0,0,0
05/19/2015 12:00:00 AM,1,0,0,1,0
05/19/2015 12:00:00 AM,1,0,0,1,0
05/18/2015 11:00:00 PM,1,0,0,1,0
05/18/2015 11:00:00 PM,1,0,0,1,0
05/18/2015 10:00:00 PM,2,1,0,1,0
05/18/2015 10:00:00 PM,2,1,0,1,0
05/18/2015 09:00:00 PM,7,1,2,3,1
05/18/2015 09:00:00 PM,7,1,2,3,1
05/18/2015 08:00:00 PM,19,4,3,9,3
05/18/2015 08:00:00 PM,19,4,3,9,3
05/18/2015 07:00:00 PM,76,9,11,35,21
05/18/2015 07:00:00 PM,76,9,11,35,21
05/18/2015 06:00:00 PM,138,11,11,61,55
05/18/2015 06:00:00 PM,138,11,11,61,55
05/18/2015 05:00:00 PM,219,31,17,107,64
05/18/2015 05:00:00 PM,219,31,17,107,64
05/18/2015 04:00:00 PM,184,24,13,77,70
05/18/2015 04:00:00 PM,184,24,13,77,70
05/18/2015 03:00:00 PM,103,40,4,39,20
05/18/2015 03:00:00 PM,103,40,4,39,20
05/18/2015 02:00:00 PM,88,34,5,27,22
05/18/2015 02:00:00 PM,88,34,5,27,22
05/18/2015 01:00:00 PM,62,9,5,30,18
05/18/2015 01:00:00 PM,62,9,5,30,18
05/18/2015 12:00:00 PM,47,7,2,19,19
05/18/2015 12:00:00 PM,47,7,2,19,19
05/18/2015 11:00:00 AM,42,3,5,18,16
05/18/2015 11:00:00 AM,42,3,5,18,16
05/18/2015 10:00:00 AM,43,3,4,23,13
05/18/2015 10:00:00 AM,43,3,4,23,13
05/18/2015 09:00:00 AM,56,10,5,18,23
05/18/2015 09:00:00 AM,56,10,5,18,23
05/18/2015 08:00:00 AM,76,9,5,40,22
05/18/2015 08:00:00 AM,76,9,5,40,22
05/18/2015 07:00:00 AM,116,10,9,62,35
05/18/2015 07:00:00 AM,116,10,9,62,35
05/18/2015 06:00:00 AM,99,7,6,57,29
05/18/2015 06:00:00 AM,99,7,6,57,29
05/18/2015 05:00:00 AM,47,3,3,26,15
05/18/2015 05:00:00 AM,47,3,3,26,15
05/18/2015 04:00:00 AM,11,0,0,6,5
05/18/2015 04:00:00 AM,11,0,0,6,5
05/18/2015 03:00:00 AM,2,1,0,1,0
05/18/2015 03:00:00 AM,2,1,0,1,0
05/18/2015 02:00:00 AM,2,0,0,2,0
05/18/2015 02:00:00 AM,2,0,0,2,0
05/18/2015 01:00:00 AM,0,0,0,0,0
05/18/2015 01:00:00 AM,0,0,0,0,0
05/18/2015 12:00:00 AM,1,1,0,0,0
05/18/2015 12:00:00 AM,1,1,0,0,0
05/17/2015 11:00:00 PM,4,0,1,2,1
05/17/2015 11:00:00 PM,4,0,1,2,1
05/17/2015 10:00:00 PM,2,0,0,1,1
05/17/2015 10:00:00 PM,2,0,0,1,1
05/17/2015 09:00:00 PM,6,1,0,4,1
05/17/2015 09:00:00 PM,6,1,0,4,1
05/17/2015 08:00:00 PM,10,1,1,6,2
05/17/2015 08:00:00 PM,10,1,1,6,2
05/17/2015 07:00:00 PM,23,2,3,12,6
05/17/2015 07:00:00 PM,23,2,3,12,6
05/17/2015 06:00:00 PM,44,5,4,21,14
05/17/2015 06:00:00 PM,44,5,4,21,14
05/17/2015 05:00:00 PM,76,9,9,35,23
05/17/2015 05:00:00 PM,76,9,9,35,23
05/17/2015 04:00:00 PM,106,9,7,45,45
05/17/2015 04:00:00 PM,106,9,7,45,45
05/17/2015 03:00:00 PM,164,22,15,76,51
05/17/2015 03:00:00 PM,164,22,15,76,51
05/17/2015 02:00:00 PM,136,16,17,63,40
05/17/2015 02:00:00 PM,136,16,17,63,40
05/17/2015 01:00:00 PM,146,21,17,66,42
05/17/2015 01:00:00 PM,146,21,17,66,42
05/17/2015 12:00:00 PM,212,33,32,74,73
05/17/2015 12:00:00 PM,212,33,32,74,73
05/17/2015 11:00:00 AM,175,18,15,91,51
05/17/2015 11:00:00 AM,175,18,15,91,51
05/17/2015 10:00:00 AM,244,23,27,113,81
05/17/2015 10:00:00 AM,244,23,27,113,81
05/17/2015 09:00:00 AM,200,19,27,78,76
05/17/2015 09:00:00 AM,200,19,27,78,76
05/17/2015 08:00:00 AM,155,11,22,56,66
05/17/2015 08:00:00 AM,155,11,22,56,66
05/17/2015 07:00:00 AM,113,23,27,16,47
05/17/2015 07:00:00 AM,113,23,27,16,47
05/17/2015 06:00:00 AM,27,0,4,4,19
05/17/2015 06:00:00 AM,27,0,4,4,19
05/17/2015 05:00:00 AM,6,0,2,2,2
05/17/2015 05:00:00 AM,6,0,2,2,2
05/17/2015 04:00:00 AM,0,0,0,0,0
05/17/2015 04:00:00 AM,0,0,0,0,0
05/17/2015 03:00:00 AM,0,0,0,0,0
05/17/2015 03:00:00 AM,0,0,0,0,0
05/17/2015 02:00:00 AM,8,2,0,5,1
05/17/2015 02:00:00 AM,8,2,0,5,1
05/17/2015 01:00:00 AM,0,0,0,0,0
05/17/2015 01:00:00 AM,0,0,0,0,0
05/17/2015 12:00:00 AM,5,0,1,1,3
05/17/2015 12:00:00 AM,5,0,1,1,3
05/16/2015 11:00:00 PM,1,0,0,1,0
05/16/2015 11:00:00 PM,1,0,0,1,0
05/16/2015 10:00:00 PM,0,0,0,0,0
05/16/2015 10:00:00 PM,0,0,0,0,0
05/16/2015 09:00:00 PM,2,0,0,0,2
05/16/2015 09:00:00 PM,2,0,0,0,2
05/16/2015 08:00:00 PM,3,0,0,2,1
05/16/2015 08:00:00 PM,3,0,0,2,1
05/16/2015 07:00:00 PM,4,0,0,3,1
05/16/2015 07:00:00 PM,4,0,0,3,1
05/16/2015 06:00:00 PM,31,6,4,16,5
05/16/2015 06:00:00 PM,31,6,4,16,5
05/16/2015 05:00:00 PM,62,11,7,29,15
05/16/2015 05:00:00 PM,62,11,7,29,15
05/16/2015 04:00:00 PM,83,11,9,42,21
05/16/2015 04:00:00 PM,83,11,9,42,21
05/16/2015 03:00:00 PM,103,10,8,54,31
05/16/2015 03:00:00 PM,103,10,8,54,31
05/16/2015 02:00:00 PM,164,17,10,98,39
05/16/2015 02:00:00 PM,164,17,10,98,39
05/16/2015 01:00:00 PM,230,24,20,150,36
05/16/2015 01:00:00 PM,230,24,20,150,36
05/16/2015 12:00:00 PM,126,12,8,59,47
05/16/2015 12:00:00 PM,126,12,8,59,47
05/16/2015 11:00:00 AM,187,14,20,88,65
05/16/2015 11:00:00 AM,187,14,20,88,65
05/16/2015 10:00:00 AM,182,19,21,72,70
05/16/2015 10:00:00 AM,182,19,21,72,70
05/16/2015 09:00:00 AM,152,9,27,62,54
05/16/2015 09:00:00 AM,152,9,27,62,54
05/16/2015 08:00:00 AM,110,7,12,42,49
05/16/2015 08:00:00 AM,110,7,12,42,49
05/16/2015 07:00:00 AM,106,7,16,44,39
05/16/2015 07:00:00 AM,106,7,16,44,39
05/16/2015 06:00:00 AM,32,2,4,10,16
05/16/2015 06:00:00 AM,32,2,4,10,16
05/16/2015 05:00:00 AM,13,0,2,2,9
05/16/2015 05:00:00 AM,13,0,2,2,9
05/16/2015 04:00:00 AM,2,0,0,1,1
05/16/2015 04:00:00 AM,2,0,0,1,1
05/16/2015 03:00:00 AM,0,0,0,0,0
05/16/2015 03:00:00 AM,0,0,0,0,0
05/16/2015 02:00:00 AM,1,0,0,1,0
05/16/2015 02:00:00 AM,1,0,0,1,0
05/16/2015 01:00:00 AM,1,0,0,1,0
05/16/2015 01:00:00 AM,1,0,0,1,0
05/16/2015 12:00:00 AM,1,0,0,0,1
05/16/2015 12:00:00 AM,1,0,0,0,1
05/15/2015 11:00:00 PM,1,0,0,1,0
05/15/2015 11:00:00 PM,1,0,0,1,0
05/15/2015 10:00:00 PM,5,2,1,1,1
05/15/2015 10:00:00 PM,5,2,1,1,1
05/15/2015 09:00:00 PM,9,3,1,3,2
05/15/2015 09:00:00 PM,9,3,1,3,2
05/15/2015 08:00:00 PM,9,1,3,3,2
05/15/2015 08:00:00 PM,9,1,3,3,2
05/15/2015 07:00:00 PM,26,2,0,19,5
05/15/2015 07:00:00 PM,26,2,0,19,5
05/15/2015 06:00:00 PM,96,4,5,59,28
05/15/2015 06:00:00 PM,96,4,5,59,28
05/15/2015 05:00:00 PM,183,11,17,91,64
05/15/2015 05:00:00 PM,183,11,17,91,64
05/15/2015 04:00:00 PM,223,14,14,110,85
05/15/2015 04:00:00 PM,223,14,14,110,85
05/15/2015 03:00:00 PM,124,6,15,52,51
05/15/2015 03:00:00 PM,124,6,15,52,51
05/15/2015 02:00:00 PM,73,3,7,34,29
05/15/2015 02:00:00 PM,73,3,7,34,29
05/15/2015 01:00:00 PM,47,7,6,18,16
05/15/2015 01:00:00 PM,47,7,6,18,16
05/15/2015 12:00:00 PM,52,5,3,25,19
05/15/2015 12:00:00 PM,52,5,3,25,19
05/15/2015 11:00:00 AM,53,3,4,24,22
05/15/2015 11:00:00 AM,53,3,4,24,22
05/15/2015 10:00:00 AM,51,3,11,14,23
05/15/2015 10:00:00 AM,51,3,11,14,23
05/15/2015 09:00:00 AM,34,2,4,13,15
05/15/2015 09:00:00 AM,34,2,4,13,15
05/15/2015 08:00:00 AM,111,2,7,57,45
05/15/2015 08:00:00 AM,111,2,7,57,45
05/15/2015 07:00:00 AM,183,7,16,88,72
05/15/2015 07:00:00 AM,183,7,16,88,72
05/15/2015 06:00:00 AM,157,9,11,72,65
05/15/2015 06:00:00 AM,157,9,11,72,65
05/15/2015 05:00:00 AM,52,1,3,26,22
05/15/2015 05:00:00 AM,52,1,3,26,22
05/15/2015 04:00:00 AM,16,0,0,5,11
05/15/2015 04:00:00 AM,16,0,0,5,11
05/15/2015 03:00:00 AM,3,1,0,2,0
05/15/2015 03:00:00 AM,3,1,0,2,0
05/15/2015 02:00:00 AM,0,0,0,0,0
05/15/2015 02:00:00 AM,0,0,0,0,0
05/15/2015 01:00:00 AM,0,0,0,0,0
05/15/2015 01:00:00 AM,0,0,0,0,0
05/15/2015 12:00:00 AM,1,1,0,0,0
05/15/2015 12:00:00 AM,1,1,0,0,0
05/14/2015 11:00:00 PM,1,0,0,1,0
05/14/2015 11:00:00 PM,1,0,0,1,0
05/14/2015 10:00:00 PM,5,2,2,1,0
05/14/2015 10:00:00 PM,5,2,2,1,0
05/14/2015 09:00:00 PM,10,3,2,5,0
05/14/2015 09:00:00 PM,10,3,2,5,0
05/14/2015 08:00:00 PM,64,5,6,33,20
05/14/2015 08:00:00 PM,64,5,6,33,20
05/14/2015 07:00:00 PM,141,8,18,64,51
05/14/2015 07:00:00 PM,141,8,18,64,51
05/14/2015 06:00:00 PM,214,14,18,108,74
05/14/2015 06:00:00 PM,214,14,18,108,74
05/14/2015 05:00:00 PM,167,8,18,66,75
05/14/2015 05:00:00 PM,167,8,18,66,75
05/14/2015 04:00:00 PM,48,3,4,26,15
05/14/2015 04:00:00 PM,48,3,4,26,15
05/14/2015 03:00:00 PM,28,2,6,10,10
05/14/2015 03:00:00 PM,28,2,6,10,10
05/14/2015 02:00:00 PM,27,5,6,10,6
05/14/2015 02:00:00 PM,27,5,6,10,6
05/14/2015 01:00:00 PM,30,3,2,10,15
05/14/2015 01:00:00 PM,30,3,2,10,15
05/14/2015 12:00:00 PM,31,0,1,14,16
05/14/2015 12:00:00 PM,31,0,1,14,16
05/14/2015 11:00:00 AM,9,0,0,4,5
05/14/2015 11:00:00 AM,9,0,0,4,5
05/14/2015 10:00:00 AM,29,1,2,9,17
05/14/2015 10:00:00 AM,29,1,2,9,17
05/14/2015 09:00:00 AM,52,5,4,25,18
05/14/2015 09:00:00 AM,52,5,4,25,18
05/14/2015 08:00:00 AM,91,4,10,35,42
05/14/2015 08:00:00 AM,91,4,10,35,42
05/14/2015 07:00:00 AM,78,2,6,33,37
05/14/2015 07:00:00 AM,78,2,6,33,37
05/14/2015 06:00:00 AM,42,4,2,16,20
05/14/2015 06:00:00 AM,42,4,2,16,20
05/14/2015 05:00:00 AM,6,0,0,3,3
05/14/2015 05:00:00 AM,6,0,0,3,3
05/14/2015 04:00:00 AM,2,0,0,2,0
05/14/2015 04:00:00 AM,2,0,0,2,0
05/14/2015 03:00:00 AM,1,1,0,0,0
05/14/2015 03:00:00 AM,1,1,0,0,0
05/14/2015 02:00:00 AM,2,1,1,0,0
05/14/2015 02:00:00 AM,2,1,1,0,0
05/14/2015 01:00:00 AM,1,0,1,0,0
05/14/2015 01:00:00 AM,1,0,1,0,0
05/14/2015 12:00:00 AM,1,0,0,1,0
05/14/2015 12:00:00 AM,1,0,0,1,0
