tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,christmas,hanukkah,kwanzaa,holiday
tt3120508,video,Alone for Christmas,Alone for Christmas,2013,87,"Action,Comedy,Family",alone for christmas,3.3,752,TRUE,FALSE,FALSE,FALSE
tt3131532,tvMovie,Catch a Christmas Star,Catch a Christmas Star,2013,84,"Comedy,Drama,Family",catch a christmas star,6.2,1882,TRUE,FALSE,FALSE,FALSE
tt3138040,video,Scooby-Doo: 13 Spooky Tales - Holiday Chills and Thrills,Scooby-Doo: 13 Spooky Tales - Holiday Chills and Thrills,2012,286,"Animation,Comedy,Family",scoobydoo 13 spooky tales  holiday chills and thrills,7.6,95,FALSE,FALSE,FALSE,TRUE
tt3162180,movie,6 Hours to Christmas,6 Hours to Christmas,2010,128,Drama,6 hours to christmas,5.8,11,TRUE,FALSE,FALSE,FALSE
tt3169000,tvMovie,Hats Off to Christmas!,Hats Off to Christmas!,2013,85,"Drama,Romance",hats off to christmas,5.9,1901,TRUE,FALSE,FALSE,FALSE
tt3188768,movie,Holidays in the Sun,Atomski zdesna,2014,94,Drama,holidays in the sun,5.6,1065,FALSE,FALSE,FALSE,TRUE
tt3207076,video,VeggieTales: Merry Larry and the True Light of Christmas,VeggieTales: Merry Larry and the True Light of Christmas,2013,46,"Animation,Comedy,Family",veggietales merry larry and the true light of christmas,6.9,91,TRUE,FALSE,FALSE,FALSE
tt3210376,tvMovie,Holiday Road Trip,Holiday Road Trip,2013,88,"Comedy,Drama,Romance",holiday road trip,5.4,630,FALSE,FALSE,FALSE,TRUE
tt3210602,tvMovie,All I Want for Christmas,All I Want for Christmas,2013,92,"Comedy,Family",all i want for christmas,5.2,735,TRUE,FALSE,FALSE,FALSE
tt3226430,movie,A Christmas Wedding,A Christmas Wedding,2013,80,Comedy,a christmas wedding,3.9,69,TRUE,FALSE,FALSE,FALSE
tt3238996,movie,A Wonderful Christmas Time,A Wonderful Christmas Time,2014,85,Comedy,a wonderful christmas time,5.5,130,TRUE,FALSE,FALSE,FALSE
tt3255590,movie,El Camino Christmas,El Camino Christmas,2017,89,"Comedy,Crime,Western",el camino christmas,5.7,10269,TRUE,FALSE,FALSE,FALSE
tt3256812,movie,A Belle for Christmas,A Belle for Christmas,2014,91,"Comedy,Drama,Family",a belle for christmas,4.7,552,TRUE,FALSE,FALSE,FALSE
tt3268828,tvMovie,Lady Gaga & the Muppets' Holiday Spectacular,Lady Gaga & the Muppets' Holiday Spectacular,2013,90,"Comedy,Family,Music",lady gaga  the muppets holiday spectacular,5.2,649,FALSE,FALSE,FALSE,TRUE
tt3270636,movie,Headed South for Christmas,Headed South for Christmas,2013,64,Comedy,headed south for christmas,6.3,83,TRUE,FALSE,FALSE,FALSE
tt3274632,tvMovie,Guess Who's Coming to Christmas,Guess Who's Coming to Christmas,2013,90,"Comedy,Romance",guess whos coming to christmas,5.8,845,TRUE,FALSE,FALSE,FALSE
tt3289944,tvMovie,The Christmas Ornament,The Christmas Ornament,2013,83,Romance,the christmas ornament,6.8,2151,TRUE,FALSE,FALSE,FALSE
tt3294206,movie,Casper and Emma's Wonderful Christmas,Karsten og Petras vidunderlige jul,2014,73,Family,casper and emmas wonderful christmas,5.6,114,TRUE,FALSE,FALSE,FALSE
tt3294662,tvMovie,Mouse and Mole at Christmas Time,Mouse and Mole at Christmas Time,2013,28,"Animation,Family",mouse and mole at christmas time,6.4,44,TRUE,FALSE,FALSE,FALSE
tt3302348,movie,The Christmas Colt,The Christmas Colt,2013,85,"Drama,Family",the christmas colt,3.7,78,TRUE,FALSE,FALSE,FALSE
tt3307848,video,It's a Hi-5 Christmas,It's a Hi-5 Christmas,2005,54,Family,its a hi5 christmas,7.6,13,TRUE,FALSE,FALSE,FALSE
tt3310268,video,The Lady Bruins Christmas Slumber Party,The Lady Bruins Christmas Slumber Party,2013,23,"Horror,Short",the lady bruins christmas slumber party,6.7,10,TRUE,FALSE,FALSE,FALSE
tt3326892,movie,Christmas in Hollywood,Christmas in Hollywood,2014,85,Adventure,christmas in hollywood,4.3,51,TRUE,FALSE,FALSE,FALSE
tt3327140,tvMovie,A Christmas Blessing,A Christmas Blessing,2013,NA,Drama,a christmas blessing,6.9,225,TRUE,FALSE,FALSE,FALSE
tt3328510,video,Scooby-Doo! Haunted Holidays,Scooby-Doo! Haunted Holidays,2012,22,"Adventure,Animation,Comedy",scoobydoo haunted holidays,6.7,832,FALSE,FALSE,FALSE,TRUE
tt3338444,movie,Dollywood's a Christmas Carol,Dollywood's a Christmas Carol,2013,45,Musical,dollywoods a christmas carol,7.1,34,TRUE,FALSE,FALSE,FALSE
tt3341268,tvMovie,The Twelve Trees of Christmas,The Twelve Trees of Christmas,2013,87,"Drama,Family,Mystery",the twelve trees of christmas,5.8,924,TRUE,FALSE,FALSE,FALSE
tt3361702,tvMovie,All I Want for Christmas,All I Want for Christmas,2014,86,"Comedy,Family",all i want for christmas,5,136,TRUE,FALSE,FALSE,FALSE
tt3395648,movie,Christmas at Rosemont,Rosemont,2015,95,Drama,christmas at rosemont,6.7,880,TRUE,FALSE,FALSE,FALSE
tt3396114,movie,The Christmas Trap,Christmas in the Heartland,2018,112,"Comedy,Drama,Family",the christmas trap,5.8,1611,TRUE,FALSE,FALSE,FALSE
tt3407630,movie,Dismembering Christmas,Dismembering Christmas,2015,74,Horror,dismembering christmas,4.1,222,TRUE,FALSE,FALSE,FALSE
tt3409640,movie,Christmas Cruelty!,O'Hellige Jul!,2013,96,Horror,christmas cruelty,4.6,280,TRUE,FALSE,FALSE,FALSE
tt3438088,tvMovie,Greatest Ever Christmas Movies,Greatest Ever Christmas Movies,2013,165,Documentary,greatest ever christmas movies,5.8,21,TRUE,FALSE,FALSE,FALSE
tt3449158,video,Jubilee and Elmer Holiday Adventures: Special Edition,Jubilee and Elmer Holiday Adventures: Special Edition,2013,29,"Animation,Short",jubilee and elmer holiday adventures special edition,9,22,FALSE,FALSE,FALSE,TRUE
tt3458194,tvMovie,Marry Me for Christmas,Marry Me for Christmas,2013,120,"Comedy,Romance",marry me for christmas,5.4,375,TRUE,FALSE,FALSE,FALSE
tt3482032,movie,Christmas with the Karountzoses,Christmas with the Karountzoses,2015,110,Comedy,christmas with the karountzoses,6.3,108,TRUE,FALSE,FALSE,FALSE
tt3493870,movie,Family Holiday,Vacaciones en Familia,2014,90,Drama,family holiday,5.3,69,FALSE,FALSE,FALSE,TRUE
tt3503454,movie,Christmas All Over Again,Christmas All Over Again,2016,78,"Comedy,Family",christmas all over again,3.7,306,TRUE,FALSE,FALSE,FALSE
tt3509662,movie,Holiday,Feriado,2014,82,Drama,holiday,5.8,427,FALSE,FALSE,FALSE,TRUE
tt3545504,movie,The Christmas King: In Full Armor,Julekongen,2015,93,"Adventure,Family,Fantasy",the christmas king in full armor,5.3,265,TRUE,FALSE,FALSE,FALSE
tt3562266,movie,Christmas in Palm Springs,Christmas in Palm Springs,2014,84,Comedy,christmas in palm springs,5,484,TRUE,FALSE,FALSE,FALSE
tt3579250,tvMovie,The Tree That Saved Christmas,The Tree That Saved Christmas,2014,88,"Drama,Romance",the tree that saved christmas,6.1,1218,TRUE,FALSE,FALSE,FALSE
tt3579698,movie,12 Dog Days Till Christmas,12 Dog Days of Christmas,2014,90,"Comedy,Drama,Family",12 dog days till christmas,4.7,538,TRUE,FALSE,FALSE,FALSE
tt3596436,movie,Home for Christmas,Home for Christmas,2014,102,"Comedy,Romance",home for christmas,5.5,345,TRUE,FALSE,FALSE,FALSE
tt3617078,video,The Badly Animated Marvel Christmas Carol,The Badly Animated Marvel Christmas Carol,2014,61,Animation,the badly animated marvel christmas carol,8,10,TRUE,FALSE,FALSE,FALSE
tt3626180,tvMovie,The Christmas Secret,The Christmas Secret,2014,86,"Drama,Family,Romance",the christmas secret,7.3,3706,TRUE,FALSE,FALSE,FALSE
tt3683386,movie,The Borrowed Christmas,The Borrowed Christmas,2014,95,"Drama,Family",the borrowed christmas,4,202,TRUE,FALSE,FALSE,FALSE
tt3688406,movie,A Christmas Horror Story,A Christmas Horror Story,2015,99,"Fantasy,Horror,Mystery",a christmas horror story,5.8,11802,TRUE,FALSE,FALSE,FALSE
tt3703148,movie,Christmas Eve,Christmas Eve,2015,95,Comedy,christmas eve,5,2780,TRUE,FALSE,FALSE,FALSE
tt3725224,tvMovie,One Christmas Eve,One Christmas Eve,2014,86,"Comedy,Drama,Family",one christmas eve,6,1584,TRUE,FALSE,FALSE,FALSE
tt3783740,movie,Christmas Wedding Baby,Christmas Wedding Baby,2014,112,"Comedy,Drama,Family",christmas wedding baby,6,75,TRUE,FALSE,FALSE,FALSE
tt3786326,movie,The Christmas Switch,The Christmas Switch,2014,97,"Family,Fantasy",the christmas switch,5.4,418,TRUE,FALSE,FALSE,FALSE
tt3801438,tvMovie,Grumpy Cat's Worst Christmas Ever,Grumpy Cat's Worst Christmas Ever,2014,87,"Action,Adventure,Comedy",grumpy cats worst christmas ever,5,2585,TRUE,FALSE,FALSE,FALSE
tt3812404,tvMovie,Tom and Jerry Christmas Special,Tom and Jerry Christmas Special,1987,60,Animation,tom and jerry christmas special,6.8,19,TRUE,FALSE,FALSE,FALSE
tt3875310,movie,Kidnap - Bo's Most Exciting Holiday Ever,Kidnep,2015,87,"Adventure,Family",kidnap  bos most exciting holiday ever,6.5,213,FALSE,FALSE,FALSE,TRUE
tt3889642,tvMovie,The Nine Lives of Christmas,The Nine Lives of Christmas,2014,86,"Comedy,Drama,Family",the nine lives of christmas,7.2,4388,TRUE,FALSE,FALSE,FALSE
tt3894188,movie,"Christmas, Again","Christmas, Again",2014,80,"Drama,Romance",christmas again,6.6,1180,TRUE,FALSE,FALSE,FALSE
tt3902554,video,kiss×sis: Christmas for Two,Kissxsis OVA 2: Futari de kurisumasu,2009,25,"Animation,Comedy,Romance",kiss×sis christmas for two,6.3,111,TRUE,FALSE,FALSE,FALSE
tt3915160,tvMovie,Correcting Christmas,Correcting Christmas,2014,86,"Drama,Fantasy,Romance",correcting christmas,5.6,1253,TRUE,FALSE,FALSE,FALSE
tt3917316,movie,Barcelona Christmas Night,"Barcelona, nit d'hivern",2015,95,Romance,barcelona christmas night,6.5,1012,TRUE,FALSE,FALSE,FALSE
tt3918686,movie,The Christmas Dragon,The Christmas Dragon,2014,106,"Adventure,Drama,Fantasy",the christmas dragon,4.5,800,TRUE,FALSE,FALSE,FALSE
tt3922320,tvMovie,An En Vogue Christmas,An En Vogue Christmas,2014,86,Drama,an en vogue christmas,5.7,223,TRUE,FALSE,FALSE,FALSE
tt3952328,video,Thomas & Friends: The Christmas Engines,Thomas & Friends: The Christmas Engines,2014,60,"Animation,Family",thomas  friends the christmas engines,5.9,30,TRUE,FALSE,FALSE,FALSE
tt3961102,tvMovie,O. Henry's Christmas,O. Henry's Christmas,1996,85,Drama,o henrys christmas,5.9,12,TRUE,FALSE,FALSE,FALSE
tt3970280,movie,A Magic Christmas,A Magic Christmas,2014,80,Family,a magic christmas,5.1,242,TRUE,FALSE,FALSE,FALSE
tt3991066,movie,A Dogwalker's Christmas Tale,A Dogwalker's Christmas Tale,2015,86,"Comedy,Drama,Family",a dogwalkers christmas tale,5.1,1638,TRUE,FALSE,FALSE,FALSE
tt3993802,tvMovie,Christmas Icetastrophe,Christmas Icetastrophe,2014,86,"Action,Adventure,Drama",christmas icetastrophe,3.8,1585,TRUE,FALSE,FALSE,FALSE
tt4001526,movie,The Wizard's Christmas: Return of the Snow King,The Wizard's Christmas: Return of the Snow King,2016,80,Animation,the wizards christmas return of the snow king,5.2,40,TRUE,FALSE,FALSE,FALSE
tt4009460,movie,Kirk Cameron's Saving Christmas,Saving Christmas,2014,79,"Comedy,Family",kirk camerons saving christmas,1.3,16608,TRUE,FALSE,FALSE,FALSE
tt4012254,tvMovie,A Cookie Cutter Christmas,A Cookie Cutter Christmas,2014,84,"Comedy,Romance",a cookie cutter christmas,5.9,2033,TRUE,FALSE,FALSE,FALSE
tt4049534,movie,Mule-Tide Christmas,Mule-Tide Christmas,2014,74,Animation,muletide christmas,4,35,TRUE,FALSE,FALSE,FALSE
tt4055734,video,Peppa Pig: Peppa's Christmas,Peppa Pig: Peppa's Christmas,2007,60,Animation,peppa pig peppas christmas,6.6,31,TRUE,FALSE,FALSE,FALSE
tt4057146,movie,I'll Be Next Door for Christmas,I'll Be Next Door for Christmas,2018,100,"Comedy,Family",ill be next door for christmas,5,808,TRUE,FALSE,FALSE,FALSE
tt4065316,tvMovie,Best Christmas Party Ever,Best Christmas Party Ever,2014,84,"Comedy,Drama,Romance",best christmas party ever,6.3,2041,TRUE,FALSE,FALSE,FALSE
tt4065324,tvMovie,The Christmas Parade,The Christmas Parade,2014,85,"Comedy,Drama,Family",the christmas parade,5.9,1455,TRUE,FALSE,FALSE,FALSE
tt4065336,tvMovie,"Signed, Sealed, Delivered for Christmas","Signed, Sealed, Delivered for Christmas",2014,84,"Drama,Mystery,Romance",signed sealed delivered for christmas,7.5,1580,TRUE,FALSE,FALSE,FALSE
tt4067684,movie,A Christmas to Remember,A Christmas to Remember,2015,94,"Comedy,Drama,Family",a christmas to remember,5.4,70,TRUE,FALSE,FALSE,FALSE
tt4076824,movie,Beverly Hills Christmas,Beverly Hills Christmas,2015,86,Family,beverly hills christmas,3.2,531,TRUE,FALSE,FALSE,FALSE
tt4084042,movie,Dad's Holiday,Baba de jiaqi,2015,NA,Comedy,dads holiday,4.5,43,FALSE,FALSE,FALSE,TRUE
tt4105700,movie,Holiday Breakup,Holiday Breakup,2016,88,"Comedy,Romance",holiday breakup,4.4,622,FALSE,FALSE,FALSE,TRUE
tt4159212,tvMovie,One Starry Christmas,One Starry Christmas,2014,83,"Comedy,Drama,Romance",one starry christmas,6.5,2297,TRUE,FALSE,FALSE,FALSE
tt4177742,tvMovie,Christmas at Cartwright's,Christmas at Cartwright's,2014,84,"Comedy,Drama,Family",christmas at cartwrights,6.3,2084,TRUE,FALSE,FALSE,FALSE
tt4179824,tvMovie,A Christmas Mystery,A Christmas Mystery,2014,88,"Drama,Mystery,Romance",a christmas mystery,4.9,588,TRUE,FALSE,FALSE,FALSE
tt4180032,tvMovie,Christmas Under Wraps,Christmas Under Wraps,2014,88,"Comedy,Drama,Romance",christmas under wraps,6.2,6116,TRUE,FALSE,FALSE,FALSE
tt4194954,movie,Home Before the Holiday,Home Before the Holiday,2017,45,"Adventure,Comedy,Family",home before the holiday,8.4,12,FALSE,FALSE,FALSE,TRUE
tt4200996,tvMovie,A Christmas Tail,Christmas Tail,2014,87,Family,a christmas tail,5.2,384,TRUE,FALSE,FALSE,FALSE
tt4222522,tvMovie,The Christmas Shepherd,The Christmas Shepherd,2014,84,"Drama,Romance",the christmas shepherd,6.7,1327,TRUE,FALSE,FALSE,FALSE
tt4227386,movie,The Christmas Family,Familien Jul,2014,90,"Comedy,Family,Fantasy",the christmas family,5,193,TRUE,FALSE,FALSE,FALSE
tt4228832,movie,Keith Lowell Jensen: Atheist Christmas,Keith Lowell Jensen: Atheist Christmas,2014,58,Comedy,keith lowell jensen atheist christmas,7.9,19,TRUE,FALSE,FALSE,FALSE
tt4248606,tvMovie,Second Chance Christmas,Second Chance Christmas,2014,90,"Drama,Family",second chance christmas,6.9,206,TRUE,FALSE,FALSE,FALSE
tt4250046,movie,Xmas Meier,Xmas Meier,2013,51,Documentary,xmas meier,8.4,10,TRUE,FALSE,FALSE,FALSE
tt4264544,tvMovie,Marry Us for Christmas,Marry Us for Christmas,2014,90,Comedy,marry us for christmas,5.5,188,TRUE,FALSE,FALSE,FALSE
tt4270254,movie,Red Christmas,Red Christmas,2014,60,Horror,red christmas,4.6,41,TRUE,FALSE,FALSE,FALSE
tt4276834,tvMovie,A Perfect Christmas List,A Perfect Christmas List,2014,88,"Comedy,Drama,Family",a perfect christmas list,5.6,1235,TRUE,FALSE,FALSE,FALSE
tt4280430,tvMovie,A Christmas Kiss II,A Christmas Kiss II,2014,88,"Comedy,Romance",a christmas kiss ii,5.9,2176,TRUE,FALSE,FALSE,FALSE
tt4305318,tvMovie,A Christmas Dream,A Christmas Dream,1984,60,Family,a christmas dream,4.9,34,TRUE,FALSE,FALSE,FALSE
tt4321264,movie,Renfroe's Christmas,Renfroe's Christmas,1997,72,"Drama,Family",renfroes christmas,4.6,21,TRUE,FALSE,FALSE,FALSE
tt4387314,movie,A Christmas Carol,A Christmas Carol,2018,75,Fantasy,a christmas carol,4.1,391,TRUE,FALSE,FALSE,FALSE
tt4419364,movie,Holidays,Holidays,2016,105,"Fantasy,Horror,Mystery",holidays,5.1,11754,FALSE,FALSE,FALSE,TRUE
tt4434688,tvMovie,The Spirit of Christmas,The Spirit of Christmas,2015,91,"Drama,Mystery,Romance",the spirit of christmas,6.4,7788,TRUE,FALSE,FALSE,FALSE
tt4453560,movie,A Horse for Christmas,Running Forever,2015,88,Family,a horse for christmas,5.1,65,TRUE,FALSE,FALSE,FALSE
tt4464242,video,Celtic Woman: Home for Christmas - Live from Dublin,Celtic Woman: Home for Christmas - Live from Dublin,2012,74,Music,celtic woman home for christmas  live from dublin,8.6,16,TRUE,FALSE,FALSE,FALSE
tt4515428,video,A Christmas Miracle: The Making of a Charlie Brown Christmas,A Christmas Miracle: The Making of a Charlie Brown Christmas,2008,16,"Documentary,Short",a christmas miracle the making of a charlie brown christmas,7.3,31,TRUE,FALSE,FALSE,FALSE
tt4558194,video,Christmas Trade,Christmas Trade,2015,99,"Comedy,Family",christmas trade,5,585,TRUE,FALSE,FALSE,FALSE
tt4587740,tvMovie,A Christmas Melody,A Christmas Melody,2015,83,"Comedy,Music,Romance",a christmas melody,6,2372,TRUE,FALSE,FALSE,FALSE
tt4591840,movie,A Christmas Star,A Christmas Star,2017,82,Family,a christmas star,5.1,2019,TRUE,FALSE,FALSE,FALSE
tt4648986,tvMovie,A Prince for Christmas,Small Town Prince,2015,87,"Comedy,Drama,Romance",a prince for christmas,6,2038,TRUE,FALSE,FALSE,FALSE
tt4649416,movie,Almost Christmas,Almost Christmas,2016,111,"Comedy,Drama,Romance",almost christmas,6.1,7546,TRUE,FALSE,FALSE,FALSE
tt4675324,movie,The Christmas Reunion,The Christmas Reunion,2016,96,"Drama,Family",the christmas reunion,5.2,51,TRUE,FALSE,FALSE,FALSE
tt4677298,movie,Christmas Dreams,Christmas Dreams,2015,80,"Adventure,Comedy,Family",christmas dreams,5.4,82,TRUE,FALSE,FALSE,FALSE
tt4690134,movie,A Christmas Eve Miracle,A Christmas Eve Miracle,2015,80,"Comedy,Family",a christmas eve miracle,3.7,346,TRUE,FALSE,FALSE,FALSE
tt4700190,movie,Wish for Christmas,Wish for Christmas,2016,96,"Drama,Family",wish for christmas,4.9,959,TRUE,FALSE,FALSE,FALSE
tt4760804,tvMovie,Dogstar: Christmas in Space,Dogstar: Christmas in Space,2016,93,Animation,dogstar christmas in space,7.4,30,TRUE,FALSE,FALSE,FALSE
tt4764944,tvMovie,Two Movie Guys' Intergalactic Holiday Showdown,Two Movie Guys' Intergalactic Holiday Showdown,2011,30,Comedy,two movie guys intergalactic holiday showdown,5.9,10,FALSE,FALSE,FALSE,TRUE
tt4766018,tvMovie,Family for Christmas,Family for Christmas,2015,82,"Drama,Family,Fantasy",family for christmas,6.2,2543,TRUE,FALSE,FALSE,FALSE
tt4767950,tvMovie,A Christmas Detour,A Christmas Detour,2015,85,"Comedy,Romance",a christmas detour,6.1,3373,TRUE,FALSE,FALSE,FALSE
tt4776578,movie,A Christmas Carol,A Christmas Carol,2015,59,"Drama,Family,Fantasy",a christmas carol,3.7,98,TRUE,FALSE,FALSE,FALSE
tt4843046,tvMovie,Northpole: Open for Christmas,Northpole: Open for Christmas,2015,83,"Drama,Family,Fantasy",northpole open for christmas,6.1,2013,TRUE,FALSE,FALSE,FALSE
tt4858404,movie,Holiday,Holiday,2021,108,"Drama,Mystery,Thriller",holiday,4.5,61,FALSE,FALSE,FALSE,TRUE
tt4885784,movie,Paris Holiday,Ba li jia qi,2015,114,"Comedy,Romance",paris holiday,5.6,180,FALSE,FALSE,FALSE,TRUE
tt4906164,movie,Mercy Christmas,Mercy Christmas,2017,83,"Action,Comedy,Horror",mercy christmas,5.3,964,TRUE,FALSE,FALSE,FALSE
tt4919762,tvMovie,A Royal Family Holiday,A Royal Family Holiday,2015,NA,Comedy,a royal family holiday,6.2,71,FALSE,FALSE,FALSE,TRUE
tt4919764,tvMovie,Royal Family Christmas,A Royal Family Christmas,2015,NA,Comedy,royal family christmas,6.6,84,TRUE,FALSE,FALSE,FALSE
tt4921846,tvMovie,Christmas Truce,Christmas Truce,2015,88,Drama,christmas truce,5.6,501,TRUE,FALSE,FALSE,FALSE
tt4923846,movie,Christmas in the Smokies,Christmas in the Smokies,2015,88,"Drama,Family,Romance",christmas in the smokies,5.8,1667,TRUE,FALSE,FALSE,FALSE
tt4923886,tvMovie,12 Drinks of Christmas,12 Drinks of Christmas,2013,NA,Family,12 drinks of christmas,7.2,11,TRUE,FALSE,FALSE,FALSE
tt4942404,movie,Black Christmas: The Night Billy Came Home,Black Christmas: The Night Billy Came Home,2016,90,Horror,black christmas the night billy came home,4.5,75,TRUE,FALSE,FALSE,FALSE
tt4943236,tvMovie,Girlfriends of Christmas Past,Girlfriends of Christmas Past,2016,90,"Comedy,Romance",girlfriends of christmas past,5.1,953,TRUE,FALSE,FALSE,FALSE
tt4943842,video,Thomas & Friends: Thomas' Christmas Carol,Thomas & Friends: Thomas' Christmas Carol,2015,55,"Animation,Family",thomas  friends thomas christmas carol,6.3,21,TRUE,FALSE,FALSE,FALSE
tt4945886,tvMovie,Billie Holiday: A Sensation,Billie Holiday: A Sensation,2015,52,"Documentary,Music",billie holiday a sensation,6.3,30,FALSE,FALSE,FALSE,TRUE
tt4982260,tvMovie,A Gert Lush Christmas,A Gert Lush Christmas,2015,60,Comedy,a gert lush christmas,5.8,303,TRUE,FALSE,FALSE,FALSE
tt4994884,movie,The X Mas Files,The X Mas Files,2016,86,"Animation,Comedy,Sci-Fi",the x mas files,7.8,13,TRUE,FALSE,FALSE,FALSE
tt5014528,tvMovie,Just in Time for Christmas,Just in Time for Christmas,2015,96,"Comedy,Romance",just in time for christmas,6.4,2824,TRUE,FALSE,FALSE,FALSE
tt5031014,tvMovie,Ice Sculpture Christmas,Ice Sculpture Christmas,2015,83,"Comedy,Drama,Romance",ice sculpture christmas,6.5,2318,TRUE,FALSE,FALSE,FALSE
tt5033114,tvMovie,Once Upon a Holiday,Once Upon a Holiday,2015,84,"Comedy,Drama,Romance",once upon a holiday,6.2,3495,FALSE,FALSE,FALSE,TRUE
tt5040646,video,Doctor Who: A Ghost Story for Christmas,Doctor Who: A Ghost Story for Christmas,2009,3,Sci-Fi,doctor who a ghost story for christmas,7.1,659,TRUE,FALSE,FALSE,FALSE
tt5062804,tvMovie,The Christmas Note,The Christmas Note,2015,85,"Drama,Mystery",the christmas note,6.7,1468,TRUE,FALSE,FALSE,FALSE
tt5086384,movie,A Christmas in New York,A Christmas in New York,2016,81,Romance,a christmas in new york,4.7,190,TRUE,FALSE,FALSE,FALSE
tt5097970,tvMovie,Angel of Christmas,Angel of Christmas,2015,84,"Comedy,Romance",angel of christmas,6.2,2306,TRUE,FALSE,FALSE,FALSE
tt5120400,movie,Red Christmas,Red Christmas,2016,82,"Horror,Thriller",red christmas,4.3,2288,TRUE,FALSE,FALSE,FALSE
tt5123344,movie,The 12 Slays of Christmas,The 12 Slays of Christmas,2016,102,Horror,the 12 slays of christmas,4.4,103,TRUE,FALSE,FALSE,FALSE
tt5123866,movie,A Miracle on Christmas Lake,A Miracle on Christmas Lake,2016,110,"Family,Mystery,Sport",a miracle on christmas lake,4.4,283,TRUE,FALSE,FALSE,FALSE
tt5130174,tvMovie,A Christmas Reunion,A Christmas Reunion,2015,86,"Comedy,Romance",a christmas reunion,5.1,813,TRUE,FALSE,FALSE,FALSE
tt5133572,tvMovie,Crown for Christmas,Crown for Christmas,2015,86,"Comedy,Drama,Family",crown for christmas,6.9,5429,TRUE,FALSE,FALSE,FALSE
tt5133810,tvMovie,12 Gifts of Christmas,12 Gifts of Christmas,2015,83,"Comedy,Romance",12 gifts of christmas,6.3,5127,TRUE,FALSE,FALSE,FALSE
tt5156770,tvMovie,Charming Christmas,Charming Christmas,2015,85,"Drama,Romance",charming christmas,6.2,1923,TRUE,FALSE,FALSE,FALSE
tt5170710,tvMovie,A Baby for Christmas,A Baby for Christmas,2015,85,Family,a baby for christmas,5.4,178,TRUE,FALSE,FALSE,FALSE
tt5178596,movie,Operation Christmas List,Operation Christmas List,2016,88,"Comedy,Family",operation christmas list,4.6,95,TRUE,FALSE,FALSE,FALSE
tt5182120,tvMovie,I'm Not Ready for Christmas,I'm Not Ready for Christmas,2015,84,"Comedy,Drama,Family",im not ready for christmas,6,2124,TRUE,FALSE,FALSE,FALSE
tt5186076,tvMovie,Michael Bublé's Christmas in Hollywood,Michael Bublé's Christmas in Hollywood,2015,60,Musical,michael bublés christmas in hollywood,6.2,46,TRUE,FALSE,FALSE,FALSE
tt5190038,tvMovie,The 84th Annual Hollywood Christmas Parade,The 84th Annual Hollywood Christmas Parade,2015,120,Musical,the 84th annual hollywood christmas parade,6.6,16,TRUE,FALSE,FALSE,FALSE
tt5192136,tvMovie,The Moo Family Holiday Hoe-Down,The Moo Family Holiday Hoe-Down,1992,23,"Animation,Family",the moo family holiday hoedown,4.5,20,FALSE,FALSE,FALSE,TRUE
tt5194920,tvMovie,I Love Lucy Christmas Special,I Love Lucy Christmas Special,2015,45,Comedy,i love lucy christmas special,8.4,42,TRUE,FALSE,FALSE,FALSE
tt5196576,movie,For the Love of Christmas,For the Love of Christmas,2016,NA,Family,for the love of christmas,6.2,128,TRUE,FALSE,FALSE,FALSE
tt5204384,tvMovie,Christmas Incorporated,Christmas Incorporated,2015,85,"Comedy,Drama,Romance",christmas incorporated,6.4,2271,TRUE,FALSE,FALSE,FALSE
tt5210078,tvMovie,On the Twelfth Day of Christmas,On the Twelfth Day of Christmas,2015,84,"Comedy,Romance",on the twelfth day of christmas,6.8,2183,TRUE,FALSE,FALSE,FALSE
tt5225868,tvMovie,Ms. Velma's Most Incredibly Magnificent Christmas Week,Ms. Velma's Most Incredibly Magnificent Christmas Week,1976,59,Family,ms velmas most incredibly magnificent christmas week,2.2,52,TRUE,FALSE,FALSE,FALSE
tt5226350,video,Black Christmas Legacy,Black Christmas Legacy,2015,40,Short,black christmas legacy,6.9,20,TRUE,FALSE,FALSE,FALSE
tt5231402,tvMovie,The Flight Before Christmas,The Flight Before Christmas,2015,88,"Comedy,Romance",the flight before christmas,5.9,2006,TRUE,FALSE,FALSE,FALSE
tt5232538,tvMovie,Bing Crosby and the Sounds of Christmas,Bing Crosby and the Sounds of Christmas,1971,60,Musical,bing crosby and the sounds of christmas,7.6,44,TRUE,FALSE,FALSE,FALSE
tt5235574,tvMovie,One Christmas Wish,My One Christmas Wish,2015,86,"Drama,Family,Musical",one christmas wish,6.7,560,TRUE,FALSE,FALSE,FALSE
tt5237552,tvMovie,A Gift Wrapped Christmas,A Gift Wrapped Christmas,2015,87,"Comedy,Drama,Family",a gift wrapped christmas,7.1,1867,TRUE,FALSE,FALSE,FALSE
tt5239710,tvMovie,The Christmas Gift,The Christmas Gift,2015,85,"Drama,Family,Romance",the christmas gift,5.3,764,TRUE,FALSE,FALSE,FALSE
tt5247382,video,A Very Troma Christmas,A Very Troma Christmas,2015,NA,"Animation,Short",a very troma christmas,6.7,23,TRUE,FALSE,FALSE,FALSE
tt5252134,tvMovie,Nickelodeon's Ho Ho Holiday Special,Nickelodeon's Ho Ho Holiday Special,2015,47,Comedy,nickelodeons ho ho holiday special,6.1,220,FALSE,FALSE,FALSE,TRUE
