"","species","id","name","sex","accuracy","birthYear","acquisition","originDate","originLocation","mother","father","transfers","currently","region","status","statusDate","COD","notes","transferDate","transfer","entryDate"
"1451","Bottlenose","NOA0001451","Scratchy","M","e","1967","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",NA,"(NO RECORD)",NA,NA,"US",NA
"1452","Bottlenose","NOA0001452","Shilo","F","e","1969","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1983-12-08,"LIVER FAILURE",NA,NA,"US",NA
"1453","Bottlenose","NOA0001453","Spock","M","e","1968","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1981-10-13,"FIBROSIS OF HEART, GLOMERULONEPHRITIS",NA,NA,"US",NA
"1454","Bottlenose","NOA0001454","Squeeky","U","u",NA,"Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1970-02-03,"(NO RECORD)",NA,NA,"US",NA
"1455","Bottlenose","NOA0001455","Tammy","F","e","1965","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1968-06-09,"",NA,NA,"US",NA
"1456","Long-Finned Pilot Whale","NOA0001456","Willie","M","e","1959","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1968-06-25,"",NA,NA,"US",NA
"1457","Long-Finned Pilot Whale","NOA0001457","Winkie","F","e","1959","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1968-02-07,"DOA",NA,NA,"US",NA
"1458","Short-Finned Pilot Whale","NOA0001458",NA,"M","e","1964","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1983-02-16,"RIGHT SIDED HEART FAILURE SEPTICEMIA",NA,NA,"US",NA
"1459","Short-Finned Pilot Whale","NOA0001459",NA,"F","e","1963","Capture",1972-11-15,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1977-09-07,"SEPTICEMIA",NA,NA,"US",1972-11-15
"1460","Killer Whale; Orca","NOA0001460","Bonnie","F","e","1964","Capture",1968-05-09,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1968-08-15,"Heart failure",NA,NA,"US",1968-05-09
"1461","Killer Whale; Orca","NOA0001461","Nepo","M","e","1966","Capture",1969-12-15,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1980-07-10,"ACUTE BRONCHOPNEUMONIA",NA,NA,"US",1969-12-15
"1462","Bottlenose","NOA0001463","Isabella","F","e","1964","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1974-06-01,"",NA,NA,"US",NA
"1463","Bottlenose","NOA0001464","Gordo","M","e","1964","Unknown",NA,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1984-05-13,"CELLULITIS - OLD AGE",NA,NA,"US",NA
"1464","Bottlenose","NOA0001513","Sadie's Calf","M","a","1990","Born",1990-05-08,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1990-05-16,"DROWNED; MATERNAL TRAUMA",NA,NA,"US",1990-05-08
"1465","Bottlenose","NOA0001524",NA,"F","a",NA,"Born",1994-04-19,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1994-04-24,"maternal neglect/ drowning",NA,NA,"US",1994-04-19
"1466","Bottlenose","NOA0001526",NA,"F","a","1994","Born",1994-05-05,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1994-05-13,"Brain hemorrhage. Congenital thyroid hyperplasia",NA,NA,"US",1994-05-05
"1467","Killer Whale; Orca","NOA0001462","Yaka","F","e","1965","Capture",1969-12-15,"Unknown",NA,NA,NA,"Marine World Africa USA","US","Died",1997-10-29,"Pleuritis/Pneumonia from upper respiratory infection",NA,NA,"US",1969-12-15
"1468","Killer Whale; Orca","NOA0001484","Vigga","F","e","1977","Capture",1980-11-19,"Unknown",NA,NA,NA,"Six Flags Marine World","US","Died",2000-08-14,"heart failure,brain/lung abscess,pneumonia",NA,NA,"US",1980-11-19
"1469","Bottlenose","NOA0001517","Norman","M","a","1991","Born",1991-05-11,"Unknown",NA,NA,NA,"Six Flags Marine World","US","Died",2000-03-08,"hemorrhagic enteritis",NA,NA,"US",1991-05-11
"1470","Bottlenose","NOA0003160","Billi Bob","M","u",NA,"Capture",1970-12-03,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1983-05-17,"LUNG ABSCESS SEPSIS. SENILITY",NA,NA,"US",1970-12-03
"1471","Bottlenose","NOA0003161","Grid Eye","F","u",NA,"Capture",1971-01-05,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1983-11-10,"OPEN DIAGNOSIS SENILITY",NA,NA,"US",1971-01-05
"1472","Bottlenose","NOA0003162","Pepe (Hybrid)","U","a","1976","Born",1976-09-08,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1984-04-16,"MYOCARDIAL ABSCESS",NA,NA,"US",1976-09-08
"1473","Pacific White-Sided","NOA0003163","Kathy","F","u",NA,"Capture",1966-03-25,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1984-07-31,"BRONCHOPNEUMONIA; SENILITY",NA,NA,"US",1966-03-25
"1474","Pacific White-Sided","NOA0003164","Shorty","M","u",NA,"Capture",1972-11-19,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1984-03-16,"PNEUMONIA",NA,NA,"US",1972-11-19
"1475","Bottlenose","NOA0003165","Angel","F","e","1975","Unknown",NA,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1984-07-27,"HEPATITIS; PREGNANCY TOXEMIA SEPSIS",NA,NA,"US",NA
"1476","Bottlenose","NOA0003166","Merlin","M","a",NA,"Born",1976-10-13,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1984-09-27,"HEPATITIS; FOCAL PNEUMONIA",NA,NA,"US",1976-10-13
"1477","Killer Whale; Orca","NOA0003168","X","F","a",NA,"Born",1982-06-18,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1982-08-03,"RESPIRATORY FAILURE",NA,NA,"US",1982-06-18
"1478","Bottlenose","NOA0003170","Leilani","F","u",NA,"Capture",1983-06-22,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",1985-07-01,"PNEUMONIA",NA,NA,"US",1983-06-22
"1479","Bottlenose","NOA0003171","X","F","a",NA,"Born",1983-09-17,"Unknown",NA,NA,NA,"Marineland Amusements Corporation","US","Died",NA,"NEONATAL DEATH",NA,NA,"US",1983-09-17
"1480","Bottlenose","NOA0004621","Bailey","M","a","1993","Born",1993-07-08,"Unknown",NA,NA,NA,"Marineland of Florida","US","Died",2006-01-11,"severe chronic pneumonia",NA,NA,"US",1993-07-08
"1481","Bottlenose","NOA0005637","Sundance","M","a","1996","Born",1996-04-09,"Unknown",NA,NA,NA,"Marineland of Florida","US","Died",2007-06-08,"severe diffuse acute necrotizing & hemorrhagic hepatitis",NA,NA,"US",1996-04-09
"1482","Bottlenose","NOA0004602","Unnamed","F","u",NA,"Capture",1972-09-19,"Unknown",NA,NA,NA,"Marineland of Florida","US","Died",1973-12-19,"UNKNOWN",NA,NA,"US",1972-09-19
"1483","Common; Saddleback","NOA0003548","Champion","M","e","1980","Rescue",1986-01-13,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1991-06-26,"PERACUTE SEPTICEMIA",NA,NA,"US",1986-01-13
"1484","Long-Finned Pilot Whale","NOA0003547","Christmas Cookie","M","e","1986","Rescue",1986-12-19,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1991-07-02,"LEUKOPENIA, RENAL AND HEPATIC FAILURE",NA,NA,"US",1986-12-19
"1485","Killer Whale; Orca","NOA0003419","Hugo","M","e","1965","Capture",1967-03-22,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1980-03-04,"ANEURYSM CEREBRAL ARTERY",NA,NA,"US",1967-03-22
"1486","Pacific White-Sided","NOA0003421","Moana","F","e","1965","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1983-04-11,"HEPATITIS",NA,NA,"US",NA
"1487","Pacific White-Sided","NOA0003422","Makani (Duper)","F","e","1966","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2001-07-27,"Acute Mesenteric Torsion",NA,NA,"US",NA
"1488","Pacific White-Sided","NOA0003423","Super","M","e","1969","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1974-08-26,"SEPTICEMIA ERYSIPELAS",NA,NA,"US",NA
"1489","Bottlenose","NOA0003424","Bebe","F","a",NA,"Born",1956-10-31,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1997-05-01,"Necropsy pending",NA,NA,"US",1956-10-31
"1490","Bottlenose","NOA0003425","Butterball","F","e","1968","Capture",1970-04-16,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1991-05-14,"HEPATIC DISEASE; CIRRHOSIS AND PNEUMONIA",NA,NA,"US",1970-04-16
"1491","Bottlenose","NOA0003426","Cathy","F","e","1967","Capture",1971-11-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2011-08-21,"age-related; nephrosclerosis/pheochromacytoma",NA,NA,"US",1971-11-02
"1492","Bottlenose","NOA0003427","Pancho","M","e","1970","Capture",1972-07-11,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1982-01-17,"PERITONITIS",NA,NA,"US",1972-07-11
"1493","Bottlenose","NOA0003428","Pedro","M","e","1969","Capture",1972-07-10,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1982-07-27,"SEPTICEMIA",NA,NA,"US",1972-07-10
"1494","Bottlenose","NOA0003429","Rene","F","e","1969","Capture",1972-12-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1999-07-03,"Pulmonary & Hepatic failure w/metabolic complications",NA,NA,"US",1972-12-14
"1495","Bottlenose","NOA0003430","Nosey","F","e","1968","Capture",1971-11-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2009-01-06,"squamous cell carcinoma",NA,NA,"US",1971-11-02
"1496","Bottlenose","NOA0003431","Melissa","F","e","1968","Capture",1972-12-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2002-02-02,"Euthanasia: Life threatening condition involvingpain/suffering",NA,NA,"US",1972-12-14
"1497","Bottlenose","NOA0003432","Sharky","F","e","1972","Capture",1975-05-12,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1992-10-12,"BRONCHOPNEUMONIA",NA,NA,"US",1975-05-12
"1498","Bottlenose","NOA0003433","Papi (Charlie)","M","e","1968","Capture",1975-05-13,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1991-05-21,"PNEUMONIA; ACUTE CENTRILOBULAR HEPATIC",NA,NA,"US",1975-05-13
"1499","Bottlenose","NOA0003434","Hollywood","F","e","1970","Capture",1975-05-19,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2010-09-15,"squamous cell carcinoma",NA,NA,"US",1975-05-19
"1500","Bottlenose","NOA0003435","Dawn","F","a",NA,"Born",1975-08-31,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1991-08-27,"BRONCHITIS & BRONCHIOLITIS; SEPTICEMIA",NA,NA,"US",1975-08-31
"1501","Bottlenose","NOA0003437","Jinx","M","e","1963","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1980-01-16,"IDEOPATHIC CAUSES",NA,NA,"US",NA
"1502","Bottlenose","NOA0003438","Flippy","M","e","1960","Capture",1960-06-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1979-12-30,"UREMIC TOXEMIA",NA,NA,"US",1960-06-01
"1503","Bottlenose","NOA0003439","Sinbad","M","a","1977","Born",1977-10-05,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1980-10-17,"SEPTICEMIA PNEUMONIA",NA,NA,"US",1977-10-05
"1504","Bottlenose","NOA0003440","Samba","M","a","1972","Born",1972-12-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1979-08-28,"ASPIRATION; PNEUMONIA",NA,NA,"US",1972-12-02
"1505","Bottlenose","NOA0003441","Starbuck","M","a","1977","Born",1977-11-10,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1977-12-04,"IDIOPATHIC NEONATAL DEATH",NA,NA,"US",1977-11-10
"1506","Bottlenose","NOA0003442","Nova","F","a",NA,"Born",1975-08-26,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1977-06-07,"ERTSIPELAS",NA,NA,"US",1975-08-26
"1507","Bottlenose","NOA0003443","Dink","F","e","1961","Capture",1967-11-12,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1977-04-30,"CONGESTIVE HEART FAILURE",NA,NA,"US",1967-11-12
"1508","Bottlenose","NOA0003444","Baby Dee","F","e","1969","Capture",1972-05-04,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1977-01-21,"GASTROENTERITIS",NA,NA,"US",1972-05-04
"1509","Bottlenose","NOA0003445","Jessica","F","a",NA,"Born",1976-09-29,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1976-10-23,"BY ANOTHER ANIMAL",NA,NA,"US",1976-09-29
"1510","Bottlenose","NOA0003446","Maya (She)","F","e","1968","Capture",1972-07-15,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1976-05-25,"SEPTICEMIA; STAPHLYCOCCUS AUREUS",NA,NA,"US",1972-07-15
"1511","Bottlenose","NOA0003447",NA,"F","e","1952","Capture",1956-05-05,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1976-05-25,"TOXIC HEPATITIS",NA,NA,"US",1956-05-05
"1512","Bottlenose","NOA0003448","Demon","F","e","1970","Capture",1972-12-15,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1976-05-02,"MENINGITIS",NA,NA,"US",1972-12-15
"1513","Bottlenose","NOA0003449","Boston","M","e","1962","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1976-02-06,"CHRONIC PNEUMONIA",NA,NA,"US",NA
"1514","Bottlenose","NOA0003450","Jesse","M","a","1975","Born",1975-09-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1975-10-28,"SHOCK DURING MOVEMENT",NA,NA,"US",1975-09-02
"1515","Bottlenose","NOA0003451","Stripes","F","e","1968","Capture",1971-06-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1974-08-16,"CHRONIC CONGESTIVE HEART FAILURE",NA,NA,"US",1971-06-01
"1516","Bottlenose","NOA0003453","Patty","F","e","1960","Capture",1972-06-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1974-02-04,"PERICARDITIS",NA,NA,"US",1972-06-01
"1517","Bottlenose","NOA0003454","Cricket","F","a","1973","Born",1973-03-11,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1973-12-22,"BRONCHOPHEUMONIA",NA,NA,"US",1973-03-11
"1518","Bottlenose","NOA0003455","Sonny Boy","M","e","1961","Capture",1964-08-04,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1973-10-08,"HEPATIC DISEASE",NA,NA,"US",1964-08-04
"1519","Bottlenose","NOA0003456","Sidra","F","e","1970","Capture",1972-06-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1973-10-01,"LIVER, LUNG, KIDNEY & GASTRIC PARASITISM",NA,NA,"US",1972-06-01
"1520","Bottlenose","NOA0003457","Sonny","M","u",NA,"Capture",1972-06-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1973-06-04,"PNEUMONIA (AT WILLOW GROVE, PA)",NA,NA,"US",1972-06-01
"1521","Bottlenose","NOA0003458","Zip","M","e","1961","Capture",1962-06-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1973-08-30,"PNEUMONIA; ASPIRATION",NA,NA,"US",1962-06-01
"1522","Bottlenose","NOA0003478","Lilman","M","e","1976","Capture",1980-10-30,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1994-12-28,"MASSIVE INTESTINAL VOLVULUS -ENDOTOXEMIA",NA,NA,"US",1980-10-30
"1523","Bottlenose","NOA0003479","Dusky","F","e","1975","Capture",1980-10-31,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1987-04-16,"TERMINAL SEPTICEMIA",NA,NA,"US",1980-10-31
"1524","Bottlenose","NOA0003480","Moose","M","a",NA,"Born",1980-07-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1982-06-30,"HEPATITIS",NA,NA,"US",1980-07-14
"1525","Bottlenose","NOA0003481","Dancer","F","a",NA,"Born",1980-08-21,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1991-09-25,"TRACHEOBRONCHITIS; BRONCHOPNEUMONIA",NA,NA,"US",1980-08-21
"1526","Bottlenose","NOA0003483","X","F","a","1979","Born",1979-09-04,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1979-09-04,"EXSANGUINATION FROM BREAK OF UMBILICUS",NA,NA,"US",1979-09-04
"1527","Bottlenose","NOA0003486",NA,"M","a",NA,"Born",1983-09-16,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1983-10-01,"IDIOPHATIC INFANT MORTALITY",NA,NA,"US",1983-09-16
"1528","Bottlenose","NOA0003487",NA,"M","a","1983","Born",1983-10-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1983-10-02,"NEO-NATAL SHOCK - CARDIAC ARREST",NA,NA,"US",1983-10-02
"1529","Bottlenose","NOA0003488","Ivan","M","a",NA,"Born",1983-08-27,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1989-07-31,"BRONCHOPNEUMONIA",NA,NA,"US",1983-08-27
"1530","Bottlenose","NOA0003490",NA,"M","a","1984","Born",1984-03-01,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1984-03-01,"STILLBORN",NA,NA,"US",1984-03-01
"1531","Bottlenose","NOA0003491","Bubbles","F","a",NA,"Born",1984-11-24,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1987-08-26,"EOSINOPHILIC LEUKOCYTES",NA,NA,"US",1984-11-24
"1532","Bottlenose","NOA0003495","Shadow","M","a","1985","Born",1985-10-12,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1989-10-22,"VIRAL BRONCHOPNEUMONIA",NA,NA,"US",1985-10-12
"1533","Bottlenose","NOA0003496","August","M","a",NA,"Born",1985-08-25,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1985-09-16,"IDIOPHATIC INFANT MORTALITY",NA,NA,"US",1985-08-25
"1534","Bottlenose","NOA0003517",NA,"M","a",NA,"Born",1986-09-23,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1986-09-25,"CONGENITAL DEFECTS",NA,NA,"US",1986-09-23
"1535","Bottlenose","NOA0003520","Bebe's Calf","M","a","1987","Born",1987-01-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1987-01-22,"COMBINED PULMONARY & MYOCARDIAL",NA,NA,"US",1987-01-02
"1536","Pacific White-Sided","NOA0003535","Maki","F","e","1983","Capture",1988-10-26,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2004-12-10,"Sepsis, from momentum contusion",NA,NA,"US",1988-10-26
"1537","Pacific White-Sided","NOA0003536","Hokulani","F","e","1983","Capture",1988-11-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1994-01-29,"PERACUTE SEPTICEMIA (SUSPECT ERYSIPELAS)",NA,NA,"US",1988-11-02
"1538","Bottlenose","NOA0003542","Pearl","F","u",NA,"Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2000-08-31,"Hemorrhagic Ulceration",NA,NA,"US",NA
"1539","Risso's","NOA0003543","Ganky","M","e","1986","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1995-02-08,"GASTROENTERITIS; ENTEROTOXEMIA",NA,NA,"US",NA
"1540","Risso's","NOA0003544","Tiaka","F","e","1959","Unknown",NA,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1989-12-02,"HYPOPLASIA OF THE MARROW",NA,NA,"US",NA
"1541","Bottlenose","NOA0003553","Tori","F","a",NA,"Born",1990-07-19,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2000-10-01,"Zygomycosis/Encophalomalacia",NA,NA,"US",1990-07-19
"1542","Bottlenose","NOA0003556","Melissa's Calif","F","a",NA,"Born",1990-09-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1990-09-20,"CONGENITAL ABNORMALITIES",NA,NA,"US",1990-09-14
"1543","Bottlenose","NOA0003557","Nosey's Calf P J","M","a","1990","Born",1990-10-12,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1994-02-05,"TERMINAL ENTEROTOXEMIA",NA,NA,"US",1990-10-12
"1544","Bottlenose","NOA0003559","Joley","F","a","1991","Born",1991-12-05,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2001-02-11,"Concussive Brainstem Impact",NA,NA,"US",1991-12-05
"1545","Bottlenose","NOA0003560","Cathi's Calf","M","a","1992","Born",1992-08-06,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1992-09-16,"SALMONELLA",NA,NA,"US",1992-08-06
"1546","Bottlenose","NOA0003561","Cookie","M","a",NA,"Born",1992-07-24,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2000-09-25,"Zygomyosis/Encephalomalacia",NA,NA,"US",1992-07-24
"1547","Bottlenose","NOA0003564","April","F","e","1968","Capture",1970-04-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2008-01-08,"multi-organ geriatric failure; histologically degenerativecardiac failure",NA,NA,"US",1970-04-14
"1548","Bottlenose","NOA0005791","Orion","M","a","1998","Born",1998-09-05,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2002-10-31,"Zygomyces (fungal infection)",NA,NA,"US",1998-09-05
"1549","Bottlenose","NOA0005862","Samantha's Baby","M","a",NA,"Born",1999-08-25,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",1999-09-01,"Metabolic/Congenital",NA,NA,"US",1999-08-25
"1550","Pacific White-Sided","NOA0006043","Kalea","F","a",NA,"Born",2002-06-19,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2002-11-26,"Liver Failure",NA,NA,"US",2002-06-19
"1551","Pacific White-Sided","NOA0006267",NA,"F","a","2005","Born",2005-06-02,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2005-06-02,"Premature/Still birth",NA,NA,"US",2005-06-02
"1552","Bottlenose","NOA0006289","None","F","a",NA,"Born",2005-09-13,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2005-09-13,"Premature/Still birth",NA,NA,"US",2005-09-13
"1553","Bottlenose","NOA0006309","Jupiter","U","a",NA,"Born",2006-01-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2012-01-30,"momental impact trauma",NA,NA,"US",2006-01-14
"1554","Bottlenose","NOA0006425","None","F","a",NA,"Born",2007-08-30,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2007-08-30,"cerebral congestion, vascular collapse post impact",NA,NA,"US",2007-08-30
"1555","Bottlenose","NOA0006550","None","M","a","2009","Born",2009-06-11,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2009-06-11,"Premature/Still birth",NA,NA,"US",2009-06-11
"1556","Bottlenose","NOA0006551","None","M","a",NA,"Born",2009-06-14,"Unknown",NA,NA,NA,"Miami Seaquarium","US","Died",2009-06-14,"Premature/Still birth",NA,NA,"US",2009-06-14
"1557","Bottlenose","NOA0001330","Vince","M","e","1974","Capture",1978-04-22,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",1980-03-08,"",NA,NA,"US",1978-04-22
"1558","Bottlenose","NOA0001331","Mindy","F","e","1974","Capture",1978-04-22,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",1999-09-20,"Euthanasia: Life threatening condition involvingpain/suffering",NA,NA,"US",1978-04-22
"1559","Beluga Whale","NOA0001332","Nukilik","M","e","1969","Capture",1977-07-31,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",1990-07-16,"Euthanasia: Life threatening condition involvingpain/suffering",NA,NA,"US",1977-07-31
"1560","Beluga Whale","NOA0001333","Anana","F","e","1974","Capture",1977-08-11,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",1989-06-12,"CARDIOPLUMONARY COLLAPSE",NA,NA,"US",1977-08-11
"1561","Bottlenose","NOA0001334","Rio","F","e","1970","Capture",1975-05-20,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",2006-03-06,"undetermined based on necropsy, histology and pathology",NA,NA,"US",1975-05-20
"1562","Bottlenose","NOA0001338","Ayla","F","a",NA,"Born",1992-09-26,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",2006-12-01,"Euthanasia: Life threatening condition involvingpain/suffering",NA,NA,"US",1992-09-26
"1563","Bottlenose","NOA0005537","Harley","M","a",NA,"Born",2005-06-21,"Unknown",NA,NA,NA,"Minnesota Zoological Garden","US","Died",2006-01-21,"complications due to head trama and skull fracture",NA,NA,"US",2005-06-21
"1564","Bottlenose","NOA0005702","Pablo","M","a",NA,"Born",1996-11-13,"Unknown",NA,NA,NA,"Gulf World Marine Park, Inc.","US","Died",2006-11-07,"mycotic menigoencephalitis fusarim oxysporum",NA,NA,"US",1996-11-13
"1565","Spinner","NOA0006224","Harley","F","e","2003","Rescue",2004-04-20,"Unknown",NA,NA,NA,"Mote Marine Laboratory","US","Died",2011-09-23,"septicemia",NA,NA,"US",2004-04-20
"1566","Bottlenose","NOA0001101","Misty","F","e","1977","Capture",1980-06-14,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",2001-03-15,"Pyelonephritis, Hepatomegaly, Pulmonary Edema",NA,NA,"US",1980-06-14
"1567","Bottlenose","NOA0001083","Nina","F","e","1981","Capture",1984-09-05,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1999-10-10,"malignant adrenal pheochromocytoma",NA,NA,"US",1984-09-05
"1568","Beluga Whale","NOA0000948","Alex","M","e","1959","Capture",1961-08-28,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1984-06-01,"GASTROINTESTINAL CANDIDIASIS",NA,NA,"US",1961-08-28
"1569","Beluga Whale","NOA0000750","Winston","M","e","1980","Capture",1984-07-16,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1998-10-11,"Peracute septicemia, Erysipelas",NA,NA,"US",1984-07-16
"1570","Beluga Whale","NOA0000946",NA,"M","e","1970","Capture",NA,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1975-07-28,"ANAPHYLAXIS",NA,NA,"US",NA
"1571","Beluga Whale","NOA0000947","Okanitoo","F","e","1971","Capture",1975-07-24,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1983-05-11,"ESOPHAGEAL & GASTRIC ULCERATION.",NA,NA,"US",1975-07-24
"1572","Short-Finned Pilot Whale","NOA0000949","Sounder","F","e","1970","Capture",1974-11-06,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1974-12-20,"PNEUMONIA",NA,NA,"US",1974-11-06
"1573","Harbor Porpoise","NOA0000950","Puffin","F","e","1976","Rescue",1976-03-18,"Unknown",NA,NA,NA,"Mystic Aquarium","US","Died",1978-02-27,"CANDIDIASIS",NA,NA,"US",1976-03-18
