name,category,row_id,ingredient_number,ingredient,measure
Thunder Cocktail,Cocktail Classics,786,2,Egg Yolk,1 oz
Thunder Cocktail,Cocktail Classics,786,3,Old Mr. Boston Five Star Brandy,1 1/2 oz
Thunder Cocktail,Cocktail Classics,786,4,Cayenne Pepper,1 oz
Tequila Collins,Tequila,787,1,Blanco tequila,2 oz
Tequila Collins,Tequila,787,2,Fresh lemon juice,1/2 oz
Tequila Collins,Tequila,787,3,Simple Syrup,1/2 oz
White Lady Cocktail,Cocktail Classics,788,1,Egg White,1 oz
White Lady Cocktail,Cocktail Classics,788,2,Powdered Sugar,1 oz
White Lady Cocktail,Cocktail Classics,788,3,Sweet Cream,1 oz
White Lady Cocktail,Cocktail Classics,788,4,Old Mr. Boston Dry Gin,1 1/2 oz
Tequila Canyon,Tequila,789,1,Blanco tequila,1 1/2 oz
Tequila Canyon,Tequila,789,2,Triple Sec,1/4 oz
Tequila Canyon,Tequila,789,3,Cranberry Juice,1 oz
Tequila Canyon,Tequila,789,4,Pineapple Juice,1 oz
Tequila Canyon,Tequila,789,5,Orange juice,1 oz
Chicago Cocktail,Brandy,790,1,"Lemon wedge, superfine sugar",For glass
Chicago Cocktail,Brandy,790,2,Brandy,1 oz
Chicago Cocktail,Brandy,790,3,Fresh lemon juice,1/2 oz
Chicago Cocktail,Brandy,790,4,Orange curacao,1/4 oz
Chicago Cocktail,Brandy,790,5,Maraschino liqueur,1/4 oz
Sunday Confession,Tequila,791,1,Blanco tequila,1 oz
Sunday Confession,Tequila,791,2,Limoncello,1 oz
Sunday Confession,Tequila,791,3,Fresh lemon juice,1/2 oz
Strawberry Margarita,Tequila,792,1,"Lime wedge, superfine sugar or coarse salt (optional)",For glass
Strawberry Margarita,Tequila,792,2,"Fresh strawberries, cut in half",3 oz
Strawberry Margarita,Tequila,792,3,Strawberry schnapps,3/4 oz
Strawberry Margarita,Tequila,792,4,Blanco tequila,1 1/2 oz
Strawberry Margarita,Tequila,792,5,Triple Sec,3/4 oz
Strawberry Margarita,Tequila,792,6,"Fresh Lime Juice, whole strawberry",3/4 oz
Western Rose Cocktail,Cocktail Classics,793,1,Old Mr. Boston Apricot Flavored Brandy,1/2 oz
Western Rose Cocktail,Cocktail Classics,793,2,Old Mr. Boston Dry Gin,1 oz
Western Rose Cocktail,Cocktail Classics,793,3,Dry Vermouth,1/2 oz
Western Rose Cocktail,Cocktail Classics,793,4,Lemon Juice,1/4 oz
Widow's Kiss Cocktail,Cocktail Classics,794,1,Old Mr. Boston Five Star Brandy,1 oz
Widow's Kiss Cocktail,Cocktail Classics,794,2,Yellow Chartreuse,1/2 oz
Widow's Kiss Cocktail,Cocktail Classics,794,3,Benedictine,1/2 oz
Widow's Kiss Cocktail,Cocktail Classics,794,4,Peychaud Bitters,1 oz
Spice Of Life,Tequila,795,1,Cucumber,3 oz
Spice Of Life,Tequila,795,2,Fresh mint leaves,12
Spice Of Life,Tequila,795,3,Simple Syrup,3/4 oz
Spice Of Life,Tequila,795,4,Jalapeno-Infused Tequila,2 oz
Spice Of Life,Tequila,795,5,Fresh Lime Juice,3/4 oz
Widow's Dream Cocktail,Cocktail Classics,796,1,Benedictine,1 1/2 oz
Widow's Dream Cocktail,Cocktail Classics,796,2,Whole Egg,1 oz
Vodka Gypsy Cocktail,Cocktail Classics,797,1,Old Mr. Boston Vodka,1 1/2 oz
Vodka Gypsy Cocktail,Cocktail Classics,797,2,Benedictine,3/4 oz
Vodka Gypsy Cocktail,Cocktail Classics,797,3,Angostura Bitters,1 oz
South Of The Border,Tequila,798,1,Blanco tequila,1 oz
South Of The Border,Tequila,798,2,Coffee-flavored brandy,3/4 oz
South Of The Border,Tequila,798,3,Fresh Lime Juice,1/2 oz
Vodka Grasshopper Cocktail,Cocktail Classics,799,1,Old Mr. Boston Vodka,3/4 oz
Vodka Grasshopper Cocktail,Cocktail Classics,799,2,Old Mr. Boston Green Creme de Menthe,3/4 oz
Vodka Grasshopper Cocktail,Cocktail Classics,799,3,Old Mr. Boston White Creme de Cacao,3/4 oz
Violet Fizz Juice,Cocktail Classics,800,1,Juice of a Lemon,1/2 oz
Violet Fizz Juice,Cocktail Classics,800,2,Powdered Sugar,1/2 oz
Violet Fizz Juice,Cocktail Classics,800,3,Old Mr. Boston Dry Gin,1 1/2 oz
Violet Fizz Juice,Cocktail Classics,800,4,Creme Yvette,1 oz
Smoked Margarita,Tequila,801,1,"Smoky Scotch whisky, such as Islay or Skye",1/2 oz
Smoked Margarita,Tequila,801,2,Reposado tequila,1 oz
Smoked Margarita,Tequila,801,3,Triple Sec,1 oz
Smoked Margarita,Tequila,801,4,Fresh lemon juice,1/2 oz
Smoked Margarita,Tequila,801,5,Fresh Lime Juice,1/2 oz
Sloe Tequila,Shooters,802,1,Blanco tequila,1 oz
Sloe Tequila,Shooters,802,2,Sloe gin,1/2 oz
Sloe Tequila,Shooters,802,3,Fresh Lime Juice,1/2 oz
Queen Elizabeth Cocktail,Cocktail Classics,803,1,Old Mr. Boston Dry Gin,1 1/2 oz
Queen Elizabeth Cocktail,Cocktail Classics,803,2,Dry Vermouth,1/2 oz
Queen Elizabeth Cocktail,Cocktail Classics,803,3,Benedictine,1 1/2 oz
Silk Stockings,Tequila,804,1,Blanco tequila,1 1/2 oz
Silk Stockings,Tequila,804,2,White creme de cacao,1 oz
Silk Stockings,Tequila,804,3,Heavy cream,1 1/2 oz
Silk Stockings,Tequila,804,4,Grenadine,1 oz
Orchid Cocktail,Cocktail Classics,805,1,Old Mr. Boston Dry Gin,2 oz
Orchid Cocktail,Cocktail Classics,805,2,Egg White,1 oz
Orchid Cocktail,Cocktail Classics,805,3,Creme Yvette,1 oz
Orange Milk Fizz,Cocktail Classics,806,1,Juice of a Lemon,1/2 oz
Orange Milk Fizz,Cocktail Classics,806,2,Powdered Sugar,1 oz
Orange Milk Fizz,Cocktail Classics,806,3,Old Mr. Boston Orange Flavored Gin,2 oz
Orange Milk Fizz,Cocktail Classics,806,4,Milk,2 oz
Orange Gin Rickey,Cocktail Classics,807,1,Juice of a Lime,1/2 oz
Orange Gin Rickey,Cocktail Classics,807,2,Old Mr. Boston Orange Flavored Gin,2 oz
Orange Gin Highball,Cocktail Classics,808,1,Old Mr. Boston Orange Flavored Gin,2 oz
Orange Gin Fizz,Cocktail Classics,809,1,Juice of a Lemon,1/2 oz
Orange Gin Fizz,Cocktail Classics,809,2,Powdered Sugar,1 oz
Orange Gin Fizz,Cocktail Classics,809,3,Old Mr. Boston Orange Flavored Gin,2 oz
Orange Gin Collins,Cocktail Classics,810,1,Juice of a Lemon,1/2 oz
Orange Gin Collins,Cocktail Classics,810,2,Old Mr. Boston Orange Flavored Gin,2 oz
Sidewinder,Tequila,811,1,Reposado tequila,1 1/2 oz
Sidewinder,Tequila,811,2,Campari,1/2 oz
Sidewinder,Tequila,811,3,"Vanilla syrup, preferably B.A. Reynold's",1/2 oz
Sidewinder,Tequila,811,4,Fresh Lime Juice,1/2 oz
Sidewinder,Tequila,811,5,Mezcal,1/4 oz
Sidewinder,Tequila,811,6,"Ginger beer, 1 oz",2 oz
Orange Blossom Cocktail,Cocktail Classics,812,1,Old Mr. Boston Dry Gin,1 oz
Orange Blossom Cocktail,Cocktail Classics,812,2,Orange Juice,1 oz
Orange Blossom Cocktail,Cocktail Classics,812,3,Powdered Sugar,1/4 oz
Shady Lady,Tequila,813,1,Blanco tequila,1 oz
Shady Lady,Tequila,813,2,Melon liqueur,1 oz
Shady Lady,Tequila,813,3,Fresh grapefruit juice,4 oz
Shady Lady,Tequila,813,4,Fresh grapefruit juice,4 oz
Cherry Blossom,Brandy,814,2,Brandy,1 oz
Cherry Blossom,Brandy,814,3,cherry-flavored brandy,1/2 oz
Cherry Blossom,Brandy,814,4,Fresh lemon juice,1/2 oz
Cherry Blossom,Brandy,814,5,Triple Sec,1/4 oz
Cherry Blossom,Brandy,814,6,"Grenadine, maraschino cherry",1/4 oz
The Sfozando,Tequila,815,1,Mezcal,1 oz
The Sfozando,Tequila,815,2,Rye Whiskey,3/4 oz
The Sfozando,Tequila,815,3,Dry Vermouth,1/2 oz
The Sfozando,Tequila,815,4,Benedictine,1/2 oz
The Sfozando,Tequila,815,5,Chocolate bitters,1 oz
Napoleon Cocktail,Cocktail Classics,816,1,Old Mr. Boston Dry Gin,2 oz
Napoleon Cocktail,Cocktail Classics,816,2,Curacao,1/2 oz
Napoleon Cocktail,Cocktail Classics,816,3,Dubonnet,1/2 oz
Moulin Rouge Cocktail,Cocktail Classics,817,1,Old Mr. Boston Sloe Gin,1 1/2 oz
Moulin Rouge Cocktail,Cocktail Classics,817,2,Sweet Vermouth,3/4 oz
Moulin Rouge Cocktail,Cocktail Classics,817,3,Bitters,1 oz
Sea Of Cortez,Tequila,818,1,Blanco tequila,1 1/2 oz
Sea Of Cortez,Tequila,818,2,Fresh Lime Juice,1 oz
Sea Of Cortez,Tequila,818,3,Creme de Cassis,3/4 oz
Sea Of Cortez,Tequila,818,4,Orange curacao,1/4 oz
Satin Sheets,Tequila,819,1,Blanco tequila,1 1/2 oz
Satin Sheets,Tequila,819,2,Falernum,1/2 oz
Satin Sheets,Tequila,819,3,Simple Syrup,1/2 oz
Satin Sheets,Tequila,819,4,Fresh Lime Juice,3/4 oz
Santana Sling,Tequila,820,1,Reposado tequila,1 1/2 oz
Santana Sling,Tequila,820,2,Cherry Heering,1/2 oz
Santana Sling,Tequila,820,3,Batavia arrack or light rum,1/4 oz
Santana Sling,Tequila,820,4,Fresh Lime Juice,1/2 oz
Santana Sling,Tequila,820,5,Ginger beer,3 oz
Rosita,Tequila,821,1,Blanco tequila,1 1/2 oz
Rosita,Tequila,821,2,Sweet Vermouth,1/2 oz
Rosita,Tequila,821,3,Dry Vermouth,1/2 oz
Rosita,Tequila,821,4,Campari,1/2 oz
Rosita,Tequila,821,5,Angostura Bitters,1 oz
Mariposa Cocktail,Cocktail Classics,822,1,Old Mr. Boston Rum,1 oz
Mariposa Cocktail,Cocktail Classics,822,2,Old Mr. Boston Five Star Brandy,1/2 oz
Mariposa Cocktail,Cocktail Classics,822,3,Lemon Juice,1 oz
Mariposa Cocktail,Cocktail Classics,822,4,Orange Juice,1 oz
Mariposa Cocktail,Cocktail Classics,822,5,Grenadine,1 oz
Margarita Cocktail,Cocktail Classics,823,1,Old Mr. Boston Tequila,1 1/2 oz
Margarita Cocktail,Cocktail Classics,823,2,Old Mr. Boston Triple Sec,1/2 oz
Margarita Cocktail,Cocktail Classics,823,3,Lemon or Lime Juice,1 oz
The Refuge,Tequila,824,1,Blanco tequila,1 1/2 oz
The Refuge,Tequila,824,2,Aperol,1/2 oz
The Refuge,Tequila,824,3,Fresh Lime Juice,1/4 oz
The Refuge,Tequila,824,4,Grapefruit Juice,1/4 oz
The Refuge,Tequila,824,5,Agave nectar,1/4 oz
Manhattan Cocktail (dry),Cocktail Classics,825,1,Dry Vermouth,3/4 oz
Manhattan Cocktail (dry),Cocktail Classics,825,2,Old Thompson Blended Whiskey,1 1/2 oz
Mamie Taylor,Cocktail Classics,826,1,Juice of a Lime,1/2 oz
Mamie Taylor,Cocktail Classics,826,2,Desmond & Duff Scotch Whisky,2 oz
Quetzalcoatl,Tequila,827,1,Blanco tequila,1 oz
Quetzalcoatl,Tequila,827,2,Mezcal,3/4 oz
Quetzalcoatl,Tequila,827,3,Creme de peche,1/2 oz
Quetzalcoatl,Tequila,827,4,Guava puree,1/2 oz
Quetzalcoatl,Tequila,827,5,Grapefruit Juice,1/2 oz
Zero Mint,Cocktail Classics,828,1,Mr. Boston Creme de menthe,2 oz
Purple Pancho,Tequila,829,1,"Lime wedge, superfine sugar",For glass
Purple Pancho,Tequila,829,2,Blanco tequila,1 oz
Purple Pancho,Tequila,829,3,Blue curacao,1/2 oz
Purple Pancho,Tequila,829,4,Sloe gin,1/2 oz
Purple Pancho,Tequila,829,5,Fresh Lime Juice,2 oz
Purple Pancho,Tequila,829,6,"each Fresh lemon juice, simple syrup, 1 lime wheel",1 oz
Midnight Express,Rum - Daiquiris,830,1,Dark rum,1 1/2 oz
Midnight Express,Rum - Daiquiris,830,2,Triple Sec,1/2 oz
Midnight Express,Rum - Daiquiris,830,3,Fresh Lime Juice,3/4 oz
Midnight Express,Rum - Daiquiris,830,4,Fresh lemon juice,1/4 oz
Midnight Express,Rum - Daiquiris,830,5,Simple Syrup,1/4 oz
London Special Cocktail,Cocktail Classics,831,3,bitters,2 dashes
Mary Pickford Cocktail,Rum - Daiquiris,832,1,Light Rum,1 1/2 oz
Mary Pickford Cocktail,Rum - Daiquiris,832,2,Pineapple Juice,3/4 oz
Mary Pickford Cocktail,Rum - Daiquiris,832,3,Maraschino liqueur,1/4 oz
Mary Pickford Cocktail,Rum - Daiquiris,832,4,Grenadine,1/4 oz
Charles Cocktail,Brandy,833,1,Brandy,1 1/2 oz
Charles Cocktail,Brandy,833,2,Sweet Vermouth,1 1/2 oz
Charles Cocktail,Brandy,833,3,Angostura Bitters,1 oz
Martinique Rose,Rum - Daiquiris,834,1,Aged rhum agricole,2 oz
Martinique Rose,Rum - Daiquiris,834,2,Amaretto,1/2 oz
Martinique Rose,Rum - Daiquiris,834,3,Fresh Lime Juice,3/4 oz
Martinique Rose,Rum - Daiquiris,834,4,Grapefruit Juice,3/4 oz
Martinique Rose,Rum - Daiquiris,834,5,orgeat or almond syrup,1/2 oz
Mariposa,Rum - Daiquiris,835,1,Light Rum,1 oz
Mariposa,Rum - Daiquiris,835,2,Brandy,1/2 oz
Mariposa,Rum - Daiquiris,835,3,Fresh lemon juice,1/2 oz
Mariposa,Rum - Daiquiris,835,4,Orange juice,1/2 oz
Mariposa,Rum - Daiquiris,835,5,Grenadine,1 oz
Mandeville,Rum - Daiquiris,836,1,Light Rum,1 1/2 oz
Mandeville,Rum - Daiquiris,836,2,Dark rum,1 oz
Mandeville,Rum - Daiquiris,836,3,Fresh lemon juice,1/2 oz
Mandeville,Rum - Daiquiris,836,4,Anisette,1 oz
Mandeville,Rum - Daiquiris,836,5,Grenadine,1 oz
K.C.B. Cocktail,Cocktail Classics,837,1,Old Mr. Boston Kummel,1/2 oz
K.C.B. Cocktail,Cocktail Classics,837,2,Old Mr. Boston Dry Gin,1 1/2 oz
K.C.B. Cocktail,Cocktail Classics,837,3,Old Mr. Boston Apricot Flavored Brandy,1/4 oz
K.C.B. Cocktail,Cocktail Classics,837,4,Lemon Juice,1/4 oz
Malmaison,Rum - Daiquiris,838,2,Light Rum,1 oz
Malmaison,Rum - Daiquiris,838,3,Cream sherry,1/2 oz
Malmaison,Rum - Daiquiris,838,4,Fresh lemon juice,1 oz
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,1,"Dark rum, preferably Jamaican",2 oz
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,2,Orange curacao,1/2 oz
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,3,Fresh lime juice (reserve 1/2 lime shell for garnish),1 oz
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,4,Orgeat Syrup,1/2 oz
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,5,Rock candy syrup or simple syrup,1/4 oz
Jersey Lightning Cocktail,Cocktail Classics,840,1,Apple Brandy,1 1/2 oz
Jersey Lightning Cocktail,Cocktail Classics,840,2,Sweet Vermouth,1/2 oz
Jersey Lightning Cocktail,Cocktail Classics,840,3,Juice of a Lime,1 oz
Lumination,Rum - Daiquiris,841,1,Fresh ginger,2 oz
Lumination,Rum - Daiquiris,841,2,Simple Syrup,1 oz
Lumination,Rum - Daiquiris,841,3,Dark rum,2 oz
Lumination,Rum - Daiquiris,841,4,VS cognac,1 oz
Lumination,Rum - Daiquiris,841,5,"each Fresh lemon juice, Angostura bitters",1 oz
Jamaica Glow Cocktail,Cocktail Classics,842,1,Old Mr. Boston Dry Gin,1 oz
Jamaica Glow Cocktail,Cocktail Classics,842,2,Claret,1 oz
Jamaica Glow Cocktail,Cocktail Classics,842,3,Orange Juice,1 oz
Jamaica Glow Cocktail,Cocktail Classics,842,4,Jamaica Rum,1 oz
Lounge Lizard,Rum - Daiquiris,843,1,Dark rum,1 oz
Lounge Lizard,Rum - Daiquiris,843,2,Amaretto,1/2 oz
Jack-in-the-Box Cocktail,Cocktail Classics,844,1,Apple Brandy,1 oz
Jack-in-the-Box Cocktail,Cocktail Classics,844,2,Pineapple Juice,1 oz
Jack-in-the-Box Cocktail,Cocktail Classics,844,3,Bitters,1 oz
Irish Whisky Cocktail,Cocktail Classics,845,1,Old Mr. Boston Triple Sec,1/2 oz
Irish Whisky Cocktail,Cocktail Classics,845,2,Absinthe Substitute,1/2 oz
Irish Whisky Cocktail,Cocktail Classics,845,3,Maraschino,1/4 oz
Irish Whisky Cocktail,Cocktail Classics,845,4,Bitters,1 oz
Irish Whisky Cocktail,Cocktail Classics,845,5,Irish Whiskey,2 oz
Look Out Below,Rum - Daiquiris,846,1,151-Proof Rum,1 1/2 oz
Look Out Below,Rum - Daiquiris,846,2,Fresh Lime Juice,1/2 oz
Look Out Below,Rum - Daiquiris,846,3,Grenadine,1/4 oz
Little Princess Cocktail,Rum - Daiquiris,847,1,Light Rum,1 1/2 oz
Little Princess Cocktail,Rum - Daiquiris,847,2,Sweet Vermouth,1 1/2 oz
Little Devil Cocktail,Rum - Daiquiris,848,1,Light Rum,3/4 oz
Little Devil Cocktail,Rum - Daiquiris,848,2,Gin,3/4 oz
Little Devil Cocktail,Rum - Daiquiris,848,3,Fresh lemon juice,1/2 oz
Little Devil Cocktail,Rum - Daiquiris,848,4,Triple Sec,1/4 oz
Champs Elysees Cocktail,Brandy,849,1,Brandy,1 oz
Champs Elysees Cocktail,Brandy,849,2,Yellow Chartreuse,1/2 oz
Champs Elysees Cocktail,Brandy,849,3,Fresh lemon juice,1/2 oz
Champs Elysees Cocktail,Brandy,849,4,Simple Syrup,1 oz
Champs Elysees Cocktail,Brandy,849,5,Angostura Bitters,1 oz
Hop Toad Cocktail,Cocktail Classics,850,1,Juice of a Lime,1/2 oz
Hop Toad Cocktail,Cocktail Classics,850,2,Old Mr. Boston Apricot Flavored Brandy,3/4 oz
Hop Toad Cocktail,Cocktail Classics,850,3,Old Mr. Boston Rum,3/4 oz
Level headed Cocktail,Rum - Daiquiris,851,1,Aged rhum agricole,1 1/2 oz
Level headed Cocktail,Rum - Daiquiris,851,2,Cold brewed coffee,1 oz
Level headed Cocktail,Rum - Daiquiris,851,3,Allspice liqueur (pimento dram),1/2 oz
Level headed Cocktail,Rum - Daiquiris,851,4,Simple Syrup,1/4 oz
Level headed Cocktail,Rum - Daiquiris,851,5,Angostura Bitters,2 oz
La Vita Dulce,Rum - Daiquiris,852,1,Spiced rum,1 1/2 oz
La Vita Dulce,Rum - Daiquiris,852,2,Mezcal,3/4 oz
La Vita Dulce,Rum - Daiquiris,852,3,Fresh Lime Juice,3/4 oz
La Vita Dulce,Rum - Daiquiris,852,4,Simple Syrup,3/4 oz
Hole-in-One Cocktail,Cocktail Classics,853,1,Desmond & Duff Scotch Whisky,1 3/4 oz
Hole-in-One Cocktail,Cocktail Classics,853,2,Dry Vermouth,3/4 oz
Hole-in-One Cocktail,Cocktail Classics,853,3,Lemon Juice,1/4 oz
Hole-in-One Cocktail,Cocktail Classics,853,4,Orange Bitters,1 oz
Ko Adang,Rum - Daiquiris,854,1,Dark rum,2 oz
Ko Adang,Rum - Daiquiris,854,2,Coconut rum,1 oz
Ko Adang,Rum - Daiquiris,854,3,Ginger liqueur,1/2 oz
Ko Adang,Rum - Daiquiris,854,4,Mango nectar,1/2 oz
Ko Adang,Rum - Daiquiris,854,5,Cream of coconut,1/2 oz
Ko Adang,Rum - Daiquiris,854,6,"Fresh Lime Juice, lime wheel",1/2 oz
Knickerbocker Special Cocktail,Rum - Daiquiris,855,1,Light Rum,2 oz
Knickerbocker Special Cocktail,Rum - Daiquiris,855,2,Triple Sec,1/2 oz
Knickerbocker Special Cocktail,Rum - Daiquiris,855,3,Fresh lemon juice,1 oz
Knickerbocker Special Cocktail,Rum - Daiquiris,855,4,Orange juice,1 oz
Knickerbocker Special Cocktail,Rum - Daiquiris,855,5,Raspberry Syrup,1 oz
Hair Raiser Cocktail,Cocktail Classics,856,1,Old Mr. Boston 100 proof Vodka,1 1/2 oz
Hair Raiser Cocktail,Cocktail Classics,856,2,Old Mr. Boston Rock and Rye,1/2 oz
Hair Raiser Cocktail,Cocktail Classics,856,3,Lemon Juice,1 oz
Green Opal Cocktail,Cocktail Classics,857,1,Old Mr. Boston Dry Gin,1/2 oz
Green Opal Cocktail,Cocktail Classics,857,2,Old Mr. Boston Anisette,1/2 oz
Green Opal Cocktail,Cocktail Classics,857,3,Absinthe Substitute,1 oz
Jamaican Ginger,Rum - Daiquiris,858,1,Light Rum,1 1/2 oz
Jamaican Ginger,Rum - Daiquiris,858,2,Dark rum,1 oz
Jamaican Ginger,Rum - Daiquiris,858,3,Falernum,1/2 oz
Jamaican Ginger,Rum - Daiquiris,858,4,Fresh Lime Juice,1/2 oz
Jamaican Ginger,Rum - Daiquiris,858,5,Angostura Bitters,4 oz
Green Dragon Cocktail,Cocktail Classics,859,1,Juice of a Lemon,1/2 oz
Green Dragon Cocktail,Cocktail Classics,859,2,Old Mr. Boston Kummel,1/2 oz
Green Dragon Cocktail,Cocktail Classics,859,3,Old Mr. Boston Green Creme de Menthe,1/2 oz
Green Dragon Cocktail,Cocktail Classics,859,4,Old Mr. Boston Dry Gin,1 1/2 oz
Green Dragon Cocktail,Cocktail Classics,859,5,Orange Bitters,4 oz
Grasshopper Cocktail,Cocktail Classics,860,1,Old Mr. Boston Green Creme de Menthe,3/4 oz
Grasshopper Cocktail,Cocktail Classics,860,2,Old Mr. Boston White Creme de Cacao,3/4 oz
Grasshopper Cocktail,Cocktail Classics,860,3,Light Sweet Cream,3/4 oz
Jamaican Crawler,Rum - Daiquiris,861,1,Light Rum,1 oz
Jamaican Crawler,Rum - Daiquiris,861,2,Melon liqueur,1 oz
Jamaican Crawler,Rum - Daiquiris,861,3,Pineapple Juice,3 oz
Jamaican Crawler,Rum - Daiquiris,861,4,Grenadine,1 oz
Golden Slipper Cocktail,Cocktail Classics,862,1,Yellow Chartreuse,3/4 oz
Golden Slipper Cocktail,Cocktail Classics,862,2,Old Mr. Boston Apricot Flavored Brandy,2 oz
Jade,Rum - Daiquiris,863,1,Light Rum,1 1/2 oz
Jade,Rum - Daiquiris,863,2,Fresh Lime Juice,1/2 oz
Jade,Rum - Daiquiris,863,3,Green creme de menthe,1/2 oz
Jade,Rum - Daiquiris,863,4,Triple Sec,1/2 oz
Jade,Rum - Daiquiris,863,5,Simple Syrup Scant,1/2 oz
Jacqueline,Rum - Daiquiris,864,1,Dark rum,2 oz
Jacqueline,Rum - Daiquiris,864,2,Triple Sec,1 oz
Jacqueline,Rum - Daiquiris,864,3,Fresh Lime Juice,1 oz
Jacqueline,Rum - Daiquiris,864,4,Simple Syrup,1 oz
Jack Sparrow Flip,Rum - Daiquiris,865,1,Dark rum,2 oz
Jack Sparrow Flip,Rum - Daiquiris,865,2,Madeira,3/4 oz
Jack Sparrow Flip,Rum - Daiquiris,865,3,Simple Syrup,3/4 oz
Jack Sparrow Flip,Rum - Daiquiris,865,4,Egg,1 oz
Jack Sparrow Flip,Rum - Daiquiris,865,5,Angostura Bitters,2 oz
Irresistible,Rum - Daiquiris,866,1,Light Rum,1 1/2 oz
Irresistible,Rum - Daiquiris,866,2,Sweet Vermouth,1/2 oz
Irresistible,Rum - Daiquiris,866,3,Benedictine,1/4 oz
Irresistible,Rum - Daiquiris,866,4,Fresh lemon juice,1/4 oz
Carroll Cocktail,Brandy,867,1,Brandy,1 1/2 oz
Carroll Cocktail,Brandy,867,2,Sweet Vermouth,3/4 oz
Hush and Wonder,Rum - Daiquiris,868,1,Creme de violette,1 oz
Hush and Wonder,Rum - Daiquiris,868,2,Light Rum,2 oz
Hush and Wonder,Rum - Daiquiris,868,3,Fresh Lime Juice,3/4 oz
Hush and Wonder,Rum - Daiquiris,868,4,Simple Syrup,3/4 oz
Hush and Wonder,Rum - Daiquiris,868,5,Grapefruit bitters,3 oz
Hurricane Leah,Rum - Daiquiris,869,1,"each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao",1/4 oz
Hurricane Leah,Rum - Daiquiris,869,2,cherry-flavored brandy,1 oz
Hurricane Leah,Rum - Daiquiris,869,3,Simple Syrup,1 1/2 oz
Hurricane Leah,Rum - Daiquiris,869,4,Fresh lemon juice,1 1/2 oz
Hurricane Leah,Rum - Daiquiris,869,5,Fresh orange juice,3 oz
Gimlet Cocktail,Cocktail Classics,870,1,Rose's Lime Juice,1 oz
Gimlet Cocktail,Cocktail Classics,870,2,Powdered Sugar,1 oz
Gimlet Cocktail,Cocktail Classics,870,3,Old Mr. Boston Dry Gin,1 1/2 oz
Hurricane,Rum - Daiquiris,871,1,"each Dark rum, light rum",1 1/2 oz
Hurricane,Rum - Daiquiris,871,2,Passion Fruit Syrup,1 oz
Hurricane,Rum - Daiquiris,871,3,Lime Juice,1 oz
Hurricane,Rum - Daiquiris,871,4,Orange juice,3/4 oz
Hurricane,Rum - Daiquiris,871,5,"each Simple Syrup, grenadine",1/2 oz
Hop Toad,Rum - Daiquiris,872,1,Light Rum,3/4 oz
Hop Toad,Rum - Daiquiris,872,2,Apricot-Flavored Brandy,3/4 oz
Hop Toad,Rum - Daiquiris,872,3,Fresh Lime Juice,1/2 oz
The Holy Roller,Rum - Daiquiris,873,1,Cachaca,1 1/2 oz
The Holy Roller,Rum - Daiquiris,873,2,Fresh Lime Juice,3/4 oz
The Holy Roller,Rum - Daiquiris,873,3,Honey Syrup,1/2 oz
The Holy Roller,Rum - Daiquiris,873,5,Angostura Bitters,2 oz
The Holy Roller,Rum - Daiquiris,873,6,"Champagne or sparkling wine, mint sprig",1/2 oz
Hemingway's Nog,Rum - Daiquiris,874,1,Dark rum,1 1/2 oz
Hemingway's Nog,Rum - Daiquiris,874,2,Vanilla liqueur,3/4 oz
Hemingway's Nog,Rum - Daiquiris,874,3,Simple Syrup,1/4 oz
Hemingway's Nog,Rum - Daiquiris,874,4,Creme fraiche,1 oz
Hemingway's Nog,Rum - Daiquiris,874,5,"tiki bitters, such as Bittermen's Elemakule",3 oz
Flying Scotchman Cocktail,Cocktail Classics,875,1,Sweet Vermouth,1 oz
Flying Scotchman Cocktail,Cocktail Classics,875,2,Desmond & Duff Scotch Whisky,1 oz
Flying Scotchman Cocktail,Cocktail Classics,875,3,Bitters,1 oz
Flying Scotchman Cocktail,Cocktail Classics,875,4,Sugar Syrup,1/4 oz
Flying Grasshopper Cocktail,Cocktail Classics,876,1,Old Mr. Boston Green Creme de Menthe,3/4 oz
Flying Grasshopper Cocktail,Cocktail Classics,876,2,Old Mr. Boston White Creme de Cacao,3/4 oz
Flying Grasshopper Cocktail,Cocktail Classics,876,3,Old Mr. Boston Vodka,3/4 oz
Havana Cocktail,Rum - Daiquiris,877,1,Light Rum,3/4 oz
Havana Cocktail,Rum - Daiquiris,877,2,Pineapple Juice,1 1/2 oz
Havana Cocktail,Rum - Daiquiris,877,3,Fresh lemon juice,1/4 oz
Harvest Nectar,Rum - Daiquiris,878,1,Light Rum,1 1/2 oz
Harvest Nectar,Rum - Daiquiris,878,2,Pineapple Juice,1 oz
Harvest Nectar,Rum - Daiquiris,878,3,Cranberry Juice,1 oz
Harvest Nectar,Rum - Daiquiris,878,4,Orange juice,1 oz
Harvest Nectar,Rum - Daiquiris,878,5,Lemon-lime soda,1 oz
Fancy Brandy Cocktail,Cocktail Classics,879,1,Old Mr. Boston Five Star Brandy,2 oz
Fancy Brandy Cocktail,Cocktail Classics,879,2,Bitters,1 oz
