season_name,season,episode,title,day,challenge_type,winners,winning_tribe
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Stephenie,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Margaret,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Jamie,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Judd,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Cindy,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Lydia,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Rafe,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,reward,Stephenie,Nakúm
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,immunity,Rafe,NA
Survivor: Guatemala,11,6,"Big Ball, Big Mouth, Big Trouble",15,immunity,Gary,NA
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,reward,Amy,Yaxhá
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,reward,Brandon,Yaxhá
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,reward,Bobbly Jon,Yaxhá
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,reward,Gary,Yaxhá
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,reward,Danni,Yaxhá
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,immunity,Jamie,Nakúm
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,immunity,Judd,Nakúm
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,immunity,Cindy,Nakúm
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,immunity,Lydia,Nakúm
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,immunity,Rafe,Nakúm
Survivor: Guatemala,11,7,Surprise Enemy Visit,18,immunity,Stephenie,Nakúm
Survivor: Guatemala,11,8,The Hidden Immunity Idol,21,immunity,Gary,NA
Survivor: Guatemala,11,9,Secrets and Lies and an Idol Surprise,24,reward,Judd,NA
Survivor: Guatemala,11,9,Secrets and Lies and an Idol Surprise,24,reward,Bobby Jon,NA
Survivor: Guatemala,11,9,Secrets and Lies and an Idol Surprise,24,reward,Stephenie,NA
Survivor: Guatemala,11,9,Secrets and Lies and an Idol Surprise,24,immunity,Jamie,NA
Survivor: Guatemala,11,10,Eating and Sleeping With the Enemy,27,reward,Danni,NA
Survivor: Guatemala,11,10,Eating and Sleeping With the Enemy,27,reward,Gary,NA
Survivor: Guatemala,11,10,Eating and Sleeping With the Enemy,27,reward,Judd,NA
Survivor: Guatemala,11,10,Eating and Sleeping With the Enemy,27,reward,Stephenie,NA
Survivor: Guatemala,11,10,Eating and Sleeping With the Enemy,27,immunity,Rafe,NA
Survivor: Guatemala,11,11,Everything Is Personal,30,reward,Cindy,NA
Survivor: Guatemala,11,11,Everything Is Personal,30,reward,Rafe,NA
Survivor: Guatemala,11,11,Everything Is Personal,30,immunity,Rafe,NA
Survivor: Guatemala,11,12,Price for Immunity,33,reward,SurvivorAuction,NA
Survivor: Guatemala,11,12,Price for Immunity,33,immunity,Danni,NA
Survivor: Guatemala,11,13,"Big Win, Big Decision, Big Mistake?",36,reward,Cindy,NA
Survivor: Guatemala,11,13,"Big Win, Big Decision, Big Mistake?",36,reward,Stephenie,NA
Survivor: Guatemala,11,13,"Big Win, Big Decision, Big Mistake?",36,immunity,Stephenie,NA
Survivor: Guatemala,11,14,Thunder Storms & Sacrifice,37,immunity,Rafe,NA
Survivor: Guatemala,11,14,Thunder Storms & Sacrifice,38,immunity,Danni,NA
Survivor: Palau,10,1,This Has Never Happened Before!,2,immunity,Ian,NA
Survivor: Palau,10,1,This Has Never Happened Before!,2,immunity,Jolanda,NA
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Willard,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Coby,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Janu,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Gregg,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Caryn,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Jenn,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Ian,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Katie,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,reward,Tom,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Willard,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Coby,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Janu,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Gregg,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Caryn,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Jenn,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Ian,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Katie,Koror
Survivor: Palau,10,1,This Has Never Happened Before!,3,immunity,Tom,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Ashlee,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Jeff,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Kim,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Angie,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,James,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Ibrehem,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Bobbly Jon,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,reward,Stephenie,Ulong
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Willard,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Coby,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Janu,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Gregg,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Caryn,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Jenn,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Ian,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Katie,Koror
Survivor: Palau,10,2,"Love is in the Air, Rats Are Everywhere",6,immunity,Tom,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,Jeff,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,Kim,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,Angie,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,James,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,Ibrehem,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,Bobbly Jon,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,reward,Stephenie,Ulong
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Willard,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Coby,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Janu,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Gregg,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Caryn,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Jenn,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Ian,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Katie,Koror
Survivor: Palau,10,3,Dangerous Creatures and Horrible Setbacks,8,immunity,Tom,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Willard,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Coby,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Janu,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Gregg,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Caryn,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Jenn,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Ian,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Katie,Koror
Survivor: Palau,10,4,Sumo at Sea,11,reward,Tom,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Willard,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Coby,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Janu,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Gregg,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Caryn,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Jenn,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Ian,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Katie,Koror
Survivor: Palau,10,4,Sumo at Sea,11,immunity,Tom,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Willard,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Coby,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Janu,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Gregg,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Caryn,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Jenn,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Ian,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Katie,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Tom,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Willard,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Coby,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Janu,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Gregg,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Caryn,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Jenn,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Ian,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Katie,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,reward,Tom,Koror
Survivor: Palau,10,5,The Best and Worst Reward Ever,12,immunity,Ibrehem,NA
Survivor: Palau,10,6,Jellyfish 'N Chips,15,reward,James,Ulong
Survivor: Palau,10,6,Jellyfish 'N Chips,15,reward,Ibrehem,Ulong
Survivor: Palau,10,6,Jellyfish 'N Chips,15,reward,Bobbly Jon,Ulong
Survivor: Palau,10,6,Jellyfish 'N Chips,15,reward,Stephenie,Ulong
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Coby,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Janu,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Gregg,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Caryn,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Jenn,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Ian,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Katie,Koror
Survivor: Palau,10,6,Jellyfish 'N Chips,15,immunity,Tom,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Coby,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Janu,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Gregg,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Caryn,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Jenn,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Ian,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Katie,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,reward,Tom,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Coby,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Janu,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Gregg,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Caryn,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Jenn,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Ian,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Katie,Koror
Survivor: Palau,10,7,The Great White Shark Hunter,18,immunity,Tom,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Coby,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Janu,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Gregg,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Caryn,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Jenn,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Ian,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Katie,Koror
Survivor: Palau,10,8,Neanderthal Man,21,reward,Tom,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Coby,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Janu,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Gregg,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Caryn,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Jenn,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Ian,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Katie,Koror
Survivor: Palau,10,8,Neanderthal Man,21,immunity,Tom,Koror
Survivor: Palau,10,9,I Will Not Give Up,24,immunity,Tom,NA
Survivor: Palau,10,10,Exile Island,27,reward,Caryn,NA
Survivor: Palau,10,10,Exile Island,27,reward,Gregg,NA
Survivor: Palau,10,10,Exile Island,27,reward,Janu,NA
Survivor: Palau,10,10,Exile Island,27,reward,Tom,NA
Survivor: Palau,10,10,Exile Island,27,immunity,Tom,NA
Survivor: Palau,10,11,I'll Show You How Threatening I Am,30,reward,SurvivorAuction,NA
Survivor: Palau,10,11,I'll Show You How Threatening I Am,30,immunity,Ian,NA
Survivor: Palau,10,12,We'll Make You Pay,33,reward,Gregg,NA
Survivor: Palau,10,12,We'll Make You Pay,33,reward,Jenn,NA
Survivor: Palau,10,12,We'll Make You Pay,33,reward,Katie,NA
Survivor: Palau,10,12,We'll Make You Pay,33,immunity,Ian,NA
Survivor: Palau,10,13,It Could All Backfire,36,reward,Ian,NA
Survivor: Palau,10,13,It Could All Backfire,36,reward,Tom,NA
Survivor: Palau,10,13,It Could All Backfire,36,immunity,Tom,NA
Survivor: Palau,10,14,The Ultimate Shock,37,immunity,Tom,NA
Survivor: Palau,10,14,The Ultimate Shock,38,immunity,Tom,NA
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Dolly,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Mia,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Lisa,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Leann,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Ami,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Julie,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Eliza,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Scout,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,reward,Twila,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Dolly,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Mia,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Lisa,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Leann,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Ami,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Julie,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Eliza,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Scout,Yasur
Survivor: Vanuatu,9,1,They Came at Us With Spears!,3,immunity,Twila,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Dolly,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Mia,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Lisa,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Leann,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Ami,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Julie,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Eliza,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Scout,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,reward,Twila,Yasur
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,John P.,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,Brady,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,Travis,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,John K.,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,Rory,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,Lea,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,Chad,Lopevi
Survivor: Vanuatu,9,2,"Burly Girls, Bowheads, YoungStuds, and the Old Bunch",6,immunity,Chris,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,John P.,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Brady,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Travis,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,John K.,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Rory,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Lea,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Chad,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Chris,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,John P.,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Brady,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Travis,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,John K.,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Rory,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Lea,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Chad,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,reward,Chris,Lopevi
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,immunity,John K.,NA
Survivor: Vanuatu,9,3,"Double Tribal, Double Trouble",7,immunity,Ami,NA
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Lisa,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Leann,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Ami,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Julie,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Eliza,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Scout,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,reward,Twila,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Lisa,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Leann,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Ami,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Julie,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Eliza,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Scout,Yasur
Survivor: Vanuatu,9,4,Now That's a Reward!,10,immunity,Twila,Yasur
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,reward,John K.,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,reward,Lea,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,reward,Chad,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,reward,Julie,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,reward,Twila,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,reward,Chris,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,immunity,John K.,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,immunity,Lea,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,immunity,Chad,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,immunity,Julie,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,immunity,Twila,Lopevi
Survivor: Vanuatu,9,5,Earthquakes and Shake-Ups!,12,immunity,Chris,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,reward,John K.,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,reward,Lea,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,reward,Chad,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,reward,Julie,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,reward,Twila,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,reward,Chris,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,immunity,John K.,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,immunity,Lea,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,immunity,Chad,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,immunity,Julie,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,immunity,Twila,Lopevi
Survivor: Vanuatu,9,6,Hog Tied,15,immunity,Chris,Lopevi
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,reward,Rory,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,reward,Leann,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,reward,Ami,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,reward,Eliza,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,reward,Scout,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,immunity,Rory,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,immunity,Leann,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,immunity,Ami,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,immunity,Eliza,Yasur
Survivor: Vanuatu,9,7,"Anger, Threats, Tears...and Coffee",18,immunity,Scout,Yasur
Survivor: Vanuatu,9,8,Now the Battle Really Begins,21,reward,Lopevi,NA
Survivor: Vanuatu,9,8,Now the Battle Really Begins,21,immunity,Lea,NA
Survivor: Vanuatu,9,9,Gender Wars...It's Getting Ugly,24,reward,Leann,NA
Survivor: Vanuatu,9,9,Gender Wars...It's Getting Ugly,24,reward,Julie,NA
Survivor: Vanuatu,9,9,Gender Wars...It's Getting Ugly,24,immunity,Ami,NA
Survivor: Vanuatu,9,10,Culture Shock and Violent Storms,27,reward,Ami,NA
Survivor: Vanuatu,9,10,Culture Shock and Violent Storms,27,reward,Chad,NA
Survivor: Vanuatu,9,10,Culture Shock and Violent Storms,27,reward,Chris,NA
Survivor: Vanuatu,9,10,Culture Shock and Violent Storms,27,reward,Eliza,NA
Survivor: Vanuatu,9,10,Culture Shock and Violent Storms,27,immunity,Twila,NA
Survivor: Vanuatu,9,11,Surprise and...Surprise Again!,30,reward,Eliza,NA
Survivor: Vanuatu,9,11,Surprise and...Surprise Again!,30,immunity,Ami,NA
Survivor: Vanuatu,9,12,Now Who's in Charge Here?!,33,reward,Eliza,NA
Survivor: Vanuatu,9,12,Now Who's in Charge Here?!,33,reward,Ami,NA
Survivor: Vanuatu,9,12,Now Who's in Charge Here?!,33,reward,Chris,NA
Survivor: Vanuatu,9,12,Now Who's in Charge Here?!,33,immunity,Chris,NA
Survivor: Vanuatu,9,13,Eruption of Volcanic Magnitude,36,reward,Julie,NA
Survivor: Vanuatu,9,13,Eruption of Volcanic Magnitude,36,reward,Chris,NA
Survivor: Vanuatu,9,13,Eruption of Volcanic Magnitude,36,immunity,Eliza,NA
Survivor: Vanuatu,9,14,Spirits and the Final Four,37,immunity,Chris,NA
Survivor: Vanuatu,9,14,Spirits and the Final Four,38,immunity,Chris,NA
Survivor: All-Stars,8,1,They're Back!,3,immunity,Rob C.,Chapera
Survivor: All-Stars,8,1,They're Back!,3,immunity,Sue,Chapera
Survivor: All-Stars,8,1,They're Back!,3,immunity,Alicia,Chapera
Survivor: All-Stars,8,1,They're Back!,3,immunity,Tom,Chapera
Survivor: All-Stars,8,1,They're Back!,3,immunity,Rob M.,Chapera
Survivor: All-Stars,8,1,They're Back!,3,immunity,Amber,Chapera
Survivor: All-Stars,8,1,They're Back!,3,immunity,Jenna,Mogo Mogo
Survivor: All-Stars,8,1,They're Back!,3,immunity,Richard,Mogo Mogo
Survivor: All-Stars,8,1,They're Back!,3,immunity,Colby,Mogo Mogo
Survivor: All-Stars,8,1,They're Back!,3,immunity,Lex,Mogo Mogo
